branche;occupation;periodeSimple;energieChauffage;annee2009;annee2010;annee2011;annee2012;annee2013;annee2014;annee2015;annee2016;annee2017;annee2018;annee2019;annee2020;annee2021;annee2022;annee2023;annee2024;annee2025;annee2026;annee2027;annee2028;annee2029;annee2030;annee2031;annee2032;annee2033;annee2034;annee2035;annee2036;annee2037;annee2038;annee2039;annee2040;annee2041;annee2042;annee2043;annee2044;annee2045;annee2046;annee2047;annee2048;annee2049;annee2050
01;01;01;01;274429.23520000005;265729.9949;257054.73559999999;248403.86190000002;239777.33500000002;231174.79599999994;222596.46149999998;213888.20559999996;205217.19019999995;196582.6301;187984.3604;179422.32970000003;170896.42229999998;162406.00170000005;153952.2238;145533.5324;137148.50009999998;128799.2001;120484.5735;112271.75829999999;104109.938;95983.66760000002;87892.7916;79830.61349999999;71803.0085;63802.967;55839.6963;47918.09549999999;40029.955599999994;32166.799899999998;24353.3029;17442.8972;12348.7475;7210.483;8143.700599999999;9048.090500000002;9111.593100000002;9174.408299999997;9221.3488;9282.2421;9341.964399999999;9400.091299999998
01;01;01;02;3091525.332199999;2993815.8244999996;2896389.4332;2799237.435;2702351.3636;2605738.5849;2509388.7016999996;2411570.8169;2314163.0983;2217164.9691999997;2120574.9363999995;2024391.4596000002;1928623.7467;1833274.2218000004;1738563.5237999998;1644450.6516999998;1558984.1451999997;1477315.7570999996;1396458.454;1316378.9672;1237307.7074999996;1159529.1112999995;1083518.791;1008493.4084999999;936031.8452;864959.5054;796767.1430999999;730887.9715000001;666745.1656000001;602715.0234;538983.2608;475753.34449999995;413018.13370000006;352687.2767;377262.18350000004;399504.54500000004;420629.47419999994;441023.2263;460918.90639999986;480141.93639999995;495791.6536;510986.5099
01;01;01;03;1317058.3889999997;1275308.4366;1233675.9926999998;1192160.8115;1150762.6339000005;1109481.2053999996;1068316.2782;1026527.5264999999;984914.3546999999;943475.467;902226.9354999999;861134.5370000001;820216.6028999999;779471.86;738899.3687999999;698498.3565;658268.5264999999;618209.3298999999;578320.2102;538600.6087;499049.9773999999;459667.7563000001;420453.5812000001;381406.6653;342526.47010000004;303812.46129999997;265264.0954;226880.85210000002;188662.1661;150607.53549999997;112716.4204;74988.29569999999;37419.683000000005;408.34139999999996;407.45950000000005;406.57959999999997;405.70169999999996;404.82590000000005;403.95219999999995;403.08019999999993;400.7557;399.31550000000004
01;01;01;04;3620653.1410000003;3769409.8864999996;3917722.2405;4065599.4094;4213050.3936;4360068.180400002;4506663.5452000005;4649471.208100001;4791641.1996;4933174.9213;5074058.8045;5214327.613299999;5353946.269299999;5492920.0241;5631027.094199999;5768309.912599999;5896726.684599999;6021125.076500001;6144485.524299999;6266779.927500001;6387830.7031;6507374.025600001;6624913.552499998;6741235.884000001;6854778.284499999;6966714.229800003;7075569.252800002;7181893.148899999;7286249.523000001;7390275.495399999;7493787.705199998;7595697.809099999;7694151.7737;7789538.062500003;7746703.886400001;7706258.960999999;7667798.356900001;7630099.148700001;7592953.583299999;7556483.1542;7523589.911000001;7491201.546600001
01;01;01;06;414923.1906;401770.3772;388654.5829000001;375575.7312;362533.73990000004;349528.529;336560.02019999997;323394.7887;310284.861;297230.05989999993;284230.207;271285.12769999995;258394.64359999998;245558.5819;232775.77060000002;220048.08089999997;207372.3698;194752.41909999997;182183.28040000002;169669.14390000002;157208.22110000002;144798.31279999999;132440.69499999998;120135.13149999997;107883.53099999999;95683.87390000002;83539.96429999999;71436.6263;59393.2347;47406.1251;35466.982899999995;23587.531300000002;12690.275900000002;2266.0462;2305.9327000000003;2347.6809;2391.13;2436.4224;2474.0722;2523.1439;2574.4746;2627.5329
01;01;02;01;164852.8561;159627.12050000002;154416.093;149219.74320000003;144038.03839999996;138870.947;133718.4375;128487.76759999999;123279.07099999998;118092.27649999999;112925.35440000003;107782.24299999999;102657.87869999999;97556.25630000001;92477.28499999999;87420.8215;82385.7705;77371.08230000001;72376.7961;67398.0041;62445.78500000001;57515.8313;52606.1288;47714.73950000001;42842.96859999999;37997.607800000005;33170.558000000005;28363.3417;23578.117100000003;18811.5662;14067.504299999999;9349.091799999998;4655.388599999999;112.51650000000001;162.0875;211.5645;260.9467;310.3669;309.6964;358.9815;408.1219;439.48969999999997
01;01;02;02;2704966.9641;2651914.7327999994;2606330.9447000003;2564167.4672999997;2516941.8622;2464263.4732999997;2393623.6011000006;2307504.2248;2231398.4476;2146006.1115;2070561.4332000006;1999498.1782999993;1954323.9580000003;1915709.5489999999;1879897.5807000007;1844656.2600000002;1808130.2791;1782637.9028000003;1754350.5730999997;1727311.8087;1698077.1856;1669460.5914000003;1640561.7230999998;1611415.8915000001;1582158.5643000007;1552796.3018999996;1522830.0100999998;1487140.2588000002;1449315.9276;1412204.6514;1375187.5433;1338934.1423000002;1304272.7719;1270744.2473;1276190.0237999998;1271942.0932999998;1265097.5755999999;1261655.3499999996;1264358.4011000001;1283526.7851000002;1310006.5506999998;1326432.3083
01;01;02;03;998485.8363;966834.4409000002;935271.4897;903797.1432;872412.489;841116.3442999999;810740.6056999998;803207.2753000002;794805.1359000002;783591.5305999999;770572.5474;751137.5115;719905.2279999999;688803.466;657832.7308;626992.5746000002;596283.5922;565702.3777000001;535252.5846;504930.7484000001;474738.41760000004;444672.232;414733.8664000001;384924.8681;355241.7678999999;325685.2015000001;296255.7216;266951.8662;237773.20549999998;209100.8973;180578.16679999995;152172.7541;124207.05679999999;96461.89980000001;96253.5421;96045.63429999999;95838.17610000001;95631.166;95424.6028;94476.7567;73605.65120000001;53588.4116
01;01;02;04;2774366.8339999993;2862992.7992000002;2944036.5078;3021545.983300001;3104003.289199999;3191800.1965;3296610.8224999993;3389347.3498;3472911.9462;3568549.0966999987;3656015.7798999995;3745489.8454000005;3820845.2217999995;3889485.3941999995;3955165.228;4020120.1602000003;4086201.9474999993;4141095.2512;4198630.8423999995;4254764.687700001;4312940.297099999;4370344.7312;4427876.993;4485503.982500001;4543088.670700001;4600627.553600001;4658618.527999998;4722179.5775999995;4787724.191600002;4852015.839;4916029.623200001;4979131.038899999;5040137.918000001;5099512.7982;5080257.454799999;5070725.625699998;5063820.131700002;5053541.9049;5037198.025200003;5005110.059199998;4985663.9613999985;4975201.066100002
01;01;02;06;273040.8814;264385.65119999996;255754.7817;247148.2221;238565.9188;230007.8185;221473.8704;212810.46830000004;204183.45890000006;195592.7259;187038.1512;178519.6211;170037.01700000002;161590.0339;153178.76020000005;144803.0431;136462.80860000002;128157.89409999999;119888.23849999999;111653.99410000001;103454.76269999999;95289.44080000001;87159.98180000001;79065.19660000001;71004.97439999999;62976.321500000005;54984.31629999999;47025.8279;39103.54109999999;31208.962000000003;23351.002700000005;15519.2986;7726.6004;169.3139;168.94819999999999;168.5833;168.2191;167.8557;167.49309999999997;167.13119999999998;166.7702;430.9009
