"scenario";"SYSTEME_CHAUD";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2048";"2049";"2050"
"S8 AMS2 Dec0";"nr";23.2266706258;23.186414625;23.1461735434;23.1060389824;23.0659397928;23.0259783295;29.4257701558;29.0054302795;30.8537849698;30.4807569358;30.070259018;34.9613659715;34.3493966885;33.7159609154;32.7662650807;32.2465145975;32.100143391;34.3081618287;35.430788979;36.38720166178;38.1570197054;37.03224398547;37.54948545803;37.96849759529;38.34936474783;39.11222421765;39.7813059145;40.34872212503;41.39308042964;41.91159304785;43.18694553651;43.25722642516;43.32795752738;57.817402448695;58.011748382209;58.483161001402;59.481655780703;59.920258573195;59.947522663113;57.415006974608;57.879539446037
"S8 AMS2 Dec0";"Autre système centralisé performant";0.006679904;0.818081062;1.302328157;3.207242383;7.450797855;7.188611941;17.0793934114;16.6382513354;2.87518362;8.513299308701;8.019258552399;8.9095708918993;10.4844540775828;14.309543268692;15.968973367443;19.905813174031;19.191963679359;22.6331450793162;26.76310171711;35.793794359344;32.988908928717;35.323933165228;37.772989367403;45.219468935019;56.999589609683;63.67253205961;75.427126685375;90.003737467673;106.562985043083;108.320632985276;110.64313633409;114.33750262591;126.49608133982;115.005967713697;114.869221637748;117.23445372779;120.726130202744;124.434546772773;126.504822468222;114.731233655169;122.000918521824
"S8 AMS2 Dec0";"Autre système centralisé";76.7688819772;92.402410206;103.8886946705;99.549614558;90.797446303;101.491500533;103.28506705426;110.613104793878;73.57720051499;79.307043169049;87.849325720667;101.442994031686;98.864928559132;105.33933905959;114.303654809152;118.134885091505;116.301993767334;120.66700631151;126.874500982047;127.05036675384;141.747545440014;147.292904016107;150.552640171105;153.923038421418;161.436184411691;167.581642751704;167.544815716928;173.297617315169;173.323318669359;174.56032628869;171.790468607272;183.487659942455;172.592799103635;186.830881621529;189.282986061514;191.041285911164;196.972501588003;205.961053721749;211.962450635573;199.773688857785;202.268559146879
"S8 AMS2 Dec0";"DRV performant";2.29697381;4.506401977;4.162395325;4.070925962;3.864041412;3.289045412;3.14009878781;3.175787124147;3.350751611531;7.308523442262;7.091060521437;5.119032671232;6.880300253551;7.255603103596;7.299216422454;7.754542744933;11.22762750749;17.13623841466;20.73866654066;22.74215067309;24.05983913033;22.3397022569;19.821393192715;21.71431367135;20.59686522854;20.57420281308;20.16340749131;19.67030448278;20.09906642395;17.99091476734;17.8243877898;17.34890675317;17.547163379608;7.37623416046;7.443992537168;6.993800801402;6.539107274584;6.278481696571;6.100372395147;5.81992419837;5.901317158401
"S8 AMS2 Dec0";"DRV";NA;NA;0.0028514819;0.01730422;NA;NA;0.01979288;0.02145519;0.0654766575;0.2063768425;0.5930120769;0.711722434562;1.0644125696;1.350330037942;1.780794954984;2.25505669756;3.311003386481;5.993732155558;11.46460543568;20.58676880271;22.91658662911;22.15457409536;19.78649191371;14.56890888899;14.51638682276;14.95684966215;14.95380141186;14.10870884539;13.31128125635;14.33876282391;13.926438523627;15.27842186602;14.9709775893;8.289449856334;7.771868725761;7.28905820791;7.375281420479;7.52512031308;7.48716335245;7.03395471692;7.2977694471376
"S8 AMS2 Dec0";"Cassette rayonnante performant";NA;NA;NA;NA;NA;NA;NA;0.003010952;0.01526135;0.01102176;0.013836868;0.019875015;0.045441889;0.050797912;0.0566480654;0.0587673523;0.136342821102;0.23717431854;0.4817582033;0.669448460549;0.76054337072;0.777187866504;0.8526305645;0.78330534075;0.7405835177091;0.901920972074;0.936322803699;0.941977439098;1.063386781418;0.9129914972015;1.66782823935;1.16473101252;1.9800863717616;1.3960193344;1.3860181075;1.404040257531;1.3778360646;1.3798135873;1.4497758619;1.7424512201;1.677055801
"S8 AMS2 Dec0";"Cassette rayonnante";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.001838679;0.001179132;0.0008656347;0.0135676649;0.01350563;0.01391068;0.01423961058;0.01133471;0.053673239;0.09972513565;0.1072865856;0.1114143926;0.1284525263;0.13915271427;0.1481227853;0.1516543513;0.1641446209;0.1743792273;0.6829389891;0.3538164286;0.2979254171;0.52735227154;0.5099335319;0.54670039742;0.58208933384;0.60316141792;0.68418906945;1.040181483;0.9268218418
"S8 AMS2 Dec0";"Tube radiant performant";10.79702842;10.419961389;10.210615294;9.983655205;9.859307422;10.16276229;15.0696803628;14.26562471751;13.5332564632;11.804468748036;10.42604416579;13.20507725743;10.63275095386;8.731337973037;7.744353720007;6.757827228887;5.80062993842;4.89101579145;4.000021914637;3.1413180171771;2.44676661799;2.16455286787;1.789640816898;1.558381802165;1.196955699825;1.00820253098;0.9912204881;0.685376014674;0.58018022282;0.44554881677;0.3845941926;0.5365700989;0.1164640494;0.4002103414;0.3233923168;0.2550296415;0.2299605352;0.1906603951;0.1983733791;0.389266735;0.2927992696
"S8 AMS2 Dec0";"Tube radiant";1.8130131457;1.5280827426;0.9113129882;1.2773918211;1.654718543;1.6975363707;1.4474806061;1.3937497398;1.4073902591;1.511541960562;1.446913068313;1.31927766698;1.2746648032;1.10592421055;0.955663889294;0.8308692527;0.68548155538;0.64809860442;0.44429117068;0.37040712094;0.277877490339;0.29621786573;0.26494436743;0.358036459195;0.33060985549;0.12438307047;0.0295258571;0.0319438801;0.0255030756;0.0195766941;0.0356210197;0.046407104;0.020302876;0.0752507586;0.0536432523;0.0403998274;0.0351239502;0.028321506;0.04467775;0.1264739162;0.1300054999
"S8 AMS2 Dec0";"Rooftop performant";11.82045357405;10.45545061815;9.93392744306;10.08749697759;10.64425918587;11.23547177246;21.03455310629;20.87560180084;21.56950208014;24.910595504962;27.869364762361;34.207361644051;35.771334424011;36.33366661851;39.230449420634;43.689102351303;47.779219797632;48.998860036903;50.373559998538;75.980079488948;85.554061252497;90.225667955331;93.763530517669;92.800090769844;87.656212318417;82.323283447924;82.960362710355;78.570271305296;77.86360046038;77.766878108828;79.599748401273;83.524318334559;80.665676535974;87.207121098801;84.28698653242;84.307659592876;87.8548013994551;90.9044217344257;95.6492955366004;86.5941895991002;88.9748711667847
