"scenario";"SYSTEME_CHAUD";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2048";"2049";"2050"
"S0 Nopol";"nr";0.753524758560145;0.752218618319375;0.750913824222258;0.74961164177954;0.748312131512253;0.747014273274121;0.745071285532958;0.743133218741721;0.74120088524;0.739272330997863;0.737349934302083;0.73543195089136;0.73351859111213;0.731610787095;0.729705650784826;0.727805895135913;0.725910807937103;0.724020369655;0.722133197646888;0.720248793434197;0.718368804356846;0.716479600756478;0.714596381431911;0.71271799704;0.710776170785253;0.70880671959;0.706830186467756;0.704817307747732;0.70280809289;0.70066685593;0.698457036179035;0.69570163336;0.69150228916;0.92046175281;0.92031516968;0.9201856328;0.92008025358;0.91999223123;0.91992614978;0.951423322;0.9517378728
"S0 Nopol";"Autre système centralisé performant";0.000188371935677117;0.0142534540315688;0.0261511932455754;0.0865321612211058;0.188692989293508;0.180618301522021;0.196351324647421;0.32418388273;0.40051177375522;0.360645933975598;0.359796895676101;0.35754193319;0.35171440178333;0.36577778566;0.376773709810843;0.383207866783819;0.419662553032764;0.497832337164237;0.525472966814641;0.576664975700115;0.611451421557058;0.740836003248494;0.842121402123134;0.869866758567051;0.887823543959377;0.897327249871912;0.91919752752207;0.928610546425755;1.00730679977193;1.05005672699752;1.05643298674226;1.09473667529616;1.05857696103115;0.805640266091403;0.737683265959045;0.664196859683601;0.665294984027737;0.68849198813992;0.68509643512125;0.618378290087712;0.597987283012124
"S0 Nopol";"Autre système centralisé";1.56934030737296;2.01912407908097;2.32150207412013;2.19845145114143;1.90419632824559;2.05259299103084;2.20870653466836;2.21588528365763;2.289205770498;2.3603024849397;2.35751616526851;2.37866144069767;2.48295085284925;2.55145125607;2.70326940326511;2.72283625889826;2.70911162472511;2.608587700736;2.45328689415511;2.43755764922255;2.43096614962535;2.31568917032544;2.25664012032574;2.22510923367674;2.21714102214871;2.1934678171632;2.10793475342418;2.09505329021893;2.0532367809635;2.03726378382555;2.0744400845644;2.08672306213266;2.10249328091315;2.48287972616818;2.60162905517535;2.68078866509296;2.64106338684375;2.62163188855679;2.5719893587566;2.12016309827021;2.13518372102776
"S0 Nopol";"DRV performant";0.05130995757;0.09463193449;0.0879684038;0.08630741417;0.08249357314;0.07127011373;0.0795327637527404;0.0779516248285227;0.082799465388;0.0800780147922;0.0764151557496504;0.0720176081719159;0.0672753782572173;0.065009899655;0.0623801447147662;0.0559800581167833;0.0528192977658074;0.0501491096069382;0.0461188277734027;0.0456655489213521;0.0454675111709152;0.0456556669480608;0.0451002785869563;0.0442022473279445;0.0429156000242886;0.0418530755538401;0.0412399981485244;0.0416095341940849;0.0461973846155297;0.0491987268496046;0.0564398778875932;0.05438459607;0.0548971820862914;0.0616964156450959;0.0817788697919717;0.0781071435677411;0.0781642115793728;0.0767717854916375;0.07350671836231;0.0757336405928635;0.0750433287453523
"S0 Nopol";"DRV";NA;NA;7.8920955e-05;0.00049348836588018;NA;NA;0.0005908774;0.001313691;0.0018404665;0.00223005360329094;0.00371290724272031;0.00653118650012144;0.00861091284917952;0.00866672226407817;0.00968637917452313;0.01410904503;0.01569560372;0.01875566004;0.02067855862;0.02082306705;0.02093575285;0.0220568388;0.02138569521;0.02119052177;0.0215462269448431;0.02162052098;0.0250631853949182;0.0324801441097314;0.03970923124;0.04515059565;0.0424592156660038;0.03939756788;0.032400021896817;0.0454401582849729;0.0442135978481236;0.0413212605399051;0.0402541700128602;0.0491883153635065;0.0492653166061246;0.0461907466875958;0.0355739394158909
"S0 Nopol";"Cassette rayonnante performant";NA;NA;NA;NA;NA;NA;NA;NA;0.0004685283;0.0009027999;0.0008928219;0.0008560081;0.0020068407;0.0021591418;0.00234631;0.00252338255969816;0.00271300137364205;0.0026557420773466;0.00315174307720609;0.00510053706;0.00696457693;0.0088161614605818;0.00894388204;0.0093487543;0.00977723526;0.0104179923;0.01045659666;0.01013877797;0.00970706971;0.00896368694;0.00900554327;0.00975542427;0.0082147755326847;0.0112760865670189;0.01410298188;0.0135065038756699;0.0150279068;0.0169157075447664;0.0175767781010857;0.0127472024250033;0.0108350344728816
"S0 Nopol";"Cassette rayonnante";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.244385e-05;NA;0.0005057384;0.0011198299;0.00112111;0.0011586132;0.0011936926;0.0012131188;0.0012137567;0.0016802518;0.0028366003;0.00366676413487146;0.00372519836;0.00360889548;0.00396203556;0.00562510291;0.00516385146745555;0.00386618336861666;0.0026128795;0.0033526587;0.0036731166;0.00451190665;0.00526013977110707;0.0064352728;0.00478465778;0.00309538893
"S0 Nopol";"Tube radiant performant";0.4676566906;0.448555392;0.4380527311;0.4270921575;0.4268728199;0.4409633007;0.4262146537;0.406332741;0.3933741148;0.3854578247;0.3785698669;0.3740761379;0.3625482154;0.3431278674;0.3304291571;0.3261474292;0.3211283164;0.318140888;0.30970376942;0.306497669391144;0.304837912099523;0.305808511614575;0.303375297718107;0.301113719124449;0.302916528389927;0.306611012211192;0.307861108552293;0.307006906455948;0.308147463042395;0.30467810882893;0.306937734547553;0.310314749896939;0.317739048424567;0.431644445354835;0.433878755530091;0.428278764676022;0.43397294389929;0.436961773708548;0.442425760225488;0.393110320853536;0.396637051275784
"S0 Nopol";"Tube radiant";0.09086509871;0.07938043583;0.0500213459680327;0.0694654858517914;0.0831744188005635;0.0842658436981013;0.0808687735882275;0.0792323276259487;0.0712111551025525;0.07834187556;0.08414433766;0.08583115046;0.09177407988;0.09375627128;0.09737584973;0.09815670523;0.09846318711;0.09789931003;0.09784980742;0.0976524188923563;0.0982683382333095;0.0997988778649987;0.102695522780042;0.104843704606744;0.107527713359557;0.10664110161;0.10668977709;0.10498679265;0.10489421632;0.109044011737834;0.1152949105258;0.11315252857996;0.106660337171602;0.146934549844566;0.148130391415678;0.147369645505186;0.145523310943609;0.144863022251123;0.143626904042608;0.21281044258954;0.210200551080007
"S0 Nopol";"Rooftop performant";0.866234216373592;0.848374127831846;0.837657277430812;0.837034294185865;0.84663033741145;0.859319765348619;0.848821447117166;0.833681055818923;0.829245514676674;0.820413517975008;0.822044989286963;0.854226733065389;0.887949226015169;0.920358385883342;0.940979365184826;0.976358798397793;0.984560239912279;0.99447608566775;1.00492149085523;1.00018804748296;1.00555740077958;1.01147190478059;1.00314530932057;0.98921653846;1.06238199071736;1.03938722043258;1.0735860436874;1.06574629012814;1.04653727218442;1.04253814205158;1.02275322058964;0.992388556193923;0.957212115999932;0.979194095399127;0.914981061324246;0.884345740668838;0.88309443503955;0.89636826262274;0.908478092823795;0.804734302485228;0.79274200076501
