"scenario";"Type_Inv";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2048";"2049";"2050"
"S1 AME";"Changement de système seul";0.69577282502626;0.726058309868223;0.74695188068808;0.743966090232605;0.737221899834111;0.738307892676392;0.721697040650243;0.727312155839264;0.749099914454037;0.75866261028927;0.777098428390034;0.739762609724713;0.747048052028278;0.763957716987385;0.773107881172688;0.777424067912572;0.797630952896962;0.814131957990942;0.821621230935603;0.837478207492741;0.85238495914863;0.853632527276894;0.85472227269817;0.85736404632404;0.860733081069751;0.860104585301234;0.860583988678477;0.8629067802441;0.862463037269323;0.858116506693212;0.847134898749607;0.833297291485096;0.824808409048947;1.0866214495467;1.08421078003135;1.08197646387419;1.07343813944716;1.06921896171579;1.06241999845182;0.980228181445431;0.978216567936426
"S1 AME";"Geste sur le bâti";0.489737702048782;0.395518418923079;0.323926212415673;0.309996112408687;0.309638878716678;0.338849325558334;0.850610165080457;0.861496800756415;1.01457268884646;1.0333033578878;1.03838899459653;0.949145361211981;0.972108565863077;0.972993991756245;0.978060176821171;0.960861736774803;0.962930733022886;0.969512058901985;0.979660799128743;0.986584901848102;1.01806711399073;1.00138278486586;1.00478862211403;0.999747594882296;0.995071660253195;0.981026302086671;0.966983179727742;0.946944532286149;0.936200195106705;0.921176483999238;1.29299017470498;1.20313476245541;1.08878979731637;1.06802158792105;1.04747602271055;1.05938578670414;1.91301925071353;1.90131226012604;1.98292429655807;1.98785515075172;1.96753128924643
"S1 AME";"Geste sur le bâti et Changement de système";0.00184775791;0.000595836778;4.07201424e-05;9.48400246e-05;9.66343245e-05;0.0005159526114613;0.268882558159703;0.258712224462149;0.239606162555559;0.230733167319351;0.223476397051875;0.360705455592057;0.350634441430603;0.343173540878025;0.329870529126496;0.332965613066549;0.319135675487539;0.303542369598985;0.286608364706799;0.271419293850901;0.25098492468861;0.230991643084923;0.211516453237294;0.19555076234118;0.177282492783157;0.160472208488643;0.142408912113382;0.12401695507872;0.11017759298816;0.10021626096713;0.108413881855026;0.110832762196158;0.101026799483014;0.031674079773609;0.026471367629617;0.023437936345499;0.0507423572217143;0.0524531398905838;0.0574852387641716;0.046740814093147;0.046120017366369
