"scenario";"BRANCHE";"usage";"2015";"2020";"2025";"2030";"2050"
"S0 P0";"Bureaux Administration";"Autre";24.5739002305931;24.4729642359457;24.3761633555765;24.283371817752;24.0383734037329
"S0 P0";"Bureaux Administration";"Auxiliaires";4.60815102557781;4.39300033227187;4.12879522441436;3.89898022001332;3.23964674045455
"S0 P0";"Bureaux Administration";"Bureautique";38.848591853974;40.6974900725815;42.5458091074556;44.4614931911852;43.464806791787
"S0 P0";"Bureaux Administration";"Chauffage";107.544954349579;99.934141401627;92.1317414177307;84.9770537589639;67.0340578682735
"S0 P0";"Bureaux Administration";"Climatisation";36.3986045957459;36.9191516115751;38.5042772627905;40.0940946496372;44.8638011748073
"S0 P0";"Bureaux Administration";"Cuisson";4.05228848301227;3.95842514456746;3.86840685619911;3.78211859944616;3.55428875575918
"S0 P0";"Bureaux Administration";"ECS";5.50931559857417;5.55216938799594;5.58082843746735;5.60312731680185;5.73534182905635
"S0 P0";"Bureaux Administration";"Eclairage";19.543192850885;18.5742791954535;17.667273203103;16.8160659539399;14.5229462738958
"S0 P0";"Bureaux Administration";"Froid_alimentaire";0.611386000127518;0.580073154745589;0.55117709389134;0.524095383656573;0.502602501178028
"S0 P0";"Bureaux Administration";"Process";0.520433382143053;0.518295767863518;0.516245664220191;0.514280510817328;0.509091866338522
"S0 P0";"Bureaux Administration";"Ventilation";4.00983877238398;4.02869150060788;4.04559634119686;4.06082551819176;4.09507431710517
"S0b REF";"Bureaux Administration";"Autre";24.5739002310383;24.4729642516535;24.3761630300381;24.2833717262771;24.038370669918
"S0b REF";"Bureaux Administration";"Auxiliaires";4.60819193852148;4.34905795277453;3.99739608466643;3.69841327219365;2.83796864242221
"S0b REF";"Bureaux Administration";"Bureautique";38.8485918875678;40.6974902102882;42.5458090849487;44.4614932545896;43.4648148978366
"S0b REF";"Bureaux Administration";"Chauffage";107.545780910342;99.2040688969036;89.7405762848775;81.6535308810042;61.2582090433906
"S0b REF";"Bureaux Administration";"Climatisation";36.3986045897808;36.9191497133481;38.5042951206336;40.0941448546651;44.8638532336228
"S0b REF";"Bureaux Administration";"Cuisson";4.05228848190052;3.95842513702957;3.86840679945941;3.78211859366908;3.55428924518804
"S0b REF";"Bureaux Administration";"ECS";5.50930826521467;5.5591209060003;5.58028288335745;5.6014493000676;5.67362581990603
"S0b REF";"Bureaux Administration";"Eclairage";19.5432021747372;18.5400992128393;17.5581518506569;16.6694359433535;14.2311918823917
"S0b REF";"Bureaux Administration";"Froid_alimentaire";0.611386000101407;0.580073156547499;0.551177094662148;0.524095383471032;0.502602524661311
"S0b REF";"Bureaux Administration";"Process";0.520433381118919;0.518295766784849;0.516245705333854;0.514280562099801;0.50909186651557
"S0b REF";"Bureaux Administration";"Ventilation";4.00983780548202;4.0302635926292;4.05156425971094;4.0701564839096;4.11901144773534
"S1 AME";"Bureaux Administration";"Autre";24.5739002258388;24.4729631952898;24.3761602845712;24.2833623755068;24.0386764401756
"S1 AME";"Bureaux Administration";"Auxiliaires";4.60675054580691;3.9632853210665;3.53356103621654;3.12791048765989;2.10097110314581
"S1 AME";"Bureaux Administration";"Bureautique";38.8485918353151;40.6974908055439;42.5458093631822;44.4614926291935;43.4655026545103
"S1 AME";"Bureaux Administration";"Chauffage";107.513985066766;90.9203376870995;80.5215787923409;71.2630963016068;49.9964515787893
"S1 AME";"Bureaux Administration";"Climatisation";36.3986045829332;36.844077737991;38.3221922377277;39.7838871718104;44.2731647115019
"S1 AME";"Bureaux Administration";"Cuisson";4.09771753727531;4.03142556464081;3.96172049973049;3.89088736537147;3.69555562690963
"S1 AME";"Bureaux Administration";"ECS";5.50868252728697;5.51859391690143;5.52287463146835;5.5420581200185;5.54557691616711
"S1 AME";"Bureaux Administration";"Eclairage";19.5411863097916;18.3286367252478;17.3757124655527;16.4624982940309;13.7818607749872
"S1 AME";"Bureaux Administration";"Froid_alimentaire";0.611386000072595;0.580073092105342;0.551176809255393;0.524094659092625;0.502629336291226
