"scenario";"BRANCHE";"usage";"2015";"2020";"2025";"2030";"2050"
"P0_Nopol";"Bureaux Administration";"Autre";24.5739000083775;24.4729645555635;24.3761641148981;24.2833730756335;24.0383868513551
"P0_Nopol";"Bureaux Administration";"Auxiliaires";4.51879357800828;4.12380493637093;3.6911900118282;3.13575723668026;1.77433241619351
"P0_Nopol";"Bureaux Administration";"Bureautique";38.8485913673278;40.6974893348221;42.5458078304462;44.4614931738768;43.4648303625052
"P0_Nopol";"Bureaux Administration";"Chauffage";109.934476469316;102.065849980807;94.6604933199889;85.8552780634064;59.179918597675
"P0_Nopol";"Bureaux Administration";"Climatisation";36.414304832473;38.4512764953485;40.1135654568229;41.7640869806267;46.5468769927058
"P0_Nopol";"Bureaux Administration";"Cuisson";4.09771772394257;4.03142671870963;3.96172428036701;3.89089586026113;3.69527268786025
"P0_Nopol";"Bureaux Administration";"ECS";5.51811668358409;5.5508454991662;5.58467374988109;5.61521374988887;5.66431086389792
"P0_Nopol";"Bureaux Administration";"Eclairage";19.5870298303154;18.6782620677347;17.7954654476557;16.8882519488246;14.198561246449
"P0_Nopol";"Bureaux Administration";"Froid_alimentaire";0.61138601897437;0.580073206584866;0.551177179752156;0.524095487842147;0.502603828098445
"P0_Nopol";"Bureaux Administration";"Process";0.520433385450519;0.518295778955517;0.516245694712385;0.514280558127493;0.509092195209583
"P0_Nopol";"Bureaux Administration";"Ventilation";4.00604561644184;4.02181352938369;4.03675885930083;4.05560617473445;4.07823551389075
"P0_Nopol";"Café Hôtel Restaurant";"Autre";7.46079805540195;7.42506398154569;7.40410372582433;7.38356896818193;7.31161794976284
"P0_Nopol";"Café Hôtel Restaurant";"Auxiliaires";12.1339251724245;14.4680896926278;16.354220058435;17.8064984017873;16.2782315463045
"P0_Nopol";"Café Hôtel Restaurant";"Bureautique";3.17143826719478;3.32076653325717;3.47788156212076;3.64134453533464;3.56926107121608
"P0_Nopol";"Café Hôtel Restaurant";"Chauffage";109.708479362735;102.759301921082;98.3700320693108;94.2003829427594;79.7850246995877
"P0_Nopol";"Café Hôtel Restaurant";"Climatisation";29.7153190672472;32.2976913215192;33.7676192122716;35.1776030935433;39.7414492088135
"P0_Nopol";"Café Hôtel Restaurant";"Cuisson";101.284354458901;100.055416743082;99.595910690851;98.9418852467708;95.4999621479914
"P0_Nopol";"Café Hôtel Restaurant";"ECS";32.6131955840696;32.911011808679;33.2500712205348;33.559749896959;34.5007684174878
"P0_Nopol";"Café Hôtel Restaurant";"Eclairage";23.4998712179153;22.4492896759237;21.7124548458729;20.9998781050305;18.5605770284466
"P0_Nopol";"Café Hôtel Restaurant";"Froid_alimentaire";14.1418016293558;13.3951479253105;12.8031953191059;12.2407938992755;11.7882297493862
"P0_Nopol";"Café Hôtel Restaurant";"Process";1.98333122154942;1.97383188038705;1.96825988888759;1.96280105111989;1.94367364924048
"P0_Nopol";"Café Hôtel Restaurant";"Ventilation";10.3854776949635;10.392647959858;10.3965223157862;10.4001945186823;10.411421550866
"P0_Nopol";"Commerce";"Autre";25.1023810120047;24.9933060768399;24.8964991424585;24.8011481685554;24.4837277701107
"P0_Nopol";"Commerce";"Auxiliaires";8.02890934833323;8.76068072087972;9.53235869049875;10.1880564666166;9.62022007558198
"P0_Nopol";"Commerce";"Bureautique";3.18799180935141;3.34118188275103;3.49767922749479;3.66024828349939;3.5832248676261
"P0_Nopol";"Commerce";"Chauffage";91.3950427414506;86.6921102971427;83.0936167408423;79.6448181004268;67.7149601489947
"P0_Nopol";"Commerce";"Climatisation";15.8041415629467;17.7358549205851;18.8803258191088;20.0648912120924;23.3007038700089
"P0_Nopol";"Commerce";"Cuisson";5.59811473823241;5.55166395803957;5.50336522956996;5.44653703291609;5.21335370198308
"P0_Nopol";"Commerce";"ECS";12.4342870059265;12.6747399689866;12.9079062421095;13.1266293651018;13.8945551738553
"P0_Nopol";"Commerce";"Eclairage";47.7328241798377;45.96341161747;44.3837912473498;42.8693705049112;37.8479181856305
"P0_Nopol";"Commerce";"Froid_alimentaire";22.7417986688046;21.5840211942716;20.5320198166385;19.5363647896334;18.2472523900902
"P0_Nopol";"Commerce";"Process";7.97751913805579;7.94766499326349;7.92117472359992;7.89509031898195;7.80817841342118
"P0_Nopol";"Commerce";"Ventilation";3.11926971862166;3.1167813225884;3.11456104855068;3.11225921516959;3.10492031408402
"P0_Nopol";"Enseignement Recherche";"Autre";4.71335920286785;4.6900214288447;4.67694436713424;4.66413181555587;4.61968605282372
"P0_Nopol";"Enseignement Recherche";"Auxiliaires";4.30412458771581;3.73827877717963;3.22634571931514;2.69698003479499;1.63213365223312
"P0_Nopol";"Enseignement Recherche";"Bureautique";2.74225767465515;2.87062339525953;3.00667263902046;3.14835113959396;3.09022771264388
"P0_Nopol";"Enseignement Recherche";"Chauffage";79.7995338015097;72.4973589310833;67.328399181891;62.1483106540479;49.4230836220383
"P0_Nopol";"Enseignement Recherche";"Climatisation";1.33202030897972;1.45358907218454;1.56309381121572;1.67403690953903;2.08213413976135
"P0_Nopol";"Enseignement Recherche";"Cuisson";12.8217771182986;15.4069029608982;16.9076401464131;18.3833509593144;23.4547745056074
