"scenario";"BRANCHE";"usage";"2015";"2020";"2025";"2030";"2050"
"AMS3";"Santé Action Sociale";"Process";3.9835816658968;3.95415239927446;3.79267489803795;3.64118510567438;3.09665335482432
"AMS3";"Santé Action Sociale";"Ventilation";29.4413005504585;28.8502266287541;28.4220271233313;28.3040755227357;25.853089562015
"AMS3";"Sport Loisir Culture";"Autre";1.00717505228785;1.01426684782522;0.983390709158303;0.953654772144119;0.840720356662204
"AMS3";"Sport Loisir Culture";"Auxiliaires";6.28969013294711;7.44919523562337;8.54463573710997;9.4798791199654;7.34433270854556
"AMS3";"Sport Loisir Culture";"Bureautique";3.8060306956872;3.99817040317219;3.6091226409253;3.26039861053753;2.44575656507921
"AMS3";"Sport Loisir Culture";"Chauffage";95.7713080609688;84.0197581279477;76.6254930545025;70.7702331034158;51.9658670049067
"AMS3";"Sport Loisir Culture";"Climatisation";44.178260376687;49.9514237256988;53.8485885264923;57.7721393244797;64.4243532007752
"AMS3";"Sport Loisir Culture";"Cuisson";5.41769342950399;5.28966655520886;5.06777969149736;4.85605349415971;3.91376887267465
"AMS3";"Sport Loisir Culture";"ECS";52.9533982877966;51.2276281541523;49.6470652842309;48.1209182984646;41.8718944085993
"AMS3";"Sport Loisir Culture";"Eclairage";27.1209469526997;24.4285541006932;19.8690244959351;15.4647431705223;9.43377340196854
"AMS3";"Sport Loisir Culture";"Froid_alimentaire";1.90569977356217;1.81217885028731;1.73614904589598;1.6637561005816;1.40690637612314
"AMS3";"Sport Loisir Culture";"Process";17.3686086355513;17.2808080348501;16.6520805585833;16.0510113971769;13.8373756521111
"AMS3";"Sport Loisir Culture";"Ventilation";4.13428129177919;4.16861481203074;4.18403921324184;4.1998159979553;4.15366174454109
"AMS3";"Transport";"Autre";56.2993831360498;55.9932697527168;53.9312299166332;51.9610547033359;44.7703880491976
"AMS3";"Transport";"Auxiliaires";0;0;0;0;0
"AMS3";"Transport";"Bureautique";1.06460898409522;1.11405014800558;1.0034098621918;0.904485141920488;0.674070962749824
"AMS3";"Transport";"Chauffage";145.660118744089;134.968540256044;127.820262902497;120.269308528176;85.3539657774366
"AMS3";"Transport";"Climatisation";5.80368428131904;5.82251206893701;5.95759620589924;6.08873787229045;6.50805590988933
"AMS3";"Transport";"Cuisson";8.17333246637206;7.95383200461188;7.60200600011891;7.26725383332378;5.7969537444009
"AMS3";"Transport";"ECS";13.6528044022505;13.2824010474663;12.8919774150432;12.4109313031126;10.8261528628384
"AMS3";"Transport";"Eclairage";62.0112331621342;56.1375193764108;45.7228964096316;35.5706497587802;21.7016550771099
"AMS3";"Transport";"Froid_alimentaire";9.49834510585744;8.98328487441145;8.57703464277077;8.19139213404609;6.83639429409076
"AMS3";"Transport";"Process";0;0;0;0;0
"AMS3";"Transport";"Ventilation";15.0626339593009;15.0701446667872;15.0669634699745;15.0913035889664;14.8253511006442
