"ENERGIE";"SurfaceMm2";"PM"
"Gaz";406.465108999278;0.453987288694458
"Fioul";190.012077272161;0.212227484893773
"Urbain";53.3453090872897;0.0595822167780445
"Autres";30.3916418009745;0.0339449038914237
NA;215.10852742009;0.240258105742301
