usage;energie;Conso;scenario;Conso_cum
Autres usages;Autres;0,5244627856669;S2;0,5244627856669
Autres usages;Electricité;80,405556051655;S2;80,9300188373219
Autres usages;Fioul;0;S2;80,9300188373219
Autres usages;Gaz;1,0863603391394;S2;82,0163791764613
Autres usages;Urbain;0;S2;82,0163791764613
Chauffage;Autres;1,5717772833835;S2;1,5717772833835
Chauffage;Electricité;15,5041238481157;S2;17,0759011314992
Chauffage;Fioul;0,166946070087;S2;17,2428472015862
Chauffage;Gaz;1,1170258559482;S2;18,3598730575344
Chauffage;Urbain;22,5842394394528;S2;40,9441124969872
Cuisson;Autres;0,2667920334549;S2;0,2667920334549
Cuisson;Electricité;15,5848076263808;S2;15,8515996598357
Cuisson;Fioul;0;S2;15,8515996598357
Cuisson;Gaz;1,5614714778682;S2;17,4130711377039
Cuisson;Urbain;0;S2;17,4130711377039
ECS;Autres;4,4230373609176;S2;4,4230373609176
ECS;Electricité;6,5706430553072;S2;10,9936804162248
ECS;Fioul;0,2846125725441;S2;11,2782929887689
ECS;Gaz;2,9039266430918;S2;14,1822196318607
ECS;Urbain;1,03119456626;S2;15,2134141981207
