"scenario";"BRANCHE";"usage";"2015";"2020";"2025";"2030";"2050"
"S4 AMS var";"Bureaux Administration";"Autre";24.5738964273535;24.4729555295958;23.5483173206362;22.6700194384701;19.5536005655786
"S4 AMS var";"Bureaux Administration";"Auxiliaires";4.5391695859403;4.05011316476878;3.54491853034341;3.01674594528167;1.30539812658096
"S4 AMS var";"Bureaux Administration";"Bureautique";38.8485917969033;40.6974918253684;36.6265765859589;33.0026501939668;24.6619348295079
"S4 AMS var";"Bureaux Administration";"Chauffage";109.954038250394;97.8664577194685;87.2816512791906;77.112160545938;39.893093982996
"S4 AMS var";"Bureaux Administration";"Climatisation";36.4143043415228;38.3772976400755;39.9534269408262;41.5400586282795;45.7604765679187
"S4 AMS var";"Bureaux Administration";"Cuisson";3.97989732388853;3.88959664311205;3.69772011977372;3.51716517154966;2.80676862899852
"S4 AMS var";"Bureaux Administration";"ECS";5.51912068594724;5.35529382576136;5.19459581624848;5.04063516890339;4.40653632713873
"S4 AMS var";"Bureaux Administration";"Eclairage";19.5884654498144;17.7243855994698;14.2807456011225;10.9020250744717;6.5818167418732
"S4 AMS var";"Bureaux Administration";"Froid_alimentaire";0.611386019070141;0.580073171628586;0.551315157563168;0.524289738841529;0.437389539399257
"S4 AMS var";"Bureaux Administration";"Process";0.520433386654908;0.518295756220189;0.498713398922979;0.480112577414496;0.41411221844993
"S4 AMS var";"Bureaux Administration";"Ventilation";4.00250105480745;4.01978353893975;4.03334427761153;4.05268394028471;3.99966016327676
"S4 AMS var";"Café Hôtel Restaurant";"Autre";7.46079726673732;7.42506425872491;7.15546474516251;6.89747384310932;5.95508612794014
"S4 AMS var";"Café Hôtel Restaurant";"Auxiliaires";12.1126300512856;14.0612348470544;15.9509138481019;17.3535052977782;14.4633293393909
"S4 AMS var";"Café Hôtel Restaurant";"Bureautique";3.17143828239709;3.32076733129829;2.99237590376922;2.69839265058666;2.0099563051768
"S4 AMS var";"Café Hôtel Restaurant";"Chauffage";109.717249487806;100.62021155108;95.5577268338336;91.0409799011329;71.4083600649391
"S4 AMS var";"Café Hôtel Restaurant";"Climatisation";29.7153189272414;32.2966037260388;33.7775438595732;35.1961481434015;39.5624556824696
"S4 AMS var";"Café Hôtel Restaurant";"Cuisson";98.4156387702345;95.9727301325474;91.8864776969689;87.9881829707447;70.6612958585334
"S4 AMS var";"Café Hôtel Restaurant";"ECS";32.6131955833491;31.8101103470864;31.0315731449876;30.2541535801075;26.9840725103179
"S4 AMS var";"Café Hôtel Restaurant";"Eclairage";23.4998715879835;21.3553576223705;17.4623892516689;13.6232948437927;8.23449416950321
