ID_AGREG;ID;BESOIN
02195705;02195705170302;8380989.949
01014406;01014406110202;6928.276812
02263001;02263001170302;48485.99069
02185503;02185503070102;29967.33863
07084305;07084305170302;11730894.76
02182205;02182205070102;12205416.12
01018406;01018406170302;420445.9815
06030101;06030101080102;1875059.154
07206001;07206001070102;0
04118803;04118803080102;529860.4498
08276005;08276005170302;19509028.77
03242804;03242804170302;846.6
01014402;01014402110202;59283.68706
01028305;01028305110202;2048130.628
02182105;02182105170302;11800000.72
03161505;03161505110202;13521448.24
07083205;07083205070102;28221.69237
05141305;05141305060102;10948975.74
07081801;07081801070102;16089.23896
01024502;01024502110202;378.9955615
08356005;08356005070102;1091992.666
06173504;06173504050102;68920303.33
02182105;02182105110202;3593076.785
04100202;04100202080102;534507.6404
03169205;03169205070102;39299851.52
07298203;07298203170302;21843.74657
03237505;03237505170302;6388844
08346004;08346004170302;424246.8679
04104706;04104706030302;134353.9725
02262905;02262905170302;41746927.74
01014206;01014206170302;1543.516623
06151404;06151404020302;8800
07298101;07298101110202;2542204.652
02041605;02041605170302;22734592.54
08326004;08326004110202;1806079.514
02047904;02047904170302;23420.89576
04090305;04090305180302;36625.1559
04118703;04118703180302;69961.55399
07296002;07296002070102;0
08356001;08356001170302;421998.3831
07293301;07293301110202;1860303.669
07209105;07209105070102;24271.13229
04105005;04105005080102;1528229.058
03066405;03066405170302;11596044.42
01018401;01018401170302;7063326.604
02197105;02197105170302;405327.7733
02263001;02263001110202;9468.644646
04090601;04090601030302;589432.3303
03067303;03067303070102;1086.8
03121203;03121203110202;19500
04100506;04100506120202;21961.92408
08346002;08346002170302;12153.42363
01028404;01028404070102;317814.7133
05215103;05215103120202;3780
08336005;08336005110202;159967.9451
04118805;04118805180302;238986.7624
07086501;07086501170302;4928.880325
05141301;05141301060102;2226936.104
07298206;07298206170302;6704.75003
01014406;01014406170302;29753.08982
01014403;01014403170302;1385877.742
08276004;08276004110202;1325.727024
05141303;05141303120202;2229291.658
05215103;05215103090102;13174.25
05215101;05215101040302;5502801.329
08356002;08356002170302;20046.16613
07293303;07293303170302;50186.08829
07083201;07083201170302;952118.1544
06050701;06050701080102;8115113.593
04118703;04118703080102;393958.0929
06173504;06173504020302;68273496.43
02182004;02182004170302;11325.29953
06050702;06050702120202;2444105.36
01028303;01028303170302;115533.0825
08346001;08346001170302;609990.2023
07296101;07296101070102;88921.9777
