ID_AGREG;ID;BESOIN
02195705;02195705170302;1117465.326
01014406;01014406110202;5563.616228
02263001;02263001170302;6464.798759
02185503;02185503070102;3995.645149
07084305;07084305170302;0
02182205;02182205070102;1627388.816
01018406;01018406170302;337630.864
06030101;06030101080102;937529.5769
07206001;07206001070102;0
04118803;04118803080102;423888.3599
08276005;08276005170302;0
03242804;03242804170302;7483.944
01014402;01014402110202;47606.59718
01028305;01028305110202;1644710.959
02182105;02182105170302;1573333.429
03161505;03161505110202;2227433.24
07083205;07083205070102;0
05141305;05141305060102;16423463.61
07081801;07081801070102;0
01024502;01024502110202;304.3449206
08356005;08356005070102;0
06173504;06173504050102;34460151.67
02182105;02182105110202;479076.9046
04100202;04100202080102;426777.4183
03169205;03169205070102;15662892.44
07298203;07298203170302;8737498.627
03237505;03237505170302;13314350.9
08346004;08346004170302;0
04104706;04104706030302;107274.8773
02262905;02262905170302;5566257.033
01014206;01014206170302;1239.490622
06151404;06151404020302;4400
07298101;07298101110202;0
02041605;02041605170302;3031279.005
08326004;08326004110202;0
02047904;02047904170302;3122.786101
04090305;04090305180302;29057.97493
04118703;04118703180302;55969.2432
07296002;07296002070102;0
08356001;08356001170302;0
07293301;07293301110202;0
07209105;07209105070102;0
04105005;04105005080102;1220213.899
03066405;03066405170302;43253245.69
01018401;01018401170302;5672065.303
02197105;02197105170302;54043.70308
02263001;02263001110202;1262.485953
04090601;04090601030302;467648.791
03067303;03067303070102;4053.764
03121203;03121203110202;7800
04100506;04100506120202;17535.48977
08346002;08346002170302;0
01028404;01028404070102;255214.8455
05215103;05215103120202;5670
08336005;08336005110202;0
04118805;04118805180302;191189.4099
07086501;07086501170302;0
05141301;05141301060102;3340404.156
07298206;07298206170302;2681900.012
01014406;01014406170302;23892.63273
01014403;01014403170302;1112901.823
08276004;08276004110202;0
05141303;05141303120202;3343937.488
05215103;05215103090102;19761.375
05215101;05215101040302;8254201.994
08356002;08356002170302;0
07293303;07293303170302;0
07083201;07083201170302;0
06050701;06050701080102;4057556.797
04118703;04118703080102;315166.4743
06173504;06173504020302;34136748.21
02182004;02182004170302;1510.039937
06050702;06050702120202;1222052.68
01028303;01028303170302;92776.56625
08346001;08346001170302;0
07296101;07296101070102;8892197.77
07084304;07084304170302;0
01024201;01024201070102;6571.039232
01028403;01028403170302;10618.5182
01024402;01024402170302;31293.49647
03071905;03071905110202;13731028.1
04090301;04090301120202;206587.0966
01014201;01014201110202;549596.5622
04104605;04104605180302;2123.632436
05225202;05225202160302;51604.5
03247603;03247603170302;21888.28551
04100406;04100406030302;279000.5162
01024204;01024204070102;182060.2059
02047905;02047905110202;942977.3096
01018405;01018405070102;142336.1985
01018406;01018406110202;30827.34417
03242803;03242803110202;87516
01024403;01024403070102;30776.92825
07293306;07293306070102;0
01014203;01014203110202;258477.3449
03237305;03237305110202;1692487.256
03062705;03062705170302;3673647.226
04098601;04098601180302;1683529.851
05215104;05215104040302;7615259.256
01014205;01014205110202;28794.4982
04104905;04104905180302;1628903.062
03076605;03076605070102;44138126.47
06030103;06030103080102;646208.9245
02047902;02047902070102;1892.597637
08346005;08346005070102;0
01014206;01014206110202;235.906378
07085904;07085904110202;0
02263004;02263004070102;342.8302372
08316005;08316005070102;0
02197005;02197005170302;744469.6754
01028504;01028504170302;114991.9762
07081805;07081805110202;0
01014402;01014402070102;61331.22208
07299501;07299501110202;0
01024401;01024401070102;28210.41625
08356001;08356001070102;0
07085902;07085902110202;0
03242803;03242803170302;610639.9728
03237305;03237305070102;1750672.536
04104605;04104605080102;15135.72252
03067303;03067303170302;7253.364741
02262904;02262904170302;870.6799676
01024503;01024503070102;7936.66271
01028501;01028501170302;1913.3
01028305;01028305170302;3113462.313
07209103;07209103110202;0
07209103;07209103070102;0
08356004;08356004110202;0
04104705;04104705120202;17416.31741
05289004;05289004110202;2379692.149
06030105;06030105080102;22974411.66
05225201;05225201160302;32889622.9
05225201;05225201120202;5743158.92
07085902;07085902070102;0
07084305;07084305070102;0
02197105;02197105070102;7806.718823
05225203;05225203160302;400942.619
07209505;07209505110202;0
06173501;06173501120202;41737.02742
02186905;02186905170302;309412.1503
07298101;07298101070102;0
01014404;01014404110202;5399.79216
03242605;03242605070102;3885747.802
07134301;07134301170302;0
01014404;01014404070102;4435.055786
02182005;02182005070102;1004838.291
01024501;01024501170302;22313.52825
08306005;08306005170302;0
02185305;02185305110202;342759.2207
05215103;05215103160302;55751
07296006;07296006070102;0
04098605;04098605180302;249696.1972
03121205;03121205110202;1647600
03169305;03169305070102;98531357.54
02192305;02192305110202;305013.2046
04104805;04104805030302;6167.857587
07085905;07085905110202;0
05215101;05215101100102;2369552.5
04104805;04104805120202;5150.893121
01024205;01024205110202;3031393.421
06151403;06151403050102;160004.8125
03061705;03061705070102;25068867.77
07083205;07083205110202;0
04100506;04100506180302;27892.56536
04104605;04104605030302;16530.70432
02046205;02046205110202;369226.873
05215102;05215102160302;3888
03076605;03076605170302;131299727.1
07298102;07298102110202;0
02195805;02195805170302;302645.4189
05225203;05225203090102;31380
03161505;03161505070102;2645982.259
04091105;04091105180302;530095.216
04104906;04104906030302;8625059.611
