BRANCHE;SS_BRANCHE;BAT_TYPE;EQ_CLIM;ID_AGREG;PERIODE;RDT;COUT
Habitat Communautaire;Service à la personne;Résidentiel;Climatisé;05289001;5;4.20089269;156
Santé Action Sociale;Cabinet médical;Cabinet médical;Climatisé;06030101;5;4.542774048;156
Santé Action Sociale;Centre accueil;Centre accueil;Climatisé;06050701;5;4.542774048;156
Santé Action Sociale;Garderie;Garderie;Climatisé;06151401;5;4.542774048;156
Santé Action Sociale;Hôpital;Hopital bloc;Climatisé;06173401;5;4.537768704;156
Santé Action Sociale;Hôpital;Hopital maison;Climatisé;06173501;5;4.54293182;156
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Climatisé;06173601;5;4.54762162;156
Sport Loisir Culture;Culture;Grand cinéma;Climatisé;07081801;5;4.575703758;155.4496855
Sport Loisir Culture;Culture;Grande salle de spectacle;Climatisé;07083201;5;4.592243954;155.4176471
Sport Loisir Culture;Culture;Immeuble péri urbain;Climatisé;07084301;5;4.516806838;156
Sport Loisir Culture;Culture;Musée;Climatisé;07085901;5;4.605938509;155.2065293
Sport Loisir Culture;Culture;Petit cinéma;Climatisé;07086501;5;4.5618798;155.4533333
Sport Loisir Culture;Culture;Petite salle de spectacle;Climatisé;07088001;5;4.576449154;155.398906
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Climatisé;07134301;5;4.47738608;156
Sport Loisir Culture;Loisir;Grand bar café tabac;Climatisé;07201601;5;4.464609975;156
Sport Loisir Culture;Loisir;Salle non spécialisée;Climatisé;07209101;5;4.565711503;155.2963286
Sport Loisir Culture;Loisir;Vestiaire et rangement;Climatisé;07209501;5;4.543385662;155.5943541
Sport Loisir Culture;Sport;Grand bar café tabac;Climatisé;07291601;5;4.480443005;156
Sport Loisir Culture;Sport;Grande salle multisport;Climatisé;07293301;5;4.532503036;155.7717662
Sport Loisir Culture;Sport;Patinoire;Climatisé;07296101;5;4.55298514;155.4352941
Sport Loisir Culture;Sport;Petite salle multisport;Climatisé;07298101;5;4.550163377;155.5159127
Sport Loisir Culture;Sport;Piscine;Climatisé;07298201;5;4.54617935;155.5452358
Sport Loisir Culture;Sport;Salle non spécialisée;Climatisé;07299101;5;4.551781455;155.4246734
Sport Loisir Culture;Sport;Vestiaire et rangement;Climatisé;07299501;5;4.543385662;155.5943541
Transport;Service;nr;Climatisé;08276001;5;1.5;128.8973583
Transport;Transport aérien;nr;Climatisé;08306001;5;1.5;128.8973583
Transport;Transport autre;nr;Climatisé;08316001;5;1.5;128.8973583
Transport;Transport ferroviaire;nr;Climatisé;08326001;5;1.5;128.8973583
Transport;Transport maritime et fluvial;nr;Climatisé;08336001;5;1.5;128.8973583
Transport;Transport routier;nr;Climatisé;08346001;5;1.5;128.8973583
Transport;Transport urbain;nr;Climatisé;08356001;5;1.5;128.8973583
Bureaux Administration;Administration;immeuble peri urbain;Non climatisé;01014202;5;0;0
Bureaux Administration;Administration;immeuble rénové;Non climatisé;01014402;5;0;0
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Non climatisé;01018402;5;0;0
Bureaux Administration;Bureaux;immeuble peri urbain;Non climatisé;01024202;5;0;0
Bureaux Administration;Bureaux;immeuble rénové;Non climatisé;01024402;5;0;0
Bureaux Administration;Bureaux;immeuble résidentiel;Non climatisé;01024502;5;0;0
Bureaux Administration;Bureaux;plateau large bureau paysagés;Non climatisé;01028302;5;0;0
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Non climatisé;01028402;5;0;0
Bureaux Administration;Bureaux;plateau mince;Non climatisé;01028502;5;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Non climatisé;02041602;5;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Non climatisé;02043102;5;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Non climatisé;02046202;5;0;0
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Non climatisé;02047902;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Non climatisé;02182002;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Haut de gamme;Non climatisé;02182102;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Luxe;Non climatisé;02182202;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Haut de gamme;Non climatisé;02183702;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Hotel d'affaire avec restaurant Luxe;Non climatisé;02183802;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Bas de gamme;Non climatisé;02185302;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Haut de gamme;Non climatisé;02185402;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Non climatisé;02185502;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Bas de gamme;Non climatisé;02186702;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Non climatisé;02186802;5;0;0
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Non climatisé;02186902;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Bas de gamme;Non climatisé;02192302;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;Non climatisé;02192402;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Non climatisé;02192502;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Non climatisé;02193902;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Non climatisé;02194002;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;Non climatisé;02195602;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Non climatisé;02195702;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Non climatisé;02195802;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Bas de gamme;Non climatisé;02197002;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Non climatisé;02197102;5;0;0
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Non climatisé;02197202;5;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant rapide;Non climatisé;02262902;5;0;0
Café Hôtel Restaurant;Restaurant;Grand restaurant traditionnel;Non climatisé;02263002;5;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;Non climatisé;02267702;5;0;0
Café Hôtel Restaurant;Restaurant;Petit restaurant traditionnel;Non climatisé;02267802;5;0;0
Commerce;Commerce de détail non alimentaire;Complexe brico;Non climatisé;03060902;5;0;0
Commerce;Commerce de détail non alimentaire;Grand brico;Non climatisé;03061702;5;0;0
Commerce;Commerce de détail non alimentaire;Grand librairie;Non climatisé;03062602;5;0;0
Commerce;Commerce de détail non alimentaire;Grand Mode;Non climatisé;03062702;5;0;0
Commerce;Commerce de détail non alimentaire;Petit brico;Non climatisé;03066402;5;0;0
Commerce;Commerce de détail non alimentaire;Petit librairie;Non climatisé;03067302;5;0;0
Commerce;Commerce de détail non alimentaire;Petit mode;Non climatisé;03067402;5;0;0
Commerce;Commerce de détail non alimentaire;ZAC Mode;Non climatisé;03069602;5;0;0
Commerce;Commerce de gros;Grand commerce de gros;Non climatisé;03071902;5;0;0
Commerce;Commerce de gros;Petit commerce de gros;Non climatisé;03076602;5;0;0
Commerce;Entrepôt;Entrepôt;Non climatisé;03121202;5;0;0
Commerce;Grand commerce alimentaire;Grand alimentaire;Non climatisé;03161502;5;0;0
Commerce;Grand commerce alimentaire;Hypermarché;Non climatisé;03164102;5;0;0
Commerce;Grand commerce alimentaire;Superette;Non climatisé;03169202;5;0;0
Commerce;Grand commerce alimentaire;Supermarché;Non climatisé;03169302;5;0;0
Commerce;Petit commerce alimentaire;Petit boulangerie;Non climatisé;03236302;5;0;0
Commerce;Petit commerce alimentaire;Petit librairie;Non climatisé;03237302;5;0;0
Commerce;Petit commerce alimentaire;Petit poissonnerie;Non climatisé;03237502;5;0;0
Commerce;Process;Grand librairie;Non climatisé;03242602;5;0;0
Commerce;Process;Grand process;Non climatisé;03242802;5;0;0
Commerce;Process;Petit process;Non climatisé;03247602;5;0;0
Enseignement Recherche;Enseignement primaire;Cantine élémentaire;Non climatisé;04090302;5;0;0
Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;Non climatisé;04090602;5;0;0
Enseignement Recherche;Enseignement primaire;Elémentaire;Non climatisé;04091102;5;0;0
Enseignement Recherche;Enseignement primaire;Préélémentaire;Non climatisé;04098602;5;0;0
Enseignement Recherche;Enseignement secondaire;Cantine collége;Non climatisé;04100202;5;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LEGT;Non climatisé;04100402;5;0;0
Enseignement Recherche;Enseignement secondaire;Cantine LP;Non climatisé;04100502;5;0;0
Enseignement Recherche;Enseignement secondaire;Collège;Non climatisé;04100802;5;0;0
Enseignement Recherche;Enseignement secondaire;Internat college;Non climatisé;04104602;5;0;0
Enseignement Recherche;Enseignement secondaire;Internat LEGT;Non climatisé;04104702;5;0;0
Enseignement Recherche;Enseignement secondaire;Internat LP;Non climatisé;04104802;5;0;0
Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);Non climatisé;04104902;5;0;0
Enseignement Recherche;Enseignement secondaire;Lycée professionnel (LP);Non climatisé;04105002;5;0;0
Enseignement Recherche;Enseignement supérieur et recherche;école;Non climatisé;04111002;5;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;Non climatisé;04118702;5;0;0
Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;Non climatisé;04118802;5;0;0
Enseignement Recherche;Enseignement supérieur et recherche;université;Non climatisé;04119402;5;0;0
Habitat Communautaire;Foyer;Foyers;Non climatisé;05141302;5;0;0
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;Non climatisé;05215102;5;0;0
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;Non climatisé;05225202;5;0;0
Habitat Communautaire;Résidence universitaire;Résidence universitaire;Non climatisé;05258902;5;0;0
Habitat Communautaire;Service à la personne;Résidentiel;Non climatisé;05289002;5;0;0
Santé Action Sociale;Cabinet médical;Cabinet médical;Non climatisé;06030102;5;0;0
Santé Action Sociale;Centre accueil;Centre accueil;Non climatisé;06050702;5;0;0
Santé Action Sociale;Garderie;Garderie;Non climatisé;06151402;5;0;0
Santé Action Sociale;Hôpital;Hopital bloc;Non climatisé;06173402;5;0;0
Santé Action Sociale;Hôpital;Hopital maison;Non climatisé;06173502;5;0;0
Santé Action Sociale;Hôpital;Hopital pavillonnaire;Non climatisé;06173602;5;0;0
Sport Loisir Culture;Culture;Grand cinéma;Non climatisé;07081802;5;0;0
Sport Loisir Culture;Culture;Grande salle de spectacle;Non climatisé;07083202;5;0;0
Sport Loisir Culture;Culture;Immeuble péri urbain;Non climatisé;07084302;5;0;0
Sport Loisir Culture;Culture;Musée;Non climatisé;07085902;5;0;0
Sport Loisir Culture;Culture;Petit cinéma;Non climatisé;07086502;5;0;0
Sport Loisir Culture;Culture;Petite salle de spectacle;Non climatisé;07088002;5;0;0
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;Non climatisé;07134302;5;0;0
Sport Loisir Culture;Loisir;Grand bar café tabac;Non climatisé;07201602;5;0;0
Sport Loisir Culture;Loisir;Salle non spécialisée;Non climatisé;07209102;5;0;0
Sport Loisir Culture;Loisir;Vestiaire et rangement;Non climatisé;07209502;5;0;0
Sport Loisir Culture;Sport;Grand bar café tabac;Non climatisé;07291602;5;0;0
Sport Loisir Culture;Sport;Grande salle multisport;Non climatisé;07293302;5;0;0
Sport Loisir Culture;Sport;Patinoire;Non climatisé;07296102;5;0;0
Sport Loisir Culture;Sport;Petite salle multisport;Non climatisé;07298102;5;0;0
Sport Loisir Culture;Sport;Piscine;Non climatisé;07298202;5;0;0
Sport Loisir Culture;Sport;Salle non spécialisée;Non climatisé;07299102;5;0;0
Sport Loisir Culture;Sport;Vestiaire et rangement;Non climatisé;07299502;5;0;0
Transport;Service;nr;Non climatisé;08276002;5;0;0
Transport;Transport aérien;nr;Non climatisé;08306002;5;0;0
Transport;Transport autre;nr;Non climatisé;08316002;5;0;0
Transport;Transport ferroviaire;nr;Non climatisé;08326002;5;0;0
Transport;Transport maritime et fluvial;nr;Non climatisé;08336002;5;0;0
Transport;Transport routier;nr;Non climatisé;08346002;5;0;0
Transport;Transport urbain;nr;Non climatisé;08356002;5;0;0
