BRANCHE;SS_BRANCHE;BAT_TYPE;PRODUCTION_CHAUD;ENERGIE;ID_AGREG;PERIODE;RDT;COUT;CEE
Sport Loisir Culture;Sport;Piscine;Rooftop;Electricité;0729821104;1;0.84;10.4;740
Sport Loisir Culture;Sport;Piscine;Rooftop performant;Electricité;0729823104;1;1;12;740
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Rooftop performant;Electricité;0218690101;1;0.63856;39.02198516;1312.5
Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Rooftop;Electricité;0218692101;1;0.7368;46.45474423;1312.5
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Rooftop performant;Electricité;0219720101;1;0.748838806;39.65908338;1312.5
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Haut de gamme;Rooftop performant;Electricité;0219720303;1;0.601156082;26.45554326;1312.5
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Rooftop;Electricité;0219722101;1;0.864044776;47.2131945;1280
Café Hôtel Restaurant;Hôtel sans restaurant;Petit Hotel sans restaurant Luxe;Rooftop;Electricité;0219722303;1;0.76783233;31.49469435;1280
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;Rooftop performant;Electricité;0219580101;1;0.8736;27.4235862;1312.5
Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;Rooftop;Electricité;0219582101;1;1.008;32.64712642;1320
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Autre système centralisé;Urbain;0219250303;1;0.472635497;11.21498953;2420
Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Luxe;Autre système centralisé performant;Urbain;0219252303;1;0.736903963;13.35117801;2420
Transport;Transport routier;nr;nr;Electricité;0834600802;1;1.05;45.78665975;779.7865639
Transport;Service;nr;nr;Autres;0827600801;1;1.05;35.75874157;84.60170238
Transport;Transport routier;nr;nr;Urbain;0834600806;1;1.05;31.33421655;1641.101698
Transport;Transport urbain;nr;nr;Autres;0835600801;1;1.05;35.75874157;84.60170238
Transport;Service;nr;nr;Gaz;0827600804;1;1.05;15.41200707;924.3298152
Transport;Transport ferroviaire;nr;nr;Electricité;0832600802;1;1.05;45.78665975;779.7865639
Transport;Transport urbain;nr;nr;Fioul;0835600803;1;1.05;20.34440048;788.9151524
Transport;Transport ferroviaire;nr;nr;Fioul;0832600803;1;1.05;20.34440048;788.9151524
Transport;Transport urbain;nr;nr;Electricité;0835600802;1;1.05;45.78665975;779.7865639
Transport;Transport urbain;nr;nr;Gaz;0835600804;1;1.05;15.41200707;924.3298152
Transport;Service;nr;nr;Fioul;0827600803;1;1.05;20.34440048;788.9151524
Transport;Transport autre;nr;nr;Fioul;0831600803;1;1.05;20.34440048;788.9151524
Transport;Transport routier;nr;nr;Autres;0834600801;1;1.05;35.75874157;84.60170238
Transport;Transport routier;nr;nr;Gaz;0834600804;1;1.05;15.41200707;924.3298152
Transport;Service;nr;nr;Urbain;0827600806;1;1.05;31.33421655;1641.101698
Transport;Transport ferroviaire;nr;nr;Urbain;0832600806;1;1.05;31.33421655;1641.101698
Transport;Transport autre;nr;nr;Gaz;0831600804;1;1.05;15.41200707;924.3298152
Transport;Transport ferroviaire;nr;nr;Gaz;0832600804;1;1.05;15.41200707;924.3298152
Transport;Transport routier;nr;nr;Fioul;0834600803;1;1.05;20.34440048;788.9151524
Transport;Service;nr;nr;Electricité;0827600802;1;1.05;45.78665975;779.7865639
Transport;Transport maritime et fluvial;nr;nr;Urbain;0833600806;1;1.05;31.33421655;1641.101698
Transport;Transport aérien;nr;nr;Gaz;0830600804;1;1.05;15.41200707;924.3298152
Transport;Transport aérien;nr;nr;Fioul;0830600803;1;1.05;20.34440048;788.9151524
Transport;Transport maritime et fluvial;nr;nr;Autres;0833600801;1;1.05;35.75874157;84.60170238
Transport;Transport aérien;nr;nr;Electricité;0830600802;1;1.05;45.78665975;779.7865639
Transport;Transport maritime et fluvial;nr;nr;Electricité;0833600802;1;1.05;45.78665975;779.7865639
Transport;Transport maritime et fluvial;nr;nr;Gaz;0833600804;1;1.05;15.41200707;924.3298152
Transport;Transport aérien;nr;nr;Autres;0830600801;1;1.05;35.75874157;84.60170238
Transport;Transport ferroviaire;nr;nr;Autres;0832600801;1;1.05;35.75874157;84.60170238
Transport;Transport maritime et fluvial;nr;nr;Fioul;0833600803;1;1.05;20.34440048;788.9151524
Transport;Transport autre;nr;nr;Electricité;0831600802;1;1.05;45.78665975;779.7865639
Transport;Transport autre;nr;nr;Autres;0831600801;1;1.05;35.75874157;84.60170238
Transport;Transport aérien;nr;nr;Urbain;0830600806;1;1.05;31.33421655;1641.101698
Transport;Transport urbain;nr;nr;Urbain;0835600806;1;1.05;31.33421655;1641.101698
Transport;Transport autre;nr;nr;Urbain;0831600806;1;1.05;31.33421655;1641.101698
Bureaux Administration;Administration;immeuble peri urbain;Autre système centralisé;Autres;0101420101;0;0.660434931;23.34007495;93.5
Bureaux Administration;Administration;immeuble peri urbain;Autre système centralisé;Urbain;0101420106;0;0.673090327;22.72137044;2011.428571
Bureaux Administration;Administration;immeuble peri urbain;Chaudière fioul;Fioul;0101420303;0;0.551585142;12.8829773;819.5
Bureaux Administration;Administration;immeuble peri urbain;Chaudière gaz;Gaz;0101420404;0;0.727301944;8.97300065;819.5
Bureaux Administration;Administration;immeuble peri urbain;DRV;Electricité;0101420502;0;2.45701711;28.9340367;1031.25
Bureaux Administration;Administration;immeuble peri urbain;Electrique direct;Electricité;0101420602;0;0.92;10.4;1031.25
Bureaux Administration;Administration;immeuble peri urbain;Autre système centralisé performant;Autres;0101422101;0;0.762040305;27.78580352;93.5
Bureaux Administration;Administration;immeuble peri urbain;Autre système centralisé performant;Urbain;0101422106;0;0.776642685;27.04925053;2011.428571
Bureaux Administration;Administration;immeuble peri urbain;Chaudière condensation fioul;Fioul;0101422303;0;0.720307632;15.33687774;819.5
Bureaux Administration;Administration;immeuble peri urbain;Chaudière condensation gaz;Gaz;0101422404;0;0.950591675;10.68214363;819.5
Bureaux Administration;Administration;immeuble peri urbain;DRV performant;Electricité;0101422502;0;3.177309767;34.44528178;1031.25
Bureaux Administration;Administration;immeuble peri urbain;Electrique direct performant;Electricité;0101422602;0;1;12;1031.25
Bureaux Administration;Administration;immeuble rénové;Autre système centralisé;Autres;0101440101;0;0.655336274;18.17198667;92.625
Bureaux Administration;Administration;immeuble rénové;Autre système centralisé;Urbain;0101440106;0;0.66686653;15.64771344;1993.75
Bureaux Administration;Administration;immeuble rénové;Chaudière fioul;Fioul;0101440303;0;0.554237425;9.370971545;955.5
Bureaux Administration;Administration;immeuble rénové;Chaudière gaz;Gaz;0101440404;0;0.731566414;6.482259093;955.5
Bureaux Administration;Administration;immeuble rénové;Electrique direct;Electricité;0101440602;0;0.92;10.4;1218.75
Bureaux Administration;Administration;immeuble rénové;PAC;Electricité;0101440902;0;2.944895442;49.67838805;1218.75
Bureaux Administration;Administration;immeuble rénové;Autre système centralisé performant;Autres;0101442101;0;0.756157239;21.63331747;92.625
Bureaux Administration;Administration;immeuble rénové;Autre système centralisé performant;Urbain;0101442106;0;0.769461381;18.62823029;1993.75
Bureaux Administration;Administration;immeuble rénové;Chaudière condensation fioul;Fioul;0101442303;0;0.723259021;11.15591851;955.5
Bureaux Administration;Administration;immeuble rénové;Chaudière condensation gaz;Gaz;0101442404;0;0.954696371;7.716975111;955.5
Bureaux Administration;Administration;immeuble rénové;Electrique direct performant;Electricité;0101442602;0;1;12;1218.75
Bureaux Administration;Administration;immeuble rénové;PAC performant;Electricité;0101442902;0;3.397956279;59.14093816;1218.75
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Autre système centralisé;Autres;0101840101;0;0.659500476;16.46398324;92.625
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Autre système centralisé;Urbain;0101840106;0;0.677704886;18.27691232;1993.75
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Chaudière fioul;Fioul;0101840303;0;0.55468983;4.585624434;955.5
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Chaudière gaz;Gaz;0101840404;0;0.732189033;3.432654242;955.5
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Electrique direct;Electricité;0101840602;0;0.92;10.4;1225.714286
Bureaux Administration;Administration;plateau large bureaux cloisonnés;PAC;Electricité;0101840902;0;2.944895442;48.57436935;1218.75
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Autre système centralisé performant;Autres;0101842101;0;0.760962088;19.59998005;92.625
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Autre système centralisé performant;Urbain;0101842106;0;0.781967176;21.75822895;1993.75
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Chaudière condensation fioul;Fioul;0101842303;0;0.725241126;5.459076707;955.5
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Chaudière condensation gaz;Gaz;0101842404;0;0.957310573;4.086493145;955.5
Bureaux Administration;Administration;plateau large bureaux cloisonnés;Electrique direct performant;Electricité;0101842602;0;1;12;1225.714286
Bureaux Administration;Administration;plateau large bureaux cloisonnés;PAC performant;Electricité;0101842902;0;3.397956279;57.82663018;1218.75
Bureaux Administration;Bureaux;immeuble peri urbain;Autre système centralisé;Autres;0102420101;0;0.665399002;21.88143388;93.5
Bureaux Administration;Bureaux;immeuble peri urbain;Autre système centralisé;Urbain;0102420106;0;0.677424035;22.06000979;1993.75
Bureaux Administration;Bureaux;immeuble peri urbain;Chaudière fioul;Fioul;0102420303;0;0.550787218;11.97026934;819.5
Bureaux Administration;Bureaux;immeuble peri urbain;Chaudière gaz;Gaz;0102420404;0;0.726796957;8.652400612;819.5
Bureaux Administration;Bureaux;immeuble peri urbain;DRV;Electricité;0102420502;0;2.45701711;26.3582647;1031.25
Bureaux Administration;Bureaux;immeuble peri urbain;Electrique direct;Electricité;0102420602;0;0.92;10.4;1031.25
Bureaux Administration;Bureaux;immeuble peri urbain;Autre système centralisé performant;Autres;0102422101;0;0.767768079;26.04932604;93.5
Bureaux Administration;Bureaux;immeuble peri urbain;Autre système centralisé performant;Urbain;0102422106;0;0.781643117;26.26191641;1993.75
Bureaux Administration;Bureaux;immeuble peri urbain;Chaudière condensation fioul;Fioul;0102422303;0;0.720095304;14.25032064;819.5
Bureaux Administration;Bureaux;immeuble peri urbain;Chaudière condensation gaz;Gaz;0102422404;0;0.950448649;10.30047692;819.5
Bureaux Administration;Bureaux;immeuble peri urbain;DRV performant;Electricité;0102422502;0;3.177309767;31.37888654;1031.25
Bureaux Administration;Bureaux;immeuble peri urbain;Electrique direct performant;Electricité;0102422602;0;1;12;1031.25
Bureaux Administration;Bureaux;immeuble rénové;Autre système centralisé;Autres;0102440101;0;0.667085717;17.02732473;92.625
Bureaux Administration;Bureaux;immeuble rénové;Autre système centralisé;Urbain;0102440106;0;0.678053073;16.31211836;1993.75
Bureaux Administration;Bureaux;immeuble rénové;Chaudière fioul;Fioul;0102440303;0;0.554203543;8.8201054;955.5
Bureaux Administration;Bureaux;immeuble rénové;Chaudière gaz;Gaz;0102440404;0;0.731548788;6.361392111;955.5
Bureaux Administration;Bureaux;immeuble rénové;Electrique direct;Electricité;0102440602;0;0.92;10.4;1218.75
Bureaux Administration;Bureaux;immeuble rénové;PAC;Electricité;0102440902;0;2.944895442;45.48104855;1218.75
Bureaux Administration;Bureaux;immeuble rénové;Autre système centralisé performant;Autres;0102442101;0;0.769714289;20.27062468;92.625
Bureaux Administration;Bureaux;immeuble rénové;Autre système centralisé performant;Urbain;0102442106;0;0.782368931;19.41918853;1993.75
Bureaux Administration;Bureaux;immeuble rénové;Chaudière condensation fioul;Fioul;0102442303;0;0.72323422;10.50012548;955.5
Bureaux Administration;Bureaux;immeuble rénové;Chaudière condensation gaz;Gaz;0102442404;0;0.954688304;7.573085846;955.5
Bureaux Administration;Bureaux;immeuble rénové;Electrique direct performant;Electricité;0102442602;0;1;12;1218.75
Bureaux Administration;Bureaux;immeuble rénové;PAC performant;Electricité;0102442902;0;3.397956279;54.14410542;1218.75
Bureaux Administration;Bureaux;immeuble résidentiel;Autre système centralisé;Autres;0102450101;0;0.667536788;25.80183598;93.5
Bureaux Administration;Bureaux;immeuble résidentiel;Autre système centralisé;Urbain;0102450106;0;0.67811158;25.81446837;1993.75
Bureaux Administration;Bureaux;immeuble résidentiel;Chaudière fioul;Fioul;0102450303;0;0.543754436;27.72716589;819.5
Bureaux Administration;Bureaux;immeuble résidentiel;Chaudière gaz;Gaz;0102450404;0;0.717746748;27.81617475;819.5
Bureaux Administration;Bureaux;immeuble résidentiel;Electrique direct;Electricité;0102450602;0;0.92;10.4;1031.25
Bureaux Administration;Bureaux;immeuble résidentiel;Autre système centralisé performant;Autres;0102452101;0;0.770234755;30.7164714;93.5
Bureaux Administration;Bureaux;immeuble résidentiel;Autre système centralisé performant;Urbain;0102452106;0;0.782436439;30.73150997;1993.75
Bureaux Administration;Bureaux;immeuble résidentiel;Chaudière condensation fioul;Fioul;0102452303;0;0.718621645;33.00853082;819.5
Bureaux Administration;Bureaux;immeuble résidentiel;Chaudière condensation gaz;Gaz;0102452404;0;0.948575888;33.11449375;819.5
Bureaux Administration;Bureaux;immeuble résidentiel;Electrique direct performant;Electricité;0102452602;0;1;12;1031.25
Bureaux Administration;Bureaux;plateau large bureau paysagés;Autre système centralisé;Autres;0102830101;0;0.668116768;15.49467454;92.85714286
Bureaux Administration;Bureaux;plateau large bureau paysagés;Autre système centralisé;Urbain;0102830106;0;0.68234774;16.4573916;2035
Bureaux Administration;Bureaux;plateau large bureau paysagés;Chaudière fioul;Fioul;0102830303;0;0.554684866;4.402049809;955.5
Bureaux Administration;Bureaux;plateau large bureau paysagés;Chaudière gaz;Gaz;0102830404;0;0.732186051;3.273890669;955.5
Bureaux Administration;Bureaux;plateau large bureau paysagés;Electrique direct;Electricité;0102830602;0;0.92;10.4;1225.714286
Bureaux Administration;Bureaux;plateau large bureau paysagés;PAC;Electricité;0102830902;0;2.944895442;44.75845714;1218.75
Bureaux Administration;Bureaux;plateau large bureau paysagés;Autre système centralisé performant;Autres;0102832101;0;0.770903963;18.44604112;92.85714286
Bureaux Administration;Bureaux;plateau large bureau paysagés;Autre système centralisé performant;Urbain;0102832106;0;0.787324315;19.59213286;2035
Bureaux Administration;Bureaux;plateau large bureau paysagés;Chaudière condensation fioul;Fioul;0102832303;0;0.725216306;5.240535487;955.5
Bureaux Administration;Bureaux;plateau large bureau paysagés;Chaudière condensation gaz;Gaz;0102832404;0;0.957295666;3.897488892;955.5
Bureaux Administration;Bureaux;plateau large bureau paysagés;Electrique direct performant;Electricité;0102832602;0;1;12;1225.714286
Bureaux Administration;Bureaux;plateau large bureau paysagés;PAC performant;Electricité;0102832902;0;3.397956279;53.28387755;1218.75
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Autre système centralisé;Autres;0102840101;0;0.664317643;17.02963894;92.625
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Autre système centralisé;Urbain;0102840106;0;0.67983535;16.53330684;1993.75
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Chaudière fioul;Fioul;0102840303;0;0.554697009;4.296810309;955.5
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Chaudière gaz;Gaz;0102840404;0;0.732189656;3.48460883;955.5
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Electrique direct;Electricité;0102840602;0;0.92;10.4;1225.714286
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;PAC;Electricité;0102840902;0;2.944895442;49.10837045;1218.75
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Autre système centralisé performant;Autres;0102842101;0;0.766520357;20.27337969;92.625
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Autre système centralisé performant;Urbain;0102842106;0;0.784425404;19.68250814;1993.75
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Chaudière condensation fioul;Fioul;0102842303;0;0.725277022;5.115250368;955.5
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Chaudière condensation gaz;Gaz;0102842404;0;0.957313687;4.148343845;955.5
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;Electrique direct performant;Electricité;0102842602;0;1;12;1225.714286
Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;PAC performant;Electricité;0102842902;0;3.397956279;58.46234577;1218.75
Bureaux Administration;Bureaux;plateau mince;Autre système centralisé;Autres;0102850101;0;0.674961068;20.48922964;92.85714286
Bureaux Administration;Bureaux;plateau mince;Autre système centralisé;Urbain;0102850106;0;0.678476905;20.88846974;2011.428571
Bureaux Administration;Bureaux;plateau mince;Chaudière fioul;Fioul;0102850303;0;0.554697283;5.011040427;955.5
Bureaux Administration;Bureaux;plateau mince;Chaudière gaz;Gaz;0102850404;0;0.732200684;3.842014114;955.5
Bureaux Administration;Bureaux;plateau mince;Electrique direct;Electricité;0102850602;0;0.92;10.4;1225.714286
Bureaux Administration;Bureaux;plateau mince;PAC;Electricité;0102850902;0;2.944895442;58.36636874;1218.75
Bureaux Administration;Bureaux;plateau mince;Autre système centralisé performant;Autres;0102852101;0;0.778801232;24.39194005;92.85714286
Bureaux Administration;Bureaux;plateau mince;Autre système centralisé performant;Urbain;0102852106;0;0.782857968;24.86722588;2011.428571
Bureaux Administration;Bureaux;plateau mince;Chaudière condensation fioul;Fioul;0102852303;0;0.725278393;5.965524318;955.5
Bureaux Administration;Bureaux;plateau mince;Chaudière condensation gaz;Gaz;0102852404;0;0.95736883;4.573826326;955.5
Bureaux Administration;Bureaux;plateau mince;Electrique direct performant;Electricité;0102852602;0;1;12;1225.714286
Bureaux Administration;Bureaux;plateau mince;PAC performant;Electricité;0102852902;0;3.397956279;69.48377231;1218.75
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Autre système centralisé;Autres;0204160101;0;0.736040784;25.48233328;119
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Autre système centralisé;Urbain;0204160106;0;0.699854344;25.66053153;2068
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Chaudière fioul;Fioul;0204160303;0;0.57043141;17.68327841;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Chaudière gaz;Gaz;0204160404;0;0.686139604;12.59981179;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Electrique direct;Electricité;0204160602;0;0.92;10.4;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;PAC;Electricité;0204160902;0;2.944895442;66.21095446;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Rooftop;Electricité;0204161002;0;2.804101953;33.07701711;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Autre système centralisé performant;Autres;0204162101;0;0.849277828;30.33611105;119
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Autre système centralisé performant;Urbain;0204162106;0;0.807524243;30.54825182;2068
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Chaudière condensation fioul;Fioul;0204162303;0;0.754189753;21.05152192;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Chaudière condensation gaz;Gaz;0204162404;0;0.981787082;14.99977594;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Electrique direct performant;Electricité;0204162602;0;1;12;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;PAC performant;Electricité;0204162902;0;3.397956279;78.82256483;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Rooftop performant;Electricité;0204163002;0;3.328610233;39.37740132;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Autre système centralisé;Autres;0204310101;0;0.72863858;34.54090104;119
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Autre système centralisé;Urbain;0204310106;0;0.685993554;34.8104389;2117.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Chaudière fioul;Fioul;0204310303;0;0.570690865;23.66962051;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Chaudière gaz;Gaz;0204310404;0;0.686435101;17.01956029;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Electrique direct;Electricité;0204310602;0;0.92;10.4;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;PAC;Electricité;0204310902;0;2.944895442;90.69088602;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Rooftop;Electricité;0204311002;0;2.804101953;44.59932756;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Autre système centralisé performant;Autres;0204312101;0;0.840736823;41.12012028;119
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Autre système centralisé performant;Urbain;0204312106;0;0.791531024;41.44099869;2117.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Chaudière condensation fioul;Fioul;0204312303;0;0.756655538;28.17811965;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Chaudière condensation gaz;Gaz;0204312404;0;0.984276467;20.26138129;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Electrique direct performant;Electricité;0204312602;0;1;12;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;PAC performant;Electricité;0204312902;0;3.397956279;107.9653405;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Grande cantine;Rooftop performant;Electricité;0204313002;0;3.328610233;53.09443758;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Autre système centralisé;Autres;0204620101;0;0.732082912;38.82690569;119
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Autre système centralisé;Urbain;0204620106;0;0.718631359;38.83835617;2035
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Chaudière fioul;Fioul;0204620303;0;0.557298054;42.16296;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Chaudière gaz;Gaz;0204620404;0;0.673018752;42.16296;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Electrique direct;Electricité;0204620602;0;0.92;10.4;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;PAC;Electricité;0204620902;0;2.944895442;72.29716354;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Rooftop;Electricité;0204621002;0;2.804101953;69.855135;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Autre système centralisé performant;Autres;0204622101;0;0.844711052;46.22250678;119
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Autre système centralisé performant;Urbain;0204622106;0;0.829190029;46.2361383;2035
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Chaudière condensation fioul;Fioul;0204622303;0;0.747392582;50.194;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Chaudière condensation gaz;Gaz;0204622404;0;0.974998744;50.194;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Electrique direct performant;Electricité;0204622602;0;1;12;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;PAC performant;Electricité;0204622902;0;3.397956279;86.06805184;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petit bar café tabac;Rooftop performant;Electricité;0204623002;0;3.328610233;83.160875;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Autre système centralisé;Autres;0204790101;0;0.735666303;77.469;119
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Autre système centralisé;Urbain;0204790106;0;0.691367784;77.469;2035
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Chaudière fioul;Fioul;0204790303;0;0.553633231;84.32592;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Chaudière gaz;Gaz;0204790404;0;0.669355351;84.32592;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Electrique direct;Electricité;0204790602;0;0.92;10.4;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;PAC;Electricité;0204790902;0;2.944895442;47.881866;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Rooftop;Electricité;0204791002;0;2.804101953;139.71027;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Autre système centralisé performant;Autres;0204792101;0;0.848845734;92.225;119
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Autre système centralisé performant;Urbain;0204792106;0;0.797732058;92.225;2035
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Chaudière condensation fioul;Fioul;0204792303;0;0.746208778;100.388;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Chaudière condensation gaz;Gaz;0204792404;0;0.9738116;100.388;1043
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Electrique direct performant;Electricité;0204792602;0;1;12;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;PAC performant;Electricité;0204792902;0;3.397956279;57.00222143;1312.5
Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;Rooftop performant;Electricité;0204793002;0;3.328610233;166.32175;1312.5
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé;Autres;0218200101;0;0.698966268;19.83313237;119
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé;Urbain;0218200106;0;0.614101436;19.99526673;1815
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière fioul;Fioul;0218200303;0;0.565301454;12.39080515;1043
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière gaz;Gaz;0218200404;0;0.681007328;9.031346824;1043
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Electrique direct;Electricité;0218200602;0;0.92;10.4;1312.5
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;PAC;Electricité;0218200902;0;2.944895442;53.37633032;1312.5
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Rooftop;Electricité;0218201002;0;2.804101953;24.30961125;1312.5
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Autres;0218202101;0;0.80649954;23.61087187;119
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Autre système centralisé performant;Urbain;0218202106;0;0.708578579;23.80388897;1815
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière condensation fioul;Fioul;0218202303;0;0.753837866;14.75095851;1043
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Chaudière condensation gaz;Gaz;0218202404;0;0.981434951;10.75160336;1043
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;Electrique direct performant;Electricité;0218202602;0;1;12;1312.5
Café Hôtel Restaurant;Hôtel avec restaurant;Grand Hotel avec restaurant Bas de gamme;PAC performant;Electricité;0218202902;0;3.397956279;63.54325038;1312.5
