BRANCHE;BAT_TYPE;PRODUCTION_CHAUD;ENERGIE;COUT;DUREE_VIE;BESOIN_U;RDT;PM_2009;COUT_ENERGIE
Commerce;Grand librairie;Chaudière fioul;Fioul;14.48962541;20;74.06698981;0.669987218;0.071932618;0.074414716
Commerce;Petit brico;Chaudière fioul;Fioul;24.71089231;20;85.65777149;0.651744131;0.071978905;0.074414716
Sport Loisir Culture;Grand cinéma;Electrique direct performant;Electricité;12;13;59.0797914;1;9.99201E-05;0.0774
Café Hôtel Restaurant;Petite cantine;Chaudière fioul;Fioul;80.3104;20;124.7804383;0.505489344;0.057580941;0.074414716
Sport Loisir Culture;Grand cinéma;PAC performant;Electricité;25.67510819;20;68.50063521;3.411493953;9.99201E-05;0.0774
Sport Loisir Culture;Petit cinéma;Chaudière fioul;Fioul;24.46580115;20;133.090995;0.677479496;0.048135952;0.074414716
Sport Loisir Culture;Grand cinéma;Rooftop performant;Electricité;4.594312954;17;63.4958172;3.341871628;9.99201E-05;0.0774
Commerce;Grand process;Chaudière fioul;Fioul;15.18313579;20;99.85361829;0.67040623;0.073228692;0.074414716
Enseignement Recherche;Internat college;Autre système centralisé;Urbain;13.53990423;25;116.1582489;0.813699538;0.295674909;0.0616
Sport Loisir Culture;Grande salle de spectacle;Autre système centralisé performant;Autres;43.56621239;25;57.63321517;3.550587188;9.99101E-05;0.015468227
Sport Loisir Culture;Grande salle de spectacle;Autre système centralisé performant;Urbain;33.3126565;25;52.36329754;2.744133344;9.99101E-05;0.0616
Enseignement Recherche;Cantine collége;Autre système centralisé;Urbain;42.06131732;25;319.7526914;0.842576102;0.298244368;0.0616
Sport Loisir Culture;Grande salle de spectacle;Cassette rayonnante performant;Electricité;12;10;45.14698117;1;9.99101E-05;0.0774
Sport Loisir Culture;Grande salle de spectacle;Chaudière condensation fioul;Fioul;6.077880142;20;36.06145348;0.757182985;9.99101E-05;0.074414716
Sport Loisir Culture;Grande salle de spectacle;Chaudière condensation gaz;Gaz;4.583816519;20;48.34529728;0.978031098;9.99101E-05;0.0513
Café Hôtel Restaurant;Grand bar café tabac;Chaudière fioul;Fioul;16.84121753;20;92.67101513;0.524491824;0.059780475;0.074414716
Sport Loisir Culture;Musée;PAC;Electricité;54.2067027;20;90.18916944;2.842911628;0.332353052;0.0774
Enseignement Recherche;Cantine collége;Chaudière gaz;Gaz;19.9132358;20;243.3167195;0.84803237;0.331213364;0.0513
Sport Loisir Culture;Grande salle de spectacle;Electrique direct performant;Electricité;12;13;39.23363764;1;9.99101E-05;0.0774
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Chaudière gaz;Gaz;10.1471411;20;98.15093355;0.664516373;0.352563145;0.0513
Sport Loisir Culture;Grande salle de spectacle;PAC performant;Electricité;32.38404524;20;45.24078443;3.361855814;9.99101E-05;0.0774
Sport Loisir Culture;Grand bar café tabac;Chaudière gaz;Gaz;10.64585202;20;104.7006386;0.61240282;0.353604753;0.0513
Sport Loisir Culture;Grande salle de spectacle;Rooftop performant;Electricité;4.458695125;17;40.72984762;3.293246512;9.99101E-05;0.0774
Enseignement Recherche;Préélémentaire;Chaudière fioul;Fioul;12.19769541;20;89.1716455;0.557425846;0.075484913;0.074414716
Sport Loisir Culture;Grande salle de spectacle;Tube radiant performant;Gaz;12;25;66.84453797;1;9.99101E-05;0.0513
Bureaux Administration;immeuble résidentiel;Electrique direct;Electricité;10;13;159.7971816;0.9;0.336839132;0.0774
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Chaudière gaz;Gaz;10.02437255;20;97.76653936;0.664330809;0.343364476;0.0513
Sport Loisir Culture;Grande salle multisport;Autre système centralisé performant;Autres;24.67701271;25;32.136535;2.129516008;9.99101E-05;0.015468227
Sport Loisir Culture;Grande salle multisport;Autre système centralisé performant;Urbain;22.8526093;25;21.98064594;2.974461225;9.99101E-05;0.0616
Sport Loisir Culture;Grande salle de spectacle;Chaudière fioul;Fioul;4.862304114;20;36.06145348;0.679115021;0.043605484;0.074414716
Sport Loisir Culture;Grande salle multisport;Cassette rayonnante performant;Electricité;12;10;23.15996621;1;9.99101E-05;0.0774
Sport Loisir Culture;Grande salle multisport;Chaudière condensation fioul;Fioul;11.13852548;20;38.9264275;0.755633719;9.99101E-05;0.074414716
Sport Loisir Culture;Grande salle multisport;Chaudière condensation gaz;Gaz;6.628935871;20;38.95466126;0.975085112;9.99101E-05;0.0513
Commerce;Grand process;Chaudière gaz;Gaz;11.19716382;20;100.8616688;0.727660561;0.382140273;0.0513
Enseignement Recherche;Cantine élémentaire;Chaudière gaz;Gaz;21.2484596;20;230.1993086;0.875429888;0.392459638;0.0513
Sport Loisir Culture;Grande salle de spectacle;Chaudière gaz;Gaz;3.667053216;20;48.34529728;0.649353504;0.357636174;0.0513
Sport Loisir Culture;Grande salle multisport;Electrique direct performant;Electricité;12;13;23.84503771;1;9.99101E-05;0.0774
Habitat Communautaire;Maison retraite médicalisée;Chaudière fioul;Fioul;6.658097157;20;88.14047505;0.589331152;0.078812103;0.074414716
Sport Loisir Culture;Grande salle multisport;PAC performant;Electricité;15.67830213;20;22.6233581;3.406336744;9.99101E-05;0.0774
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Chaudière gaz;Gaz;7.827614578;20;100.7375776;0.615548801;0.360549698;0.0513
Sport Loisir Culture;Grande salle multisport;Rooftop performant;Electricité;3.274381986;17;21.64719816;3.336819668;9.99101E-05;0.0774
Commerce;Petit brico;Chaudière gaz;Gaz;24.71089231;20;91.73773485;0.708986199;0.393040239;0.0513
Sport Loisir Culture;Grande salle multisport;Tube radiant performant;Gaz;12;25;35.10035502;1;9.99101E-05;0.0513
Commerce;Petit process;Chaudière gaz;Gaz;24.71089231;20;120.2457653;0.709482738;0.389780456;0.0513
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Chaudière gaz;Gaz;20.14702145;20;180.7251656;0.604630993;0.35249903;0.0513
Sport Loisir Culture;Immeuble péri urbain;Autre système centralisé performant;Autres;20.98632818;25;113.5445298;0.955568222;9.994E-05;0.015468227
Sport Loisir Culture;Immeuble péri urbain;Autre système centralisé performant;Urbain;18.53338381;25;117.2347395;0.971485262;9.994E-05;0.0616
Sport Loisir Culture;Immeuble péri urbain;Chaudière condensation fioul;Fioul;12.03795006;20;135.6153913;0.720355495;9.994E-05;0.074414716
Sport Loisir Culture;Immeuble péri urbain;Chaudière condensation gaz;Gaz;8.466691089;20;117.1284735;0.951135783;9.994E-05;0.0513
Commerce;Grand librairie;Chaudière gaz;Gaz;10.66569409;20;75.718178;0.727228812;0.399486101;0.0513
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Chaudière gaz;Gaz;7.442217233;20;63.83263295;0.627699346;0.369821101;0.0513
Commerce;Petit librairie;Chaudière gaz;Gaz;24.71089231;20;93.30224842;0.723341004;0.390978347;0.0513
Sport Loisir Culture;Immeuble péri urbain;DRV performant;Electricité;15.84162753;17;127.7357053;3.177309767;9.994E-05;0.0774
Enseignement Recherche;Cantine LEGT;Autre système centralisé;Urbain;43.72181512;25;326.4995468;0.84168716;0.331399241;0.0616
Sport Loisir Culture;Immeuble péri urbain;Electrique direct performant;Electricité;12;13;120.1538957;1;9.994E-05;0.0774
Enseignement Recherche;Cantine élémentaire;Chaudière fioul;Fioul;29.10904681;20;259.5511816;0.559307348;0.083027466;0.074414716
Habitat Communautaire;Foyers;Chaudière fioul;Fioul;9.490464251;20;100.7114091;0.591581335;0.083442926;0.074414716
Sport Loisir Culture;Musée;Autre système centralisé performant;Autres;32.66628167;25;91.30996185;2.811703399;9.993E-05;0.015468227
Sport Loisir Culture;Musée;Autre système centralisé performant;Urbain;39.67776382;25;91.97528283;3.063612393;9.993E-05;0.0616
Enseignement Recherche;Internat LEGT;Autre système centralisé;Urbain;17.09535519;25;132.5168167;0.894260828;0.336230769;0.0616
Sport Loisir Culture;Musée;Cassette rayonnante performant;Electricité;12;10;110.7316843;1;9.993E-05;0.0774
Sport Loisir Culture;Musée;Chaudière condensation fioul;Fioul;16.64965099;20;118.9533447;0.751336894;9.993E-05;0.074414716
Sport Loisir Culture;Musée;Chaudière condensation gaz;Gaz;9.772422442;20;110.2128278;0.975772506;9.993E-05;0.0513
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Chaudière gaz;Gaz;13.11806138;20;130.0436769;0.610823001;0.387620946;0.0513
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Chaudière gaz;Gaz;7.921568511;20;83.95202788;0.606819682;0.365390285;0.0513
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Chaudière gaz;Gaz;7.801300404;20;70.86595833;0.607565553;0.390820693;0.0513
Sport Loisir Culture;Musée;Electrique direct performant;Electricité;12;13;111.4630206;1;9.993E-05;0.0774
Commerce;Grand brico;Chaudière gaz;Gaz;14.96086246;20;114.4173888;0.728585644;0.424930428;0.0513
Sport Loisir Culture;Musée;PAC performant;Electricité;67.75837837;20;90.18916944;3.411493953;9.993E-05;0.0774
Commerce;Grand Mode;Chaudière gaz;Gaz;10.64991112;20;77.09330194;0.72720947;0.421788096;0.0513
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Chaudière gaz;Gaz;13.16918875;20;130.0551851;0.611174024;0.379624643;0.0513
Sport Loisir Culture;Patinoire;Autre système centralisé performant;Autres;42.12661913;25;46.45119536;2.149775138;9.99101E-05;0.015468227
Sport Loisir Culture;Patinoire;Autre système centralisé performant;Urbain;57.73246157;25;141.8889308;2.559698836;9.99101E-05;0.0616
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Chaudière gaz;Gaz;8.74991546;20;78.68620791;0.60640304;0.390893925;0.0513
Sport Loisir Culture;Patinoire;Cassette rayonnante performant;Electricité;12;10;20.04192312;1;9.99101E-05;0.0774
Sport Loisir Culture;Patinoire;Chaudière condensation fioul;Fioul;15.49104505;20;56.20226841;0.755852758;9.99101E-05;0.074414716
Sport Loisir Culture;Patinoire;Chaudière condensation gaz;Gaz;10.6644885;20;46.55850563;0.974680009;9.99101E-05;0.0513
Enseignement Recherche;Elémentaire;Chaudière fioul;Fioul;12.23526744;20;87.88804812;0.557435454;0.090365724;0.074414716
Enseignement Recherche;Cantine LP;Chaudière gaz;Gaz;20.04501069;20;264.5290114;0.848050405;0.394626879;0.0513
Enseignement Recherche;Internat LEGT;Chaudière gaz;Gaz;5.067876831;20;110.7697032;0.84927826;0.390770837;0.0513
Sport Loisir Culture;Patinoire;Electrique direct performant;Electricité;12;13;23.59391195;1;9.99101E-05;0.0774
Commerce;Complexe brico;Chaudière gaz;Gaz;7.039504737;20;57.31892665;0.728585644;0.436264127;0.0513
Sport Loisir Culture;Patinoire;PAC performant;Electricité;28.87449997;20;43.14784271;3.406336744;9.99101E-05;0.0774
Commerce;Petit commerce de gros;Chaudière gaz;Gaz;8.754216285;20;83.04869933;0.728585644;0.426628386;0.0513
Sport Loisir Culture;Patinoire;Rooftop performant;Electricité;8.468907498;17;33.29167139;3.336819668;9.99101E-05;0.0774
Commerce;ZAC Mode;Chaudière gaz;Gaz;12.41072262;20;107.5577995;0.728585644;0.445759701;0.0513
Sport Loisir Culture;Patinoire;Tube radiant performant;Gaz;12;25;58.54157361;1;9.99101E-05;0.0513
Enseignement Recherche;Cantine préélémentaire;Chaudière gaz;Gaz;21.07118073;20;233.6090795;0.875407257;0.44599286;0.0513
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Chaudière gaz;Gaz;19.97013667;20;192.9143238;0.604187856;0.427558618;0.0513
Sport Loisir Culture;Petit cinéma;Autre système centralisé performant;Autres;60.09560092;25;132.3110899;2.507240739;9.99201E-05;0.015468227
Sport Loisir Culture;Petit cinéma;Autre système centralisé performant;Urbain;62.72197436;25;173.5210618;2.573486556;9.99201E-05;0.0616
Sport Loisir Culture;Petite salle multisport;Chaudière gaz;Gaz;18.02659282;20;215.3958132;0.641502112;0.399649684;0.0513
Sport Loisir Culture;Petit cinéma;Cassette rayonnante performant;Electricité;12;10;126.3745098;1;9.99201E-05;0.0774
Sport Loisir Culture;Petit cinéma;Chaudière condensation fioul;Fioul;30.58225144;20;133.090995;0.750812574;9.99201E-05;0.074414716
Sport Loisir Culture;Petit cinéma;Chaudière condensation gaz;Gaz;20.73864648;20;219.6782114;0.971104955;9.99201E-05;0.0513
Café Hôtel Restaurant;Grand restaurant traditionnel;Chaudière gaz;Gaz;16.63730903;20;109.9002417;0.612868158;0.425535076;0.0513
Café Hôtel Restaurant;Grand restaurant rapide;Chaudière gaz;Gaz;22.47989336;20;178.8784076;0.613422239;0.427556754;0.0513
Commerce;Entrepôt;Chaudière fioul;Fioul;6.832327918;20;61.88186616;0.6713266;0.09778541;0.074414716
Sport Loisir Culture;Petit cinéma;Electrique direct performant;Electricité;12;13;129.4706259;1;9.99201E-05;0.0774
Enseignement Recherche;R&D sciences physiques et naturelles;Chaudière gaz;Gaz;8.262419893;20;80.90857722;0.72676684;0.408467958;0.0513
Sport Loisir Culture;Petit cinéma;PAC performant;Electricité;41.53603389;20;149.6509616;3.411493953;9.99201E-05;0.0774
Bureaux Administration;immeuble peri urbain;Chaudière gaz;Gaz;8.39304822;20;151.47616;0.671181773;0.442893313;0.0513
Sport Loisir Culture;Petit cinéma;Rooftop performant;Electricité;11.43042499;17;172.3195585;3.235780465;9.99201E-05;0.0774
Commerce;Entrepôt;Chaudière gaz;Gaz;5.141419991;20;61.48221662;0.728585644;0.508919857;0.0513
Enseignement Recherche;Internat LP;Chaudière gaz;Gaz;4.774144133;20;103.3946297;0.84927826;0.443703372;0.0513
Sport Loisir Culture;Petite salle de spectacle;Autre système centralisé performant;Autres;63.68986856;25;135.6110873;2.521671098;9.99101E-05;0.015468227
Sport Loisir Culture;Petite salle de spectacle;Autre système centralisé performant;Urbain;71.55643224;25;154.7319371;2.559329236;9.99101E-05;0.0616
Habitat Communautaire;Foyers;Chaudière gaz;Gaz;7.09131804;20;104.8689121;0.800823741;0.498838442;0.0513
Sport Loisir Culture;Petite salle de spectacle;Cassette rayonnante performant;Electricité;12;10;125.6384299;1;9.99101E-05;0.0774
Sport Loisir Culture;Petite salle de spectacle;Chaudière condensation fioul;Fioul;30.73761092;20;130.932736;0.752453017;9.99101E-05;0.074414716
Sport Loisir Culture;Petite salle de spectacle;Chaudière condensation gaz;Gaz;20.35119365;20;233.3796442;0.972516551;9.99101E-05;0.0513
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Chaudière gaz;Gaz;14.61994963;20;139.7839739;0.609696501;0.422146805;0.0513
Café Hôtel Restaurant;Petit bar café tabac;Chaudière gaz;Gaz;40.1552;20;133.8838834;0.597523753;0.450876765;0.0513
Bureaux Administration;immeuble rénové;Chaudière gaz;Gaz;6.116024383;20;114.8398547;0.675773917;0.456391456;0.0513
Sport Loisir Culture;Petite salle de spectacle;Electrique direct performant;Electricité;12;13;126.0826083;1;9.99101E-05;0.0774
Commerce;Grand commerce de gros;Chaudière gaz;Gaz;6.044716532;20;83.86674549;0.728585644;0.480135091;0.0513
Sport Loisir Culture;Petite salle de spectacle;PAC performant;Electricité;81.69428227;20;139.5483581;3.411493953;9.99101E-05;0.0774
Bureaux Administration;plateau large bureau paysagés;Chaudière gaz;Gaz;3.117991113;20;71.78206613;0.675908648;0.462749289;0.0513
Sport Loisir Culture;Petite salle de spectacle;Rooftop performant;Electricité;12.38184604;17;181.9742662;3.235780465;9.99101E-05;0.0774
Bureaux Administration;plateau large bureaux cloisonnés;Chaudière gaz;Gaz;3.293934796;20;94.10594977;0.675908648;0.465833946;0.0513
Sport Loisir Culture;Petite salle de spectacle;Tube radiant performant;Gaz;12;25;235.5109321;1;9.99101E-05;0.0513
Café Hôtel Restaurant;Grande cantine;Chaudière gaz;Gaz;16.20910503;20;88.40320651;0.61197476;0.488010645;0.0513
Bureaux Administration;plateau mince;Chaudière gaz;Gaz;3.659061061;20;105.5361057;0.675908648;0.465014295;0.0513
Sport Loisir Culture;Petite salle multisport;Autre système centralisé performant;Autres;74.11601779;25;106.0527558;2.114306362;9.99101E-05;0.015468227
Sport Loisir Culture;Petite salle multisport;Autre système centralisé performant;Urbain;76.51416041;25;118.9556333;2.522356491;9.99101E-05;0.0616
Habitat Communautaire;Maison retraite médicalisée;Chaudière gaz;Gaz;4.80193899;20;86.54493563;0.792536302;0.524963936;0.0513
Sport Loisir Culture;Petite salle multisport;Cassette rayonnante performant;Electricité;12;10;77.84701727;1;9.99101E-05;0.0774
Sport Loisir Culture;Petite salle multisport;Chaudière condensation fioul;Fioul;36.86088288;20;112.2691385;0.752372057;9.99101E-05;0.074414716
Sport Loisir Culture;Petite salle multisport;Chaudière condensation gaz;Gaz;22.53324102;20;215.3958132;0.972147214;9.99101E-05;0.0513
Commerce;Hypermarché;Chaudière gaz;Gaz;6.513694863;20;111.5550674;0.728585644;0.505111584;0.0513
Café Hôtel Restaurant;Petite cantine;Chaudière gaz;Gaz;80.3104;20;126.7921685;0.593241289;0.511116832;0.0513
Enseignement Recherche;Cantine LEGT;Chaudière gaz;Gaz;20.40606595;20;277.8443156;0.848095912;0.482111314;0.0513
Sport Loisir Culture;Petite salle multisport;Electrique direct performant;Electricité;12;13;76.46640802;1;9.99101E-05;0.0774
Sport Loisir Culture;Patinoire;Chaudière gaz;Gaz;8.531590797;20;46.55850563;0.644266761;0.489683573;0.0513
Sport Loisir Culture;Petite salle multisport;PAC performant;Electricité;53.61070308;20;78.65023543;3.406336744;9.99101E-05;0.0774
Café Hôtel Restaurant;Grand bar café tabac;Chaudière gaz;Gaz;11.99982075;20;91.63378722;0.612227734;0.525865935;0.0513
Sport Loisir Culture;Petite salle multisport;Rooftop performant;Electricité;10.94842335;17;99.83514431;3.235780465;9.99101E-05;0.0774
Bureaux Administration;immeuble résidentiel;Chaudière gaz;Gaz;26.491595;20;169.5993244;0.660039463;0.506798995;0.0513
Sport Loisir Culture;Petite salle multisport;Tube radiant performant;Gaz;12;25;227.0185547;1;9.99101E-05;0.0513
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Chaudière gaz;Gaz;17.87543184;20;165.7015263;0.613999361;0.516207499;0.0513
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Chaudière gaz;Gaz;14.45400884;20;142.7607012;0.609370656;0.518888771;0.0513
Sport Loisir Culture;Piscine;Autre système centralisé performant;Autres;44.919224;25;48.6014636;2.146694033;9.99101E-05;0.015468227
Sport Loisir Culture;Piscine;Autre système centralisé performant;Urbain;52.09350511;25;60.5724684;2.526791791;9.99101E-05;0.0616
Commerce;Grand alimentaire;Chaudière gaz;Gaz;10.8854029;20;86.47517264;0.727447311;0.541782098;0.0513
Sport Loisir Culture;Piscine;Cassette rayonnante performant;Electricité;12;10;41.41431687;1;9.99101E-05;0.0774
Sport Loisir Culture;Piscine;Chaudière condensation fioul;Fioul;16.7492806;20;52.28431622;0.755216072;9.99101E-05;0.074414716
Sport Loisir Culture;Piscine;Chaudière condensation gaz;Gaz;11.73346889;20;60.46053215;0.975044638;9.99101E-05;0.0513
Santé Action Sociale;Cabinet médical;Chaudière gaz;Gaz;4.77976227;20;70.71834492;0.924122833;0.543378159;0.0513
Commerce;Superette;Chaudière gaz;Gaz;16.11895483;20;107.3890518;0.715122252;0.530429411;0.0513
Habitat Communautaire;Résidentiel;Chaudière gaz;Gaz;26.77013333;20;88.81891495;0.790546322;0.576151882;0.0513
Sport Loisir Culture;Piscine;Electrique direct performant;Electricité;12;13;43.57329245;1;9.99101E-05;0.0774
Commerce;Supermarché;Chaudière gaz;Gaz;9.226359683;20;102.5241681;0.728585644;0.571635824;0.0513
Sport Loisir Culture;Piscine;PAC performant;Electricité;31.77409486;20;51.36624388;3.406336744;9.99101E-05;0.0774
Sport Loisir Culture;Grande salle multisport;Chaudière gaz;Gaz;5.303148697;20;38.95466126;0.644864431;0.538338;0.0513
Sport Loisir Culture;Piscine;Rooftop performant;Electricité;7.57369017;17;45.03726873;3.425860465;9.99101E-05;0.0774
Enseignement Recherche;Elémentaire;Chaudière gaz;Gaz;9.007326316;20;87.05905501;0.873413768;0.616739906;0.0513
Sport Loisir Culture;Piscine;Tube radiant performant;Gaz;12;25;86.79300588;1;9.99101E-05;0.0513
Santé Action Sociale;Hopital bloc;Chaudière gaz;Gaz;1.644025078;20;121.3969198;0.919215454;0.589355009;0.0513
Santé Action Sociale;Hopital maison;Chaudière gaz;Gaz;2.186340381;20;117.7484371;0.918977646;0.588660251;0.0513
Sport Loisir Culture;Salle non spécialisée;Autre système centralisé performant;Autres;67.63571534;25;92.07316825;2.076834268;9.99201E-05;0.015468227
Sport Loisir Culture;Salle non spécialisée;Autre système centralisé performant;Urbain;64.47113783;25;86.42467098;2.55098942;9.99201E-05;0.0616
Santé Action Sociale;Hopital pavillonnaire;Chaudière gaz;Gaz;2.814802046;20;174.5063771;0.920892899;0.586627548;0.0513
Sport Loisir Culture;Salle non spécialisée;Cassette rayonnante performant;Electricité;12;10;65.59763578;1;9.99201E-05;0.0774
Sport Loisir Culture;Salle non spécialisée;Chaudière condensation fioul;Fioul;44.69129308;20;91.48158355;0.749026059;9.99201E-05;0.074414716
Sport Loisir Culture;Salle non spécialisée;Chaudière condensation gaz;Gaz;29.81672039;20;97.79201288;0.967670956;9.99201E-05;0.0513
Habitat Communautaire;Résidence universitaire;Chaudière gaz;Gaz;4.421281662;20;79.85987813;0.804151492;0.594914598;0.0513
Santé Action Sociale;Garderie;Chaudière gaz;Gaz;5.739448843;20;88.13130976;0.91968534;0.593135351;0.0513
Habitat Communautaire;Maison de pré-retraite;Chaudière gaz;Gaz;7.236947188;20;97.60492409;0.79007051;0.6086654;0.0513
Sport Loisir Culture;Salle non spécialisée;Electrique direct performant;Electricité;12;13;64.9883637;1;9.99201E-05;0.0774
Enseignement Recherche;R&D en sciences humaines et sociales;Chaudière gaz;Gaz;7.890164984;20;81.71631417;0.725797805;0.559172223;0.0513
Sport Loisir Culture;Salle non spécialisée;PAC performant;Electricité;74.23521467;20;72.18363613;3.406336744;9.99201E-05;0.0774
Santé Action Sociale;Centre accueil;Chaudière gaz;Gaz;6.779674424;20;92.56418933;0.92003453;0.618136588;0.0513
Sport Loisir Culture;Salle non spécialisée;Tube radiant performant;Gaz;12;25;118.0017109;1;9.99201E-05;0.0513
Enseignement Recherche;Collège;Chaudière gaz;Gaz;5.607818309;20;67.53412145;0.84927826;0.627613935;0.0513
Enseignement Recherche;Préélémentaire;Chaudière gaz;Gaz;9.071924748;20;87.76110641;0.873436477;0.663682343;0.0513
Sport Loisir Culture;Vestiaire et rangement;Autre système centralisé performant;Autres;101.0930614;25;100.3547873;2.294742558;9.99201E-05;0.015468227
Sport Loisir Culture;Vestiaire et rangement;Autre système centralisé performant;Urbain;106.5123799;25;117.6022319;2.488822656;9.99201E-05;0.0616
Enseignement Recherche;université;Chaudière gaz;Gaz;4.301576234;20;72.85965007;0.73162203;0.631435877;0.0513
Sport Loisir Culture;Vestiaire et rangement;Cassette rayonnante performant;Electricité;12;10;88.84502938;1;9.99201E-05;0.0774
Sport Loisir Culture;Vestiaire et rangement;Chaudière condensation fioul;Fioul;80.32068532;20;96.33367936;0.742139648;9.99201E-05;0.074414716
Sport Loisir Culture;Vestiaire et rangement;Chaudière condensation gaz;Gaz;62.19528393;20;172.4665198;0.960914373;9.99201E-05;0.0513
Enseignement Recherche;Lycée professionnel (LP);Chaudière gaz;Gaz;5.619082816;20;75.32045729;0.84927826;0.651123215;0.0513
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Chaudière gaz;Gaz;5.678662868;20;76.15208037;0.84927826;0.660392063;0.0513
Sport Loisir Culture;Piscine;Chaudière gaz;Gaz;9.386775113;20;60.46053215;0.644446421;0.652104316;0.0513
Sport Loisir Culture;Vestiaire et rangement;Electrique direct performant;Electricité;12;13;94.63015122;1;9.99201E-05;0.0774
Enseignement Recherche;école;Chaudière gaz;Gaz;8.194366847;20;74.3233328;0.73162203;0.694879544;0.0513
Sport Loisir Culture;Vestiaire et rangement;PAC performant;Electricité;64.16180935;20;105.7692782;3.411493953;9.99201E-05;0.0774
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Chaudière gaz;Gaz;7.434212321;20;73.14162264;0.663571928;0.99990001;0.0513
Sport Loisir Culture;Vestiaire et rangement;Tube radiant performant;Gaz;12;25;203.3495793;1;9.99201E-05;0.0513
Transport;nr;nr;Autres;30.6911474;20;173.6662095;1;0.041032253;0.015468227
Transport;nr;nr;Electricité;30.6911474;20;54.98507097;1;0.328488407;0.0774
Transport;nr;nr;Fioul;30.6911474;20;209.8621634;1;0.083967269;0.074414716
Transport;nr;nr;Gaz;30.6911474;20;167.3457822;1;0.502523005;0.0513
Transport;nr;nr;Urbain;30.6911474;20;172.041105;1;0.043989066;0.0616
