ID_AGREG;ID;SURFACES
05215101;052151010403010201;32333.80357
05215104;052151040403010101;3917.552381
02185405;021854051102010101;4387.775204
05225201;052252011603090102;41598.86039
04105005;041050050303090202;77714.25561
05215104;052151040403060102;29389.83128
05215101;052151011001010201;19101.25
05215104;052151041202040204;39870.25
05215104;052151040901010206;29333.38125
04105005;041050050303040204;930989.1276
04104905;041049050801030203;549256.3828
05225204;052252041001010106;11486.78149
02185505;021855051102090102;16031.3308
02195605;021956050701010206;20413.82271
05215101;052151011001060202;52655.725
03066405;030664051703030203;2295194.915
03066405;030664051703010101;124963.6062
02046205;020462051102010206;6270
03076605;030766051703060102;910344.7873
03076605;030766051102040204;2266038.742
03076605;030766050701010101;69859.19888
03076605;030766050701010206;181369.5298
02186705;021867050701100202;4333.68543
02186705;021867051703010101;7154.17721
02186705;021867051102010101;565.25
03067305;030673050701040104;143974.3541
03067305;030673051703090202;434012.0625
03067305;030673050701040204;465396.9668
03067305;030673051703010106;65236.11382
03067305;030673051703060202;530459.188
03237305;032373051102060102;14422.52296
03237305;032373050701040204;33660.36467
03067305;030673051102040104;139375.2776
03067305;030673051703010201;82747.7336
03237305;032373051703030103;27529.30835
02197005;021970050701010206;12438.90198
02197005;021970050701090202;9248.821795
02197005;021970050701100102;7373.674716
02197005;021970051102100102;6934.307946
02186805;021868051102040104;12367.31667
02186805;021868050701030103;6107.1875
02197005;021970051102030103;3652.576295
02186705;021867051703010206;8157.946429
02186805;021868051102040204;20979.95
02197005;021970050701100202;13873.23269
02197005;021970050701040204;17915.7013
02186705;021867050701030103;4804.682765
02186805;021868050701100102;2460.3625
02197005;021970051102010101;621.5341132
03247605;032476050701030203;926278.04
03247605;032476051703030203;2365569.812
03247605;032476051703030103;364923.4516
03247605;032476051102040104;164366.3677
03237505;032375051703030103;79888.79921
03237505;032375051703010206;92120.80123
03237505;032375051102090202;60367.60602
03247605;032476051703010101;57165.66218
03237505;032375051102040104;32549.15858
03237505;032375051102040204;104078.2414
03237505;032375050701060102;34464.07929
03237505;032375051102010201;27489.26042
03247605;032476051102010101;27725.79101
03247605;032476050701010206;111599.0168
03067405;030674050701060102;54390.44236
03067405;030674051102090102;44870.65974
03067405;030674050701030103;58981.66665
03067405;030674051703060202;193031.8509
03067405;030674051102090202;64888.06158
03067405;030674051703010106;82397.50399
03247601;032476011703030203;3063.186714
02267705;022677051102090102;2605
02267805;022678051703090102;53659.6
02267705;022677051102100202;3708.9
02267705;022677051703010106;63007.5
02267705;022677050701090202;5851.2
02267705;022677050701030203;20456.25
03247601;032476011102060102;267.2139449
02267805;022678050701040204;62343.75
02267805;022678050701010201;8197.5
02267805;022678051102030103;13951.25
02047905;020479051703040204;1446360
02047903;020479030701040104;14218.75
02047901;020479011703030203;47756.25
02047905;020479051703100102;86491.875
02047905;020479050701060102;37998.125
02047905;020479050701040204;364477.5
02047905;020479051102060102;15820.625
03069605;030696050701030103;92258.57762
03069605;030696051703030203;442388.728
03069605;030696051102040104;104173.4641
03169205;031692051703030103;131829.2065
03169205;031692050701060102;41706.03911
03169205;031692051703090102;103616.0608
03169205;031692051102060102;44881.90889
03069605;030696050701040104;118521.5046
03169205;031692050701030203;32306.74275
03169205;031692051102040104;150132.154
03169205;031692051703040204;485547.797
03169205;031692051703010101;31315.25635
03069605;030696050701060102;60736.37636
03169205;031692050701010206;42054.16477
02047903;020479031703100102;3755.625
02047903;020479031703040204;82012.5
02047903;020479031102010106;768.75
01018403;010184030701030203;211435.0747
04098601;040986010303010201;163218.6513
01018403;010184030701010101;65721.46571
01018403;010184031703090102;2390363.819
01018403;010184031102040204;665225.9381
01028505;010285050701090102;1154293.02
01028404;010284041703010101;3641.344645
05289004;052890040701030203;354273.9758
01018405;010184050701040104;66307.23211
01028304;010283041703040204;19514.68441
04118805;041188051803040104;35752.91778
04118705;041187050801060202;2542.738948
01018403;010184030701040104;1064581.534
01018403;010184031703010106;615268.7696
05289004;052890041703030203;997336.3613
04118805;041188050801010106;107118.5941
01028505;010285051102030103;210859.8276
04118703;041187031803060202;4613.328309
01018401;010184010701040104;1466333.921
01028405;010284050701040104;401561.7868
04118705;041187050303040104;6216.441557
01018403;010184031102030103;154427.3663
01028404;010284041703040204;202944.3489
05258903;052589030801040204;280938.7973
01028405;010284051703010101;69027.47263
04118705;041187050801040104;1955.722596
04118803;041188031202060202;40163.10469
01018401;010184011102060102;421461.6847
04118803;041188031202040104;57293.62308
04118705;041187051202010106;8693.30196
03169305;031693050701040204;1169705.586
03169305;031693051102030103;424208.53
03169305;031693051102100202;260107.9611
04119403;041194031202040104;3260780.098
03169305;031693051102010201;116503.2845
03169205;031692050701010101;11203.58526
01018403;010184031102010206;49308.96861
04119403;041194030303010101;272021.7846
06151402;061514020203010206;17200
02041605;020416050701010106;3981.25
06151403;061514031403090202;231
03161505;031615050701090202;8214.383132
06030102;060301021202010206;7269.943523
03060905;030609051102010101;21425.29074
04100405;041004050303010206;22561.11379
05141301;051413011202030203;33368.21093
02043105;020431050701090102;563.75
02192405;021924051703100102;5301.57375
02182105;021821051703010101;5143.893817
02192305;021923051102060202;23515.13479
02192405;021924050701040104;3201.598958
02192305;021923051102100102;8719.706503
02182005;021820051102030203;49999.79887
02182105;021821051703010206;21936.97456
03062605;030626051102010106;4419.755425
02183805;021838051102060202;35829.62859
02183705;021837051703030103;12314.16667
02183805;021838050701100102;25132.75252
06173504;061735040203010101;102493.7671
03164105;031641050701030203;310113.586
01014402;010144021703090202;18133.57928
01014206;010142061102060202;271.1565998
01024403;010244030701010206;2293.764101
01024401;010244010701030103;911.2950658
01014406;010144060701040204;8177.305912
01024503;010245030701030203;1713.327783
04104602;041046020801060202;1970.393878
04104705;041047051803010206;2468.79471
04104806;041048061202030203;2332.811189
05225204;052252041001010201;80435.55203
05225201;052252010403010201;39401.625
05215104;052151041001090102;2110.091667
05215101;052151010901090102;2252.61
05215101;052151011202010201;4113
02195805;021958050701100102;273.7166667
04104905;041049050303010206;185264.2404
04105005;041050051803030203;149402.2841
05215104;052151041202030103;2059.041667
02186705;021867050701010201;2616.1875
01028505;010285051102010206;155970.9014
04098605;040986051202030203;56790.94912
05258903;052589030801090202;14871.26574
01028405;010284050701030103;162274.9666
04118803;041188030801060202;76073.11508
01018405;010184050701010101;4924.431915
01028305;010283051703010206;199096.5743
01018403;010184030701010206;124256.2112
05289001;052890010701090202;2616.496775
01028504;010285040701040204;12078.32725
01018405;010184051703090102;164397.5344
04100406;041004061803090202;3334.415905
04100506;041005061202060202;417.1404132
04100205;041002050801060202;6680.110464
04090305;040903051202060202;2003.242895
04100405;041004051803060202;1646.131236
04100406;041004061803030203;15220.80782
03121203;031212030701040204;4500
03161505;031615051102030203;11446.74691
06173404;061734040103090102;65730.23576
02183805;021838051703100102;82774.83193
06173503;061735030203010106;82535.27959
02262905;022629050701010201;6487.5
01014204;010142040701040204;1233.626969
01024204;010242041703010106;8151.973514
01014205;010142051703010206;7323.111057
01014202;010142021102040104;1555.805796
01014401;010144011102010106;5481.615624
01014404;010144040701040104;630.2541975
04104906;041049061202030203;219556.5175
04104706;041047061803010206;11748.34671
05225204;052252040403010101;6078.916667
04105005;041050051202060202;19316.71412
05225201;052252011202010206;24356.25
02195705;021957050701010101;1264.91963
02195805;021958051102010206;1902
02195805;021958051703010106;6836.721327
02197105;021971051703010201;1422
01028505;010285050701010201;43974.28419
02047901;020479011102060102;531.25
04100405;041004051803090202;1646.131236
01028405;010284051102010101;15755.26867
06030103;060301031202010201;1664.215878
03062705;030627051102010106;2266.241619
02192405;021924050701100102;1079.925
05141301;051413011703030203;29490.94346
02182105;021821051102010106;5262.383036
01014204;010142041703040204;6186.737302
01014406;010144060701040104;1668.367198
01024402;010244021102030103;1082.833282
04104705;041047051803030203;1348.288567
05225201;052252010901010206;14244.1875
04098605;040986051202060202;18407.57905
04118803;041188031803030103;273.3333333
06030101;060301010801010201;7128.616954
04100505;041005051202040204;801.5334778
04090605;040906050801030203;7041.592968
04090305;040903051202090202;2003.242895
03121203;031212031703040204;4500
06151402;061514020501010206;6354.285714
04104905;041049050303010201;144179.0737
05215103;052151030403040104;1191.041667
02195805;021958050701040104;331.1666667
02195805;021958050701030103;774.7804878
02195805;021958051102100102;953.2497549
01018402;010184021102010206;13520.66808
04118805;041188051803060202;27777.3811
01018405;010184050701090102;59700.65708
01028404;010284041703030203;15765.76557
06030104;060301041202060202;28633.09429
04100505;041005050303040204;2836.94534
06050702;060507020801010206;27657.26744
03242803;032428031703030103;4489.980259
06151401;061514011403010206;10118.79478
06151403;061514030203010206;4453.75
03161505;031615051102060202;6204.094825
02192405;021924051703010201;2006.4
01014202;010142020701010106;421.0752584
04104806;041048061803090202;1614.543561
02186805;021868051703010206;2058.75
02197105;021971051102040204;1127.5
03247601;032476011102040204;2218.484744
03247601;032476010701060202;882.0242326
05289003;052890031703060202;645.3333333
01018405;010184051102010201;4850.307471
04104705;041047051202040204;3422.336747
02197105;021971050701060102;183.7916667
06030104;060301040801030203;31000
04118705;041187051202040104;2703.218324
02197205;021972051703030103;454.5
08336005;083360051703080103;92937.60049
08276005;082760051703080104;957738.4584
08346001;083460011703080104;15233.13468
08326004;083260041703080106;259298.2648
08306005;083060051102080104;71653.91707
08316005;083160051703080104;65298.09681
08356001;083560011102080103;135.4871933
08276001;082760011703080103;12987.1823
08276001;082760011703080102;1786.912061
08356004;083560041703080102;185363.0742
08276001;082760011703080104;6346.878518
08336005;083360050701080104;9563.678035
08326005;083260051703080102;1475.674719
08306005;083060051102080103;16356.59761
08306005;083060050701080102;6977.050766
08336005;083360050701080102;1191.730069
05258904;052589041503030203;11232.93228
08346004;083460041703080103;12562.11846
08276004;082760040701080102;45352.92838
07299501;072995011102040204;278246.739
07291601;072916011703030103;1596.535
07298105;072981051703040204;56683.743
07298101;072981011703040204;1576339.437
07298101;072981010701010201;346687.7473
07298101;072981010701020202;293320.0786
07298101;072981011102110204;369270.9213
07299102;072991021703030103;312.115
07299101;072991011703110204;447579.5083
07299101;072991011102060202;231878.8097
07209101;072091010701010101;14790.064
07299102;072991021102060102;213.5444
07299101;072991010701110204;667847.3288
07299505;072995050701090202;4721.42
07209505;072095051703090202;160516.4459
07293301;072933011102110104;97971.66238
07293301;072933010701020102;57717.9708
07298201;072982011102010106;243.1235
07298101;072981011102020202;109142.8651
07298105;072981051703010201;11228.062
07298101;072981011703100202;1571.141
07209101;072091011102030203;98694.52
07299101;072991010701090202;124632.6628
07299502;072995021703010206;1521.45
07293301;072933010701100202;26956.9583
07298201;072982011102020102;1637.292775
07298201;072982011703030203;148714.0715
07209101;072091011102110204;145737.4878
07299102;072991020701020202;268.02
07209505;072095050701030203;10560.99521
07293301;072933011102040204;822425.6536
07293301;072933011703030203;329174.006
07293301;072933010701090202;60439.78425
07088001;070880011703040204;171837.0981
07298105;072981050701090102;596.4635
07299102;072991021102020202;1553.5427
07209505;072095051102040204;3111.70903
07299503;072995031703030203;5949.2
07134301;071343011703030203;137824.3586
07088005;070880051703090102;29209.75864
07293301;072933010701010101;76519.72525
07088005;070880051102040204;100299.0667
07209505;072095051102020202;4323.87052
07293303;072933030701100202;665.6195
07201605;072016051102010106;2327.5
07299506;072995061703020202;1940.74
07088005;070880050701010206;22271.0848
07298201;072982011703010206;3356.255
07298103;072981030701060102;1148.922
07209105;072091051703110204;7549
07298201;072982011703010101;27222.1655
07291601;072916011703100202;960.7670855
07291601;072916011102030103;1457.005
07299105;072991050701110204;21525.7205
07081805;070818050701040204;262652.1477
07081805;070818051102040204;242322.8044
07298201;072982011703060102;6777.7965
07299105;072991051703030203;10423.205
07081801;070818011703030203;4692.079698
07081804;070818041703090102;468.0804585
07083201;070832011703010101;15510.6523
07293302;072933021102010101;2167.854
07298103;072981031102020102;202.0825
07299102;072991021102040204;12228.231
07083201;070832011102090202;843.2345024
07209103;072091031703110104;212.745
07083201;070832010701030103;201624.4
07299505;072995051102020202;4342.422
07134305;071343050701030203;166083.0917
07084305;070843051102060102;15730.73067
07134305;071343051703050102;52304.04459
07085905;070859050701040204;107670.6746
07081801;070818010701090202;688.4441356
07084305;070843051102060202;35443.07069
07134301;071343011703030103;9521.949643
07085905;070859051102040104;56025.51046
07293302;072933021102060202;7831.031
07134305;071343051102060102;7849.718309
07293303;072933031703030203;15873.53
07293305;072933050701110204;5648.448
07134305;071343050701060202;63272.63392
07134301;071343011703010106;21103.38015
07085905;070859050701030103;34220.56961
07085903;070859031703090102;865813.2339
07081805;070818051102090102;24732.1583
07085905;070859051102090202;17244.00434
07083205;070832051703090202;1586.331577
07083201;070832011703100102;36652.88486
07134305;071343051703010106;46671.21121
08356001;083560010701080103;112.4126371
07083201;070832011102030103;232920.232
07291601;072916011703060102;1565.134774
07293302;072933021102090202;2801.708
07081805;070818050701060202;62824.17392
07085903;070859031703060202;32843.47646
07085901;070859011102060202;13239.60213
07299503;072995031102040204;3893.9
07293302;072933021102100202;1400.854
07293305;072933050701010101;3783.013
07083201;070832011703090102;98573.12601
07085901;070859011703040104;30452.13831
07299505;072995050701010201;6244.35
07083201;070832011703020202;12363.59172
07296101;072961011703100202;1239.8619
07296101;072961011102020102;278.7993
07293306;072933060701060102;366.366
07299506;072995060701030203;2057.1
07296101;072961010701010101;1078.00975
07086505;070865051703020202;14685.70428
07086505;070865051703060102;14296.26777
07086505;070865050701010106;4182.762921
07086505;070865051102060202;12224.57626
07298106;072981061703010201;24594.6005
07134304;071343041703030203;11533.5308
07134301;071343011102010206;12648.71392
07085903;070859031102040204;6349.61291
07209505;072095050701010201;4023.950943
07293302;072933021703040204;11236.29
07299106;072991060701110104;431.58
07291601;072916011703010206;426.72
07085902;070859020701030103;4407.467891
07085905;070859051703010106;171787.2935
07299102;072991020701030203;2943.495
07298106;072981061703110204;51555.25625
07298102;072981021703030103;1518.208
07296101;072961011703040204;46881.35825
07088005;070880050701010101;18724.46381
07088005;070880051102010106;20151.17841
07084301;070843011102050202;1007.760622
07134304;071343040701030103;279.1548826
07086505;070865050701020202;7854.918386
07298102;072981021703020102;376.126
07085902;070859021102060202;3277.840298
07298102;072981021102060102;313.3216
07298102;072981020701090102;273.3
07209105;072091050701110204;4519.935
07086501;070865011102040104;660.0801808
07088004;070880041703020202;392.6243736
07299505;072995050701010206;3378.6
07299105;072991051703020202;1846.875
07298102;072981020701060202;4053.177
07299103;072991030701010201;6341.426
07298103;072981031703040204;32665.06225
07299105;072991051102060102;475.904
07298102;072981020701060102;411.943
07299106;072991061102010206;437.69
07298201;072982011102110204;3695.671
07209105;072091051703020202;1138.702
07293306;072933061703110104;1002.716
07299106;072991061703040104;827.10275
07086505;070865050701010101;5008.335333
07209102;072091020701110204;308.75
07298103;072981031102060102;373.913
07083201;070832011102060202;1229.531213
07083201;070832010701060102;26736.95268
07298102;072981021102020202;1894.2368
07293305;072933050701090202;861.172
07081801;070818010701030203;1426.456767
07298205;072982050701060202;799.1875
07293305;072933050701090102;564.148
07085901;070859011102010201;1723.923471
07293301;072933010701010206;4054.947
07299102;072991021703030203;5316.385
07209105;072091050701020102;194.246
07209105;072091050701090202;571.838
07299106;072991061102090202;809.042
07298205;072982051703010201;2677.03475
07299102;072991021102110104;362.88
07209106;072091061102040204;5259.9365
07293303;072933031102110204;3118.2165
07084304;070843041703050202;7325.798728
07291605;072916051703030103;214.37
07085903;070859031102030103;4227.963505
07298203;072982030701040204;2880.32875
07085904;070859041703010206;3102.00418
07084303;070843031703050102;478.8198522
07134302;071343021703040104;140.2066226
07209103;072091031703020202;202.15
07209103;072091031703010201;1570.44
01014206;010142061703060202;1055.968137
01014204;010142040701010206;109.5775283
02186905;021869051102030203;2396.25
02195605;021956051102030103;1244.013196
05141304;051413041202010201;12052.5
04100405;041004051202090202;308.5403556
07299106;072991061102010101;245.625
07083201;070832010701060202;5764.238169
07293305;072933051102090202;1039.0848
07299506;072995061703010201;304.8
07299506;072995061102010206;582
07088004;070880041102040104;308.4629628
07296101;072961011703020202;742.378875
04111005;041110050303030103;32191.76495
05225203;052252031001040204;9144
03071905;030719051102010106;6018.299535
01028305;010283051102010201;33832.00283
02197205;021972051703060202;1600.875
03060905;030609050701010106;10670.1468
04090605;040906051803030203;3466.810314
01014204;010142041102060202;1828.854185
02192405;021924051102100102;1055.85
08306005;083060050701080106;1975.152128
07081804;070818041703100102;521.9037443
07083205;070832051102010106;16302.69808
07298206;072982061102010201;290.94
07299106;072991061703060202;430.29
05289003;052890030701040204;2007.5
02183705;021837051703010206;26615.85
02195805;021958051703010101;174
06151402;061514021403040204;9051.128111
05141302;051413021703090202;218.8837335
05141302;051413021703040204;197.6843068
01014204;010142041102030203;441.393211
01014402;010144020701010201;462.8407751
08356004;083560041102080103;11698.52854
07298203;072982031703010101;446.7875
07293305;072933051102010101;1538.79375
07209103;072091031102030203;1192.925
01028404;010284040701010101;19624.09545
04104602;041046021803010201;231.0171703
06050703;060507030801010201;3827.650964
01028503;010285031703040204;11740.2099
02263004;022630041703060202;315
07084301;070843010701040104;171.0502639
02186805;021868050701010206;1053.75
02047901;020479010701010201;1537.5
06030101;060301011703010201;3219.161424
02194005;021940051703040104;2184
02183805;021838051102010206;8737.5
07084304;070843041703060202;3102.985169
07293305;072933050701060202;4394.527
07083201;070832010701010206;25603.81706
07085905;070859051102010201;1869.148032
07293305;072933050701100202;382.811
07293303;072933030701030203;4759.56
02195805;021958050701090102;182.4777778
01018402;010184020701010101;6058.167028
07298205;072982051102060202;1515.62905
07293305;072933051102020102;1690.1664
02192505;021925051703040104;4435.5
01028304;010283041703030103;5602.322422
05141302;051413021202040204;3702.315693
04104806;041048061803060202;1614.543561
01028403;010284031102030203;804.3209346
05258901;052589011202040204;482.7483509
05225202;052252021603090202;174.15
03242803;032428030701060102;4558.37462
01028304;010283041102030203;9057.05159
07298206;072982060701040204;795.015
07085904;070859041102010106;4228.614612
06030104;060301041703090202;23212.86078
02185303;021853031703030203;419.5306452
02263004;022630041703060102;105
02043105;020431051102010201;375
07298106;072981060701090102;226.544
07293303;072933031703010201;7463.77775
07293306;072933061703030203;3894.73825
07293305;072933050701030203;7807.527
04098605;040986050303090202;12495.8122
08336001;083360010701080103;1195.680095
07081804;070818041703010201;259.7304206
07296105;072961051703060202;644.67
07293303;072933031703010206;475.02
01024402;010244021703010101;452.2555451
03121204;031212041703010201;1500
02192505;021925051703090102;739.25
03071904;030719041703010206;20185.96036
07085901;070859011102010106;5916.62044
07293302;072933021102110204;1280.695
07293306;072933061102010101;471.51
04090605;040906050303060202;1136.156271
07296101;072961010701110204;1006.145
03242803;032428030701040104;333.6403993
05141301;051413011202010206;260.9296832
01018406;010184061703010101;5149.120687
03076604;030766041703010206;134.7527394
05141302;051413020601030203;300
05225202;052252021603060202;696.6
02195805;021958051102030103;352.5
07088004;070880041703030203;540
07088004;070880040701030103;340.5831906
07081801;070818010701040104;2170.599256
05225202;052252021202040204;945
02047903;020479031102100102;150
08276003;082760030701080101;426.7596309
02195805;021958051102040204;1039.875
01028504;010285040701010206;2537.653141
02263004;022630041703100202;126
07081804;070818040701020102;181.6577405
07081804;070818041703030203;908.1458873
07293305;072933050701010201;3184.077
07088003;070880031703030203;1007.539035
07088003;070880031703020202;108
07081801;070818011102090202;163.8340356
07088001;070880011703110204;940.779
06030105;060301051202040204;1611310.397
06030104;060301040801040204;73121.62659
