ID_AGREG;ID;BESOIN
04100202;041002021803090202;34971.37007
04100202;041002020801040204;147100.5766
04090301;040903010303040204;372727.8694
04090601;040906010801040204;128561.1562
04090601;040906010303040204;289636.9865
04100406;041004061202040204;32868.44898
04100505;041005050303030203;2440.895893
04100505;041005050303010201;3729.955468
04090601;040906011202010206;56929.22642
04100406;041004060801060202;0
04090301;040903011202060202;0
06050701;060507010801040204;51446.57589
06050705;060507050801060202;0
04091101;040911010303060202;0
04091105;040911050303040204;294493.5783
04091105;040911050303010201;6446.212397
04100802;041008020303090202;333316.9789
05141305;051413051703030203;347735.0971
03121205;031212051703060202;0
05141304;051413041202010206;3489.792058
04091101;040911010303090202;100647.466
05141304;051413041703040204;266137.5701
02041605;020416050701090102;64464.01124
03161505;031615050701060102;14338.65637
02041605;020416051102040104;857239.3383
06151405;061514051202030203;10283.42141
05141303;051413031202030203;14912.52672
03061705;030617050701010201;6445176.784
03061705;030617051102040104;47308191.83
03061705;030617051703030203;95667652.08
03061705;030617051102040204;70332581.39
03061705;030617051703040204;122047243.7
02041605;020416050701090202;21797.67408
03071905;030719050701030203;15834971.23
02182105;021821051703090102;50668.65139
03071905;030719051703060102;7036500.298
03071905;030719050701100102;6560930.87
03242605;032426051703040104;336982.3251
03062605;030626051703030103;784204.2888
03242605;032426050701090202;22253.90033
03242605;032426051102010201;7525.395355
03242605;032426051102030203;51504.75071
02182205;021822050701030203;2287158.409
03242605;032426050701010101;12643.00485
03062605;030626051703010201;34296.19171
03242605;032426051102090102;56094.50701
03242605;032426051102010101;17102.58951
03242805;032428050701040204;266438.6668
03062705;030627051703040204;156381.6355
03242805;032428051102010201;27948.60081
03062705;030627050701030203;39020.66659
02263005;022630050701060102;4123240.617
02263005;022630050701030103;4443333.374
02262905;022629050701010101;75763.33693
02263005;022630051703030203;18331007.2
02263005;022630051703010206;3181457.07
06173504;061735041202040204;6797087.099
06173504;061735040203030103;9585529.9
06173403;061734030103040204;2168292.905
06173504;061735040203030203;5828283.207
01024205;010242050701040204;1636477.46
01024205;010242051703010206;1973707.616
01024205;010242051102050202;924962.2685
03164105;031641051102030203;13754197.09
01014201;010142011102040104;207442.1706
01014201;010142010701060202;517367.3622
01014201;010142011102010201;6909.784601
01024205;010242051703010106;1792831.095
01014203;010142030701030103;112621.8971
01014205;010142050701060202;25204.38259
01014203;010142030701050102;91762.73201
01024201;010242011102040104;3072.376906
01014205;010142051102040104;17312.32541
01024204;010242040701040104;108484.2263
01024203;010242031703050202;7849.510667
01014203;010142031703050102;480136.9499
01024201;010242011703030203;4218.481282
01014203;010142031703040104;631223.3
01014205;010142051703030103;37930.52287
01024204;010242041703040104;293174.7232
01024201;010242011703060202;36408.37764
01014202;010142020701060202;14992.90148
01014205;010142051703060202;189586.5692
01024405;010244051102060202;68628086.18
01024405;010244051703010201;527493.8343
01024404;010244040701060202;12143225.96
01024405;010244051102030203;216552.0821
01014401;010144011703090102;1512103.071
01024405;010244050701060202;82998366.88
01024405;010244051102010101;95548.93352
01024404;010244041102030103;100691.5046
01014401;010144010701060202;15144692
01024404;010244040701030203;108307.7525
01014401;010144011102090202;60968.85838
01024401;010244011703010101;446.6152436
01024505;010245050701060202;895910.0828
01024505;010245051703030203;268236.9289
01024505;010245050701010206;40760.11561
01024505;010245051102010206;11069.24389
03236305;032363050701040204;147358.8704
02046205;020462050701090202;23983.04475
02046205;020462051703060102;1844905.888
03236305;032363051703030103;403770.1619
02195605;021956051703040104;5002006.257
03236305;032363051703060102;359083.0921
02046205;020462050701030103;775627.0662
03236305;032363051102090202;69377.02361
02185305;021853050701030203;370882.5793
02185305;021853051703040104;5528016.97
02185305;021853050701030103;281732.4333
02185405;021854050701060202;0
02185405;021854051703100102;9259807.482
05225204;052252040901090102;56224.46476
05225204;052252041001090202;14333.36675
05225204;052252041001060202;0
05215104;052151040403010101;12198.09621
02185305;021853051703040204;5825971.37
05225201;052252011603030103;968737.4914
05215101;052151011001010101;9652.020888
05225204;052252041603030203;614189.9808
02185505;021855051703060202;0
05225201;052252011603090102;158820.3705
05225204;052252041603010206;41400.1952
05225201;052252010901060202;0
04105005;041050050303040204;387152.4213
05225204;052252041001060102;283676.6265
05215101;052151011603010206;8147.775333
03066405;030664051703010101;384103.5099
03066405;030664051703030203;1710315.004
02046205;020462051102040104;1110428.553
02046205;020462051703030203;2779229.861
02046205;020462050701010106;306403.4942
03076605;030766051703060102;30458714.42
03076605;030766051102040204;58355030.97
03076605;030766050701010206;4344266.531
03067305;030673050701040104;357378.0593
03067305;030673051703010106;142169.8093
03067305;030673051703060202;0
03067305;030673051703090202;269083.5569
03067305;030673051703010201;55142.88056
03067305;030673051102040104;347947.3098
03067305;030673050701040204;310775.8121
03237305;032373051703030103;83948.58456
03237305;032373050701040204;22687.88152
02197005;021970050701090202;22068.79662
03237305;032373051102060102;40684.89469
02197005;021970050701100102;553709.3944
02197005;021970051102100102;525692.1648
02197005;021970051102030103;179223.3746
02186805;021868050701030103;257564.8457
02186805;021868051102040104;539801.8143
02186805;021868050701100102;167345.5094
02186705;021867050701100202;170503.8107
03237505;032375051102040204;110711.8172
03237505;032375051102040104;74935.45666
03247605;032476051703030103;955132.5125
03247605;032476051703030203;1384886.528
03247605;032476050701030203;528889.801
03247605;032476051703010101;176664.1099
03237505;032375051703030103;209067.0362
03237505;032375051102090202;57081.65444
03247605;032476051102040104;401380.603
03237505;032375050701060102;65586.23714
03237505;032375051102010201;27512.61994
03067405;030674050701030103;175316.9479
03067405;030674051703060202;0
03067405;030674051102090202;44616.71819
03067405;030674051102090102;146913.3992
03067405;030674050701060102;136683.1586
03067405;030674051703010106;183491.0925
03247605;032476051102010101;85547.34065
02267805;022678051703090102;228026.1241
03247605;032476050701010206;67003.87936
02267805;022678050701040204;996795.4568
02267705;022677050701090202;8325.775058
02267705;022677051102100202;88144.93656
02267705;022677051703010106;1380307.175
02267705;022677051102090102;11635.15589
02267705;022677050701030203;362247.612
02047905;020479051703100102;3226279.239
02267805;022678051102030103;434569.2583
02047905;020479051703040204;21436561.91
03169205;031692051102060102;179833.211
03169205;031692050701030203;39123.13794
03069605;030696051102040104;7438095.56
06030103;060301031703040204;99216.99891
03069605;030696051703030203;17718055.16
03069605;030696050701030103;6897696.024
03169205;031692051703040204;605009.8258
03169205;031692051703030103;615093.0073
03169205;031692051102040104;617051.0453
03069605;030696050701040104;8416210.866
02047903;020479031703040204;1230764.875
02047905;020479050701040204;5345474.25
02267805;022678050701010201;105555.5264
02047905;020479050701060102;397588.0552
01018403;010184030701030203;260745.6152
01028505;010285050701090102;8343283.699
02047905;020479051102060102;166144.7421
01018405;010184050701040104;260935.1655
05289004;052890041703030203;67722.33354
05289004;052890040701030203;23619.70523
01028505;010285051102030103;1744435.525
01018401;010184011102060102;0
03169205;031692051703090102;521260.4473
03169205;031692050701060102;163643.2474
03169305;031693051102030103;32173517.28
03169305;031693050701040204;46145782.99
03169205;031692050701010206;47504.95356
03169205;031692051703010101;157403.689
04119403;041194030303010101;304891.0883
03169305;031693051102100202;10358153.33
02041605;020416050701030203;703886.2581
03061705;030617050701010101;5416873.181
04090305;040903051202040204;12814.33772
04100202;041002020801060202;0
04111005;041110051803060102;2005.532183
04090601;040906011202040204;61015.03867
06050705;060507051202060202;0
03060905;030609051102040204;6372502.281
04111005;041110051202040104;444342.918
06173404;061734040103060102;929585.992
02182005;021820051703010201;298352.1849
02192305;021923051703090102;77604.57194
02182105;021821051703010101;112950.2023
02182105;021821051703040104;1887040.798
02182105;021821051703010206;260527.5504
02182205;021822050701100102;1144696.309
02262905;022629050701060202;0
02262905;022629050701010206;250625.5061
03062705;030627051703030103;231680.8003
03242805;032428051102030103;179934.6302
02263005;022630051102010101;122404.4364
02183705;021837051703030103;387682.4331
06173504;061735040203010101;842165.3266
01014203;010142030701010201;12155.76675
01024403;010244030701010206;1347.177607
01014401;010144010701040204;237215.6175
01014402;010144021102040204;6442.946743
01024504;010245041102030203;1730.764021
01024501;010245010701040204;598.7325549
05225204;052252041001010201;17430.36036
05225201;052252011202030103;155884.6625
05215101;052151010901040204;33222.03589
05225201;052252011001090202;8045.139677
04105005;041050050303090202;31555.79852
05215101;052151011001010201;1613.730475
05225201;052252011202030203;39451.96278
03076605;030766050701010101;4035167.054
02186705;021867051703010101;353299.7974
02186705;021867050701030103;232952.6994
02197005;021970050701040204;513589.6419
02186805;021868051102040204;535289.4344
02197005;021970050701100202;617805.2116
03237505;032375051703010206;90224.79373
03069605;030696050701060102;2585178.857
01028505;010285051102010206;193341.3631
01028405;010284050701030103;903137.6189
05258903;052589030801090202;3091.65504
01028404;010284041703040204;377301.5058
01018403;010184031703090102;14505581.74
01028405;010284050701040104;1600076.398
01018405;010184051703090102;998699.3853
01018403;010184030701010206;128266.5497
05289001;052890010701090202;178.9877667
04118705;041187050801040104;5419.872107
03169205;031692050701010101;56705.05748
03061705;030617051703010201;11704556.64
