ID_AGREG;ID;BESOIN
02195705;02195705170302;1676197.989
01014406;01014406110202;388403.397
02263001;02263001170302;9697.198141
02185503;02185503070102;5993.467726
07084305;07084305170302;39885042.18
02182205;02182205070102;2441083.225
01018406;01018406170302;23570456.54
06030101;06030101080102;234382.3942
07206001;07206001070102;0
04118803;04118803080102;991790.0728
08276005;08276005170302;1950902.877
03242804;03242804170302;2802.246
01014402;01014402110202;3323479.426
01028305;01028305110202;114819444.3
02182105;02182105170302;2360000.144
03161505;03161505110202;835625.5012
07083205;07083205070102;56443.38475
05141305;05141305060102;2737243.935
07081801;07081801070102;32178.47791
01024502;01024502110202;21246.72087
08356005;08356005070102;109199.2666
06173504;06173504050102;8615037.917
02182105;02182105110202;718615.3571
04100202;04100202080102;998576.2894
03169205;03169205070102;5875961.671
07298203;07298203170302;0
03237505;03237505170302;4996076.008
08346004;08346004170302;42424.68679
04104706;04104706030302;251002.3827
02262905;02262905170302;8349385.551
01014206;01014206170302;86530.47735
06151404;06151404020302;1100
07298101;07298101110202;0
02041605;02041605170302;4546918.509
08326004;08326004110202;180607.9514
02047904;02047904170302;4684.179152
04090305;04090305180302;68407.31597
04118703;04118703180302;130953.678
07296002;07296002070102;0
08356001;08356001170302;42199.83831
07293301;07293301110202;0
07209105;07209105070102;0
04105005;04105005080102;2855063.589
03066405;03066405170302;16234462.19
01018401;01018401170302;395974370.2
02197105;02197105170302;81065.55462
02263001;02263001110202;1893.72893
04090601;04090601030302;1100923.195
03067303;03067303070102;1521.52
03121203;03121203110202;2925
04100506;04100506120202;41029.6411
08346002;08346002170302;1215.342363
01028404;01028404070102;17816885.44
05215103;05215103120202;945
08336005;08336005110202;15996.79451
04118805;04118805180302;447334.1963
07086501;07086501170302;0
05141301;05141301060102;556734.0259
07298206;07298206170302;0
01014406;01014406170302;1667976.247
01014403;01014403170302;77693146.16
08276004;08276004110202;132.5727024
05141303;05141303120202;557322.9146
05215103;05215103090102;3293.5625
05215101;05215101040302;1375700.332
08356002;08356002170302;2004.616613
07293303;07293303170302;0
07083201;07083201170302;1904236.309
06050701;06050701080102;1014389.199
04118703;04118703080102;737408.7379
06173504;06173504020302;8534187.054
02182004;02182004170302;2265.059906
06050702;06050702120202;305513.17
01028303;01028303170302;6476854.625
08346001;08346001170302;60999.02023
07296101;07296101070102;0
07084304;07084304170302;593701.4208
01024201;01024201070102;458732.9275
01028403;01028403170302;741292.78
01024402;01024402170302;2184640.32
03071905;03071905110202;5142983.644
04090301;04090301120202;486340.4566
01014201;01014201110202;38368061.89
04104605;04104605180302;4968.887545
05225202;05225202160302;8600.75
03247603;03247603170302;8195.726815
04100406;04100406030302;652807.033
01024204;01024204070102;12709863.43
02047905;02047905110202;1414465.965
01018405;01018405070102;9936678.007
01018406;01018406110202;2152097.612
03242803;03242803110202;32769
01024403;01024403070102;2148578.01
07293306;07293306070102;0
01014203;01014203110202;18044644.83
03237305;03237305110202;635088.788
03062705;03062705170302;1378848.825
04098601;04098601180302;3963309.858
05215104;05215104040302;1269209.876
01014205;01014205110202;2010181.949
04104905;04104905180302;3811316.874
03076605;03076605070102;16532022.28
06030103;06030103080102;161552.2311
02047902;02047902070102;2838.896456
08346005;08346005070102;429716.1715
01014206;01014206110202;16468.93582
07085904;07085904110202;11979.22258
02263004;02263004070102;514.2453559
08316005;08316005070102;2618.591199
02197005;02197005170302;1116704.513
01028504;01028504170302;8027741.733
07081805;07081805110202;1513652.115
01014402;01014402070102;4281613.617
07299501;07299501110202;0
01024401;01024401070102;1969406.418
08356001;08356001070102;34516.56257
