branche;occupation;periodeSimple;energieUsage;usage;usageSimple;facteurEnergiePrimaire;annee2009;annee2010;annee2011;annee2012;annee2013;annee2014;annee2015;annee2016;annee2017;annee2018;annee2019;annee2020;annee2021;annee2022;annee2023;annee2024;annee2025;annee2026;annee2027;annee2028;annee2029;annee2030;annee2031;annee2032;annee2033;annee2034;annee2035;annee2036;annee2037;annee2038;annee2039;annee2040;annee2041;annee2042;annee2043;annee2044;annee2045;annee2046;annee2047;annee2048;annee2049;annee2050
01;01;01;01;Chauffage;Chauffage;1.0;2.788686871E7;2.6999061966800004E7;2.6113705471899997E7;2.52310679031E7;2.43509282458E7;2.3473480537E7;2.2599046429E7;2.16811875576E7;2.0638123521E7;1.96132290403E7;1.86072608136E7;1.77325002224E7;1.68397271407E7;1.5955745514E7;1.50792376083E7;1.4211642458500002E7;1.3354081637899999E7;1.25046458778E7;1.16634042182E7;1.0836701027999999E7;1.0019314167599998E7;9208616.538099999;8416403.568599999;7629608.423800001;6852682.4273;6085626.377599999;5327959.5982;4580358.8506;3847565.8739;3124996.1144000003;2413278.1440999997;1936333.3966;1527170.821;1336546.2185;1437034.6977;1476269.2999;1465172.0832;1450051.4936000002;1429810.4703;1407357.8416;1381080.6145000001;1351407.1083
01;01;01;01;ECS;ECS;1.0;2033374.6695;2560310.2495999997;3087244.8197999997;3614179.39;4141113.9594;4668049.126700001;5194983.994;5654389.7367;6111253.727500001;6567145.3657;7021254.611199999;7473194.775599999;7882627.069399999;8290349.0398;8696329.7041;9100434.6542;9105880.585099999;9104017.9553;9097641.8992;9089330.7872;9080177.7676;9063420.0246;8983038.5552;8899016.0851;8819651.139;8742108.0268;8664851.9127;8628581.429200001;8590687.7486;8547562.658799998;8506856.751600001;8362576.069800001;8215632.545500001;8070123.5186;7929358.2095;7786379.5033;7645051.8011;7626356.7561;7593315.649800001;7561599.9854999995;7519981.0246;7457981.962499999
01;01;01;02;Auxiliaires;Electricité Spécifique;2.58;1546960.7470000002;1497870.8837000001;1448919.7825000002;1400109.2555999998;1351428.743;1302898.8424;1254516.4958;1204192.9468999996;1146812.757;1090434.1278;1034996.3322;986811.9942999999;937941.7474;889460.9354999999;841361.8331;793652.7862999999;746333.9728000001;699407.132;652848.7082999999;606695.1557;560915.6986;515490.47420000006;470075.4924;425079.0737;380463.97400000005;336293.0388;292573.4115;249589.52999999997;207068.94369999997;164929.4575;125780.0371;96227.3427;69410.8862;49450.35629999999;64162.502799999995;76797.36399999999;79697.85849999999;82089.21110000001;83481.70330000001;83387.01049999999;81177.5939;78944.80769999999
01;01;01;02;Auxiliaires;Electricité Spécifique;2.58;1.33480339283E7;1.3881687795899998E7;1.4413554491399996E7;1.49435524568E7;1.5471791940700002E7;1.5998318142800003E7;1.6523134217E7;1.68843802196E7;1.71805645938E7;1.7482040387000002E7;1.7748133089699995E7;1.81026117212E7;1.8442650031000003E7;1.87771670233E7;1.91061685646E7;1.94306784162E7;1.9734961502100002E7;1.99788969952E7;2.0211483334400002E7;2.0411655858900003E7;2.05970932275E7;2.07581317995E7;2.09732094523E7;2.11769368887E7;2.1378141437E7;2.15708408283E7;2.17543909504E7;2.19337674738E7;2.2097993275099996E7;2.22870555197E7;2.2455957952400003E7;2.26108479913E7;2.2738653934499998E7;2.29109462804E7;2.26270736638E7;2.2349801634899996E7;2.2112656913800005E7;2.18734626657E7;2.16338449849E7;2.14197359656E7;2.12256545271E7;2.10280153799E7
01;01;01;02;Auxiliaires;Electricité Spécifique;2.58;6021258.4064;5826616.137;5632793.9245;5439785.4891;5247584.647;5056185.308699999;4865578.9999;4634879.991900001;4389356.305000001;4154364.5785;3925210.9009000002;3721703.7537000002;3522247.0286000003;3325931.7086000005;3132717.34;2942564.0154999997;2752681.3479000004;2566144.6967;2382907.7584;2200708.1382;2022071.5684;1847030.7053;1691133.1302999998;1536904.6139;1384266.9097000002;1233125.7621;1095339.4880999997;957742.5388;819938.5204;681334.9795000001;540969.2096;397070.7738;245631.69290000002;72513.644;37.8348;37.5681;37.3033;37.0411;36.7805;23.5301;20.6621;19.448500000000003
01;01;01;02;Auxiliaires;Electricité Spécifique;2.58;1653588.8371000001;1601038.1934000002;1548644.5016;1496407.4408999998;1444326.2168999999;1392400.5910999998;1340630.2462;1282532.6696;1221001.1683;1160513.4134;1104230.8313;1055697.2492999998;1006116.8826;957033.1427;908411.4243999999;860273.1012;812592.4944;765471.2581;718991.1855;683817.2988;650475.9125999999;619047.6375;588883.3384;562912.2104;538714.8446;520790.17350000003;504259.6982;489480.8197;478067.10639999993;468469.8145999999;465499.54299999995;467232.1901;482040.5482000001;508818.7893;526958.7145;543476.0083999999;556353.7373;565825.0477;570048.8278999999;566701.1736;554335.0608;533622.7009
01;01;01;02;Auxiliaires;Electricité Spécifique;2.58;1003727.0841;971772.7491999997;939906.9214000001;908138.5693;876460.2123999998;844878.7568000001;813405.6813000002;780371.16;742829.7827999999;705942.2740999999;669735.7728000002;638251.6886999999;606120.2611;574304.8513;542758.6982000001;511532.9466;480667.7988;450094.93330000003;419816.74679999996;390092.8631;360703.4399;331554.4921;303171.1468;274932.50499999995;247051.87489999997;219530.29760000002;192350.92570000002;165539.38909999997;139286.2765;113409.25879999998;87931.20820000001;71721.2856;58205.88459999999;53415.3499;57389.28689999999;58863.27040000001;58421.1728;57818.78250000001;57009.904500000004;56118.174199999994;55072.0438;53891.6605
01;01;01;02;Chauffage;Chauffage;2.58;1.3195965480000001E8;1.278168715454E8;1.236863808998E8;1.1956493360960001E8;1.154546080275E8;1.1135645596059999E8;1.072691861807E8;1.0269298391080001E8;9.78381569361E7;9.30663221444E7;8.843957001879999E7;8.443258250469999E7;8.03699760663E7;7.63416459735E7;7.23478634482E7;6.83791228336E7;6.4697435561500005E7;6.1672077509399995E7;5.87779283241E7;5.62833829488E7;5.39123240908E7;5.18585869826E7;4.97873720735E7;4.77210757631E7;4.5657914894600004E7;4.36551054046E7;4.16495641963E7;3.96315145008E7;3.77170739085E7;3.57485802551E7;3.37489128775E7;3.15657462615E7;2.9294548709799998E7;2.6727793773000002E7;2.6320287062899996E7;2.70755602025E7;2.76228653922E7;2.79523456412E7;2.80751473844E7;2.7902902526300006E7;2.7438145411099996E7;2.67226002268E7
01;01;01;02;Climatisation;Climatisation;2.58;1.454163843E8;1.44846879974E8;1.442841592606E8;1.436544903482E8;1.430307681961E8;1.4241327002E8;1.41802134444E8;1.404399773507E8;1.3908398085520002E8;1.377343127391E8;1.363911520094E8;1.349890123649E8;1.331641320882E8;1.312527954099E8;1.2925379565980001E8;1.27165926911E8;1.262044046059E8;1.2530314712689999E8;1.244707308522E8;1.236993117656E8;1.22989429241E8;1.223416301305E8;1.217492158818E8;1.2120519179830001E8;1.207099313714E8;1.2026380795709999E8;1.198703187716E8;1.201044460993E8;1.203303568086E8;1.205479225397E8;1.207570138455E8;1.2096446133659999E8;1.20603141898E8;1.2023396249809998E8;1.198539415148E8;1.1946292554450001E8;1.19060760392E8;1.1925882074900001E8;1.19458278677E8;1.19659146388E8;1.19861437417E8;1.2006356598200001E8
01;01;01;02;ECS;ECS;2.58;2.557158052E7;2.6159964393E7;2.6748346257E7;2.7336737031999998E7;2.7925118006E7;2.8513505981E7;2.9101891535E7;2.9217071573E7;2.9344358779E7;2.9476241744999997E7;2.9625404502600003E7;2.97869680438E7;2.9605395028799996E7;2.92701675704E7;2.89237052646E7;2.85373498708E7;2.78253513855E7;2.7086515504300002E7;2.63556817523E7;2.59917306961E7;2.56490756376E7;2.5292814343200002E7;2.40454508767E7;2.28042038544E7;2.19222790013E7;2.07858903496E7;1.96504975074E7;1.8537384972599998E7;1.7593892869599998E7;1.6660941941E7;1.5721387807599999E7;1.4744820687800001E7;1.37545670323E7;1.27882405289E7;1.2727112232700001E7;1.2668360076200001E7;1.26111882936E7;1.2524177358E7;1.2425581823199999E7;1.2338565150400002E7;1.2262232726100001E7;1.2178482530900002E7
