usage;energie;Conso;scenario;Conso_cum
Autres usages;Autres;0,4613743881153;S3;0,4613743881153
Autres usages;Electricité;60,274304511362;S3;60,7356788994773
Autres usages;Fioul;0;S3;60,7356788994773
Autres usages;Gaz;0,9524154050984;S3;61,6880943045757
Autres usages;Urbain;0;S3;61,6880943045757
Chauffage;Autres;0,3959722362422;S3;0,3959722362422
Chauffage;Electricité;17,3272178773611;S3;17,7231901136033
Chauffage;Fioul;0,1128207646253;S3;17,8360108782286
Chauffage;Gaz;0,5809269750859;S3;18,4169378533145
Chauffage;Urbain;9,2948354396386;S3;27,7117732929531
Cuisson;Autres;0,2379426815996;S3;0,2379426815996
Cuisson;Electricité;12,2425605815238;S3;12,4805032631234
Cuisson;Fioul;0;S3;12,4805032631234
Cuisson;Gaz;1,3411715619664;S3;13,8216748250898
Cuisson;Urbain;0;S3;13,8216748250898
ECS;Autres;3,6149051566275;S3;3,6149051566275
ECS;Electricité;3,8290351068449;S3;7,4439402634724
ECS;Fioul;0,2455476715107;S3;7,6894879349831
ECS;Gaz;2,4566614380772;S3;10,1461493730603
ECS;Urbain;0,8619196954182;S3;11,0080690684785
