"scenario";"BRANCHE";"usage";"2015";"2020";"2025";"2030";"2050"
"S2";"Bureaux Administration";"Autre";25.0800535123543;24.9542053860605;24.8449897181102;24.7397764644775;24.4595491453345
"S2";"Bureaux Administration";"Auxiliaires";4.0369505129199;3.28959962167571;2.63855438147216;2.00934580097821;1.31941248994351
"S2";"Bureaux Administration";"Bureautique";48.6783965303142;50.5176167260185;52.4216037828031;54.3915931803359;52.2128668157379
"S2";"Bureaux Administration";"Chauffage";100.936876712023;86.8359076555862;76.7958935474688;67.7221565389985;51.4414096714278
"S2";"Bureaux Administration";"Climatisation";37.2890460315264;39.155827990394;40.5890741741618;41.999214256426;45.7160545217178
"S2";"Bureaux Administration";"Cuisson";4.03042845775706;3.93643124029099;3.85557445553796;3.77543588010156;3.56743832042251
"S2";"Bureaux Administration";"ECS";5.56230494207922;5.50163674766968;5.46444694920516;5.42872505832366;5.31480722590127
"S2";"Bureaux Administration";"Eclairage";23.8718093267292;22.0219151222738;20.0640492117877;18.1633724961037;12.3775786696344
"S2";"Bureaux Administration";"Froid_alimentaire";0.770045633180952;0.725951589204336;0.686843707245311;0.650196913809053;0.614738087203152
"S2";"Bureaux Administration";"Process";0.653066965947653;0.64440142143309;0.63688086953692;0.629636103458118;0.61033929605801
"S2";"Bureaux Administration";"Ventilation";4.29366778370943;4.30206366693001;4.30727894795191;4.31622811183096;4.31514697971333
"S2";"Café Hôtel Restaurant";"Autre";5.41880965199835;5.38863337139051;5.37260502212586;5.3568514202597;5.3011642155887
"S2";"Café Hôtel Restaurant";"Auxiliaires";6.29175440879054;5.45872293128605;5.84184430201946;6.64102825491425;6.65402587947139
"S2";"Café Hôtel Restaurant";"Bureautique";4.00954195564432;4.15572683759371;4.33100205658136;4.51282676794752;4.35266287847118
"S2";"Café Hôtel Restaurant";"Chauffage";103.927047101692;91.6802717265805;84.241395193777;77.4835524747331;63.3650970244599
"S2";"Café Hôtel Restaurant";"Climatisation";30.3497450630546;32.7728037506743;34.0870262569275;35.343938087473;39.2581652147211
"S2";"Café Hôtel Restaurant";"Cuisson";99.5217607978967;96.9912845402268;95.6581566167484;94.2907999395176;89.6484778666615
"S2";"Café Hôtel Restaurant";"ECS";32.6097089237421;32.2737003488683;32.0897050644057;31.8534641874499;31.3561874137041
"S2";"Café Hôtel Restaurant";"Eclairage";29.0768145969487;26.809423899956;24.5880878561175;22.4699276914781;15.4007630386182
"S2";"Café Hôtel Restaurant";"Froid_alimentaire";17.9334270272477;16.8714694975453;16.0812051558093;15.3305030957606;14.5871817136581
"S2";"Café Hôtel Restaurant";"Process";2.50962487721999;2.47282043115229;2.45325708159711;2.43402733745456;2.36609676158356
"S2";"Café Hôtel Restaurant";"Ventilation";11.3186022457552;11.3082782712043;11.3346208315614;11.3713385014262;11.3509950126344
"S2";"Commerce";"Autre";15.5826812688215;15.5033391011579;15.4395159577909;15.3763525143683;15.1639632193633
"S2";"Commerce";"Auxiliaires";5.96149063425871;5.90219450204903;6.55772626792718;7.05792802827743;8.28790488608709
