"scenario";"SYSTEME_CHAUD";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2048";"2049";"2050"
"S0 P0";"nr";0.753524758560145;0.752218618319375;0.750913824222258;0.74961164177954;0.748312131512253;0.747014273274121;0.745070995732958;0.743133090451721;0.74119965782;0.739271750657863;0.737348141552083;0.73543022080136;0.73351671665213;0.731609705595;0.729704011564826;0.727805945425913;0.725911333087103;0.724019052655;0.722131657316888;0.720248883724197;0.718370077466846;0.716480078796478;0.714608524371911;0.71272988486;0.710808224055253;0.7088884480905;0.706942489200156;0.704953513364332;0.7029502223;0.700875632465;0.698740512459035;0.69607658849;0.69208783845;0.9204617221;0.92031456744;0.92018619807;0.9200788272;0.91999231386;0.91992725902;0.9514205476;0.9517377653
"S0 P0";"Autre système centralisé performant";0.000188371935677117;0.0142534540315688;0.0261511932455754;0.0865321612211058;0.188692989293508;0.181070701295997;0.183820486938648;0.243828383740986;0.317456089367412;0.354478813719762;0.352830760027994;0.350780744724954;0.34498438431405;0.35987888369;0.369599850240953;0.376326756048709;0.402352063920169;0.473289421603417;0.542771454442481;0.576929423377201;0.64126426277605;0.725460158584987;0.799789309936377;0.854323087290384;0.920968024803327;0.926797088625574;0.922091035248349;0.948833239788535;1.03778878981405;1.06423481947468;1.0747313613989;1.10506812537819;1.06453762467106;0.823486304074563;0.737876751408924;0.672030611832655;0.665633980841203;0.702891544956143;0.696792919878664;0.622735568083853;0.617003578370767
"S0 P0";"Autre système centralisé";1.56934030737296;2.01912407908097;2.32150207412013;2.19845145114143;1.90419632824559;2.0520354282568;3.60507492072536;3.57158091249813;3.714785394064;3.65530026940051;3.63327502100311;3.60963189429062;3.57705124385389;3.456507266855;3.27948663092462;3.11704097272699;3.00740634213658;2.93905436431713;2.86439124805144;2.82444416368232;2.68318078777977;2.59141436403098;2.52971643654957;2.57738365822697;2.52965362933457;2.50227723627912;2.40240443997963;2.35801142960636;2.32837188965516;2.33439978181066;2.34451355833185;2.35075000455581;2.38084799408603;3.3518921864624;3.62104701000664;3.75480157068093;3.75331275102907;3.70812906848965;3.80451709960491;3.3545645093668;3.32812756478725
"S0 P0";"DRV performant";0.05130995757;0.09463193449;0.0879684038;0.08630741417;0.08249357314;0.07127011373;0.07775333984679;0.0778884746185227;0.07566942618;0.0730418882614798;0.0709593787435787;0.0676097816121478;0.067188350786265;0.06420418941;0.0610284905546083;0.0593839745921165;0.0519330553453081;0.0493139252224254;0.0469316362571778;0.0427586826628294;0.0419397403622268;0.0420789237595942;0.0413696979396153;0.0409028822373672;0.0404434399752381;0.0399160241058326;0.0390588178858598;0.0384584090288404;0.0383554470039703;0.0453640455326098;0.0525585344902647;0.0511653015111585;0.05259951316;0.0587615653861096;0.0773948228461732;0.0735484140538059;0.0718555182042728;0.0718096691200194;0.0692112082270073;0.0709771779286827;0.0691365727127118
"S0 P0";"DRV";NA;NA;7.8920955e-05;0.00049348836588018;NA;NA;NA;0.0005822658;0.001150801;0.001442017;0.001636035;0.00186799201746318;0.00188179507505042;0.00561165192124059;0.00787832123407043;0.00832745209596112;0.01261812437;0.0134287856108682;0.0158027079009206;0.01872295971;0.0182874992;0.0184280153;0.01825465828;0.01872578757;0.01863691103;0.0188563383;0.02008973045;0.02298116428;0.0311400349114062;0.04123689196;0.0385634494104121;0.03558876144;0.0295171158326701;0.0226952615595135;0.0280671392062379;0.0255152278342379;0.0245493359897458;0.0245137532852632;0.025263916337434;0.0221444657868315;0.0209697938080074
"S0 P0";"Cassette rayonnante performant";NA;NA;NA;NA;NA;NA;NA;NA;0.000433931171372973;0.0006644064;0.0006962481;0.0006837201;0.0014323832;0.0016391203;0.0018242046;0.0019911531;0.0020791339;0.00198888174312299;0.0018385982642431;0.0025731249266712;0.00410457491827929;0.00700087492;0.00784261175569899;0.00839289953;0.00830811568;0.00863764767;0.00860128375;0.00862077501;0.00813862106;0.00816483988;0.00845715911;0.00901520179;0.00652347433270183;0.00998453538263527;0.0113155012758028;0.0103910759424952;0.00892490391116784;0.0110925342270853;0.0127338503;0.016043342390044;0.0157695852623517
"S0 P0";"Cassette rayonnante";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.451932e-05;0.0002796267;0.0009038677;0.00098899568;0.0009861563;0.0010102648;0.00102920333;0.0011244882;0.0011553341;0.00212805788;0.0032328721;0.00330551748;0.00330472799;0.00358933519;0.0053725313;0.00476111482610562;0.00355168690283186;0.0019613008;0.00268342696;0.0032417989;0.00330770797833863;0.00420917537543313;0.00597832424;0.0104356802895588;0.00952059727341648
"S0 P0";"Tube radiant performant";0.4676566906;0.448555392;0.4380527311;0.4270921575;0.4268728199;0.4409633027;0.4274159057;0.4249501306;0.4055308554;0.3980521459;0.3945858205;0.3853250897;0.3836243446;0.3722394189;0.363251475;0.3461930466;0.3400129369;0.3346883232;0.32984387828;0.32387593643;0.318680990006317;0.312134687327225;0.313015162718525;0.314606837005705;0.315137747660434;0.318884700036061;0.318459701679301;0.32054943292635;0.320208557351564;0.315943540933139;0.317410470209034;0.320278979571778;0.326832881028218;0.441177944361484;0.443086998763872;0.444794553510266;0.450486827505703;0.446151281806213;0.450512062544123;0.382357001100201;0.383268807272033
"S0 P0";"Tube radiant";0.09086509871;0.07938043583;0.0500213459680327;0.0694654858517914;0.0831744188005635;0.0842658536923662;0.0819754023079978;0.0807017238649146;0.0796220142517081;0.08557823921;0.08741752594;0.09476343881;0.09554423882;0.09957185671;0.10087764466;0.10065588471;0.10008551019;0.10028183994;0.09969464268;0.10194316044;0.10348942325;0.10734404392;0.10817927862;0.11231040263;0.11237946346;0.11275251675;0.11237395652;0.11002026603;0.10923833156;0.113790695931155;0.119964186775363;0.117429448849767;0.110719644863888;0.150283447567538;0.150029632615165;0.15012847308613;0.147173319360664;0.145122338265048;0.145198813710642;0.232527509794379;0.232719398070945
"S0 P0";"Rooftop performant";0.866234216373592;0.848374127831846;0.837657277430812;0.837034294185865;0.84663033741145;0.859062855348619;0.861880507523179;0.837412486637932;0.82774966937183;0.813429854540346;0.812924474438646;0.816148990861256;0.840435212055295;0.868968706877199;0.90203415077114;0.925100633737793;0.970926111312279;0.95966240984775;0.968049219667706;0.981859393181887;0.979759848528495;0.987547361638562;0.977971720120573;0.94131262969;0.968947211027355;1.00185275387353;1.01865919910344;1.03451773325041;1.01183588056573;1.00266666872877;0.991491176278671;0.962011159703971;0.926575353059738;0.925616594899825;0.864280022573719;0.835995166526743;0.832080800974099;0.846941859022847;0.86416643102665;0.764690265118142;0.756120092918525
