COD_BRANCHE;ANNEE;COD_PERIODE_SIMPLE;USAGE;COD_ENERGIE;CONSO_TOT;BESOIN_TOT
01;2011;03;ECS;03;119810259.23869999;59943087.1587
01;2011;03;ECS;04;293909505.42480004;206428681.5182
01;2011;03;ECS;06;68890610.96659999;37973865.028699994
01;2011;03;Eclairage;02;2272175304.2879;2272175304.2879
01;2011;03;Ventilation;02;428334220.27349997;428334220.27349997
01;2011;04;Auxiliaires;02;9287310.888500003;9287310.888500003
01;2011;04;Chauffage;01;25234384.87980001;17373015.669199996
01;2011;04;Chauffage;02;89445803.71809995;92083183.9318
01;2011;04;Chauffage;04;167894156.7230001;135260615.36710006
01;2011;04;Chauffage;06;12040024.145000001;8622253.814400006
01;2011;04;Climatisation;02;56012228.882300004;187606490.17999998
01;2011;04;ECS;01;834814.249;565714.2483
01;2011;04;ECS;02;13097497.6337;17906469.5383
01;2011;04;ECS;03;5775228.6197999995;3771805.5933999983
01;2011;04;ECS;04;14870749.982099999;11963476.817199998
01;2011;04;ECS;06;3098325.1947999997;2099588.9004
01;2011;04;Eclairage;02;91702779.27880001;91702779.27880001
01;2011;04;Ventilation;02;28261619.41079999;28261619.410799995
01;2012;01;Auxiliaires;02;150921815.6096999;150921815.6096999
01;2012;01;Chauffage;01;119319230.21;79306217.4824
01;2012;01;Chauffage;02;1201231943.567;1415071917.1974
01;2012;01;Chauffage;03;712778946.4500002;393883617.33309996
01;2012;01;Chauffage;04;2266435029.8740005;1655703348.5042002
01;2012;01;Chauffage;06;437047431.60999995;296359295.02369994
01;2012;01;Climatisation;02;667544482.7838;2072500921.2575002
01;2012;01;ECS;01;7971912.370299998;4390767.5605
01;2012;01;ECS;02;149373528.68209997;136238175.05519998
01;2012;01;ECS;03;50575607.069500014;25310508.4682
01;2012;01;ECS;04;145769271.3048;102540336.31779999
01;2012;01;ECS;06;31684834.752600003;17483595.770299993
01;2012;01;Eclairage;02;1098348122.7108;1098348122.7108
01;2012;01;Ventilation;02;212501410.06800017;212501410.0680002
01;2012;02;Auxiliaires;02;83356252.59390001;83356252.59390001
01;2012;02;Chauffage;01;62626851.25299999;41641982.56439999
01;2012;02;Chauffage;02;578647642.3678995;746698647.6688998
01;2012;02;Chauffage;03;365528661.5080002;202098917.5349
01;2012;02;Chauffage;04;1279468321.4060004;937638454.6868001
01;2012;02;Chauffage;06;214729324.26800007;145685714.74110004
01;2012;02;Climatisation;02;735043917.1541998;2281411553.7037997
01;2012;02;ECS;01;5884866.664400001;3241265.1481999997
01;2012;02;ECS;02;115387014.27669998;105235732.237
01;2012;02;ECS;03;36686897.8823;18359918.666800007
01;2012;02;ECS;04;109581728.8275;77083294.1843
01;2012;02;ECS;06;20703472.175400004;11424325.2985
01;2012;02;Eclairage;02;779841668.2591;779841668.2591
01;2012;02;Ventilation;02;167355651.177;167355651.177
01;2012;03;Auxiliaires;02;744393690.1215003;744393690.1215003
01;2012;03;Chauffage;01;495203972.7216999;328838634.7862
01;2012;03;Chauffage;02;4869852249.846;5977901461.852498
01;2012;03;Chauffage;03;3561640888.5355997;1967926275.363099
01;2012;03;Chauffage;04;11220104473.137701;8263205633.9116
01;2012;03;Chauffage;06;2038987370.4972007;1381814223.8255005
01;2012;03;Climatisation;02;989259387.3034;3068650750.9582005
01;2012;03;ECS;01;14672811.9664;8083520.747699998
01;2012;03;ECS;02;333926772.308;304673177.7900999
01;2012;03;ECS;03;112546487.28619997;56340707.19040003
01;2012;03;ECS;04;296129434.99009997;208346200.76869997
01;2012;03;ECS;06;69057760.57110001;38112501.08170001
01;2012;03;Eclairage;02;2260571036.6260004;2260571036.6260004
01;2012;03;Ventilation;02;427884593.3703998;427884593.3703998
01;2012;04;Auxiliaires;02;13624669.432500001;13624669.432500001
01;2012;04;Chauffage;01;40240978.0513;27719584.148800008
01;2012;04;Chauffage;02;140692889.80020016;147751494.34619987
01;2012;04;Chauffage;04;241059717.29000002;195032337.99359992
01;2012;04;Chauffage;06;17245988.9697;12363454.713399999
01;2012;04;Climatisation;02;85138585.8862;285161865.0108
01;2012;04;ECS;01;1258912.8397000001;854228.511
01;2012;04;ECS;02;19693120.798699994;27038769.3118
01;2012;04;ECS;03;8706683.817;5695426.500600001
01;2012;04;ECS;04;22412620.5986;18064850.182099998
01;2012;04;ECS;06;4672322.5394;3170379.2462999998
01;2012;04;Eclairage;02;138588753.23479998;138588753.23479998
01;2012;04;Ventilation;02;42711286.80829999;42711286.80829999
01;2013;01;Auxiliaires;02;148282179.54110003;148282179.54110003
01;2013;01;Chauffage;01;113709367.06999996;75577595.4563
01;2013;01;Chauffage;02;1247860955.0595002;1444261968.5842988
01;2013;01;Chauffage;03;679098825.5500001;375271571.6009999
01;2013;01;Chauffage;04;2262333164.129701;1656446319.8366
01;2013;01;Chauffage;06;416560923.1200001;282467510.59270006
01;2013;01;Climatisation;02;666061155.7344002;2081163847.6253996
01;2013;01;ECS;01;7605271.621500001;4191187.1652000006
01;2013;01;ECS;02;149672835.60710004;137108216.7686
01;2013;01;ECS;03;47346440.199599996;23703493.453600004
01;2013;01;ECS;04;146773198.0813;103410379.82560001
01;2013;01;ECS;06;31771285.330000006;17550123.658000004
01;2013;01;Eclairage;02;1093069524.3358002;1093069524.3358002
01;2013;01;Ventilation;02;212235320.3754;212235320.3754
01;2013;02;Auxiliaires;02;82369441.34839997;82369441.34839997
01;2013;02;Chauffage;01;59672857.74;39677838.73419999
01;2013;02;Chauffage;02;597123093.3821001;753922713.7876
01;2013;02;Chauffage;03;348239037.96999997;192539448.67360005
01;2013;02;Chauffage;04;1285719144.0189996;945281658.0103
01;2013;02;Chauffage;06;204651328.56999996;138848184.65489998
01;2013;02;Climatisation;02;733223877.7432998;2290345886.4183
01;2013;02;ECS;01;5614213.2021;3093935.0456999997
01;2013;02;ECS;02;115575332.67820002;105867692.99260001
01;2013;02;ECS;03;34344500.434200004;17194210.7605
01;2013;02;ECS;04;110305450.79039998;77715262.4941
01;2013;02;ECS;06;20770087.8085;11473434.585699998
01;2013;02;Eclairage;02;776093787.9564003;776093787.9564003
01;2013;02;Ventilation;02;167152618.2574001;167152618.2574001
01;2013;03;Auxiliaires;02;742199611.7429;742199611.7429
01;2013;03;Chauffage;01;469067327.88030005;311488615.7502001
01;2013;03;Chauffage;02;4745071653.422802;5862796213.510002
01;2013;03;Chauffage;03;3367790814.4188995;1860773145.6943007
01;2013;03;Chauffage;04;11418785049.518005;8460386481.212102
01;2013;03;Chauffage;06;1921033248.219601;1301898676.9205
01;2013;03;Climatisation;02;986900193.0141001;3080967225.7582994
01;2013;03;ECS;01;13975885.877500001;7709148.096
01;2013;03;ECS;02;333880115.4572;306250305.00890005
01;2013;03;ECS;03;105179933.37749998;52717057.018300004
01;2013;03;ECS;04;298033136.97969997;210090950.25719997
01;2013;03;ECS;06;69143548.70350002;38219552.7952
01;2013;03;Eclairage;02;2247368026.6327;2247368026.6327
01;2013;03;Ventilation;02;427571980.3604996;427571980.3604996
01;2013;04;Auxiliaires;02;19808581.8902;19808581.8902
01;2013;04;Chauffage;01;60551955.4461;41719865.40579999
01;2013;04;Chauffage;02;157846844.8176;173884543.21019992
01;2013;04;Chauffage;04;345792844.3845;279047199.3473999
01;2013;04;Chauffage;06;27509248.064499997;19690709.313700005
01;2013;04;Climatisation;02;114937090.68180002;384968503.2566001
01;2013;04;ECS;01;1685838.7673;1144666.2195000001
01;2013;04;ECS;02;26332714.394999996;36231951.493300006
01;2013;04;ECS;03;11657682.022499999;7631871.565799999
01;2013;04;ECS;04;30004770.159900006;24206898.6079
01;2013;04;ECS;06;6256813.138399999;4248308.148700001
01;2013;04;Eclairage;02;186179699.79650003;186179699.79650003
01;2013;04;Ventilation;02;57378226.10660002;57378226.10660002
01;2014;01;Auxiliaires;02;146558217.8705001;146558217.8705001
01;2014;01;Chauffage;01;108117712.78310001;71861084.97179998
01;2014;01;Chauffage;02;1276936148.7717004;1457361716.2008002
01;2014;01;Chauffage;03;645545726.4599999;356729765.27569985
01;2014;01;Chauffage;04;2279544348.186;1673163428.0336006
01;2014;01;Chauffage;06;396134585.06000006;268616537.7922001
01;2014;01;Climatisation;02;664641551.181;2090039496.5338001
01;2014;01;ECS;01;7238631.053499999;3991606.5393000008
01;2014;01;ECS;02;149972152.79030004;137978259.7552
01;2014;01;ECS;03;44117270.2221;22096477.34230001
01;2014;01;ECS;04;147777111.86869997;104280407.2958
01;2014;01;ECS;06;31857739.862699997;17616651.648000002
01;2014;01;Eclairage;02;1087804408.1404002;1087804408.1404002
01;2014;01;Ventilation;02;211969831.45590013;211969831.4559001
01;2014;02;Auxiliaires;02;81434149.993;81434149.99300002
