BRANCHE;BAT_TYPE;USAGE;Etat de référence RT2000;2010-2015;2015-2020;2020-2030;2030-2040;2040-2050
Commerce;Petit librairie;Eclairage;31.02;21.71;13.03;10.42;8.34;6.67
Commerce;Petit mode;Eclairage;31.02;21.71;13.03;10.42;8.34;6.67
Commerce;Petit poissonnerie;Eclairage;31.02;21.71;13.03;10.42;8.34;6.67
Commerce;Petit process;Eclairage;31.02;21.71;13.03;10.42;8.34;6.67
Commerce;Superette;Eclairage;36.57;25.60;15.36;12.29;9.83;7.86
Commerce;Supermarché;Eclairage;81.01;56.71;34.02;27.22;21.78;17.42
Commerce;ZAC Mode;Eclairage;81.01;56.71;34.02;27.22;21.78;17.42
Enseignement Recherche;Cantine collége;Eclairage;1.69;1.19;0.71;0.57;0.46;0.36
Enseignement Recherche;Cantine élémentaire;Eclairage;1.12;0.79;0.47;0.38;0.30;0.24
Enseignement Recherche;Cantine LEGT;Eclairage;1.69;1.18;0.71;0.57;0.46;0.36
Enseignement Recherche;Cantine LP;Eclairage;1.69;1.19;0.71;0.57;0.46;0.36
Enseignement Recherche;Cantine préélémentaire;Eclairage;1.12;0.79;0.47;0.38;0.30;0.24
Enseignement Recherche;Collège;Eclairage;13.93;9.75;5.85;4.68;3.74;2.99
Enseignement Recherche;école;Eclairage;13.27;9.29;5.58;4.46;3.57;2.85
Enseignement Recherche;Elémentaire;Eclairage;7.18;5.03;3.02;2.41;1.93;1.54
Enseignement Recherche;Internat college;Eclairage;3.32;2.32;1.39;1.11;0.89;0.71
Enseignement Recherche;Internat LEGT;Eclairage;3.32;2.32;1.39;1.11;0.89;0.71
Enseignement Recherche;Internat LP;Eclairage;3.32;2.32;1.39;1.11;0.89;0.71
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Eclairage;13.93;9.75;5.85;4.68;3.74;2.99
Enseignement Recherche;Lycée professionnel (LP);Eclairage;13.93;9.75;5.85;4.68;3.74;2.99
Enseignement Recherche;Préélémentaire;Eclairage;7.18;5.03;3.02;2.41;1.93;1.54
Enseignement Recherche;R&D en sciences humaines et sociales;Eclairage;22.01;15.41;9.25;7.40;5.92;4.73
Enseignement Recherche;R&D sciences physiques et naturelles;Eclairage;22.02;15.41;9.25;7.40;5.92;4.73
Enseignement Recherche;université;Eclairage;13.27;9.29;5.58;4.46;3.57;2.85
Habitat Communautaire;Foyers;Eclairage;12.39;8.68;5.21;4.16;3.33;2.67
Habitat Communautaire;Maison de pré-retraite;Eclairage;20.81;14.57;8.74;6.99;5.59;4.47
Habitat Communautaire;Maison retraite médicalisée;Eclairage;20.23;14.16;8.49;6.80;5.44;4.35
Habitat Communautaire;Résidence universitaire;Eclairage;7.66;5.36;3.22;2.57;2.06;1.65
Habitat Communautaire;Résidentiel;Eclairage;11.34;7.94;4.76;3.81;3.05;2.44
Santé Action Sociale;Cabinet médical;Eclairage;15.75;11.03;6.62;5.29;4.23;3.39
Santé Action Sociale;Centre accueil;Eclairage;13.96;9.77;5.86;4.69;3.75;3.00
Santé Action Sociale;Garderie;Eclairage;8.12;5.69;3.41;2.73;2.18;1.75
Santé Action Sociale;Hopital bloc;Eclairage;15.59;10.92;6.55;5.24;4.19;3.35
Santé Action Sociale;Hopital maison;Eclairage;24.55;17.18;10.31;8.25;6.60;5.28
Santé Action Sociale;Hopital pavillonnaire;Eclairage;15.59;10.92;6.55;5.24;4.19;3.35
Sport Loisir Culture;Grand bar café tabac loisir;Eclairage;40.58;28.40;17.04;13.63;10.91;8.73
Sport Loisir Culture;Grand cinéma;Eclairage;23.61;16.52;9.91;7.93;6.35;5.08
Sport Loisir Culture;Grande salle de spectacle;Eclairage;26.72;18.70;11.22;8.98;7.18;5.75
Sport Loisir Culture;Grande salle multisport;Eclairage;34.75;24.33;14.60;11.68;9.34;7.47
Sport Loisir Culture;Immeuble péri urbain;Eclairage;21.34;14.94;8.96;7.17;5.74;4.59
Sport Loisir Culture;Musée;Eclairage;18.78;13.14;7.89;6.31;5.05;4.04
Sport Loisir Culture;loisir nr;Cuisson;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Patinoire;Eclairage;31.66;22.16;13.30;10.64;8.51;6.81
Sport Loisir Culture;Petit cinéma;Eclairage;20.40;14.28;8.57;6.85;5.48;4.39
Sport Loisir Culture;Petite salle de spectacle;Eclairage;19.23;13.46;8.08;6.46;5.17;4.14
Sport Loisir Culture;Petite salle multisport;Eclairage;48.70;34.09;20.45;16.36;13.09;10.47
Sport Loisir Culture;Piscine;Eclairage;39.48;27.63;16.58;13.26;10.61;8.49
Sport Loisir Culture;Salle non spécialisée;Eclairage;22.37;15.66;9.40;7.52;6.01;4.81
Sport Loisir Culture;Vestiaire et rangement;Eclairage;30.06;21.04;12.62;10.10;8.08;6.46
Transport;transport nr;Chauffage;140.86;98.60;49.30;4.93;4.93;4.93
Bureaux Administration;immeuble peri urbain;Bureautique;37.00;37.00;37.00;29.60;23.68;18.94
Bureaux Administration;immeuble rénové;Bureautique;37.00;37.00;37.00;29.60;23.68;18.94
Bureaux Administration;immeuble résidentiel;Bureautique;37.00;37.00;37.00;29.60;23.68;18.94
Bureaux Administration;plateau large bureau paysagés;Bureautique;37.00;37.00;37.00;29.60;23.68;18.94
Bureaux Administration;plateau large bureaux cloisonnés;Bureautique;37.00;37.00;37.00;29.60;23.68;18.94
Bureaux Administration;plateau mince;Bureautique;37.00;37.00;37.00;29.60;23.68;18.94
Café Hôtel Restaurant;Grand bar café tabac;Bureautique;2.84;2.84;2.84;2.27;1.82;1.45
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Bureautique;2.95;2.95;2.95;2.36;1.89;1.51
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Bureautique;2.46;2.46;2.46;1.97;1.57;1.26
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Bureautique;2.51;2.51;2.51;2.01;1.61;1.29
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Bureautique;2.85;2.85;2.85;2.28;1.83;1.46
Café Hôtel Restaurant;Grand restaurant rapide;Bureautique;3.27;3.27;3.27;2.61;2.09;1.67
Café Hôtel Restaurant;Grand restaurant traditionnel;Bureautique;3.27;3.27;3.27;2.61;2.09;1.67
Café Hôtel Restaurant;Grande cantine;Bureautique;2.84;2.84;2.84;2.27;1.82;1.45
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Bureautique;2.85;2.85;2.85;2.28;1.83;1.46
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Bureautique;2.95;2.95;2.95;2.36;1.89;1.51
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Bureautique;2.85;2.85;2.85;2.28;1.83;1.46
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Bureautique;2.85;2.85;2.85;2.28;1.83;1.46
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Bureautique;2.40;2.40;2.40;1.92;1.54;1.23
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Bureautique;2.40;2.40;2.40;1.92;1.54;1.23
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Bureautique;2.57;2.57;2.57;2.06;1.65;1.32
Café Hôtel Restaurant;Petit bar café tabac;Bureautique;2.84;2.84;2.84;2.27;1.82;1.45
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Bureautique;2.98;2.98;2.98;2.38;1.91;1.53
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Bureautique;2.40;2.40;2.40;1.92;1.54;1.23
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Bureautique;2.40;2.40;2.40;1.92;1.54;1.23
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Bureautique;2.85;2.85;2.85;2.28;1.83;1.46
Café Hôtel Restaurant;Petit restaurant rapide;Bureautique;3.27;3.27;3.27;2.61;2.09;1.67
Café Hôtel Restaurant;Petit restaurant traditionnel;Bureautique;3.27;3.27;3.27;2.61;2.09;1.67
Café Hôtel Restaurant;Petite cantine;Bureautique;2.84;2.84;2.84;2.27;1.82;1.45
Commerce;Complexe brico;Bureautique;1.40;1.40;1.40;1.12;0.90;0.72
Commerce;Entrepôt;Bureautique;0.45;0.45;0.45;0.36;0.29;0.23
Commerce;Grand alimentaire;Bureautique;8.55;8.55;8.55;6.84;5.47;4.38
Commerce;Grand brico;Bureautique;1.40;1.40;1.40;1.12;0.90;0.72
Commerce;Grand commerce de gros;Bureautique;2.09;2.09;2.09;1.67;1.34;1.07
Commerce;Grand librairie;Bureautique;1.89;1.89;1.89;1.51;1.21;0.97
Commerce;Grand Mode;Bureautique;1.40;1.40;1.40;1.12;0.90;0.72
Commerce;Grand process;Bureautique;3.31;3.31;3.31;2.65;2.12;1.69
Commerce;Hypermarché;Bureautique;9.27;9.27;9.27;7.42;5.93;4.75
Commerce;Petit boulangerie;Bureautique;3.91;3.91;3.91;3.13;2.50;2.00
Commerce;Petit brico;Bureautique;1.40;1.40;1.40;1.12;0.90;0.72
Commerce;Petit commerce de gros;Bureautique;2.09;2.09;2.09;1.67;1.34;1.07
Commerce;Petit librairie;Bureautique;1.62;1.62;1.62;1.30;1.04;0.83
Commerce;Petit mode;Bureautique;1.40;1.40;1.40;1.12;0.90;0.72
Commerce;Petit poissonnerie;Bureautique;3.91;3.91;3.91;3.13;2.50;2.00
Commerce;Petit process;Bureautique;3.31;3.31;3.31;2.65;2.12;1.69
Commerce;Superette;Bureautique;9.27;9.27;9.27;7.42;5.93;4.75
Commerce;Supermarché;Bureautique;9.27;9.27;9.27;7.42;5.93;4.75
Commerce;ZAC Mode;Bureautique;1.40;1.40;1.40;1.12;0.90;0.72
Enseignement Recherche;Cantine collége;Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Cantine élémentaire;Bureautique;2.26;2.26;2.26;1.81;1.45;1.16
Enseignement Recherche;Cantine LEGT;Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Cantine LP;Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Cantine préélémentaire;Bureautique;2.26;2.26;2.26;1.81;1.45;1.16
Enseignement Recherche;Collège;Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;école;Bureautique;3.65;3.65;3.65;2.92;2.34;1.87
Enseignement Recherche;Elémentaire;Bureautique;2.26;2.26;2.26;1.81;1.45;1.16
Enseignement Recherche;Internat college;Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Internat LEGT;Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Internat LP;Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Lycée professionnel (LP);Bureautique;2.41;2.41;2.41;1.93;1.54;1.23
Enseignement Recherche;Préélémentaire;Bureautique;2.26;2.26;2.26;1.81;1.45;1.16
Enseignement Recherche;R&D en sciences humaines et sociales;Bureautique;3.65;3.65;3.65;2.92;2.34;1.87
Enseignement Recherche;R&D sciences physiques et naturelles;Bureautique;3.65;3.65;3.65;2.92;2.34;1.87
Enseignement Recherche;université;Bureautique;3.65;3.65;3.65;2.92;2.34;1.87
Habitat Communautaire;Foyers;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Habitat Communautaire;Maison de pré-retraite;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Habitat Communautaire;Maison retraite médicalisée;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Habitat Communautaire;Résidence universitaire;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Habitat Communautaire;Résidentiel;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Santé Action Sociale;Cabinet médical;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Santé Action Sociale;Centre accueil;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Santé Action Sociale;Garderie;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Santé Action Sociale;Hopital bloc;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Santé Action Sociale;Hopital maison;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Santé Action Sociale;Hopital pavillonnaire;Bureautique;1.00;1.00;1.00;0.80;0.64;0.51
Sport Loisir Culture;Grand bar café tabac loisir;Bureautique;5.00;5.00;5.00;4.00;3.20;2.56
Sport Loisir Culture;Grand cinéma;Bureautique;1.73;1.73;1.73;1.38;1.11;0.88
Sport Loisir Culture;Grande salle de spectacle;Bureautique;7.02;7.02;7.02;5.61;4.49;3.59
Sport Loisir Culture;Grande salle multisport;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Immeuble péri urbain;Bureautique;34.00;34.00;34.00;27.20;21.76;17.41
Sport Loisir Culture;Musée;Bureautique;1.62;1.62;1.62;1.30;1.04;0.83
Transport;transport nr;Climatisation;6.00;4.20;3.36;2.69;2.15;1.72
Sport Loisir Culture;Patinoire;Bureautique;5.35;5.35;5.35;4.28;3.43;2.74
Sport Loisir Culture;Petit cinéma;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Petite salle de spectacle;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Petite salle multisport;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Piscine;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Salle non spécialisée;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Vestiaire et rangement;Bureautique;0.00;0.00;0.00;0.00;0.00;0.00
Transport;transport nr;Auxiliaires;0.00;0.00;0.00;0.00;0.00;0.00
Bureaux Administration;immeuble peri urbain;Process;0.53;0.53;0.53;0.42;0.34;0.27
Bureaux Administration;immeuble rénové;Process;0.53;0.53;0.53;0.42;0.34;0.27
Bureaux Administration;immeuble résidentiel;Process;0.53;0.53;0.53;0.42;0.34;0.27
Bureaux Administration;plateau large bureau paysagés;Process;0.53;0.53;0.53;0.42;0.34;0.27
Bureaux Administration;plateau large bureaux cloisonnés;Process;0.53;0.53;0.53;0.42;0.34;0.27
Bureaux Administration;plateau mince;Process;0.53;0.53;0.53;0.42;0.34;0.27
Café Hôtel Restaurant;Grand bar café tabac;Process;1.89;1.89;1.89;1.51;1.21;0.97
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Process;1.97;1.97;1.97;1.57;1.26;1.01
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Process;1.64;1.64;1.64;1.31;1.05;0.84
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Process;1.68;1.68;1.68;1.34;1.07;0.86
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Process;1.90;1.90;1.90;1.52;1.22;0.97
Café Hôtel Restaurant;Grand restaurant rapide;Process;2.18;2.18;2.18;1.74;1.39;1.11
Café Hôtel Restaurant;Grand restaurant traditionnel;Process;2.18;2.18;2.18;1.74;1.39;1.11
Café Hôtel Restaurant;Grande cantine;Process;1.89;1.89;1.89;1.51;1.21;0.97
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Process;1.90;1.90;1.90;1.52;1.22;0.97
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Process;1.97;1.97;1.97;1.57;1.26;1.01
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Process;1.90;1.90;1.90;1.52;1.22;0.97
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Process;1.90;1.90;1.90;1.52;1.22;0.97
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Process;1.60;1.60;1.60;1.28;1.02;0.82
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Process;1.60;1.60;1.60;1.28;1.02;0.82
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Process;1.71;1.71;1.71;1.37;1.10;0.88
Café Hôtel Restaurant;Petit bar café tabac;Process;1.89;1.89;1.89;1.51;1.21;0.97
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Process;1.99;1.99;1.99;1.59;1.27;1.02
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Process;1.60;1.60;1.60;1.28;1.02;0.82
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Process;1.60;1.60;1.60;1.28;1.02;0.82
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Process;1.90;1.90;1.90;1.52;1.22;0.97
Café Hôtel Restaurant;Petit restaurant rapide;Process;2.18;2.18;2.18;1.74;1.39;1.11
Café Hôtel Restaurant;Petit restaurant traditionnel;Process;2.18;2.18;2.18;1.74;1.39;1.11
Café Hôtel Restaurant;Petite cantine;Process;1.89;1.89;1.89;1.51;1.21;0.97
Commerce;Complexe brico;Process;3.73;3.73;3.73;2.98;2.39;1.91
Commerce;Entrepôt;Process;1.20;1.20;1.20;0.96;0.77;0.61
Commerce;Grand alimentaire;Process;22.80;22.80;22.80;18.24;14.59;11.67
Commerce;Grand brico;Process;3.73;3.73;3.73;2.98;2.39;1.91
Commerce;Grand commerce de gros;Process;5.58;5.58;5.58;4.46;3.57;2.86
Commerce;Grand librairie;Process;5.03;5.03;5.03;4.03;3.22;2.58
Commerce;Grand Mode;Process;3.73;3.73;3.73;2.98;2.39;1.91
Commerce;Grand process;Process;8.84;8.84;8.84;7.07;5.66;4.53
Commerce;Hypermarché;Process;24.71;24.71;24.71;19.77;15.81;12.65
Commerce;Petit boulangerie;Process;10.42;10.42;10.42;8.34;6.67;5.34
Commerce;Petit brico;Process;3.73;3.73;3.73;2.98;2.39;1.91
Commerce;Petit commerce de gros;Process;5.58;5.58;5.58;4.46;3.57;2.86
Commerce;Petit librairie;Process;4.32;4.32;4.32;3.46;2.77;2.21
Commerce;Petit mode;Process;3.73;3.73;3.73;2.98;2.39;1.91
Commerce;Petit poissonnerie;Process;10.42;10.42;10.42;8.34;6.67;5.34
Commerce;Petit process;Process;8.84;8.84;8.84;7.07;5.66;4.53
Commerce;Superette;Process;24.71;24.71;24.71;19.77;15.81;12.65
Commerce;Supermarché;Process;24.71;24.71;24.71;19.77;15.81;12.65
Commerce;ZAC Mode;Process;3.73;3.73;3.73;2.98;2.39;1.91
Enseignement Recherche;Cantine collége;Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Cantine élémentaire;Process;0.96;0.96;0.96;0.77;0.61;0.49
Enseignement Recherche;Cantine LEGT;Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Cantine LP;Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Cantine préélémentaire;Process;0.96;0.96;0.96;0.77;0.61;0.49
Enseignement Recherche;Collège;Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;école;Process;1.56;1.56;1.56;1.25;1.00;0.80
Enseignement Recherche;Elémentaire;Process;0.96;0.96;0.96;0.77;0.61;0.49
Enseignement Recherche;Internat college;Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Internat LEGT;Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Internat LP;Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Lycée professionnel (LP);Process;1.03;1.03;1.03;0.82;0.66;0.53
Enseignement Recherche;Préélémentaire;Process;0.96;0.96;0.96;0.77;0.61;0.49
Enseignement Recherche;R&D en sciences humaines et sociales;Process;1.56;1.56;1.56;1.25;1.00;0.80
Enseignement Recherche;R&D sciences physiques et naturelles;Process;1.56;1.56;1.56;1.25;1.00;0.80
Enseignement Recherche;université;Process;1.56;1.56;1.56;1.25;1.00;0.80
Habitat Communautaire;Foyers;Process;6.00;6.00;6.00;4.80;3.84;3.07
Habitat Communautaire;Maison de pré-retraite;Process;6.00;6.00;6.00;4.80;3.84;3.07
Habitat Communautaire;Maison retraite médicalisée;Process;6.00;6.00;6.00;4.80;3.84;3.07
Habitat Communautaire;Résidence universitaire;Process;6.00;6.00;6.00;4.80;3.84;3.07
Habitat Communautaire;Résidentiel;Process;6.00;6.00;6.00;4.80;3.84;3.07
Santé Action Sociale;Cabinet médical;Process;4.00;4.00;4.00;3.20;2.56;2.05
Santé Action Sociale;Centre accueil;Process;4.00;4.00;4.00;3.20;2.56;2.05
Santé Action Sociale;Garderie;Process;4.00;4.00;4.00;3.20;2.56;2.05
Santé Action Sociale;Hopital bloc;Process;4.00;4.00;4.00;3.20;2.56;2.05
Santé Action Sociale;Hopital maison;Process;4.00;4.00;4.00;3.20;2.56;2.05
Santé Action Sociale;Hopital pavillonnaire;Process;4.00;4.00;4.00;3.20;2.56;2.05
Sport Loisir Culture;Grand bar café tabac loisir;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Grand cinéma;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Grande salle de spectacle;Process;5.35;5.35;5.35;4.28;3.43;2.74
Sport Loisir Culture;Grande salle multisport;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Immeuble péri urbain;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Musée;Process;0.00;0.00;0.00;0.00;0.00;0.00
Transport;transport nr;Ventilation;15.00;15.00;15.00;12.00;9.60;7.68
Sport Loisir Culture;Patinoire;Process;77.06;77.06;77.06;61.65;49.32;39.46
Sport Loisir Culture;Petit cinéma;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Petite salle de spectacle;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Petite salle multisport;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Piscine;Process;384.91;384.91;384.91;307.93;246.35;197.08
Sport Loisir Culture;Salle non spécialisée;Process;0.00;0.00;0.00;0.00;0.00;0.00
Sport Loisir Culture;Vestiaire et rangement;Process;0.00;0.00;0.00;0.00;0.00;0.00
Transport;transport nr;ECS;13.47;13.47;13.47;10.78;8.62;6.90
Bureaux Administration;immeuble peri urbain;Froid_alimentaire;0.66;0.46;0.37;0.30;0.24;0.19
Bureaux Administration;immeuble rénové;Froid_alimentaire;0.66;0.46;0.37;0.30;0.24;0.19
Bureaux Administration;immeuble résidentiel;Froid_alimentaire;0.66;0.46;0.37;0.30;0.24;0.19
Bureaux Administration;plateau large bureau paysagés;Froid_alimentaire;0.66;0.46;0.37;0.30;0.24;0.19
Bureaux Administration;plateau large bureaux cloisonnés;Froid_alimentaire;0.66;0.46;0.37;0.30;0.24;0.19
Bureaux Administration;plateau mince;Froid_alimentaire;0.66;0.46;0.37;0.30;0.24;0.19
Café Hôtel Restaurant;Grand bar café tabac;Froid_alimentaire;14.19;9.94;7.95;6.36;5.09;4.07
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Froid_alimentaire;14.74;10.32;8.26;6.60;5.28;4.23
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Froid_alimentaire;12.29;8.60;6.88;5.51;4.40;3.52
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Froid_alimentaire;12.57;8.80;7.04;5.63;4.51;3.60
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Froid_alimentaire;14.26;9.98;7.99;6.39;5.11;4.09
Café Hôtel Restaurant;Grand restaurant rapide;Froid_alimentaire;16.33;11.43;9.14;7.31;5.85;4.68
Café Hôtel Restaurant;Grand restaurant traditionnel;Froid_alimentaire;16.33;11.43;9.14;7.31;5.85;4.68
Café Hôtel Restaurant;Grande cantine;Froid_alimentaire;14.19;9.94;7.95;6.36;5.09;4.07
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Froid_alimentaire;14.26;9.98;7.99;6.39;5.11;4.09
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Froid_alimentaire;14.74;10.32;8.26;6.60;5.28;4.23
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Froid_alimentaire;14.26;9.98;7.99;6.39;5.11;4.09
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Froid_alimentaire;14.26;9.98;7.99;6.39;5.11;4.09
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Froid_alimentaire;12.01;8.40;6.72;5.38;4.30;3.44
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Froid_alimentaire;12.01;8.40;6.72;5.38;4.30;3.44
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Froid_alimentaire;12.85;9.00;7.20;5.76;4.61;3.68
Café Hôtel Restaurant;Petit bar café tabac;Froid_alimentaire;14.19;9.94;7.95;6.36;5.09;4.07
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Froid_alimentaire;14.90;10.43;8.34;6.68;5.34;4.27
