BRANCHE;BAT_TYPE;USAGE;Etat de référence RT2000;2010-2015;2015-2020;2020-2030;2030-2040;2040-2050
Enseignement Recherche;Préélémentaire;Auxiliaires;0.05;0.04;0.02;0.02;0.02;0.02
Enseignement Recherche;R&D en sciences humaines et sociales;Auxiliaires;2.06;1.44;0.72;0.72;0.72;0.72
Enseignement Recherche;R&D sciences physiques et naturelles;Auxiliaires;2.34;1.64;0.82;0.82;0.82;0.82
Enseignement Recherche;université;Auxiliaires;0.52;0.36;0.18;0.18;0.18;0.18
Habitat Communautaire;Foyers;Auxiliaires;0.07;0.05;0.02;0.02;0.02;0.02
Habitat Communautaire;Maison de pré-retraite;Auxiliaires;0.66;0.46;0.23;0.23;0.23;0.23
Habitat Communautaire;Maison retraite médicalisée;Auxiliaires;0.9;0.63;0.31;0.31;0.31;0.31
Habitat Communautaire;Résidence universitaire;Auxiliaires;0.15;0.1;0.05;0.05;0.05;0.05
Habitat Communautaire;Résidentiel;Auxiliaires;0.06;0.04;0.02;0.02;0.02;0.02
Santé Action Sociale;Cabinet médical;Auxiliaires;0.12;0.08;0.04;0.04;0.04;0.04
Santé Action Sociale;Centre accueil;Auxiliaires;0.06;0.04;0.02;0.02;0.02;0.02
Santé Action Sociale;Garderie;Auxiliaires;0.11;0.07;0.04;0.04;0.04;0.04
Santé Action Sociale;Hopital bloc;Auxiliaires;1.59;1.11;0.56;0.56;0.56;0.56
Santé Action Sociale;Hopital maison;Auxiliaires;6.08;4.25;2.13;2.13;2.13;2.13
Santé Action Sociale;Hopital pavillonnaire;Auxiliaires;1.59;1.11;0.56;0.56;0.56;0.56
Sport Loisir Culture;Grand bar café tabac loisir;Auxiliaires;8.22;5.76;2.88;2.88;2.88;2.88
Sport Loisir Culture;Grand cinéma;Auxiliaires;18.5;12.95;6.47;6.47;6.47;6.47
Sport Loisir Culture;Grande salle de spectacle;Auxiliaires;23.48;16.44;8.22;8.22;8.22;8.22
Sport Loisir Culture;Grande salle multisport;Auxiliaires;1.98;1.39;0.69;0.69;0.69;0.69
Sport Loisir Culture;Immeuble péri urbain;Auxiliaires;0.89;0.62;0.31;0.31;0.31;0.31
Sport Loisir Culture;Musée;Auxiliaires;11.13;7.79;3.9;3.9;3.9;3.9
Sport Loisir Culture;loisir nr;ECS;33.12;33.12;33.12;33.12;33.12;33.12
Sport Loisir Culture;Patinoire;Auxiliaires;7.68;5.38;2.69;2.69;2.69;2.69
Sport Loisir Culture;Petit cinéma;Auxiliaires;14.13;9.89;4.94;4.94;4.94;4.94
Sport Loisir Culture;Petite salle de spectacle;Auxiliaires;15.41;10.79;5.39;5.39;5.39;5.39
Sport Loisir Culture;Petite salle multisport;Auxiliaires;3.14;2.2;1.1;1.1;1.1;1.1
Sport Loisir Culture;Piscine;Auxiliaires;5.37;3.76;1.88;1.88;1.88;1.88
Sport Loisir Culture;Salle non spécialisée;Auxiliaires;3.1;2.17;1.08;1.08;1.08;1.08
Sport Loisir Culture;Vestiaire et rangement;Auxiliaires;2.77;1.94;0.97;0.97;0.97;0.97
Sport Loisir Culture;loisir nr;Eclairage;205.66;143.96;86.38;86.38;86.38;86.38
Bureaux Administration;immeuble peri urbain;Ventilation;2.9;2.9;2.9;2.9;2.9;2.9
Bureaux Administration;immeuble rénové;Ventilation;3.55;3.55;3.55;3.55;3.55;3.55
Bureaux Administration;immeuble résidentiel;Ventilation;1.55;1.55;1.55;1.55;1.55;1.55
Bureaux Administration;plateau large bureau paysagés;Ventilation;8.13;8.13;8.13;8.13;8.13;8.13
Bureaux Administration;plateau large bureaux cloisonnés;Ventilation;3.91;3.91;3.91;3.91;3.91;3.91
Bureaux Administration;plateau mince;Ventilation;10.95;10.95;10.95;10.95;10.95;10.95
Café Hôtel Restaurant;Grand bar café tabac;Ventilation;11.79;11.79;11.79;11.79;11.79;11.79
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Ventilation;9;9;9;9;9;9
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Ventilation;8.98;8.98;8.98;8.98;8.98;8.98
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Ventilation;7.86;7.86;7.86;7.86;7.86;7.86
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Ventilation;10.62;10.62;10.62;10.62;10.62;10.62
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Ventilation;10.25;10.25;10.25;10.25;10.25;10.25
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Ventilation;10.08;10.08;10.08;10.08;10.08;10.08
Café Hôtel Restaurant;Grand restaurant rapide;Ventilation;12.22;12.22;12.22;12.22;12.22;12.22
Café Hôtel Restaurant;Grand restaurant traditionnel;Ventilation;12;12;12;12;12;12
Café Hôtel Restaurant;Grande cantine;Ventilation;6.26;6.26;6.26;6.26;6.26;6.26
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Ventilation;10.08;10.08;10.08;10.08;10.08;10.08
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Ventilation;8.41;8.41;8.41;8.41;8.41;8.41
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Ventilation;10.08;10.08;10.08;10.08;10.08;10.08
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Ventilation;10.08;10.08;10.08;10.08;10.08;10.08
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Ventilation;9.07;9.07;9.07;9.07;9.07;9.07
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Ventilation;8.82;8.82;8.82;8.82;8.82;8.82
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Ventilation;7.88;7.88;7.88;7.88;7.88;7.88
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Ventilation;10.65;10.65;10.65;10.65;10.65;10.65
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Ventilation;10.47;10.47;10.47;10.47;10.47;10.47
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Ventilation;9.17;9.17;9.17;9.17;9.17;9.17
Café Hôtel Restaurant;Petit bar café tabac;Ventilation;12.13;12.13;12.13;12.13;12.13;12.13
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Ventilation;8.22;8.22;8.22;8.22;8.22;8.22
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Ventilation;8.15;8.15;8.15;8.15;8.15;8.15
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Ventilation;8.2;8.2;8.2;8.2;8.2;8.2
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Ventilation;10.52;10.52;10.52;10.52;10.52;10.52
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Ventilation;10.81;10.81;10.81;10.81;10.81;10.81
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Ventilation;10.08;10.08;10.08;10.08;10.08;10.08
Café Hôtel Restaurant;Petit restaurant rapide;Ventilation;15.38;15.38;15.38;15.38;15.38;15.38
Café Hôtel Restaurant;Petit restaurant traditionnel;Ventilation;15.33;15.33;15.33;15.33;15.33;15.33
Café Hôtel Restaurant;Petite cantine;Ventilation;9.7;9.7;9.7;9.7;9.7;9.7
Commerce;Complexe brico;Ventilation;2.82;2.82;2.82;2.82;2.82;2.82
Commerce;Entrepôt;Ventilation;0;0;0;0;0;0
Commerce;Grand alimentaire;Ventilation;3.33;3.33;3.33;3.33;3.33;3.33
Commerce;Grand brico;Ventilation;2.81;2.81;2.81;2.81;2.81;2.81
Commerce;Grand commerce de gros;Ventilation;3.46;3.46;3.46;3.46;3.46;3.46
Commerce;Grand librairie;Ventilation;3.36;3.36;3.36;3.36;3.36;3.36
Commerce;Grand Mode;Ventilation;3.36;3.36;3.36;3.36;3.36;3.36
Commerce;Grand process;Ventilation;3.34;3.34;3.34;3.34;3.34;3.34
Commerce;Hypermarché;Ventilation;2.88;2.88;2.88;2.88;2.88;2.88
Commerce;Petit boulangerie;Ventilation;3.57;3.57;3.57;3.57;3.57;3.57
Commerce;Petit brico;Ventilation;3.26;3.26;3.26;3.26;3.26;3.26
Commerce;Petit commerce de gros;Ventilation;3.32;3.32;3.32;3.32;3.32;3.32
Commerce;Petit librairie;Ventilation;3.33;3.33;3.33;3.33;3.33;3.33
Commerce;Petit mode;Ventilation;3.32;3.32;3.32;3.32;3.32;3.32
Commerce;Petit poissonnerie;Ventilation;3.29;3.29;3.29;3.29;3.29;3.29
Commerce;Petit process;Ventilation;3.27;3.27;3.27;3.27;3.27;3.27
Commerce;Superette;Ventilation;2.89;2.89;2.89;2.89;2.89;2.89
Commerce;Supermarché;Ventilation;2.94;2.94;2.94;2.94;2.94;2.94
Commerce;ZAC Mode;Ventilation;2.85;2.85;2.85;2.85;2.85;2.85
Enseignement Recherche;Cantine collége;Ventilation;6.46;6.46;6.46;6.46;6.46;6.46
Enseignement Recherche;Cantine élémentaire;Ventilation;5.12;5.12;5.12;5.12;5.12;5.12
Enseignement Recherche;Cantine LEGT;Ventilation;6.48;6.48;6.48;6.48;6.48;6.48
Enseignement Recherche;Cantine LP;Ventilation;7.04;7.04;7.04;7.04;7.04;7.04
Enseignement Recherche;Cantine préélémentaire;Ventilation;5.07;5.07;5.07;5.07;5.07;5.07
Enseignement Recherche;Collège;Ventilation;0.95;0.95;0.95;0.95;0.95;0.95
Enseignement Recherche;école;Ventilation;2.34;2.34;2.34;2.34;2.34;2.34
Enseignement Recherche;Elémentaire;Ventilation;0.52;0.52;0.52;0.52;0.52;0.52
Enseignement Recherche;Internat college;Ventilation;3.57;3.57;3.57;3.57;3.57;3.57
Enseignement Recherche;Internat LEGT;Ventilation;3.45;3.45;3.45;3.45;3.45;3.45
Enseignement Recherche;Internat LP;Ventilation;3.4;3.4;3.4;3.4;3.4;3.4
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);Ventilation;0.96;0.96;0.96;0.96;0.96;0.96
Enseignement Recherche;Lycée professionnel (LP);Ventilation;0.96;0.96;0.96;0.96;0.96;0.96
Enseignement Recherche;Préélémentaire;Ventilation;0.52;0.52;0.52;0.52;0.52;0.52
Enseignement Recherche;R&D en sciences humaines et sociales;Ventilation;1.58;1.58;1.58;1.58;1.58;1.58
Enseignement Recherche;R&D sciences physiques et naturelles;Ventilation;1.63;1.63;1.63;1.63;1.63;1.63
Enseignement Recherche;université;Ventilation;2.31;2.31;2.31;2.31;2.31;2.31
Habitat Communautaire;Foyers;Ventilation;9.15;9.15;9.15;9.15;9.15;9.15
Habitat Communautaire;Maison de pré-retraite;Ventilation;3.84;3.84;3.84;3.84;3.84;3.84
Habitat Communautaire;Maison retraite médicalisée;Ventilation;5.82;5.82;5.82;5.82;5.82;5.82
Habitat Communautaire;Résidence universitaire;Ventilation;8.51;8.51;8.51;8.51;8.51;8.51
Habitat Communautaire;Résidentiel;Ventilation;3.87;3.87;3.87;3.87;3.87;3.87
Santé Action Sociale;Cabinet médical;Ventilation;5.31;5.31;5.31;5.31;5.31;5.31
Santé Action Sociale;Centre accueil;Ventilation;5.48;5.48;5.48;5.48;5.48;5.48
Santé Action Sociale;Garderie;Ventilation;7.18;7.18;7.18;7.18;7.18;7.18
Santé Action Sociale;Hopital bloc;Ventilation;15.84;15.84;15.84;15.84;15.84;15.84
Santé Action Sociale;Hopital maison;Ventilation;45.39;45.39;45.39;45.39;45.39;45.39
Santé Action Sociale;Hopital pavillonnaire;Ventilation;15.84;15.84;15.84;15.84;15.84;15.84
Sport Loisir Culture;Grand bar café tabac loisir;Ventilation;12.39;12.39;12.39;12.39;12.39;12.39
Sport Loisir Culture;Grand cinéma;Ventilation;7.41;7.41;7.41;7.41;7.41;7.41
Sport Loisir Culture;Grande salle de spectacle;Ventilation;9.14;9.14;9.14;9.14;9.14;9.14
Sport Loisir Culture;Grande salle multisport;Ventilation;4.25;4.25;4.25;4.25;4.25;4.25
Sport Loisir Culture;Immeuble péri urbain;Ventilation;3.23;3.23;3.23;3.23;3.23;3.23
Sport Loisir Culture;Musée;Ventilation;3.09;3.09;3.09;3.09;3.09;3.09
Sport Loisir Culture;loisir nr;Bureautique;0;0;0;0;0;0
Sport Loisir Culture;Patinoire;Ventilation;10.34;10.34;10.34;10.34;10.34;10.34
Sport Loisir Culture;Petit cinéma;Ventilation;5.73;5.73;5.73;5.73;5.73;5.73
Sport Loisir Culture;Petite salle de spectacle;Ventilation;2.69;2.69;2.69;2.69;2.69;2.69
Sport Loisir Culture;Petite salle multisport;Ventilation;6.28;6.28;6.28;6.28;6.28;6.28
Sport Loisir Culture;Piscine;Ventilation;7.35;7.35;7.35;7.35;7.35;7.35
Sport Loisir Culture;Salle non spécialisée;Ventilation;1.15;1.15;1.15;1.15;1.15;1.15
Sport Loisir Culture;Vestiaire et rangement;Ventilation;2.1;2.1;2.1;2.1;2.1;2.1
Sport Loisir Culture;loisir nr;Process;0;0;0;0;0;0
Bureaux Administration;immeuble peri urbain;ECS;5.54;5.54;5.54;5.54;5.54;5.54
Bureaux Administration;immeuble rénové;ECS;5.54;5.54;5.54;5.54;5.54;5.54
Bureaux Administration;immeuble résidentiel;ECS;5.54;5.54;5.54;5.54;5.54;5.54
Bureaux Administration;plateau large bureau paysagés;ECS;5.54;5.54;5.54;5.54;5.54;5.54
Bureaux Administration;plateau large bureaux cloisonnés;ECS;5.54;5.54;5.54;5.54;5.54;5.54
Bureaux Administration;plateau mince;ECS;5.54;5.54;5.54;5.54;5.54;5.54
Café Hôtel Restaurant;Grand bar café tabac;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;ECS;35.86;35.86;35.86;35.86;35.86;35.86
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;ECS;50.69;50.69;50.69;50.69;50.69;50.69
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;ECS;33.78;33.78;33.78;33.78;33.78;33.78
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;ECS;39.79;39.79;39.79;39.79;39.79;39.79
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;ECS;52.91;52.91;52.91;52.91;52.91;52.91
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;ECS;35.94;35.94;35.94;35.94;35.94;35.94
Café Hôtel Restaurant;Grand restaurant rapide;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Café Hôtel Restaurant;Grand restaurant traditionnel;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Café Hôtel Restaurant;Grande cantine;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;ECS;35.94;35.94;35.94;35.94;35.94;35.94
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;ECS;34.32;34.32;34.32;34.32;34.32;34.32
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;ECS;35.94;35.94;35.94;35.94;35.94;35.94
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;ECS;35.94;35.94;35.94;35.94;35.94;35.94
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;ECS;35.24;35.24;35.24;35.24;35.24;35.24
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;ECS;56.12;56.12;56.12;56.12;56.12;56.12
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;ECS;33.78;33.78;33.78;33.78;33.78;33.78
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;ECS;38.98;38.98;38.98;38.98;38.98;38.98
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;ECS;61.22;61.22;61.22;61.22;61.22;61.22
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;ECS;37.01;37.01;37.01;37.01;37.01;37.01
Café Hôtel Restaurant;Petit bar café tabac;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;ECS;30.3;30.3;30.3;30.3;30.3;30.3
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;ECS;46.45;46.45;46.45;46.45;46.45;46.45
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;ECS;32.43;32.43;32.43;32.43;32.43;32.43
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;ECS;32.73;32.73;32.73;32.73;32.73;32.73
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;ECS;50.07;50.07;50.07;50.07;50.07;50.07
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;ECS;35.94;35.94;35.94;35.94;35.94;35.94
Café Hôtel Restaurant;Petit restaurant rapide;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Café Hôtel Restaurant;Petit restaurant traditionnel;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Café Hôtel Restaurant;Petite cantine;ECS;24.6;24.6;24.6;24.6;24.6;24.6
Commerce;Complexe brico;ECS;9.94;9.94;9.94;9.94;9.94;9.94
Commerce;Entrepôt;ECS;0;0;0;0;0;0
Commerce;Grand alimentaire;ECS;12.43;12.43;12.43;12.43;12.43;12.43
Commerce;Grand brico;ECS;9.94;9.94;9.94;9.94;9.94;9.94
Commerce;Grand commerce de gros;ECS;10.03;10.03;10.03;10.03;10.03;10.03
Commerce;Grand librairie;ECS;9.94;9.94;9.94;9.94;9.94;9.94
Commerce;Grand Mode;ECS;9.94;9.94;9.94;9.94;9.94;9.94
Commerce;Grand process;ECS;26.31;26.31;26.31;26.31;26.31;26.31
Commerce;Hypermarché;ECS;12.66;12.66;12.66;12.66;12.66;12.66
Commerce;Petit boulangerie;ECS;12.47;12.47;12.47;12.47;12.47;12.47
Commerce;Petit brico;ECS;9.94;9.94;9.94;9.94;9.94;9.94
Commerce;Petit commerce de gros;ECS;10.03;10.03;10.03;10.03;10.03;10.03
Commerce;Petit librairie;ECS;9.94;9.94;9.94;9.94;9.94;9.94
Commerce;Petit mode;ECS;9.94;9.94;9.94;9.94;9.94;9.94
Commerce;Petit poissonnerie;ECS;12.47;12.47;12.47;12.47;12.47;12.47
Commerce;Petit process;ECS;26.31;26.31;26.31;26.31;26.31;26.31
Commerce;Superette;ECS;12.66;12.66;12.66;12.66;12.66;12.66
Commerce;Supermarché;ECS;12.66;12.66;12.66;12.66;12.66;12.66
Commerce;ZAC Mode;ECS;12.66;12.66;12.66;12.66;12.66;12.66
Enseignement Recherche;Cantine collége;ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Cantine élémentaire;ECS;9.28;9.28;9.28;9.28;9.28;9.28
Enseignement Recherche;Cantine LEGT;ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Cantine LP;ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Cantine préélémentaire;ECS;9.28;9.28;9.28;9.28;9.28;9.28
Enseignement Recherche;Collège;ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;école;ECS;15.79;15.79;15.79;15.79;15.79;15.79
Enseignement Recherche;Elémentaire;ECS;9.28;9.28;9.28;9.28;9.28;9.28
Enseignement Recherche;Internat college;ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Internat LEGT;ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Internat LP;ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Lycée d’enseignement général et technologique (LEGT);ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Lycée professionnel (LP);ECS;8.3;8.3;8.3;8.3;8.3;8.3
Enseignement Recherche;Préélémentaire;ECS;9.28;9.28;9.28;9.28;9.28;9.28
Enseignement Recherche;R&D en sciences humaines et sociales;ECS;15.79;15.79;15.79;15.79;15.79;15.79
Enseignement Recherche;R&D sciences physiques et naturelles;ECS;15.79;15.79;15.79;15.79;15.79;15.79
Enseignement Recherche;université;ECS;15.79;15.79;15.79;15.79;15.79;15.79
Habitat Communautaire;Foyers;ECS;26.67;26.67;26.67;26.67;26.67;26.67
Habitat Communautaire;Maison de pré-retraite;ECS;26.67;26.67;26.67;26.67;26.67;26.67
Habitat Communautaire;Maison retraite médicalisée;ECS;26.67;26.67;26.67;26.67;26.67;26.67
Habitat Communautaire;Résidence universitaire;ECS;26.67;26.67;26.67;26.67;26.67;26.67
Habitat Communautaire;Résidentiel;ECS;26.67;26.67;26.67;26.67;26.67;26.67
Santé Action Sociale;Cabinet médical;ECS;27.09;27.09;27.09;27.09;27.09;27.09
Santé Action Sociale;Centre accueil;ECS;27.05;27.05;27.05;27.05;27.05;27.05
Santé Action Sociale;Garderie;ECS;27.06;27.06;27.06;27.06;27.06;27.06
Santé Action Sociale;Hopital bloc;ECS;27.06;27.06;27.06;27.06;27.06;27.06
Santé Action Sociale;Hopital maison;ECS;27.06;27.06;27.06;27.06;27.06;27.06
Santé Action Sociale;Hopital pavillonnaire;ECS;27.06;27.06;27.06;27.06;27.06;27.06
Sport Loisir Culture;Grand bar café tabac loisir;ECS;24.5;24.5;24.5;24.5;24.5;24.5
Sport Loisir Culture;Grand cinéma;ECS;10.05;10.05;10.05;10.05;10.05;10.05
Sport Loisir Culture;Grande salle de spectacle;ECS;17.39;17.39;17.39;17.39;17.39;17.39
Sport Loisir Culture;Grande salle multisport;ECS;50.29;50.29;50.29;50.29;50.29;50.29
Sport Loisir Culture;Immeuble péri urbain;ECS;5.52;5.52;5.52;5.52;5.52;5.52
Sport Loisir Culture;Musée;ECS;5.69;5.69;5.69;5.69;5.69;5.69
Sport Loisir Culture;loisir nr;Froid_alimentaire;0;0;0;0;0;0
Sport Loisir Culture;Patinoire;ECS;28.04;28.04;28.04;28.04;28.04;28.04
Sport Loisir Culture;Petit cinéma;ECS;17.04;17.04;17.04;17.04;17.04;17.04
Sport Loisir Culture;Petite salle de spectacle;ECS;16.03;16.03;16.03;16.03;16.03;16.03
Sport Loisir Culture;Petite salle multisport;ECS;67.06;67.06;67.06;67.06;67.06;67.06
Sport Loisir Culture;Piscine;ECS;97.19;97.19;97.19;97.19;97.19;97.19
Sport Loisir Culture;Salle non spécialisée;ECS;32.79;32.79;32.79;32.79;32.79;32.79
Sport Loisir Culture;Vestiaire et rangement;ECS;248.12;248.12;248.12;248.12;248.12;248.12
Sport Loisir Culture;loisir nr;Autre;0.1;0.1;0.1;0.1;0.1;0.1
Bureaux Administration;immeuble peri urbain;Eclairage;21.3;14.91;8.95;8.95;8.95;8.95
Bureaux Administration;immeuble rénové;Eclairage;27.35;19.14;11.49;11.49;11.49;11.49
Bureaux Administration;immeuble résidentiel;Eclairage;5.32;3.72;2.23;2.23;2.23;2.23
Bureaux Administration;plateau large bureau paysagés;Eclairage;16.66;11.66;7;7;7;7
Bureaux Administration;plateau large bureaux cloisonnés;Eclairage;16.34;11.44;6.86;6.86;6.86;6.86
Bureaux Administration;plateau mince;Eclairage;11.43;8;4.8;4.8;4.8;4.8
Café Hôtel Restaurant;Grand bar café tabac;Eclairage;40.32;28.22;16.93;16.93;16.93;16.93
Café Hôtel Restaurant;Grand Hotel avec restaurant Bas de gamme;Eclairage;19.69;13.79;8.27;8.27;8.27;8.27
Café Hôtel Restaurant;Grand Hotel avec restaurant Haut de gamme;Eclairage;21.31;14.92;8.95;8.95;8.95;8.95
Café Hôtel Restaurant;Grand Hotel avec restaurant Luxe;Eclairage;23.44;16.4;9.84;9.84;9.84;9.84
Café Hôtel Restaurant;Grand Hotel sans restaurant Bas de gamme;Eclairage;20.08;14.06;8.43;8.43;8.43;8.43
Café Hôtel Restaurant;Grand Hotel sans restaurant Haut de gamme;Eclairage;21.38;14.97;8.98;8.98;8.98;8.98
Café Hôtel Restaurant;Grand Hotel sans restaurant Luxe;Eclairage;22.35;15.65;9.39;9.39;9.39;9.39
Café Hôtel Restaurant;Grand restaurant rapide;Eclairage;25.88;18.12;10.87;10.87;10.87;10.87
Café Hôtel Restaurant;Grand restaurant traditionnel;Eclairage;31.46;22.02;13.21;13.21;13.21;13.21
Café Hôtel Restaurant;Grande cantine;Eclairage;15.76;11.03;6.62;6.62;6.62;6.62
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Haut de gamme;Eclairage;22.35;15.65;9.39;9.39;9.39;9.39
Café Hôtel Restaurant;Hotel d'affaire avec restaurant Luxe;Eclairage;20.09;14.07;8.44;8.44;8.44;8.44
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Eclairage;22.35;15.65;9.39;9.39;9.39;9.39
Café Hôtel Restaurant;Hotel d'affaire sans restaurant Luxe;Eclairage;22.35;15.65;9.39;9.39;9.39;9.39
Café Hôtel Restaurant;Moyen Hotel avec restaurant Bas de gamme;Eclairage;19.02;13.31;7.99;7.99;7.99;7.99
Café Hôtel Restaurant;Moyen Hotel avec restaurant Haut de gamme;Eclairage;20.53;14.37;8.62;8.62;8.62;8.62
Café Hôtel Restaurant;Moyen Hotel avec restaurant Luxe;Eclairage;18.91;13.24;7.94;7.94;7.94;7.94
Café Hôtel Restaurant;Moyen Hotel sans restaurant Bas de gamme;Eclairage;19.02;13.31;7.99;7.99;7.99;7.99
Café Hôtel Restaurant;Moyen Hotel sans restaurant Haut de gamme;Eclairage;20.23;14.16;8.5;8.5;8.5;8.5
Café Hôtel Restaurant;Moyen Hotel sans restaurant Luxe;Eclairage;20.23;14.16;8.5;8.5;8.5;8.5
Café Hôtel Restaurant;Petit bar café tabac;Eclairage;35.27;24.69;14.81;14.81;14.81;14.81
Café Hôtel Restaurant;Petit Hotel avec restaurant Bas de gamme;Eclairage;18.63;13.04;7.82;7.82;7.82;7.82
Café Hôtel Restaurant;Petit Hotel avec restaurant Haut de gamme;Eclairage;19.57;13.7;8.22;8.22;8.22;8.22
Café Hôtel Restaurant;Petit Hotel avec restaurant Luxe;Eclairage;21.22;14.86;8.91;8.91;8.91;8.91
Café Hôtel Restaurant;Petit Hotel sans restaurant Bas de gamme;Eclairage;18.63;13.04;7.82;7.82;7.82;7.82
Café Hôtel Restaurant;Petit Hotel sans restaurant Haut de gamme;Eclairage;19.57;13.7;8.22;8.22;8.22;8.22
Café Hôtel Restaurant;Petit Hotel sans restaurant Luxe;Eclairage;22.35;15.65;9.39;9.39;9.39;9.39
Café Hôtel Restaurant;Petit restaurant rapide;Eclairage;26.6;18.62;11.17;11.17;11.17;11.17
Café Hôtel Restaurant;Petit restaurant traditionnel;Eclairage;26.6;18.62;11.17;11.17;11.17;11.17
Café Hôtel Restaurant;Petite cantine;Eclairage;15.4;10.78;6.47;6.47;6.47;6.47
Commerce;Complexe brico;Eclairage;50.65;35.45;21.27;21.27;21.27;21.27
Commerce;Entrepôt;Eclairage;40.57;28.4;17.04;17.04;17.04;17.04
Commerce;Grand alimentaire;Eclairage;31.8;22.26;13.36;13.36;13.36;13.36
Commerce;Grand brico;Eclairage;50.65;35.45;21.27;21.27;21.27;21.27
Commerce;Grand commerce de gros;Eclairage;57.19;40.03;24.02;24.02;24.02;24.02
Commerce;Grand librairie;Eclairage;29.7;20.79;12.48;12.48;12.48;12.48
Commerce;Grand Mode;Eclairage;29.7;20.79;12.48;12.48;12.48;12.48
Commerce;Grand process;Eclairage;29.7;20.79;12.48;12.48;12.48;12.48
Commerce;Hypermarché;Eclairage;80.92;56.64;33.98;33.98;33.98;33.98
Commerce;Petit boulangerie;Eclairage;36.05;25.23;15.14;15.14;15.14;15.14
Commerce;Petit brico;Eclairage;31.02;21.71;13.03;13.03;13.03;13.03
Commerce;Petit commerce de gros;Eclairage;57.35;40.14;24.09;24.09;24.09;24.09
