"scenario";"SYSTEME_CHAUD";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2048";"2049";"2050"
"AMS3";"nr";24.8663218424;24.8232095361;24.7801587061;24.7371701437;24.6942513827;24.6513710262;30.3064371125;29.5458031618;29.7433489689;30.457998378;30.4939873785;32.3579652655;33.0962119688;33.3533049696;33.6673625113;34.0289955115;34.1609254127;34.3885973838;34.6296268446;34.71528499343;35.10694229309;34.91847322443;34.92265285948;34.87265724819;34.65499723333;43.627595022744;43.591966463889;43.91832569626;43.92223223417;43.90291420839;43.9963606193;44.34288190732;44.45131420773;44.55459251958;44.722661158897;44.814310820252;40.29035505334;40.330501847754;40.590892555324;40.606488751338;40.53217841626
"AMS3";"Autre système centralisé performant";2.5644072151;2.6726119682;2.6255931106;2.48626289134;2.45945808459;2.6895064388359;3.6133914458183;3.582286658058;6.898907876209;8.727605431819;9.2486308188511;8.531054057489;8.577796244601;7.367995084826;8.1516917264737;12.409735074064;13.730445442781;16.222849572193;22.375660841395;32.141376643947;49.908150561269;57.821279105638;69.441774316738;76.654896851467;84.854304234752;85.7857273983351;86.6551301613378;89.3522980769166;89.752266301283;89.679392687086;91.3163518593577;84.0360523694024;89.489228719765;93.0927302414051;95.9250604067244;100.822110332671;103.623120572569;109.4945106767;117.622861075822;129.691484717483;141.521787627081
"AMS3";"Autre système centralisé";138.0357688961;195.3145405413;211.7546931609;216.8848360042;210.2047334193;239.578586136587;295.355585258127;336.391184301083;274.574031399008;272.307889330721;285.236952036523;300.999728784816;305.272525064566;306.706989219171;313.137270092838;334.003462894439;344.826842616977;354.831612847516;362.158313299126;366.378649243761;368.724459609248;369.323225468644;374.885423522574;385.392017102026;391.711909806015;528.829515247463;542.659251008748;548.889889985511;561.731958075307;574.82541872635;586.140200848354;551.056273386524;592.462059919819;605.022337501438;619.408180633295;632.380632858936;604.41643387483;609.410774117922;659.747115870748;638.364658425268;640.112728967939
"AMS3";"DRV performant";NA;0.004291302;0.002805463;0.002818988;0.002813338;0.002346232;0.002503609;0.012550753;0.065792249;2.2148867364;2.3030317144;2.3241119533;2.4082091918;2.349629544;2.3202181404;2.308091103443;2.38823816127;2.40095944208;2.354803197;0.3792569983;0.33560635634;0.27773426407;0.994937139697;1.19930038444;1.50392952772;0.25919934971;0.24423124919;0.22866823404;0.20405277705;0.13331289589;0.111220352049;0.03063715438;0.186286216151;0.07693963767;0.0674241032;0.0253135984;0.1697500185;0.161287100554;0.158709562185;0.119947084893;0.13209249711
"AMS3";"DRV";1.18846018;1.37180787;1.5494978658;1.9997029752;2.110065258;0.983688568338;3.107345276864;6.382786363994;15.347380219468;15.97215671484;17.2212755193;19.297852027636;20.517575222564;22.670021647898;24.758577045775;28.488394172943;31.119666260473;32.905811441164;32.842941066974;34.73213427277;33.7006073941459;32.744529898554;31.28291701559;31.546647576628;32.09207050089;21.915224675718;21.942637449873;23.041226536963;23.642497689927;24.24748636423;24.52120031964;23.938167681268;26.6711022017267;29.4261150438914;31.9947467036701;34.69335906542;36.973278724897;39.369688601516;43.54609570737;44.52897889647;41.44303435249
"AMS3";"Cassette rayonnante performant";NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0001334265;NA;NA;0.000239409;0.0001732699;4.618994e-05;4.509477e-05;4.33667e-05;0.04933574843;0.07364695145;0.07840025405;0.07975156087;0.0797278656;0.1009743165;0.11747974243;0.1242857283;0.2260112669;0.224693115;0.2301625375;0.2164530018;0.2106033521;0.3626394571;0.2443220448;0.1965347741;0.1552747273;0.1642033173;0.1361815234;0.0952111563;0.0873228108;0.0784023405;0.0597125718;0.0499262202
"AMS3";"Cassette rayonnante";0.0256056146;0.0411693721;0.0567145894;0.066618121;0.0657549986;0.068528369;0.0734095752;0.076235308;0.1078439131;0.119118812;0.124691385;0.164044707;0.170819401;0.178491692;0.17359784803;0.16699055886;0.16317525607;0.1535607835;0.14609222594;0.130642915;0.12876954641;0.1299991268;0.12566900375;0.12409267339;0.10958920003;0.15410285252;0.15075728541;0.1518651323;0.1512838886;0.1515058154;0.3850845097;0.41269348629;0.31065350268;0.20983542378;0.22071825141;0.19876991604;0.14067112347;0.1229567579;0.11867288028;0.09876474682;0.08637899105
"AMS3";"Tube radiant performant";5.434784161;5.549341388;5.216750951;5.497474916;5.567622169;5.565758103;9.102540855;8.3730711732;8.5819335694;7.5120994425;6.74077703226;6.98843044173;5.4201378891;4.7532631737;4.39635971469;3.95660326763;3.53937453767;2.87983221773;2.42222167044;1.93331754189;1.43048406704;1.20882980953;0.99089667518;0.86161509609;0.85286275248;1.0137578893;0.8393422254;0.6908244958;0.5566633013;0.4477505157;0.4567860865;1.0065117399;0.8111024799;0.7447191053;0.6624833256;0.6140514794;0.3929807924;0.2895690436;0.2492980048;0.2144933457;0.1765605411
"AMS3";"Tube radiant";1.7979292899;1.4394134046;1.2080142264;1.2086037346;1.3348251608;1.4643312904;1.1137174583;1.0631058643;0.68875971013;0.70496306907;0.66695587444;0.61729751889;0.5719988418;0.4966158644;0.4263611106;0.37449939246;0.32998890468;0.25694211316;0.19319929124;0.18312325927;0.12332931521;0.12737737865;0.12357393529;0.12621842201;0.12557935148;0.09961833577;0.0743409307;0.05924161292;0.0465770317;0.0340593405;0.03932827788;0.10331900392;0.0849322255;0.0799790077;0.0744791773;0.0679324614;0.041575926;0.03051171858;0.0248300207;0.0212392045;0.0174653304
"AMS3";"Rooftop performant";4.98003285155;5.1126343209;5.2816123552;5.3657152426;5.4296367849;5.4782029181;11.03553155476;10.67155112171;13.1775646853;17.50872806;17.128451502511;19.452975960691;18.74023306019;18.68560715139;18.7229701385;18.8482049969;18.8748211058;17.04718201496;16.5862992686;14.46615674206;15.63242121298;13.909615490643;15.719536625696;15.79410464801;15.686217091109;10.327594296708;10.19045894896;10.224949704384;10.5394275946;10.6960422885;10.73396709247;10.78329612656;11.03641045291;11.17536917014;11.46451682865;11.92334248984;11.019102218048;11.276062557822;11.41473887345;11.57924080339;11.910153297926
