BRANCHE;SS_BRANCHE;BAT_TYPE;BRANCHE;SS_BRANCHE;BAT_TYPE;ID;SURFACE;taille bâtiment;Type facteur correctif;puissance;nb_etages_moy;taux_vitrage;hauteur étage;Smur/Spl;Sfen/Spl;Stoit/Spl;Splancher/Spl;Smur;Sfen;Stoit;Splancher;Smur/Sparois;Sfen/Sparois;Stoit/Sparois;Splancher/Sparois;FEN;FEN_MUR;ENS
Habitat Communautaire;Foyer;Foyers;05;14;13;051413;774;<5000m2;enseignement;P>=30kW;3;0,3;3;0,52296115734634;0,224126210291289;0,333333333333333;0,333333333333333;404,771935786067;173,473686765457;258;258;0,36990957737828;0,158532676019263;0,235778873301229;0,235778873301229;0,158532676019263;0,528442253397543;1
Habitat Communautaire;Maison de pré-retraite;Maison de pré-retraite;05;21;51;052151;836;<5000m2;Santé avec hébergement;P>=30kW;3;0,3;3;0,503195530213449;0,215655227234335;0,333333333333333;0,333333333333333;420,671463258443;180,287769967904;278,666666666667;278,666666666667;0,363182390531873;0,155649595942231;0,240584006762948;0,240584006762948;0,155649595942231;0,518831986474104;1
Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;05;22;52;052252;1119;<5000m2;Santé avec hébergement;P>=30kW;4;0,3;3;0,502220271466999;0,215237259200142;0,25;0,25;561,984483771572;240,850493044959;279,75;279,75;0,412515639204098;0,176792416801756;0,205345971997073;0,205345971997073;0,176792416801756;0,589308056005855;1
Habitat Communautaire;Résidence universitaire;Résidence universitaire;05;25;89;052589;1098;<5000m2;enseignement;P>=30kW;4;0,3;3;0,507000177838104;0,217285790502044;0,25;0,25;556,686195266238;238,579797971245;274,5;274,5;0,414119079160468;0,177479605354486;0,204200657742523;0,204200657742523;0,177479605354486;0,591598684514954;1
Habitat Communautaire;Service à la personne;Résidentiel;05;28;90;052890;483;<5000m2;Santé sans hébergement;P>=30kW;1;0,3;3;0,382213234362364;0,163805671869584;1;1;184,608992197022;79,1181395130093;483;483;0,150121915209196;0,0643379636610842;0,39277006056486;0,39277006056486;0,0643379636610842;0,214459878870281;1
Santé Action Sociale;Cabinet médical;Cabinet médical;06;03;01;060301;136;<5000m2;Santé sans hébergement;P<30kW;4;0,3;3;1,44058811519707;0,617394906513032;0,25;0,25;195,919983666802;83,9657072857723;34;34;0,563173446801843;0,241360048629361;0,0977332522843978;0,0977332522843978;0,241360048629361;0,804533495431204;1
Santé Action Sociale;Centre accueil;Centre accueil;06;05;07;060507;932;<5000m2;Santé avec hébergement;P>=30kW;4;0,3;3;0,550302296947551;0,235843841548951;0,25;0,25;512,881740755118;219,806460323622;233;233;0,427869182572714;0,183372506816878;0,194379155305204;0,194379155305204;0,183372506816878;0,611241689389592;1
Santé Action Sociale;Garderie;Garderie;06;15;14;061514;890;<5000m2;Santé sans hébergement;P>=30kW;3;0,3;3;0,487691189821196;0,20901050992337;0,333333333333333;0,333333333333333;434,045158940864;186,019353831799;296,666666666667;296,666666666667;0,357710507179315;0,153304503076849;0,244492494871918;0,244492494871918;0,153304503076849;0,511015010256164;1
Santé Action Sociale;Hôpital;Hopital bloc;06;17;34;061734;9143;5000<S<10000;Santé sans hébergement;P>=30kW;9;0,3;3;0,263545849414328;0,112948221177569;0,111111111111111;0,111111111111111;2409,5997011952;1032,68558622651;1015,88888888889;1015,88888888889;0,440184863143769;0,188650655633044;0,185582240611593;0,185582240611593;0,188650655633044;0,628835518776813;1
Santé Action Sociale;Hôpital;Hopital maison;06;17;35;061735;5138;5000<S<10000;Santé sans hébergement;P>=30kW;5;0,3;3;0,262039787315285;0,112302765992265;0,2;0,2;1346,36042722593;577,011611668258;1027,6;1027,6;0,338402928001309;0,145029826286276;0,258283622856208;0,258283622856208;0,145029826286276;0,483432754287585;1
Santé Action Sociale;Hôpital;Hopital pavillonnaire;06;17;36;061736;7949;5000<S<10000;Santé sans hébergement;P>=30kW;5;0,3;3;0,210672592546994;0,0902882539487118;0,2;0,2;1674,63643815606;717,70133063831;1589,8;1589,8;0,300548302519611;0,128806415365548;0,285322641057421;0,285322641057421;0,128806415365548;0,429354717885159;1
Sport Loisir Culture;Culture;Grand cinéma;07;08;18;070818;5198;5000<S<10000;Locaux sportifs;P>=30kW;4;0,15;3;0,282951519061631;0,049932621010876;0,25;0,25;1470,78199608236;259,549764014533;1299,5;1299,5;0,3397249454612;0,0599514609637412;0,300161796787529;0,300161796787529;0,0599514609637412;0,399676406424941;1
Sport Loisir Culture;Culture;Grande salle de spectacle;07;08;32;070832;18189;5000<S<10000;Locaux sportifs;P>=30kW;2;0,15;3;0,106957380516295;0,0188748318558167;0,5;0,5;1945,44779421089;343,31431662545;9094,5;9094,5;0,0950029492324946;0,0167652263351461;0,44411591221618;0,44411591221618;0,0167652263351461;0,111768175567641;1
Sport Loisir Culture;Culture;Immeuble péri urbain;07;08;43;070843;142;<5000m2;Locaux sportifs;P<30kW;3;0,5;3;0,872102849600717;0,872102849600717;0,333333333333333;0,333333333333333;123,838604643302;123,838604643302;47,3333333333333;47,3333333333333;0,361737461488009;0,361737461488009;0,138262538511991;0,138262538511991;0,361737461488009;0,723474922976018;1
Sport Loisir Culture;Culture;Musée;07;08;59;070859;3249;<5000m2;Locaux sportifs;P>=30kW;4;0,1;3;0,378947368421053;0,0421052631578947;0,25;0,25;1231,2;136,8;812,25;812,25;0,411428571428571;0,0457142857142857;0,271428571428571;0,271428571428571;0,0457142857142857;0,457142857142857;1
Sport Loisir Culture;Culture;nr;07;08;60;070860;500;<5000m2;Locaux sportifs;P>=30kW;1;0;3;0,53665631459995;0;1;1;268,328157299975;0;500;500;0,211560514331869;0;0,394219742834065;0,394219742834065;0;0,211560514331869;1
Sport Loisir Culture;Culture;Petit cinéma;07;08;65;070865;560;<5000m2;Locaux sportifs;P>=30kW;1;0,3;3;0,354964786985977;0,152127765851133;1;1;198,780280712147;85,1915488766345;560;560;0,141584237320751;0,0606789588517505;0,398868401913749;0,398868401913749;0,0606789588517505;0,202263196172502;1
Sport Loisir Culture;Culture;Petite salle de spectacle;07;08;80;070880;749;<5000m2;Locaux sportifs;P>=30kW;1;0,05;3;0,416546934287866;0,0219235228572561;1;1;311,993653781611;16,4207186200848;749;749;0,17082303911754;0,00899068626934418;0,410093137306558;0,410093137306558;0,00899068626934418;0,179813725386884;1
Sport Loisir Culture;Equipement collectif;Immeuble péri urbain;07;13;43;071343;326;<5000m2;Locaux sportifs;P>=30kW;3;0,5;3;0,575576531451971;0,575576531451971;0,333333333333333;0,333333333333333;187,637949253343;187,637949253343;108,666666666667;108,666666666667;0,316630148792548;0,316630148792548;0,183369851207452;0,183369851207452;0,316630148792548;0,633260297585096;1
Sport Loisir Culture;Loisir;Grand bar café tabac;07;20;16;072016;370;<5000m2;Locaux sportifs;P>=30kW;1;0,3;3;0,436695205724431;0,187155088167613;1;1;161,577226118039;69,2473826220169;370;370;0,166432973230598;0,0713284170988276;0,381119304835287;0,381119304835287;0,0713284170988276;0,237761390329425;1
Sport Loisir Culture;Loisir;nr;07;20;60;072060;300;<5000m2;Locaux sportifs;P>=30kW;1;0;3;0,692820323027551;0;1;1;207,846096908265;0;300;300;0,257284274447472;0;0,371357862776264;0,371357862776264;0;0,257284274447472;1
Sport Loisir Culture;Loisir;Salle non spécialisée;07;20;91;072091;343;<5000m2;Locaux sportifs;P>=30kW;1;0,05;3;0,615542141757884;0,0323969548293623;1;1;211,130954622954;11,1121555064713;343;343;0,232460838148134;0,012234780955165;0,377652190448351;0,377652190448351;0,012234780955165;0,244695619103299;1
Sport Loisir Culture;Loisir;Vestiaire et rangement;07;20;95;072095;140;<5000m2;Locaux sportifs;P<30kW;1;0;3;1,01418510567422;0;1;1;141,985914794391;0;140;140;0,336470744203802;0;0,331764627898099;0,331764627898099;0;0,336470744203802;1
Sport Loisir Culture;Sport;Grand bar café tabac;07;29;16;072916;176;<5000m2;Locaux sportifs;P<30kW;1;0,3;3;0,633173823613304;0,271360210119987;1;1;111,438592955941;47,7593969811178;176;176;0,217994974842648;0,0934264177897063;0,344289303683823;0,344289303683823;0,0934264177897063;0,311421392632354;1
Sport Loisir Culture;Sport;Grande salle multisport;07;29;33;072933;1840;<5000m2;Locaux sportifs;P>=30kW;3;0,03;3;0,470007400496778;0,0145363113555705;0,333333333333333;0,333333333333333;864,813616914072;26,7468128942497;613,333333333333;613,333333333333;0,408272379459803;0,0126269808080351;0,289550319866081;0,289550319866081;0,0126269808080351;0,420899360267838;1
Sport Loisir Culture;Sport;nr;07;29;60;072960;500;<5000m2;Locaux sportifs;P>=30kW;1;0;3;0,53665631459995;0;1;1;268,328157299975;0;500;500;0,211560514331869;0;0,394219742834065;0,394219742834065;0;0,211560514331869;1
Sport Loisir Culture;Sport;Patinoire;07;29;61;072961;1869;<5000m2;Locaux sportifs;P>=30kW;2;0,15;3;0,333664896628902;0,0588820405815709;0,5;0,5;623,619691799417;110,050533846956;934,5;934,5;0,239607648196975;0,0422837026229956;0,359054324590015;0,359054324590015;0,0422837026229956;0,28189135081997;1
Sport Loisir Culture;Sport;Petite salle multisport;07;29;81;072981;430;<5000m2;Locaux sportifs;P>=30kW;1;0,05;3;0,54975681727427;0,0289345693302247;1;1;236,395431427936;12,4418648119966;430;430;0,213192171862863;0,0112206406243612;0,387793593756388;0,387793593756388;0,0112206406243612;0,224412812487224;1
Sport Loisir Culture;Sport;Piscine;07;29;82;072982;476;<5000m2;Locaux sportifs;P>=30kW;2;0,15;3;0,661167798023208;0,11667667023939;0,5;0,5;314,715871859047;55,5380950339495;238;238;0,371892935420462;0,0656281650741992;0,281239449752669;0,281239449752669;0,0656281650741992;0,437521100494661;1
Sport Loisir Culture;Sport;Salle non spécialisée;07;29;91;072991;324;<5000m2;Locaux sportifs;P>=30kW;1;0,05;3;0,633333333333333;0,0333333333333333;1;1;205,2;10,8;324;324;0,2375;0,0125;0,375;0,375;0,0125;0,25;1
Sport Loisir Culture;Sport;Vestiaire et rangement;07;29;95;072995;126;<5000m2;Locaux sportifs;P<30kW;1;0;3;1,0690449676497;0;1;1;134,699665923862;0;126;126;0,348331477354788;0;0,325834261322606;0,325834261322606;0;0,348331477354788;1
Transport;Service;nr;08;27;60;082760;364;<5000m2;autres secteurs;P>=30kW;1;0,1;3;0,566073811829836;0,0628970902033151;1;1;206,05086750606;22,8945408340067;364;364;0,215321444368994;0,0239246049298883;0,380376975350559;0,380376975350559;0,0239246049298883;0,239246049298883;1
Transport;Transport aérien;nr;08;30;60;083060;2096;<5000m2;autres secteurs;P>=30kW;1;0,1;3;0,23590009529848;0,0262111216998311;1;1;494,446599745615;54,9385110828461;2096;2096;0,104283155278062;0,011587017253118;0,44206491373441;0,44206491373441;0,011587017253118;0,11587017253118;1
Transport;Transport autre;nr;08;31;60;083160;432;<5000m2;autres secteurs;P>=30kW;1;0,1;3;0,519615242270663;0,0577350269189626;1;1;224,473784660926;24,9415316289918;432;432;0,201608313965816;0,0224009237739796;0,387995381130102;0,387995381130102;0,0224009237739796;0,224009237739796;1
Transport;Transport ferroviaire;nr;08;32;60;083260;1698;<5000m2;autres secteurs;P>=30kW;1;0,1;3;0,262092692582797;0,0291214102869774;1;1;445,033392005589;49,4481546672876;1698;1698;0,114390310470995;0,0127100344967773;0,436449827516114;0,436449827516114;0,0127100344967773;0,127100344967773;1
Transport;Transport maritime et fluvial;nr;08;33;60;083360;250;<5000m2;autres secteurs;P>=30kW;1;0,1;3;0,68305197459637;0,0758946638440411;1;1;170,762993649092;18,9736659610103;250;250;0,247577087965169;0,0275085653294633;0,362457173352684;0,362457173352684;0,0275085653294633;0,275085653294633;1
Transport;Transport routier;nr;08;34;60;083460;172;<5000m2;autres secteurs;P<30kW;1;0,1;3;0,823492279796065;0,0914991421995628;1;1;141,640672124923;15,7378524583248;172;172;0,282502471047512;0,0313891634497235;0,343054182751382;0,343054182751382;0,0313891634497235;0,313891634497235;1
Transport;Transport urbain;nr;08;35;60;083560;2400;<5000m2;autres secteurs;P>=30kW;1;0,1;3;0,220454076850486;0,0244948974278318;1;1;529,089784441166;58,7877538267963;2400;2400;0,098200039010399;0,0109111154455999;0,445444422772001;0,445444422772001;0,0109111154455999;0,109111154455999;1
