SCENARIO;BRANCHE;SS_BRANCHE;BAT_TYPE;PERIODE_DETAIL;PERIODE_SIMPLE;ENERGIE;BESOIN;SURFACE_CHAUFFEE;ETABLISSEMENTS;COUT_PLAN_MIN;COUT_PLAN_MAX;COUT_FEN_MIN;COUT_FEN_MAX;COUT_MUR_MIN;COUT_MUR_MAX;COUT_TOIT_MIN;COUT_TOIT_MAX
Maximal;Commerce;Commerce de détail non alimentaire;Petit mode;1981-1998;1981-1998;Gaz;2438800,6448566;231074,362325911;420043,581685321;10398346,304666;12709089,9279251;56468797,2933945;68744622,7919585;519917,3152333;779875,97284995;0;0
BBC renovation;Habitat Communautaire;Service à la personne;Résidentiel;Av 1980;Av 1980;Fioul;71133529,1645673;1102970,04669117;3077902,45659441;0;0;0;0;0;0;0;0
Maximal;Habitat Communautaire;Service à la personne;Résidentiel;1981-1998;1981-1998;Gaz;33390464,4853392;526452,07815922;1072841,29917343;0;0;0;0;0;0;0;0
BBC renovation;Habitat Communautaire;Service à la personne;Résidentiel;Av 1980;Av 1980;Electricité;41792786,1999102;651003,523554114;979445,330440944;0;0;0;0;0;0;0;0
Modeste bati;Enseignement Recherche;Enseignement secondaire;Cantine LEGT;1961-1980;Av 1980;Fioul;6477980,47822459;30378,2954956241;37183,4395119655;911348,864868725;1215131,81982496;2101463,26219332;2942048,56707066;840585,304877331;1176819,42682826;0;0
Maximal;Commerce;Entrepôt;Entrepôt;1999-2008;1999-2008;Fioul;7615999,125;537900;635700;18826500;24205500;2061949,793805;2510199,74898;12425490;13555080;64548000;69927000
Maximal;Commerce;Grand commerce alimentaire;Hypermarché;1999-2008;1999-2008;Fioul;11136593,6637226;601742,365696999;348136,397306245;21060982,7993949;27078406,4563649;19779772,7817638;24079723,3864951;15097214,4813024;16469688,5250571;72209083,8836399;78226507,5406099
Modeste bati;Commerce;Process;Grand process;1981-1998;1981-1998;Autres;2958829,71143178;51341,6654545454;38900,1210208581;0;0;4090219,35472434;6135329,03208651;540584,951916165;695037,795320784;171138,884848484;342277,769696969
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Luxe;1999-2008;1999-2008;Electricité;530337,244138263;7564,9967320261;1791,399248366;0;0;0;0;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Bas de gamme;1981-1998;1981-1998;Gaz;2046410,23280523;141478,246267642;192176,472889907;1591630,27051097;1945325,88618007;19548451,0284282;24435563,7855352;4682755,28949002;7492408,46318403;2829564,92535284;3183260,54102194
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;1981-1998;1981-1998;Electricité;187584,442051187;21010,8333333333;5350,4933333333;262635,416666666;288898,958333333;9212083,15561866;10363593,550071;2405302,69009677;3078787,44332386;236371,875;288898,958333333
BBC renovation;Bureaux Administration;Bureaux;plateau large bureau paysagés;1981-1998;1981-1998;Urbain;1777028,80713791;496763,93150627;254237,06321013;1202095,56941628;1545551,44639236;46107783,8863163;64550897,4408428;10143712,4549895;13832335,1658948;2404191,13883257;2747647,01580865
Maximal;Enseignement Recherche;Enseignement secondaire;Cantine collége;1981-1999;1981-1998;Urbain;12614320,4834305;167958,013597841;297821,733615977;5878530,47592444;7558110,61190285;18589988,1166234;25561233,6603572;5809371,28644483;7435995,24664938;13436641,0878273;15116221,2238057
BBC renovation;Enseignement Recherche;Enseignement secondaire;Collège;1961-1980;Av 1980;Autres;8279803,69691322;1077135,22590434;1114755,87898388;15689191,3857978;20171817,4960258;47061162,1180825;57519198,1443231;23007679,2577292;31374108,0787216;31378382,7715957;35861008,8818237
BBC renovation;Santé Action Sociale;Garderie;Garderie;1949-1978;Av 1980;Autres;280737,97887465;19053,6881046;19053,6881046;0;0;980480,372245976;1198364,89941174;559236,953058816;762595,845080203;507284,380708291;579753,577952333
BBC renovation;Transport;Transport aérien;nr;Av 1980;Av 1980;Gaz;79374258,3436497;534262,737571966;1096675,66692036;0;0;0;0;0;0;0;0
Maximal;Sport Loisir Culture;Loisir;Grand bar café tabac;1999-2008;1999-2008;Electricité;827180,533675401;89875,000035875;46645,0382164165;4044375,00161437;4943125,00197312;13953093,7555695;16986375,0067803;727987,500290587;1091981,25043588;0;0
BBC renovation;Sport Loisir Culture;Sport;Piscine;1999-2008;1999-2008;Autres;416039,550652078;121345,275;233985,073425;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Culture;Grand cinéma;Av 1980;Av 1980;Urbain;32692071,5519649;701866,184890482;7464270,3734939;0;0;0;0;0;0;15202224,2504362;16891360,2782625
BBC renovation;Sport Loisir Culture;Sport;Piscine;1981-1998;1981-1998;Urbain;5243,1453644787;1397,295;1555,3872;0;0;0;0;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;1999-2008;1999-2008;Autres;75011,1714811043;1158;656,31;0;0;691171,5994596;839279,7993438;0;0;11580;14475
Maximal;Café Hôtel Restaurant;Hôtel sans restaurant;Moyen Hotel sans restaurant Haut de gamme;1981-1998;1981-1998;Gaz;655974,677905012;75024,8616560403;74944,5779409197;844029,693630453;1031591,84777055;18824951,6317422;21178070,58571;5604927,53283884;7174307,24203372;1688059,3872609;1875621,541401
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Grand Hotel sans restaurant Haut de gamme;1999-2008;1999-2008;Fioul;101762,194175085;4821,4;2868,733;0;0;770719,11710568;899172,30328996;211528,351959084;258534,652394436;96428;108481,5
Modeste bati;Enseignement Recherche;Enseignement secondaire;Lycée d’enseignement général et technologique (LEGT);2000-2007;1999-2008;Autres;658482,841607865;26745,7728585845;26745,7728585845;0;0;0;0;0;0;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Luxe;Av 1980;Av 1980;Gaz;192596,942692391;8736;5197,92;0;0;4164008,3324112;5040641,6655504;734825,0027664;889525,0033488;152880;174720
Modeste bati;Enseignement Recherche;Enseignement primaire;Elémentaire;1981-1999;1981-1998;Electricité;35030113,6674267;714920,422364877;437198,370191493;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement primaire;Elémentaire;1981-1999;1981-1998;Autres;2437140,78944249;165966,468752949;167863,753138403;0;0;9291681,58876729;11356499,7196044;5299699,86306331;7226863,44963179;5034830,03383666;5754091,4672419
Maximal;Habitat Communautaire;Foyer;Foyers;1980-1999;1981-1998;Gaz;20417682,3296892;3234688,558589;9005873,04648858;36561080,5422447;47007103,5543146;380092973,468387;456111568,162065;147813933,991816;189201835,509525;83568184,0965593;94014207,1086292
Modeste bati;Bureaux Administration;Bureaux;immeuble rénové;1981-1998;1981-1998;Urbain;36732263,0043715;991043,906892128;3274646,19174701;0;0;35677580,6481166;53516370,9721749;8324768,81789387;10703274,1944349;2490603,43262979;4981206,86525959
BBC renovation;Bureaux Administration;Bureaux;immeuble résidentiel;1981-1998;1981-1998;Gaz;177026387,602363;1432396,74022209;5178526,10026308;0;0;0;0;0;0;0;0
Modeste bati;Bureaux Administration;Bureaux;immeuble résidentiel;1981-1998;1981-1998;Autres;11133999,3841332;69146,4239536555;75408,4859218184;0;0;0;0;0;0;0;0
Maximal;Commerce;Petit commerce alimentaire;Petit librairie;Av 1980;Av 1980;Gaz;1059820,56213937;92868,0999999999;105226,516103759;4179064,49999999;5107745,49999999;22694641,9374999;27628259,7499999;208953,224999999;313429,837499999;0;0
BBC renovation;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;Av 1980;Av 1980;Electricité;4613248,25035931;232976,433333333;64702,8643333333;0;0;51073611,4821587;63842014,3526984;10668379,1725059;17069406,6760095;2329764,33333333;2912205,41666666
Modeste bati;Commerce;Petit commerce alimentaire;Petit poissonnerie;1981-1998;1981-1998;Autres;2779169,10151115;36059,5999999999;26467,2824297472;1442383,99999999;1802979,99999999;7279531,74999999;8812064,74999999;0;0;0;0
Modeste bati;Café Hôtel Restaurant;Café, cantine, traiteur;Petite cantine;1999-2008;1999-2008;Fioul;13310046,5006521;156885;94787,575;6275400;7844250;27945140,625;33828328,125;0;0;0;0
Modeste bati;Commerce;Grand commerce alimentaire;Superette;1999-2008;1999-2008;Autres;436897,920794863;19314,0976856;14912,1714822821;772563,907424;965704,88428;5198711,2875912;6293176,82182092;0;0;0;0
BBC renovation;Bureaux Administration;Bureaux;plateau large bureau paysagés;1999-2008;1999-2008;Urbain;2911156,81650221;293985,030509938;149415,609723199;0;0;51844538,3137628;62759177,9587655;51844538,3137628;62759177,9587655;1495999,19400899;1709713,36458171
Maximal;Commerce;Commerce de détail non alimentaire;Grand Mode;1981-1998;1981-1998;Fioul;922479,803693376;87000,6421118517;55054,1784624658;1160008,56149135;1740012,84223703;15594865,1246496;20793153,4995328;1046907,72558594;1308634,65698242;435003,210559258;725005,350932097
BBC renovation;Habitat Communautaire;Maison retraite médicalisée;Maison retraite médicalisée;2000-2007;1999-2008;Gaz;21949465,3856949;1310497,1540404;2494295,25593434;11653291,7171717;14982803,6363636;74273311,5771171;92841639,4713964;0;0;0;0
Maximal;Bureaux Administration;Bureaux;plateau large bureaux cloisonnés;1981-1998;1981-1998;Gaz;3664396,0549141;932052,881209833;529400,232776645;2707085,58013544;3480538,60303128;156477511,551336;215156578,383087;24449611,1798963;31295502,3102673;6187624,18316673;6961077,20606257
BBC renovation;Commerce;Commerce de gros;Grand commerce de gros;1999-2008;1999-2008;Fioul;19060951,1385993;559780,631785714;378418,542209104;0;0;18302494,4173576;22155651,1368013;18023303,667717;19920493,5274766;61575869,4964285;67173675,8142857
Maximal;Enseignement Recherche;Enseignement supérieur et recherche;école;1981-1999;1981-1998;Urbain;2487403,03495635;285211,789746626;231525,432900168;4991206,32056595;6417265,26929909;36646204,1393944;50388530,6916673;11451938,7935607;14658481,6557577;11408471,589865;12834530,5385981
BBC renovation;Café Hôtel Restaurant;Hôtel sans restaurant;Hotel d'affaire sans restaurant Haut de Gamme;Av 1980;Av 1980;Electricité;245712,737906445;15028,5;3568,98;0;0;9148947,254718;11075041,413606;1614520,09957462;1954419,06790612;262998,75;300570
Modeste bati;Commerce;Process;Grand process;Av 1980;Av 1980;Autres;11279029,4555923;176458,458782051;137642,392062774;0;0;14057857,2398312;21086785,8597468;1857960,52020066;2388806,38311514;588194,862606837;1176389,72521367
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;Av 1980;Av 1980;Urbain;1156401,80513953;69775;64845,625;3139875;3837625;8948643,75;10832568,75;470981,25;753570;0;0
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Av 1980;Av 1980;Autres;7446850,19743247;54834,3308123249;33714,4380238095;0;0;0;0;0;0;0;0
Maximal;Café Hôtel Restaurant;Hôtel avec restaurant;Moyen Hotel avec restaurant Luxe;Av 1980;Av 1980;Autres;3251930,44548965;54834,3308123249;33714,4380238095;0;0;19049852,6930568;23131963,9844262;0;0;548343,308123249;685429,135154061
BBC renovation;Café Hôtel Restaurant;Café, cantine, traiteur;Grand bar café tabac;1981-1998;1981-1998;Urbain;242561,835932644;14425;9080,875;649125;793375;1850006,25;2239481,25;97368,75;155790;0;0
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Haut de gamme;1981-1998;1981-1998;Urbain;276005,058398331;1405;835,975;0;0;308007,222472;385009,02809;0;0;12293,75;15806,25
Modeste bati;Café Hôtel Restaurant;Hôtel avec restaurant;Petit Hotel avec restaurant Luxe;Av 1980;Av 1980;Fioul;4548282,1427512;30868;17737,51;0;0;0;0;0;0;0;0
Modeste bati;Transport;Transport routier;nr;1999-2008;1999-2008;Fioul;11084147,8478492;55485,1659601972;90943,040836098;0;0;0;0;0;0;0;0
Modeste bati;Sport Loisir Culture;Sport;Petite salle multisport;1981-1998;1981-1998;Gaz;178619997,239198;2323785,65;2834303,8306;0;0;28881336,3340775;43322004,5011163;137186345,727839;192060884,018975;0;0
BBC renovation;Sport Loisir Culture;Sport;Grande salle multisport;1981-1998;1981-1998;Electricité;1636172,76360262;687975,515;239986,600975;0;0;6007343,58146612;9011015,37219918;53415297,2335031;72839041,6820497;17198631,625;19655579
Maximal;Sport Loisir Culture;Sport;Petite salle multisport;1999-2008;1999-2008;Electricité;3512158,28214413;380696,76;203786,67586;0;0;9463033,87909603;13011671,583757;28093381,4478695;35959528,253273;30455740,8;34262708,4
BBC renovation;Sport Loisir Culture;Sport;Piscine;1981-1998;1981-1998;Electricité;333539,041113207;106232,585;81502,187454;0;0;0;0;0;0;0;0
Maximal;Sport Loisir Culture;Loisir;Grand bar café tabac;1981-1998;1981-1998;Autres;94026,6514559964;11450;8698,75;515250;629750;1777612,5;2164050;92745;139117,5;0;0
BBC renovation;Sport Loisir Culture;Culture;Immeuble péri urbain;Av 1980;Av 1980;Electricité;5289971,06443317;328815,787637233;312927,192388396;0;0;25253052,4905395;37879578,7358092;10416884,1523475;14204842,0259284;1431548,38361634;2004167,73706288
BBC renovation;Enseignement Recherche;Enseignement secondaire;Cantine collége;1981-1999;1981-1998;Autres;5135316,40639002;64341,5223208755;65013,0685497395;0;0;4005827,47867962;4896011,36283065;1958404,54513226;2670551,65245308;4503906,56246128;5147321,78567004
BBC renovation;Enseignement Recherche;Enseignement supérieur et recherche;université;avant 1960;Av 1980;Urbain;2109858,8633398;160779,001547249;170317,795908746;1875755,01805124;2411685,02320874;11620193,9476635;14202459,2693665;5680983,70774662;7746795,96510903;1339825,01289374;1875755,01805124
Maximal;Transport;Transport ferroviaire;nr;1999-2008;1999-2008;Gaz;21765164,1180685;125002,752874491;189667,019525787;0;0;0;0;0;0;0;0
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;1961-1980;Av 1980;Urbain;17184762,2860783;158112,048464044;1247396,58093559;0;0;12656404,4482954;15468938,7701388;6187575,50805555;8437602,96553029;11067843,3924831;12648963,8771235
Modeste bati;Enseignement Recherche;Enseignement supérieur et recherche;R&D en sciences humaines et sociales;2000-2007;1999-2008;Fioul;20936,0747745384;600;600;0;0;0;0;0;0;0;0
Maximal;Habitat Communautaire;Résidence universitaire;Résidence universitaire;1961-1980;Av 1980;Electricité;544199,903010803;70754,8926050712;117364,130346768;619105,310294373;795992,541807051;8020162,68079571;11027723,6860941;2924017,64698822;3742742,58814492;1415097,85210142;1591985,0836141
Maximal;Transport;Transport maritime et fluvial;nr;1981-1998;1981-1998;Fioul;1074119,59923102;5191,4321229061;5191,4321229061;0;0;0;0;0;0;0;0
Maximal;Sport Loisir Culture;Sport;Grande salle multisport;1999-2008;1999-2008;Urbain;7278,7867449929;5113,29;2965,7082;0;0;89297,625255384;122784,234726153;451139,048946153;577457,982651076;106563,6;119884,05
BBC renovation;Commerce;Grand commerce alimentaire;Hypermarché;1999-2008;1999-2008;Urbain;1102539,97956007;20967,631096;10860,5309983014;0;0;569358,542746216;689223,499113841;454324,882621561;502148,554476462;2306439,42056;2516115,73152
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine élémentaire;1961-1980;Av 1980;Electricité;10768824,3848593;99542,6786771059;134759,189577495;0;0;7968098,65815293;9738787,24885359;3895514,89954143;5312065,77210195;6967987,50739741;7963414,29416847
Maximal;Commerce;Entrepôt;Entrepôt;Av 1980;Av 1980;Gaz;31629889,625;1988900;3932100;69611500;89500500;7624115,904255;9281532,40518;45943590;50120280;238668000;258557000
Maximal;Habitat Communautaire;Foyer;Foyers;2000-2007;1999-2008;Autres;736939,728829616;92122,0301396438;106064,872304143;1021829,59953964;1313780,91369383;10824824,6233001;12989789,5479602;4209654,01633387;5388357,14090736;2335610,51323348;2627561,82738766
Maximal;Santé Action Sociale;Hôpital;Hopital maison;1949-1978;Av 1980;Gaz;164699237,084444;6905856,76289988;5819197,03134972;60019585,4575893;77168038,445472;346503164,125945;476441850,673174;142735679,031958;182701669,160907;137187623,903061;154336076,890944
Modeste bati;Commerce;Grand commerce alimentaire;Hypermarché;1981-1998;1981-1998;Fioul;46751238,2015912;566314,526332;333947,02061301;0;0;0;0;0;0;50968307,36988;56631452,6332
Maximal;Bureaux Administration;Administration;immeuble peri urbain;1981-1998;1981-1998;Urbain;523564,377787943;40408,134706031;23291,4482656425;0;0;5541687,03154432;7619819,66837344;1298832,9005437;1662506,11269594;1469046,62238599;1652677,45018424
Maximal;Café Hôtel Restaurant;Restaurant;Petit restaurant rapide;1999-2008;1999-2008;Electricité;527406,084903223;31735;12669,571;1428075;1745425;6842859,375;8330437,5;357018,75;535528,125;0;0
Maximal;Enseignement Recherche;Enseignement secondaire;Cantine collége;avant 1960;Av 1980;Gaz;2373367,71084342;43316,8481916621;43893,6865149139;1516089,68670817;1949258,16862479;4644585,34017941;5993013,34216699;1498253,33554174;1917764,26949343;3465347,85533297;3898516,33724959
BBC renovation;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;1961-1980;Av 1980;Autres;417872,34146902;4377,3156438638;4849,2766883662;0;0;350391,242949394;428255,963604815;171302,385441926;233594,161966263;306412,095070468;350185,251509107
Modeste bati;Habitat Communautaire;Résidence universitaire;Résidence universitaire;1981-1999;1981-1998;Urbain;3230804,74462773;46608,6245410776;87370,1856421243;0;0;0;0;0;0;0;0
BBC renovation;Bureaux Administration;Bureaux;plateau large bureau paysagés;1999-2008;1999-2008;Gaz;11574321,5585276;1395202,53748268;780984,592302048;0;0;246045287,695472;297844295,631361;246045287,695472;297844295,631361;7981637,71845826;9121871,67823802
Maximal;Enseignement Recherche;Enseignement supérieur et recherche;R&D sciences physiques et naturelles;1981-1999;1981-1998;Urbain;1081551,01749335;173923,832033721;658570,328327217;2783374,17269342;3578623,93632012;23653641,1565861;32523756,5903059;7391762,86143316;9461456,46263444;6361998,10901355;7157247,87264024
Modeste bati;Enseignement Recherche;Enseignement primaire;Cantine préélémentaire;avant 1960;Av 1980;Gaz;5217687,15219889;34416,2598400361;52880,9588116443;1032487,79520108;1376650,39360144;2754920,37681226;3673227,16908301;1224409,056361;1714172,6789054;688325,196800722;1032487,79520108
