"ID_AGREG";"EXIGENCE";"GESTE";"GAIN";"COUT";"CEE";"CEE_ADEME";"BRANCHE"
"0101840701";"RT par element";"ENSMOD";0;0;0;0;"01"
"0101840701";"BBC renovation";"FENBBC";0.319787860003308;146.8992;459.7158;616.7049043699;"01"
"0101840701";"RT par element";"FENMOD";0;0;0;0;"01"
"0101840701";"BBC renovation";"FEN_MURBBC";0.639575720006616;178.3776;906.9714;1221.317555713;"01"
"0101840701";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0101840701";"GTB";"GTB";0.15;20;0;0;"01"
"0101841102";"BBC renovation";"ENSBBC";0.763078054799591;490.274552822732;459.7158;1350.4842223797;"01"
"0101841102";"RT par element";"ENSMOD";0;0;0;0;"01"
"0101841102";"BBC renovation";"FENBBC";0.273973531931629;241.3344;459.7158;616.7049043699;"01"
"0101841102";"RT par element";"FENMOD";0;0;0;0;"01"
"0101841102";"BBC renovation";"FEN_MURBBC";0.547947063863258;482.6688;459.7158;1221.317555713;"01"
"0101841102";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0101841102";"GTB";"GTB";0.15;20;0;0;"01"
"0101841703";"BBC renovation";"ENSBBC";0.933312639959764;108.08881922216;3550.7214;1608.817555713;"01"
"0101841703";"RT par element";"ENSMOD";0.583110374199075;39.8402151050786;0;992.1126513431;"01"
"0101841703";"BBC renovation";"FENBBC";0.335094108339107;146.8992;459.7158;616.7049043699;"01"
"0101841703";"RT par element";"FENMOD";0;0;0;0;"01"
"0101841703";"BBC renovation";"FEN_MURBBC";0.670188216678215;178.3776;906.9714;1221.317555713;"01"
"0101841703";"RT par element";"FEN_MURMOD";0.418716821222835;29.37984;0;604.6126513431;"01"
"0101841703";"GTB";"GTB";0.15;20;0;0;"01"
"0101841904";"BBC renovation";"ENSBBC";0.890681287492928;190.058302841464;4875.7214;1608.817555713;"01"
"0101841904";"RT par element";"ENSMOD";0;0;0;0;"01"
"0101841904";"BBC renovation";"FENBBC";0.319787860003308;146.8992;459.7158;616.7049043699;"01"
"0101841904";"RT par element";"FENMOD";0;0;0;0;"01"
"0101841904";"BBC renovation";"FEN_MURBBC";0.639575720006616;178.3776;906.9714;1221.317555713;"01"
"0101841904";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0101841904";"GTB";"GTB";0.15;20;0;0;"01"
"0101842005";"BBC renovation";"ENSBBC";0.890681287492928;190.058302841464;4875.7214;1608.817555713;"01"
"0101842005";"RT par element";"ENSMOD";0;0;0;0;"01"
"0101842005";"BBC renovation";"FENBBC";0.319787860003308;146.8992;459.7158;616.7049043699;"01"
"0101842005";"RT par element";"FENMOD";0;0;0;0;"01"
"0101842005";"BBC renovation";"FEN_MURBBC";0.639575720006616;178.3776;906.9714;1221.317555713;"01"
"0101842005";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0101842005";"GTB";"GTB";0.15;20;0;0;"01"
"0101842106";"BBC renovation";"ENSBBC";0.890681287492928;190.058302841464;4875.7214;1608.817555713;"01"
"0101842106";"RT par element";"ENSMOD";0;0;0;0;"01"
"0101842106";"BBC renovation";"FENBBC";0.319787860003308;146.8992;459.7158;616.7049043699;"01"
"0101842106";"RT par element";"FENMOD";0;0;0;0;"01"
"0101842106";"BBC renovation";"FEN_MURBBC";0.639575720006616;178.3776;906.9714;1221.317555713;"01"
"0101842106";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0101842106";"GTB";"GTB";0.15;20;0;0;"01"
"0101842207";"BBC renovation";"ENSBBC";0.890681287492928;190.058302841464;4875.7214;1608.817555713;"01"
"0101842207";"RT par element";"ENSMOD";0;0;0;0;"01"
"0101842207";"BBC renovation";"FENBBC";0.319787860003308;146.8992;459.7158;616.7049043699;"01"
"0101842207";"RT par element";"FENMOD";0;0;0;0;"01"
"0101842207";"BBC renovation";"FEN_MURBBC";0.639575720006616;178.3776;906.9714;1221.317555713;"01"
"0101842207";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0101842207";"GTB";"GTB";0.15;20;0;0;"01"
"0101842308";"BBC renovation";"ENSBBC";0.890681287492928;190.058302841464;4875.7214;1608.817555713;"01"
"0101842308";"RT par element";"ENSMOD";0;0;0;0;"01"
"0101842308";"BBC renovation";"FENBBC";0.319787860003308;146.8992;459.7158;616.7049043699;"01"
"0101842308";"RT par element";"FENMOD";0;0;0;0;"01"
"0101842308";"BBC renovation";"FEN_MURBBC";0.639575720006616;178.3776;906.9714;1221.317555713;"01"
"0101842308";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0101842308";"GTB";"GTB";0.15;20;0;0;"01"
"0102420701";"BBC renovation";"ENSBBC";0.810294595539805;324.003683193028;923.5714273;3918.5136686952;"01"
"0102420701";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102420701";"BBC renovation";"FENBBC";0.315712593582894;119.9999997;375.5357133;1717.764327757;"01"
"0102420701";"RT par element";"FENMOD";0.461781211916863;119.9999997;375.5357133;1717.764327757;"01"
"0102420701";"BBC renovation";"FEN_MURBBC";0.631425187165788;158.57142825;923.5714273;3401.8470020285;"01"
"0102420701";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102420701";"GTB";"GTB";0.15;20;0;0;"01"
"0102421102";"BBC renovation";"ENSBBC";0;0;0;0;"01"
"0102421102";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102421102";"BBC renovation";"FENBBC";0.352918870004909;119.9999997;375.5357133;1717.764327757;"01"
"0102421102";"RT par element";"FENMOD";0;0;0;0;"01"
"0102421102";"BBC renovation";"FEN_MURBBC";0.705837740009817;159.857142535;923.5714273;3401.8470020285;"01"
"0102421102";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102421102";"GTB";"GTB";0.15;20;0;0;"01"
"0102421703";"BBC renovation";"ENSBBC";0.87489151257965;197.935419217363;2182.946427;3918.5136686952;"01"
"0102421703";"RT par element";"ENSMOD";0.779745109350084;150.923571959741;1634.910713;3918.5136686952;"01"
"0102421703";"BBC renovation";"FENBBC";0.340881291891343;102.8571426;375.5357133;1717.764327757;"01"
"0102421703";"RT par element";"FENMOD";0.303809691143866;102.8571426;375.5357133;1717.764327757;"01"
"0102421703";"BBC renovation";"FEN_MURBBC";0.681762583782686;141.42857115;923.5714273;3401.8470020285;"01"
"0102421703";"RT par element";"FEN_MURMOD";0.607619382287732;138.85714258;375.5357133;3401.8470020285;"01"
"0102421703";"GTB";"GTB";0.15;20;0;0;"01"
"0102421904";"BBC renovation";"ENSBBC";0.810294595539805;324.003683193028;923.5714273;3918.5136686952;"01"
"0102421904";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102421904";"BBC renovation";"FENBBC";0.315712593582894;119.9999997;375.5357133;1717.764327757;"01"
"0102421904";"RT par element";"FENMOD";0.461781211916863;119.9999997;375.5357133;1717.764327757;"01"
"0102421904";"BBC renovation";"FEN_MURBBC";0.631425187165788;158.57142825;923.5714273;3401.8470020285;"01"
"0102421904";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102421904";"GTB";"GTB";0.15;20;0;0;"01"
"0102422005";"BBC renovation";"ENSBBC";0.810294595539805;324.003683193028;923.5714273;3918.5136686952;"01"
"0102422005";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102422005";"BBC renovation";"FENBBC";0.315712593582894;119.9999997;375.5357133;1717.764327757;"01"
"0102422005";"RT par element";"FENMOD";0.461781211916863;119.9999997;375.5357133;1717.764327757;"01"
"0102422005";"BBC renovation";"FEN_MURBBC";0.631425187165788;158.57142825;923.5714273;3401.8470020285;"01"
"0102422005";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102422005";"GTB";"GTB";0.15;20;0;0;"01"
"0102422106";"BBC renovation";"ENSBBC";0.810294595539805;324.003683193028;923.5714273;3918.5136686952;"01"
"0102422106";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102422106";"BBC renovation";"FENBBC";0.315712593582894;119.9999997;375.5357133;1717.764327757;"01"
"0102422106";"RT par element";"FENMOD";0.461781211916863;119.9999997;375.5357133;1717.764327757;"01"
"0102422106";"BBC renovation";"FEN_MURBBC";0.631425187165788;158.57142825;923.5714273;3401.8470020285;"01"
"0102422106";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102422106";"GTB";"GTB";0.15;20;0;0;"01"
"0102422207";"BBC renovation";"ENSBBC";0.810294595539805;324.003683193028;923.5714273;3918.5136686952;"01"
"0102422207";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102422207";"BBC renovation";"FENBBC";0.315712593582894;119.9999997;375.5357133;1717.764327757;"01"
"0102422207";"RT par element";"FENMOD";0.461781211916863;119.9999997;375.5357133;1717.764327757;"01"
"0102422207";"BBC renovation";"FEN_MURBBC";0.631425187165788;158.57142825;923.5714273;3401.8470020285;"01"
"0102422207";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102422207";"GTB";"GTB";0.15;20;0;0;"01"
"0102422308";"BBC renovation";"ENSBBC";0.810294595539805;324.003683193028;923.5714273;3918.5136686952;"01"
"0102422308";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102422308";"BBC renovation";"FENBBC";0.315712593582894;119.9999997;375.5357133;1717.764327757;"01"
"0102422308";"RT par element";"FENMOD";0.461781211916863;119.9999997;375.5357133;1717.764327757;"01"
"0102422308";"BBC renovation";"FEN_MURBBC";0.631425187165788;158.57142825;923.5714273;3401.8470020285;"01"
"0102422308";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102422308";"GTB";"GTB";0.15;20;0;0;"01"
"0102440701";"BBC renovation";"ENSBBC";0.732191978713323;133.248770385343;2033.65625;2631.8821722893;"01"
"0102440701";"RT par element";"ENSMOD";0.505092414428474;69.7546494257928;1522.15625;2631.8821722893;"01"
"0102440701";"BBC renovation";"FENBBC";0.181167006134807;53.9999999999999;197.15625;1198.524661255;"01"
"0102440701";"RT par element";"FENMOD";0.124975529920733;53.9999999999999;197.15625;1198.524661255;"01"
"0102440701";"BBC renovation";"FEN_MURBBC";0.603890020449356;65.9999999999999;708.65625;2373.548838956;"01"
"0102440701";"RT par element";"FEN_MURMOD";0.416585099735777;64.7999999999999;197.15625;2373.548838956;"01"
"0102440701";"GTB";"GTB";0.15;20;0;0;"01"
"0102441102";"BBC renovation";"ENSBBC";0.72314541707207;55.863317862897;511.5;1433.3575110343;"01"
"0102441102";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102441102";"BBC renovation";"FENBBC";0;0;0;0;"01"
"0102441102";"RT par element";"FENMOD";0;0;0;0;"01"
"0102441102";"BBC renovation";"FEN_MURBBC";0.59642868728352;35.9999999999999;511.5;1175.024177701;"01"
"0102441102";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102441102";"GTB";"GTB";0.15;20;0;0;"01"
"0102441703";"BBC renovation";"ENSBBC";0.94074662312083;112.075650615072;4677.40625;3148.548838956;"01"
"0102441703";"RT par element";"ENSMOD";0.849303500657155;86.3631600161843;2840.90625;3148.548838956;"01"
"0102441703";"BBC renovation";"FENBBC";0.232769893958317;54.0000000000001;197.15625;1198.524661255;"01"
"0102441703";"RT par element";"FENMOD";0.210144029144181;54.0000000000001;197.15625;1198.524661255;"01"
"0102441703";"BBC renovation";"FEN_MURBBC";0.775899646527721;66.0000000000001;708.65625;2373.548838956;"01"
"0102441703";"RT par element";"FEN_MURMOD";0.700480097147268;64.8000000000002;197.15625;2373.548838956;"01"
"0102441703";"GTB";"GTB";0.15;20;0;0;"01"
"0102441904";"BBC renovation";"ENSBBC";0.732191978713323;133.248770385343;2033.65625;2631.8821722893;"01"
"0102441904";"RT par element";"ENSMOD";0.505092414428474;69.7546494257928;1522.15625;2631.8821722893;"01"
"0102441904";"BBC renovation";"FENBBC";0.181167006134807;53.9999999999999;197.15625;1198.524661255;"01"
"0102441904";"RT par element";"FENMOD";0.124975529920733;53.9999999999999;197.15625;1198.524661255;"01"
"0102441904";"BBC renovation";"FEN_MURBBC";0.603890020449356;65.9999999999999;708.65625;2373.548838956;"01"
"0102441904";"RT par element";"FEN_MURMOD";0.416585099735777;64.7999999999999;197.15625;2373.548838956;"01"
"0102441904";"GTB";"GTB";0.15;20;0;0;"01"
"0102442005";"BBC renovation";"ENSBBC";0.732191978713323;133.248770385343;2033.65625;2631.8821722893;"01"
"0102442005";"RT par element";"ENSMOD";0.505092414428474;69.7546494257928;1522.15625;2631.8821722893;"01"
"0102442005";"BBC renovation";"FENBBC";0.181167006134807;53.9999999999999;197.15625;1198.524661255;"01"
"0102442005";"RT par element";"FENMOD";0.124975529920733;53.9999999999999;197.15625;1198.524661255;"01"
"0102442005";"BBC renovation";"FEN_MURBBC";0.603890020449356;65.9999999999999;708.65625;2373.548838956;"01"
"0102442005";"RT par element";"FEN_MURMOD";0.416585099735777;64.7999999999999;197.15625;2373.548838956;"01"
"0102442005";"GTB";"GTB";0.15;20;0;0;"01"
"0102442106";"BBC renovation";"ENSBBC";0.732191978713323;133.248770385343;2033.65625;2631.8821722893;"01"
"0102442106";"RT par element";"ENSMOD";0.505092414428474;69.7546494257928;1522.15625;2631.8821722893;"01"
"0102442106";"BBC renovation";"FENBBC";0.181167006134807;53.9999999999999;197.15625;1198.524661255;"01"
"0102442106";"RT par element";"FENMOD";0.124975529920733;53.9999999999999;197.15625;1198.524661255;"01"
"0102442106";"BBC renovation";"FEN_MURBBC";0.603890020449356;65.9999999999999;708.65625;2373.548838956;"01"
"0102442106";"RT par element";"FEN_MURMOD";0.416585099735777;64.7999999999999;197.15625;2373.548838956;"01"
"0102442106";"GTB";"GTB";0.15;20;0;0;"01"
"0102442207";"BBC renovation";"ENSBBC";0.732191978713323;133.248770385343;2033.65625;2631.8821722893;"01"
"0102442207";"RT par element";"ENSMOD";0.505092414428474;69.7546494257928;1522.15625;2631.8821722893;"01"
"0102442207";"BBC renovation";"FENBBC";0.181167006134807;53.9999999999999;197.15625;1198.524661255;"01"
"0102442207";"RT par element";"FENMOD";0.124975529920733;53.9999999999999;197.15625;1198.524661255;"01"
"0102442207";"BBC renovation";"FEN_MURBBC";0.603890020449356;65.9999999999999;708.65625;2373.548838956;"01"
"0102442207";"RT par element";"FEN_MURMOD";0.416585099735777;64.7999999999999;197.15625;2373.548838956;"01"
"0102442207";"GTB";"GTB";0.15;20;0;0;"01"
"0102442308";"BBC renovation";"ENSBBC";0.732191978713323;133.248770385343;2033.65625;2631.8821722893;"01"
"0102442308";"RT par element";"ENSMOD";0.505092414428474;69.7546494257928;1522.15625;2631.8821722893;"01"
"0102442308";"BBC renovation";"FENBBC";0.181167006134807;53.9999999999999;197.15625;1198.524661255;"01"
"0102442308";"RT par element";"FENMOD";0.124975529920733;53.9999999999999;197.15625;1198.524661255;"01"
"0102442308";"BBC renovation";"FEN_MURBBC";0.603890020449356;65.9999999999999;708.65625;2373.548838956;"01"
"0102442308";"RT par element";"FEN_MURMOD";0.416585099735777;64.7999999999999;197.15625;2373.548838956;"01"
"0102442308";"GTB";"GTB";0.15;20;0;0;"01"
"0102450701";"BBC renovation";"ENSBBC";0;0;0;0;"01"
"0102450701";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102450701";"BBC renovation";"FENBBC";0;0;0;0;"01"
"0102450701";"RT par element";"FENMOD";0;0;0;0;"01"
"0102450701";"BBC renovation";"FEN_MURBBC";0;0;0;0;"01"
"0102450701";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102450701";"GTB";"GTB";0.15;20;0;0;"01"
"0102451102";"BBC renovation";"ENSBBC";0;0;0;0;"01"
"0102451102";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102451102";"BBC renovation";"FENBBC";0;0;0;0;"01"
"0102451102";"RT par element";"FENMOD";0;0;0;0;"01"
"0102451102";"BBC renovation";"FEN_MURBBC";0;0;0;0;"01"
"0102451102";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102451102";"GTB";"GTB";0.15;20;0;0;"01"
"0102451703";"BBC renovation";"ENSBBC";0;0;0;0;"01"
"0102451703";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102451703";"BBC renovation";"FENBBC";0;0;0;0;"01"
"0102451703";"RT par element";"FENMOD";0;0;0;0;"01"
"0102451703";"BBC renovation";"FEN_MURBBC";0;0;0;0;"01"
"0102451703";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102451703";"GTB";"GTB";0.15;20;0;0;"01"
"0102451904";"BBC renovation";"ENSBBC";0;0;0;0;"01"
"0102451904";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102451904";"BBC renovation";"FENBBC";0;0;0;0;"01"
"0102451904";"RT par element";"FENMOD";0;0;0;0;"01"
"0102451904";"BBC renovation";"FEN_MURBBC";0;0;0;0;"01"
"0102451904";"RT par element";"FEN_MURMOD";0;0;0;0;"01"
"0102451904";"GTB";"GTB";0.15;20;0;0;"01"
"0102452005";"BBC renovation";"ENSBBC";0;0;0;0;"01"
"0102452005";"RT par element";"ENSMOD";0;0;0;0;"01"
"0102452005";"BBC renovation";"FENBBC";0;0;0;0;"01"
"0102452005";"RT par element";"FENMOD";0;0;0;0;"01"
"0102452005";"BBC renovation";"FEN_MURBBC";0;0;0;0;"01"
