"BRANCHE";"SS_BRANCHE";"BAT_TYPE";"ID_AGREG";"GESTE";"PERIODE_DETAIL";"PERIODE_SIMPLE";"COD_BRANCHE";"COD_SS_BRANCHE";"COD_BAT_TYPE";"COD_PERIODE_DETAIL";"COD_PERIODE_SIMPLE";"BESOIN";"SURFACE_CHAUFFEE";"ETABLISSEMENTS";"COUT_PLAN_MIN";"COUT_PLAN_MAX";"COUT_FEN_MIN";"COUT_FEN_MAX";"COUT_MUR_MIN";"COUT_MUR_MAX";"COUT_TOIT_MIN";"COUT_TOIT_MAX";"BESOIN_INIT";"COUT_FENMUR_MOY_M2";"COUT_TOIT_MOY_M2";"COUT_FEN_MOY_M2";"COUT_MUR_MOY_M2";"COUT_PLAN_MOY_M2";"COUT_ENS_MOY_M2";"GAIN_TOT";"Smur/Sparois";"Sfen/Sparois";"Stoit/Sparois";"Splancher/Sparois";"REPART_FEN";"REPART_MUR";"REPART_PLAN";"REPART_TOIT";"REPART_PLANTOIT";"REPART_FENMUR";"REPART_ENS";"GAIN_FEN";"GAIN_FENMUR";"GAIN_ENS";"EXIGENCE";"CEE_TOIT";"CEE_PLAN";"CEE_FEN";"CEE_MUR";"CEE_FENMUR";"CEE_ENS"
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Grand Hotel avec restaurant Luxe";"0218221102";"ENS_MAX";"1999-2008";"1999-2008";"02";"18";"22";"11";"02";20819928.5067762;518872.400088737;242686.128322682;0;0;154532691.769263;187646840.005533;0;0;5188724.00088737;6485905.00110922;49688766.9453287;0;12.5;361.643517700001;0;0;374.143517700001;0.580993254880246;0.279119753015148;0.186079835343432;0.26740020582071;0.26740020582071;0.46519958835858;0;0;0.53480041164142;0.53480041164142;0;1;0.270277823009402;0;0.580993254880246;"Maximale";310;0;651.9955634652;0;NA;961.9955634652
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Grand Hotel avec restaurant Luxe";"0218221703";"Etat initial";"Av 1980";"Av 1980";"02";"18";"22";"17";"03";227364906.266768;2340937.15016637;768;0;0;0;0;0;0;0;0;227364906.266768;0;0;0;0;0;0;0;0.279119753015148;0.186079835343432;0.26740020582071;0.26740020582071;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Grand Hotel avec restaurant Luxe";"0218221703";"ENS_MOD";"Av 1980";"Av 1980";"02";"18";"22";"17";"03";227364906.266768;2340937.15016637;1993562.83376062;0;0;0;0;0;0;0;0;227364906.266768;0;0;0;0;0;0;0;0.279119753015148;0.186079835343432;0.26740020582071;0.26740020582071;0;0;0;0;0;0;0;0;0;0;"RT par element";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Grand Hotel avec restaurant Luxe";"0218221703";"ENS_BBC";"Av 1980";"Av 1980";"02";"18";"22";"17";"03";158279571.333512;2340937.15016637;1993562.83376062;0;0;0;0;0;0;0;0;227364906.266768;0;0;0;0;0;0;0;0.279119753015148;0.186079835343432;0.26740020582071;0.26740020582071;0;0;0;0;0;0;0;0;0;0;"BBC renovation";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Grand Hotel avec restaurant Luxe";"0218221703";"ENS_MAX";"Av 1980";"Av 1980";"02";"18";"22";"17";"03";95653765.1532684;2340937.15016637;1993562.83376062;0;0;697187437.635934;846584745.700778;0;0;23409371.5016637;29261714.3770795;227364906.266768;0;12.5;361.6435177;0;0;374.1435177;0.579294066424493;0.279119753015148;0.186079835343432;0.26740020582071;0.26740020582071;0.46519958835858;0;0;0.53480041164142;0.53480041164142;0;1;0.269487361239242;0;0.579294066424493;"Maximale";310;0;651.9955634652;0;NA;961.9955634652
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Haut de gamme";"0218371703";"Etat initial";"Av 1980";"Av 1980";"02";"18";"37";"17";"03";23564205.8548526;247497;51;0;0;0;0;0;0;0;0;23564205.8548526;0;0;0;0;0;0;0;0.244765842239342;0.163177228159562;0.296028464800548;0.296028464800548;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Haut de gamme";"0218371703";"ENS_MOD";"Av 1980";"Av 1980";"02";"18";"37";"17";"03";23564205.8548526;247497;139772.859;0;0;0;0;0;0;0;0;23564205.8548526;0;0;0;0;0;0;0;0.244765842239342;0.163177228159562;0.296028464800548;0.296028464800548;0;0;0;0;0;0;0;0;0;0;"RT par element";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Haut de gamme";"0218371703";"ENS_BBC";"Av 1980";"Av 1980";"02";"18";"37";"17";"03";6848681.93783599;247497;139772.859;0;0;150669527.810556;182389428.402252;26588740.1327092;32186369.6343322;4331197.5;4949939.99999999;23564205.8548526;866.98343025;50.4413617486021;1858.60255622468;327.988685539537;0;2237.03260351282;0.709360800019254;0.244765842239342;0.163177228159562;0.296028464800548;0.296028464800548;0.163177228159562;0.244765842239342;0;0.592056929601096;0.592056929601096;0.407943070398904;1;0.115751529112191;0.289378822780477;0.709360800019254;"BBC renovation";310;0;516.4557813384;506.3291973906;1022.784978729;1332.784978729
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Haut de gamme";"0218371703";"ENS_MAX";"Av 1980";"Av 1980";"02";"18";"37";"17";"03";2589554.30807087;247497;139772.859;0;0;182389428.402252;222039304.141872;32186369.6343322;39183406.511361;4949939.99999999;5568682.5;23564205.8548526;1055.458089;22.5;897.139376;158.318713;0;1077.958089;0.890106446870239;0.244765842239342;0.163177228159562;0.296028464800548;0.296028464800548;0.163177228159562;0.244765842239342;0;0.592056929601096;0.592056929601096;0.407943070398904;1;0.145245102767242;0.363112756918104;0.890106446870239;"Maximale";310;0;516.4557813384;506.3291973906;1022.784978729;1332.784978729
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218380701";"Etat initial";"1981-1998";"1981-1998";"02";"18";"38";"07";"01";39211522.882467;574539.755601231;86;0;0;0;0;0;0;0;0;39211522.882467;0;0;0;0;0;0;0;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218380701";"ENS_MOD";"1981-1998";"1981-1998";"02";"18";"38";"07";"01";39211522.882467;574539.755601231;288974.458406695;0;0;0;0;0;0;0;0;39211522.882467;0;0;0;0;0;0;0;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0;0;0;0;0;0;0;0;0;0;"RT par element";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218380701";"ENS_BBC";"1981-1998";"1981-1998";"02";"18";"38";"07";"01";11033788.9462933;574539.755601231;288974.458406695;0;0;273853975.460739;331507443.97879;48327172.3327703;58501313.8765115;10054445.7230215;11490795.1120246;39211522.882467;678.8194447;50.4413617486022;1455.22452894405;256.804329660848;0;1762.4702203535;0.718608507520452;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0.148602845102757;0.222904267654135;0;0.628492887243108;0.628492887243108;0.371507112756892;1;0.106787268732585;0.266968171831462;0.718608507520452;"BBC renovation";206.6666666667;0;295.3742001384;289.5825491552;584.9567492936;791.6234159603
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218380701";"ENS_MAX";"1981-1998";"1981-1998";"02";"18";"38";"07";"01";4158717.146408;574539.755601231;288974.458406695;0;0;331507443.97879;403574279.626353;58501313.8765115;0;11490795.1120246;12927144.5010277;39211522.882467;0;22.5;702.430555399999;0;0;724.930555399999;0.893941452902164;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0.371507112756892;0;0;0.628492887243108;0.628492887243108;0;1;0.332105608141384;0;0.893941452902164;"Maximale";206.6666666667;0;295.3742001384;0;NA;502.0408668051
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381102";"Etat initial";"1999-2008";"1999-2008";"02";"18";"38";"11";"02";25963036.2520251;383630.249283777;54;0;0;0;0;0;0;0;0;25963036.2520251;0;0;0;0;0;0;0;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381102";"ENS_MOD";"1999-2008";"1999-2008";"02";"18";"38";"11";"02";25963036.2520251;383630.249283777;229267.473715349;0;0;0;0;0;0;0;0;25963036.2520251;0;0;0;0;0;0;0;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0;0;0;0;0;0;0;0;0;0;"RT par element";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381102";"ENS_BBC";"1999-2008";"1999-2008";"02";"18";"38";"11";"02";7358206.19001574;383630.249283777;229267.473715349;0;0;182857091.870723;221353321.738244;32268898.6940507;39062351.0506928;6713529.36246611;7672604.98567556;25963036.2520251;678.819444700002;50.4413617486023;1455.22452894406;256.804329660848;0;1762.47022035351;0.716589149335652;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0.148602845102757;0.222904267654135;0;0.628492887243108;0.628492887243108;0.371507112756892;1;0.106487186361042;0.266217965902606;0.716589149335652;"BBC renovation";206.6666666667;0;295.3742001384;289.5825491552;584.9567492936;791.6234159603
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381102";"ENS_MAX";"1999-2008";"1999-2008";"02";"18";"38";"11";"02";2792700.73722214;383630.249283777;229267.473715349;0;0;221353321.738244;269473609.072645;39062351.0506928;0;7672604.98567556;8631680.60888501;25963036.2520251;0;22.5000000000001;702.430555400003;0;0;724.930555400003;0.892435510619283;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0.371507112756892;0;0;0.628492887243108;0.628492887243108;0;1;0.331546139871892;0;0.892435510619283;"Maximale";206.6666666667;0;295.3742001384;0;NA;502.0408668051
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381703";"Etat initial";"Av 1980";"Av 1980";"02";"18";"38";"17";"03";114763357.596667;1830897.99511499;283;0;0;0;0;0;0;0;0;114763357.596667;0;0;0;0;0;0;0;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381703";"ENS_MOD";"Av 1980";"Av 1980";"02";"18";"38";"17";"03";114763357.596667;1830897.99511499;1721945.02218437;0;0;0;0;0;0;0;0;114763357.596667;0;0;0;0;0;0;0;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0;0;0;0;0;0;0;0;0;0;"RT par element";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381703";"ENS_BBC";"Av 1980";"Av 1980";"02";"18";"38";"17";"03";30611324.5226934;1830897.99511499;1721945.02218437;0;0;872696257.721355;1056421785.66269;154005222.564717;186427374.683605;32040714.9145122;36617959.9022997;114763357.596667;678.8194447;50.4413617486021;1455.22452894405;256.804329660848;0;1762.4702203535;0.733265694174998;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0.148602845102757;0.222904267654135;0;0.628492887243108;0.628492887243108;0.371507112756892;1;0.108965368370653;0.272413420926632;0.733265694174998;"BBC renovation";206.6666666667;0;295.3742001384;289.5825491552;584.9567492936;791.6234159603
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Hotel d'affaire avec restaurant Luxe";"0218381703";"ENS_MAX";"Av 1980";"Av 1980";"02";"18";"38";"17";"03";11166276.7484192;1830897.99511499;1721945.02218437;0;0;1056421785.66269;1286078695.58937;186427374.683605;0;36617959.9022997;41195204.8900872;114763357.596667;0;22.5;702.430555399999;0;0;724.930555399999;0.902701724816532;0.222904267654135;0.148602845102757;0.314246443621554;0.314246443621554;0.371507112756892;0;0;0.628492887243108;0.628492887243108;0;1;0.335360111467256;0;0.902701724816532;"Maximale";206.6666666667;0;295.3742001384;0;NA;502.0408668051
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218530701";"Etat initial";"1981-1998";"1981-1998";"02";"18";"53";"07";"01";27516660.5868424;192373.570265046;432;0;0;0;0;0;0;0;0;27516660.5868424;0;0;0;0;0;0;0;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218530701";"ENS_MOD";"1981-1998";"1981-1998";"02";"18";"53";"07";"01";21613242.5164854;192373.570265046;160487.161750191;1923735.70265046;2404669.62831307;26580802.4675115;33226003.0843894;0;0;0;0;27516660.5868424;0;0;172.7160495;0;12.5;185.2160495;0.21453977134056;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.701794625736327;0;0.298205374263673;0;0.298205374263673;0;1;0.150562858533505;0;0.21453977134056;"RT par element";0;620;1763.9717423168;0;NA;2383.9717423168
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218530701";"ENS_BBC";"1981-1998";"1981-1998";"02";"18";"53";"07";"01";2638080.59887216;192373.570265046;160487.161750191;2164202.66548177;2645136.59114438;26580802.4675115;33226003.0843894;6367327.68098185;10187724.289571;3847471.40530093;4328405.33096353;27516660.5868424;225.67407422;113.557546681261;871.698260164407;267.279260635056;69.396278527437;1321.93134600816;0.904127879524247;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.280717850294531;0.421076775441796;0.149102687131837;0.149102687131837;0.298205374263674;0.701794625736327;1;0.253804834731399;0.634512086828498;0.904127879524248;"BBC renovation";310;620;1763.9717423168;1729.384061095;3493.3558034118;4423.3558034118
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218530701";"ENS_MAX";"1981-1998";"1981-1998";"02";"18";"53";"07";"01";2023019.78904517;192373.570265046;160487.161750191;2164202.66548177;2645136.59114438;53161604.9350231;59806805.551901;15918319.2024546;20375448.5791419;4328405.33096353;4809339.25662614;27516660.5868424;416.804938539999;24.9999999999999;310.8888891;105.91604944;13.75;455.554938539999;0.926480185244116;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.280717850294531;0.421076775441796;0.149102687131837;0.149102687131837;0.298205374263674;0.701794625736327;1;0.260079525942207;0.650198814855518;0.926480185244117;"Maximale";310;620;1763.9717423168;1729.384061095;3493.3558034118;4423.3558034118
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531102";"Etat initial";"1999-2008";"1999-2008";"02";"18";"53";"11";"02";24466532.1382448;172510.012050693;402;0;0;0;0;0;0;0;0;24466532.1382448;0;0;0;0;0;0;0;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531102";"ENS_MOD";"1999-2008";"1999-2008";"02";"18";"53";"11";"02";19128931.7422734;172510.012050693;132572.418335973;1725100.12050693;2156375.15063365;23836198.2244744;29795247.780593;0;0;0;0;24466532.1382448;0;0;172.7160495;0;12.4999999999999;185.2160495;0.218159253866139;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.701794625736327;0;0.298205374263673;0;0.298205374263673;0;1;0.153102991917903;0;0.218159253866139;"RT par element";0;620;1763.9717423168;0;NA;2383.9717423168
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531102";"ENS_BBC";"1999-2008";"1999-2008";"02";"18";"53";"11";"02";2321479.02944727;172510.012050693;132572.418335973;1940737.63557028;2372012.66569702;23836198.2244744;29795247.780593;5709868.42664255;9135789.48262808;3450200.24101385;3881475.27114058;24466532.1382448;225.67407422;112.709165306423;865.185856629684;265.282433887473;68.8778232428141;1312.05527906639;0.905116139208856;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.280717850294531;0.421076775441796;0.149102687131837;0.149102687131837;0.298205374263674;0.701794625736327;1;0.254082256865595;0.635205642163988;0.905116139208857;"BBC renovation";310;620;1763.9717423168;1729.384061095;3493.3558034118;4423.3558034118
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531102";"ENS_MAX";"1999-2008";"1999-2008";"02";"18";"53";"11";"02";1784798.23795733;172510.012050693;132572.418335973;1940737.63557028;2372012.66569702;47672396.4489489;53631446.0050674;14274671.0666064;18271578.9652561;3881475.27114058;4312750.30126731;24466532.1382448;416.804938539999;25;310.888889099999;105.91604944;13.7499999999999;455.554938539999;0.927051442032219;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.280717850294531;0.421076775441796;0.149102687131837;0.149102687131837;0.298205374263674;0.701794625736327;1;0.260239887919729;0.650599719799323;0.927051442032219;"Maximale";310;620;1763.9717423168;1729.384061095;3493.3558034118;4423.3558034118
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531703";"Etat initial";"Av 1980";"Av 1980";"02";"18";"53";"17";"03";137493146.835384;992411.188569928;2429;0;0;0;0;0;0;0;0;137493146.835384;0;0;0;0;0;0;0;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531703";"ENS_MOD";"Av 1980";"Av 1980";"02";"18";"53";"17";"03";107660370.794086;992411.188569928;823029.313567637;9924111.88569928;12405139.8571241;137124271.975518;171405339.969398;0;0;0;0;137493146.835384;0;0;172.7160495;0;12.5;185.2160495;0.216976458303155;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.701794625736327;0;0.298205374263673;0;0.298205374263673;0;1;0.152272912348457;0;0.216976458303155;"RT par element";0;620;1763.9717423168;0;NA;2383.9717423168
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531703";"ENS_BBC";"Av 1980";"Av 1980";"02";"18";"53";"17";"03";12882923.1696326;992411.188569928;823029.313567637;11164625.8714117;13645653.8428365;137124271.975518;171405339.969398;32847585.1604318;52556136.2566908;19848223.7713986;22329251.7428234;137493146.835384;225.67407422;113.472389322689;871.044569384035;267.078826612818;69.3442379194209;1320.94002323896;0.906301343258534;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.280717850294531;0.421076775441796;0.149102687131837;0.149102687131837;0.298205374263674;0.701794625736327;1;0.254414964798581;0.636037411996453;0.906301343258535;"BBC renovation";310;620;1763.9717423168;1729.384061095;3493.3558034118;4423.3558034118
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Bas de gamme";"0218531703";"ENS_MAX";"Av 1980";"Av 1980";"02";"18";"53";"17";"03";9827152.99604874;992411.188569928;823029.313567637;11164625.8714117;13645653.8428365;274248543.951036;308529611.944915;82118962.9010794;105112272.513382;22329251.7428234;24810279.7142482;137493146.835384;416.80493854;25;310.8888891;105.91604944;13.75;455.55493854;0.928526234054309;0.421076775441796;0.280717850294531;0.149102687131837;0.149102687131837;0.280717850294531;0.421076775441796;0.149102687131837;0.149102687131837;0.298205374263674;0.701794625736327;1;0.260653888365802;0.651634720914505;0.92852623405431;"Maximale";310;620;1763.9717423168;1729.384061095;3493.3558034118;4423.3558034118
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218540701";"Etat initial";"1981-1998";"1981-1998";"02";"18";"54";"07";"01";126073244.152925;974525.361397072;953;0;0;0;0;0;0;0;0;126073244.152925;0;0;0;0;0;0;0;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218540701";"ENS_MOD";"1981-1998";"1981-1998";"02";"18";"54";"07";"01";98377290.7121305;974525.361397072;617671.165314767;9745253.61397072;12181567.0174634;122262090.107626;152827612.634533;0;0;0;0;126073244.152925;0;0;156.822612;0;12.5;169.322612;0.219681452848151;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.608216629051135;0;0.391783370948865;0;0.391783370948865;0;1;0.133613912716358;0;0.219681452848151;"RT par element";0;620;1163.6150853893;0;NA;1783.6150853893
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218540701";"ENS_BBC";"1981-1998";"1981-1998";"02";"18";"54";"07";"01";11494409.5372956;974525.361397072;617671.165314767;10963410.3157171;13399723.7192098;122262090.107626;152827612.634533;29121781.2814422;46594850.0503076;19490507.2279415;21926820.6314342;126073244.152925;204.63547752;112.737920450127;785.771340286091;239.569912421615;68.8953958306329;1206.97456898847;0.908827526296118;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.243286651620454;0.364929977430681;0.195891685474432;0.195891685474432;0.391783370948864;0.608216629051135;0.999999999999999;0.221105605773083;0.552764014432707;0.908827526296117;"BBC renovation";310;620;1163.6150853893;1140.7991033229;2304.4141887122;3234.4141887122
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218540701";"ENS_MAX";"1981-1998";"1981-1998";"02";"18";"54";"07";"01";8636966.92188971;974525.361397072;617671.165314767;10963410.3157171;13399723.7192098;244524180.215253;275089702.74216;72804453.2036056;93189700.1006153;21926820.6314342;24363134.0349269;126073244.152925;377.906432640001;25;282.2807016;95.62573104;13.75;416.656432640001;0.931492467097831;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.243286651620454;0.364929977430681;0.195891685474432;0.195891685474432;0.391783370948864;0.608216629051135;0.999999999999999;0.226619683329907;0.566549208324768;0.93149246709783;"Maximale";310;620;1163.6150853893;1140.7991033229;2304.4141887122;3234.4141887122
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218541102";"Etat initial";"1999-2008";"1999-2008";"02";"18";"54";"11";"02";91849662.9202136;743525.629186193;750;0;0;0;0;0;0;0;0;91849662.9202136;0;0;0;0;0;0;0;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218541102";"ENS_MOD";"1999-2008";"1999-2008";"02";"18";"54";"11";"02";71325438.5701973;743525.629186193;409051.504056513;7435256.29186193;9294070.36482741;93281305.0063377;116601631.257922;0;0;0;0;91849662.9202136;0;0;156.822612;0;12.5;169.322612;0.223454541883783;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.608216629051135;0;0.391783370948865;0;0.391783370948865;0;1;0.13590876821072;0;0.223454541883783;"RT par element";0;620;1163.6150853893;0;NA;1783.6150853893
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218541102";"ENS_BBC";"1999-2008";"1999-2008";"02";"18";"54";"11";"02";7929620.71159612;743525.629186193;409051.504056513;8364663.32834467;10223477.4013101;93281305.0063377;116601631.257922;22218806.8243455;35550090.9189527;14870512.5837239;16729326.6566893;91849662.9202136;204.63547752;113.081201462261;788.16397250711;240.299390149115;69.1051786713816;1210.64974278987;0.913667394528336;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.243286651620454;0.364929977430681;0.195891685474432;0.195891685474432;0.391783370948864;0.608216629051135;0.999999999999999;0.222283081109583;0.555707702773958;0.913667394528335;"BBC renovation";310;620;1163.6150853893;1140.7991033229;2304.4141887122;3234.4141887122
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218541102";"ENS_MAX";"1999-2008";"1999-2008";"02";"18";"54";"11";"02";5905666.14211122;743525.629186193;409051.504056513;8364663.32834467;10223477.4013101;186562610.012676;209882936.26426;55547017.0608637;71100181.8379056;16729326.6566893;18588140.7296548;91849662.9202136;377.90643264;25;282.2807016;95.6257310399999;13.75;416.65643264;0.93570290892367;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.243286651620454;0.364929977430681;0.195891685474432;0.195891685474432;0.391783370948864;0.608216629051135;0.999999999999999;0.227644027623558;0.569110069058895;0.935702908923669;"Maximale";310;620;1163.6150853893;1140.7991033229;2304.4141887122;3234.4141887122
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218541703";"Etat initial";"Av 1980";"Av 1980";"02";"18";"54";"17";"03";465805170.410066;3709721.00941672;3974;0;0;0;0;0;0;0;0;465805170.410066;0;0;0;0;0;0;0;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218541703";"ENS_MOD";"Av 1980";"Av 1980";"02";"18";"54";"17";"03";362453572.516442;3709721.00941672;3096752.62145356;37097210.0941672;46371512.617709;465414510.790404;581768138.488008;0;0;0;0;465805170.410066;0;0;156.822612;0;12.5;169.322612;0.221877309353694;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.608216629051135;0;0.391783370948865;0;0.391783370948865;0;1;0.13494946915804;0;0.221877309353694;"RT par element";0;620;1163.6150853893;0;NA;1783.6150853893
"Café Hôtel Restaurant";"Hôtel avec restaurant";"Moyen Hotel avec restaurant Haut de gamme";"0218541703";"ENS_BBC";"Av 1980";"Av 1980";"02";"18";"54";"17";"03";40976392.3127295;3709721.00941672;3096752.62145356;41734361.355938;51008663.87948;465414510.790404;581768138.488008;110857744.837475;177372391.739961;74194420.1883344;83468722.7118762;465805170.410066;204.63547752;113.06215197556;788.031199606594;240.258909680412;69.0935373183981;1210.44579858096;0.912031048782356;0.364929977430681;0.243286651620454;0.195891685474432;0.195891685474432;0.243286651620454;0.364929977430681;0.195891685474432;0.195891685474432;0.391783370948864;0.608216629051135;0.999999999999999;0.22188498003215;0.554712450080376;0.912031048782355;"BBC renovation";310;620;1163.6150853893;1140.7991033229;2304.4141887122;3234.4141887122
