"BRANCHE";"SS_BRANCHE";"BAT_TYPE";"ID_AGREG";"GESTE";"PERIODE_DETAIL";"PERIODE_SIMPLE";"COD_BRANCHE";"COD_SS_BRANCHE";"COD_BAT_TYPE";"COD_PERIODE_DETAIL";"COD_PERIODE_SIMPLE";"BESOIN";"SURFACE_CHAUFFEE";"ETABLISSEMENTS";"COUT_PLAN_MIN";"COUT_PLAN_MAX";"COUT_FEN_MIN";"COUT_FEN_MAX";"COUT_MUR_MIN";"COUT_MUR_MAX";"COUT_TOIT_MIN";"COUT_TOIT_MAX";"BESOIN_INIT";"COUT_FENMUR_MOY_M2";"COUT_TOIT_MOY_M2";"COUT_FEN_MOY_M2";"COUT_MUR_MOY_M2";"COUT_PLAN_MOY_M2";"COUT_ENS_MOY_M2";"GAIN_TOT";"Smur/Sparois";"Sfen/Sparois";"Stoit/Sparois";"Splancher/Sparois";"REPART_FEN";"REPART_MUR";"REPART_PLAN";"REPART_TOIT";"REPART_PLANTOIT";"REPART_FENMUR";"REPART_ENS";"GAIN_FEN";"GAIN_FENMUR";"GAIN_ENS";"EXIGENCE";"CEE_TOIT";"CEE_PLAN";"CEE_FEN";"CEE_MUR";"CEE_FENMUR";"CEE_ENS"
"Bureaux Administration";"Administration";"immeuble peri urbain";"0101421703";"ENS_BBC";"Av 1980";"Av 1980";"01";"01";"42";"17";"03";163387141.431146;6115575.55496122;4178525.15751877;0;0;419353751.291814;629030626.93772;172983422.74423;235886485.560313;55987869.0482718;78383016.6675806;1353616764.81416;141.42857115;16.4179198034913;131.755255488588;49.4082209042919;0;197.581396196371;0.879295864473444;0.334486368002762;0.334486368002762;0.165513631997238;0.165513631997238;0.334486368002762;0.334486368002762;0;0.331027263994476;0.331027263994476;0.668972736005524;1;0.294112480107571;0.588224960215142;0.879295864473444;"BBC renovation";516.6666666667;0;1717.764327757;1684.0826742715;3401.8470020285;3918.5136686952
"Bureaux Administration";"Administration";"immeuble peri urbain";"0101421703";"ENS_MAX";"Av 1980";"Av 1980";"01";"01";"42";"17";"03";50280542.8188517;6115575.55496122;4178525.15751877;78383016.6675806;100778164.286889;733869064.760674;1048384378.22953;196572071.300261;251612251.264334;67185442.8579261;89580590.4772349;1353616764.81416;212.57142812;14.6479410927338;171.428571;41.14285712;16.4789337293256;243.698302942059;0.962854668968469;0.334486368002762;0.334486368002762;0.165513631997238;0.165513631997238;0.334486368002762;0.334486368002762;0.165513631997238;0.165513631997238;0.331027263994476;0.668972736005524;1;0.322061761137765;0.64412352227553;0.962854668968469;"Maximale";516.6666666667;1033.3333333333;1717.764327757;1684.0826742715;3401.8470020285;4951.8470020285
"Bureaux Administration";"Administration";"immeuble rénové";"0101440701";"Etat initial";"1981-1998";"1981-1998";"01";"01";"44";"07";"01";176524918.875848;2647798.19785826;6245;0;0;0;0;0;0;0;0;176524918.875848;0;0;0;0;0;0;0;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Bureaux Administration";"Administration";"immeuble rénové";"0101440701";"ENS_MOD";"1981-1998";"1981-1998";"01";"01";"44";"07";"01";87194758.7102154;2647798.19785826;2047687.89909612;0;0;95320735.1228976;142981102.684346;22241504.8620095;28596220.5368692;6335068.24202861;12670136.4840572;176524918.875848;64.8000000000002;4.78515941823127;54.0000000000002;10.8;0;69.5851594182315;0.506048441967899;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0.215692649710128;0.503282849323633;0;0.28102450096624;0.28102450096624;0.718975499033761;1;0.109150929329738;0.363836431099127;0.506048441967899;"RT par element";258.3333333333;0;1198.524661255;1175.024177701;2373.548838956;2631.8821722893
"Bureaux Administration";"Administration";"immeuble rénové";"0101440701";"ENS_BBC";"1981-1998";"1981-1998";"01";"01";"44";"07";"01";46614752.6976824;2647798.19785826;2047687.89909612;0;0;95320735.1228976;142981102.684346;25418862.6994393;31773578.3742991;9502602.36304291;15837670.6050715;176524918.875848;66.0000000000002;11.1336400672973;100.513527109412;22.3363393576471;0;133.983506534356;0.735931034584034;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0.215692649710128;0.503282849323633;0;0.28102450096624;0.28102450096624;0.718975499033761;1;0.158734914853346;0.529116382844488;0.735931034584035;"BBC renovation";258.3333333333;0;1198.524661255;1175.024177701;2373.548838956;2631.8821722893
"Bureaux Administration";"Administration";"immeuble rénové";"0101440701";"ENS_MAX";"1981-1998";"1981-1998";"01";"01";"44";"07";"01";13409496.936491;2647798.19785826;2047687.89909612;25340272.9681144;38010409.4521715;214471654.02652;285962205.368692;25418862.6994393;31773578.3742991;9502602.36304291;15837670.6050715;176524918.875848;120;5.98144927278908;108;12;14.3554782546938;140.336927527483;0.924036237932379;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0.215692649710128;0.503282849323633;0.14051225048312;0.14051225048312;0.28102450096624;0.718975499033761;1;0.199307824587813;0.664359415292711;0.92403623793238;"Maximale";258.3333333333;516.6666666667;1198.524661255;1175.024177701;2373.548838956;3148.548838956
"Bureaux Administration";"Administration";"immeuble rénové";"0101441102";"Etat initial";"1999-2008";"1999-2008";"01";"01";"44";"11";"02";55809715.9819132;2104343.82645047;5194;0;0;0;0;0;0;0;0;55809715.9819132;0;0;0;0;0;0;0;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Bureaux Administration";"Administration";"immeuble rénové";"0101441102";"ENS_MOD";"1999-2008";"1999-2008";"01";"01";"44";"11";"02";55809715.9819132;2104343.82645047;1575967.97321267;0;0;0;0;0;0;0;0;55809715.9819132;0;0;0;0;0;0;0;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0;0;0;0;0;0;0;0;0;0;"RT par element";0;0;0;0;NA;NA
"Bureaux Administration";"Administration";"immeuble rénové";"0101441102";"ENS_BBC";"1999-2008";"1999-2008";"01";"01";"44";"11";"02";15253166.615759;2104343.82645047;1575967.97321267;0;0;0;0;55554677.0182924;75756377.7522168;35707794.5782346;40808908.089411;55809715.9819132;35.9999999999999;48.9097092792001;0;90.7944511474837;0;139.704160426684;0.726693348149231;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0;0.718975499033761;0;0.281024500966239;0.281024500966239;0.718975499033761;1;0;0.522474712630108;0.726693348149231;"BBC renovation";258.3333333333;0;0;1175.024177701;1175.024177701;1433.3575110343
"Bureaux Administration";"Administration";"immeuble rénové";"0101441102";"ENS_MAX";"1999-2008";"1999-2008";"01";"01";"44";"11";"02";12016505.874283;2104343.82645047;1575967.97321267;0;0;132573661.06638;189390944.380542;63130314.7935141;80806802.935698;40808908.089411;45910021.6005874;55809715.9819132;128.4;21.8167872680895;90;38.3999999999999;0;150.216787268089;0.784687922830905;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0.215692649710128;0.503282849323633;0;0.28102450096624;0.28102450096624;0.718975499033761;1;0.169251417270934;0.564171390903115;0.784687922830905;"Maximale";258.3333333333;0;1198.524661255;1175.024177701;2373.548838956;2631.8821722893
"Bureaux Administration";"Administration";"immeuble rénové";"0101441703";"Etat initial";"Av 1980";"Av 1980";"01";"01";"44";"17";"03";1281921094.76682;7695043.14221087;23965;0;0;0;0;0;0;0;0;1281921094.76682;0;0;0;0;0;0;0;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Bureaux Administration";"Administration";"immeuble rénové";"0101441703";"ENS_MOD";"Av 1980";"Av 1980";"01";"01";"44";"17";"03";193941398.452135;7695043.14221087;6817329.98096958;53840038.4905989;71786717.9874653;277021553.119591;415532329.679387;64638362.3945714;83106465.9358775;71786717.9874653;89733397.4843316;1281921094.76682;64.8;11.6611948531;54;10.8;9.32895588247997;85.79015073558;0.848710346335776;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0.215692649710128;0.503282849323633;0.14051225048312;0.14051225048312;0.28102450096624;0.718975499033761;1;0.183060583437564;0.610201944791881;0.848710346335777;"RT par element";258.3333333333;516.6666666667;1198.524661255;1175.024177701;2373.548838956;3148.548838956
"Bureaux Administration";"Administration";"immeuble rénové";"0101441703";"ENS_BBC";"Av 1980";"Av 1980";"01";"01";"44";"17";"03";75063715.0759901;7695043.14221087;6817329.98096958;53840038.4905989;71786717.9874653;277021553.119591;415532329.679387;73872414.1652244;92340517.7065306;80760057.7358984;98706737.2327647;1281921094.76682;66;16.2592491774277;68.4476448005973;15.2105877334661;11.8249084926747;111.742390204166;0.941444356144522;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0.215692649710128;0.503282849323633;0.14051225048312;0.14051225048312;0.28102450096624;0.718975499033761;1;0.203062627731457;0.676875425771526;0.941444356144523;"BBC renovation";258.3333333333;516.6666666667;1198.524661255;1175.024177701;2373.548838956;3148.548838956
"Bureaux Administration";"Administration";"immeuble rénové";"0101441703";"ENS_MAX";"Av 1980";"Av 1980";"01";"01";"44";"17";"03";60795768.7390841;7695043.14221087;6817329.98096958;53840038.4905989;71786717.9874653;623298494.51908;831064659.358775;73872414.1652244;92340517.7065306;80760057.7358984;98706737.2327647;1281921094.76682;120;12.82731433841;108;12;9.32895588247997;142.15627022089;0.952574484508235;0.503282849323633;0.215692649710128;0.14051225048312;0.14051225048312;0.215692649710128;0.503282849323633;0.14051225048312;0.14051225048312;0.28102450096624;0.718975499033761;1;0.20546331460984;0.684877715366136;0.952574484508236;"Maximale";258.3333333333;516.6666666667;1198.524661255;1175.024177701;2373.548838956;3148.548838956
"Bureaux Administration";"Administration";"plateau large bureaux cloisonnés";"0101840701";"Etat initial";"1981-1998";"1981-1998";"01";"01";"84";"07";"01";692496957.682043;11442747.2948274;1577;0;0;0;0;0;0;0;0;692496957.682043;0;0;0;0;0;0;0;0.359037362178609;0.359037362178609;0.140962637821391;0.140962637821391;0;0;0;0;0;0;0;0;0;0;"Etat initial";0;0;0;0;NA;NA
"Bureaux Administration";"Administration";"plateau large bureaux cloisonnés";"0101840701";"ENS_MOD";"1981-1998";"1981-1998";"01";"01";"84";"07";"01";692496957.682043;11442747.2948274;7508233.98859088;0;0;0;0;0;0;0;0;692496957.682043;0;0;0;0;0;0;0;0.359037362178609;0.359037362178609;0.140962637821391;0.140962637821391;0;0;0;0;0;0;0;0;0;0;"RT par element";0;0;0;0;NA;NA
"Bureaux Administration";"Administration";"plateau large bureaux cloisonnés";"0101840701";"ENS_BBC";"1981-1998";"1981-1998";"01";"01";"84";"07";"01";75702875.8288654;11442747.2948274;7508233.98859088;37424612.6354372;48117359.1027049;1200664588.15165;1680930423.41231;264146209.393363;360199376.445495;74849225.2708743;85541971.738142;692496957.682043;178.3776;18.854097840135;370.489784389013;79.3906680833601;10.6054300350759;479.339980347584;0.890681287492928;0.359037362178609;0.359037362178609;0.140962637821391;0.140962637821391;0.359037362178609;0.359037362178609;0.140962637821391;0.140962637821391;0.281925275642782;0.718074724357218;1;0.319787860003308;0.639575720006616;0.890681287492928;"BBC renovation";129.1666666667;258.3333333333;616.7049043699;604.6126513431;1221.317555713;1608.817555713
