"scenario";"Geste";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026";"2027";"2028";"2029";"2030";"2031";"2032";"2033";"2034";"2035";"2036";"2037";"2038";"2039";"2040";"2041";"2042";"2043";"2044";"2045";"2046";"2047";"2048";"2049";"2050"
"AME";"ENSBBC";31.32786391619;60.69063331111;73.11212987188;36.6307667791;38.9949766806;38.60569819544;122.70042988563;124.4557878933;1381.17751087343;626.33993713615;553.53811450425;43.268903780828;45.590424106272;53.23576906893;61.881689488991;70.050878285206;76.04648950537;84.57083765745;103.42028779204;132.2664611925;164.36137687223;135.27589265185;137.38373940042;140.13762354662;111.35834648401;114.28300660591;113.83749227954;114.93059500714;116.08947269123;115.9916787936;207.470967372139;257.293519352168;299.388174529358;258.557872447036;263.658218857887;278.393173906041;865.121017356036;864.765577464588;2155.74172009903;1415.92896018849;1322.1768832108
"AME";"FEN_MURBBC";22.24580031313;31.02170510994;38.06519636656;37.90218075459;39.21670363663;43.6993056543005;401.732900765628;394.530335244619;910.130222284578;648.710789117029;559.908570880919;307.654362385563;301.061182076346;295.375819324991;288.416536864893;283.329226282176;277.124268530913;271.144496056377;265.509667987328;258.938713041152;253.873678085978;243.436701523688;232.48746997354;221.586407460897;210.80787942463;201.057595003551;193.862262958396;186.823169381111;181.721651407246;174.830002579106;184.149437403985;183.125712661423;181.636282375789;179.761788527301;176.973151975415;176.946469853386;347.171866575418;340.377999835788;716.025896232382;499.472333168653;414.375903418522
"AME";"FENBBC";7.19481105394;7.45629186053;8.70201856748;8.93752326081;8.945845575762;10.33870059855;11.57693048409;11.8771187627;13.39351312481;13.32691491005;13.27518150384;10.81127406931;10.44452934926;10.66808565434;10.95864062084;10.8229002718;10.60823930691;11.003355852708;11.150068853226;11.198873275546;12.5798399706;12.96119387247;13.35998044682;13.11056141111;13.06683824056;12.49902876665;12.36444772561;11.98651668132;11.81706774246;11.66122864081;11.39720386723;11.08869785575;11.02302829266;10.88952099835;10.76997772026;10.79013150165;11.13873408791;11.11430011607;10.97647927201;10.89141261731;11.48632451044
"AME";"ENSMOD";39.96115764205;55.84420871165;81.43017671459;68.63739409089;69.03578277616;73.2344404452488;358.527715696712;354.626106778483;413.432797246496;394.036871563816;382.251118933046;707.323048881857;698.517104323971;691.48355831098;683.316304608419;673.902363606594;665.127456842304;656.990923971097;647.951297813551;647.649010670803;628.768961286287;611.762585140516;596.181821031056;581.781221622318;567.355125670723;554.543390481394;544.286106712932;535.415665966323;528.665953273317;522.670838814538;519.31732614348;514.859377422108;516.620893627729;505.5658737412;498.06916688735;493.474264171213;587.205120347169;576.353262624168;633.527985513068;590.450654555409;578.119666070437
"AME";"FEN_MURMOD";9.23564686675;12.27329088586;17.55578950322;18.04700897216;17.91543173138;19.07916582298;31.499208747053;33.51796942698;90.0975461598;77.44807047445;78.9863435011;31.47933122077;33.61494755993;35.33190868662;37.07521379318;38.98712079456;40.54767685867;43.974396398;48.02058730891;51.46662841853;55.50750936841;54.74807038682;53.70628246513;52.59183052088;50.3196351188;48.5416823775;47.1294523237;45.86145814138;45.03208532193;43.8629203074;45.451778005377;46.132400678512;47.60338177841;46.28902978689;45.477535486068;45.82453013579;52.612936306127;55.05163196985;63.446978120493;63.954673162696;63.5491458038
"AME";"FENMOD";4.17689883111;5.28929940087;6.51006291163;6.78730439656;6.96205330398;7.32642400877;9.13167440889;9.74756956266;13.98165712154;14.16466906796;14.46747457721;10.474109186305;10.730356421685;10.993053103129;11.295401970113;11.608166947168;11.902144192978;12.27067683958;12.77287268199;13.08236030526;13.750546596606;13.590381289192;13.50908837678;13.3632911313048;13.266543463251;12.768153482609;12.34544741659;11.97853659268;11.745988464676;11.500744860363;11.20973951156;10.98146394095;10.71266163894;10.49965640524;10.35525590907;10.24844013969;10.24074971511;10.12476008986;10.02238456792;9.96797710638;9.7697177978361
"AME";"GTB";52.279274611323;59.1769140159;61.8777039308;63.56054600901;66.20246298634;71.60772705933;70.986544421243;70.39629789798;65.072590641102;62.98609083249;65.00594924423;73.03839331894;73.57368640787;73.752977740073;74.445347555442;75.246345296494;76.49570020069;79.032072675132;83.33204336822;88.478236630304;99.993873426001;113.915254070007;123.312941079645;128.58008943068;133.269401983315;98.418657105892;92.846190297636;87.163676985796;85.651714144839;85.686010094116;85.7457317726411;80.6553897236281;78.423626271127;75.947566911894;75.0578125222581;74.0628743475761;74.521020336971;73.435913552373;73.004847631428;72.522583931734;72.339960267574
