"scenario";"TC";"Taxes_ener";"sub_elec";"COFP"
"REF";12.1212192182407;10.7085847908046;0;-5.70745100226133
"SIM";12.3108387925339;10.6212478080058;4.49744575543383;-4.60866021127646
"REF prix SIM";16.2068719526639;12.3189246480776;4.49744575543383;-6.00708771132692
"SIM prix REF";9.01617905266488;9.82294794872159;0;-4.70978175034662
