ID_AGREG_PARC;ID_AGREG;ID_GESTE_BATI;BRANCHE;SS_BRANCHE;BAT_TYPE;OCCUPANT;PERIODE_DETAIL;GESTE;CINT;COUT_VARIABLE
01014404;0101440407;0101440407GTB;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1981_1998;GTB;0.025343;9.104472
01014404;0101440407;0101440407FENMOD;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1981_1998;FENMOD;1.847555;8.028583
01014404;0101440407;0101440407ENSBBC;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1981_1998;ENSBBC;11.40888;4.253035
01014404;0101440407;0101440407FENBBC;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1981_1998;FENBBC;6.65525;7.70678
01014404;0101440411;0101440411FEN_MURBBC;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1999_2008;FEN_MURBBC;0.954779;3.840389
01014404;0101440411;0101440411ENSBBC;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1999_2008;ENSBBC;2.436674;2.792494
01014404;0101440411;0101440411GTB;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1999_2008;GTB;-2.980094;6.028339
01014404;0101440411;0101440411Etat initial;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_1999_2008;Etat initial;0;1.80682
01014404;0101440417;0101440417FEN_MURBBC;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;FEN_MURBBC;20.90716;11.21413
01014404;0101440417;0101440417FENBBC;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;FENBBC;19.62259;12.4987
01014404;0101440417;0101440417ENSBBC;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;ENSBBC;30.79764;4.230885
01014404;0101440417;0101440417FENMOD;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;FENMOD;9.29937;12.78903
01014404;0101440417;0101440417FEN_MURMOD;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;FEN_MURMOD;10.46742;11.62098
01014404;0101440417;0101440417GTB;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;GTB;5.6119;14.80732
01014404;0101440417;0101440417Etat initial;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;Etat initial;0;12.13503
01014404;0101440417;0101440417ENSMOD;Bureaux Administration;Administration;immeuble rénové;Para public;PERIODE_BEFORE_1980;ENSMOD;18.8415;5.246073
01014405;0101440507;0101440507FEN_MURBBC;Bureaux Administration;Administration;immeuble rénové;Privé;PERIODE_1981_1998;FEN_MURBBC;4.060514;8.467486
01014405;0101440507;0101440507FENMOD;Bureaux Administration;Administration;immeuble rénové;Privé;PERIODE_1981_1998;FENMOD;0.252281;8.362676
01014405;0101440507;0101440507FEN_MURMOD;Bureaux Administration;Administration;immeuble rénové;Privé;PERIODE_1981_1998;FEN_MURMOD;-0.217986;8.832943
01014405;0101440507;0101440507Etat initial;Bureaux Administration;Administration;immeuble rénové;Privé;PERIODE_1981_1998;Etat initial;0;4.732926
01014405;0101440507;0101440507ENSMOD;Bureaux Administration;Administration;immeuble rénové;Privé;PERIODE_1981_1998;ENSMOD;2.840482;6.554195
01014405;0101440507;0101440507GTB;Bureaux Administration;Administration;immeuble rénové;Privé;PERIODE_1981_1998;GTB;-0.936861;8.9008
01014405;0101440507;0101440507ENSBBC;Bureaux Administration;Administration;immeuble rénové;Privé;PERIODE_1981_1998;ENSBBC;8.022067;5.639813
