ID_segment;ID_AGREG2;ID_AGREG;ID_AGREG_RDT_COUT;ID;ID_BRANCHE;ID_BAT_TYPE;ID_PRODUCTION_CHAUD;ID_ENERGIE;BESOIN;SURFACES 2009;SURFACES 2009 recal;BESOIN_U;RDT systeme;Système chaud
0142;01420404;01024205;0102420404;010242051102040204;01;42;04;04;90319010,7150074;1794906,07084236;1842659,93045009;50,3196307496;0,7267969569;Chaudière gaz
0142;01420303;01014201;0101420303;010142011703030103;01;42;03;03;73012923,8616442;346498,703950104;329043,39837546;210,7162971442;0,5515851421;Chaudière fioul
0142;01420404;01014203;0101420404;010142031703040204;01;42;04;04;105841611,103112;455985,578621491;468117,172390306;232,1161371443;0,7273019441;Chaudière gaz
0142;01420404;01014201;0101420404;010142010701040204;01;42;04;04;19846282,3076135;235637,345583824;241906,52752161;84,223840913;0,7273019441;Chaudière gaz
0142;01420303;01014201;0101420303;010142011703030203;01;42;03;03;165948176,433654;740389,277745537;703091,241880159;224,1363853066;0,5515851421;Chaudière fioul
0142;01420303;01014205;0101420303;010142051102030103;01;42;03;03;148788,126719577;2852,2312533491;2708,5465366988;52,1655200801;0,5515851421;Chaudière fioul
0142;01420101;01014203;0101420101;010142031102010201;01;42;01;01;613145,317869462;12563,3632373336;14017,4432040149;48,8042338892;0,6604349309;Autre système centralisé
0142;01420602;01024204;0102420602;010242041703060202;01;42;06;02;34918852,1030554;158604,720842199;165902,663056221;220,1627537796;0,92;Electrique direct
0142;01420101;01014203;0101420101;010142031703010101;01;42;01;01;2717514,10502086;13356,1254296635;14901,9594593638;203,46575205;0,6604349309;Autre système centralisé
0142;01420502;01024203;0102420502;010242031102050102;01;42;05;02;74198,3573139246;1405,7097012879;1470,3911818593;52,7835564099;2,4570171105;DRV
0142;01420602;01024203;0102420602;010242031102060202;01;42;06;02;299593,556694542;5598,9356941214;5856,5617530353;53,5090190461;0,92;Electrique direct
0142;01420303;01014204;0101420303;010142040701030103;01;42;03;03;16617,6568157293;278,4945705916;264,4650582871;59,669589897;0,5515851421;Chaudière fioul
0142;01420602;01014205;0101420602;010142051102060202;01;42;06;02;531959,33317716;10898,2668048264;11399,7330975842;48,8113699824;0,92;Electrique direct
0142;01420101;01014202;0101420101;010142021102010101;01;42;01;01;11049,6677489715;279,0096372066;311,3021305707;39,6031759318;0,6604349309;Autre système centralisé
0142;01420502;01024203;0102420502;010242030701050102;01;42;05;02;80377,1071650439;905,2729635315;946,9276490962;88,7877031603;2,4570171105;DRV
0142;01420106;01014201;0101420106;010142011703010206;01;42;01;06;1129327,0818576;4287,032537336;4783,212422554;263,4286238843;0,6730903273;Autre système centralisé
0142;01420303;01024203;0102420303;010242031102030103;01;42;03;03;52474,735709558;963,8954402139;915,3380018768;54,4402779807;0,5507872177;Chaudière fioul
0142;01420502;01024203;0102420502;010242031102050202;01;42;05;02;71879,7993027517;1260,7608339482;1318,7727245338;57,0130332155;2,4570171105;DRV
0142;01420602;01014202;0101420602;010142021703060202;01;42;06;02;2332963,45949614;10634,4953922681;11123,8246659237;219,3769777918;0,92;Electrique direct
0142;01420502;01014206;0101420502;010142061703050102;01;42;05;02;109550,399251017;512,8930852872;536,4930391758;213,593051639;2,4570171105;DRV
0142;01420303;01014205;0101420303;010142050701030203;01;42;03;03;563894,829189145;6538,4793794273;6209,0953030648;86,242503259;0,5515851421;Chaudière fioul
0142;01420303;01014202;0101420303;010142021703030203;01;42;03;03;1663205,83369826;8011,1943538279;7607,6204187171;207,6102214277;0,5515851421;Chaudière fioul
0142;01420303;01024203;0102420303;010242030701030203;01;42;03;03;89449,3750977506;1274,8200875654;1210,5994312471;70,1662736336;0,5507872177;Chaudière fioul
0142;01420404;01024203;0102420404;010242031102040104;01;42;04;04;130632,315850363;2503,5833486505;2570,1917186871;52,1781373569;0,7267969569;Chaudière gaz
0142;01420602;01024202;0102420602;010242021102060202;01;42;06;02;36821,756443361;650,7442736041;680,6872291457;56,5840652572;0,92;Electrique direct
0142;01420404;01014202;0101420404;010142020701040104;01;42;04;04;274548,596073157;3252,1058702675;3338,62884196;84,42178915;0,7273019441;Chaudière gaz
0142;01420106;01014205;0101420106;010142050701010206;01;42;01;06;225396,685753236;2390,2627339872;2666,9110399334;94,2978705011;0,6730903273;Autre système centralisé
0142;01420602;01014202;0101420602;010142021102060202;01;42;06;02;73611,2672202304;1420,7522836049;1486,12592451;51,8114720417;0,92;Electrique direct
0142;01420303;01024203;0102420303;010242030701030103;01;42;03;03;43061,4579419355;678,8809300715;644,6814541482;63,430059727;0,5507872177;Chaudière fioul
0142;01420106;01014204;0101420106;010142041703010206;01;42;01;06;290699,493815538;1002,9474111593;1119,0282495982;289,8452008361;0,6730903273;Autre système centralisé
0142;01420101;01024203;0102420101;010242031703010201;01;42;01;01;163724,186794298;837,0224220702;933,8991510641;195,6031074883;0,665399002;Autre système centralisé
0142;01420106;01024202;0102420106;010242021102010106;01;42;01;06;10179,1288900553;215,1260881;240,0247182763;47,3170361622;0,6774240351;Autre système centralisé
0142;01420106;01024203;0102420106;010242030701010206;01;42;01;06;57881,6886246661;615,8416308491;687,118960108;93,9879438564;0,6774240351;Autre système centralisé
0142;01420106;01014202;0101420106;010142021102010106;01;42;01;06;9566,2327225879;153,8602504143;171,6679905528;62,1748157619;0,6730903273;Autre système centralisé
0142;01420106;01014202;0101420106;010142020701010206;01;42;01;06;54258,0349693668;581,1407415781;648,4018001169;93,3647068385;0,6730903273;Autre système centralisé
0142;01420404;01014204;0101420404;010142040701040104;01;42;04;04;55694,7758511561;760,3701593047;780,5999698932;73,2469247637;0,7273019441;Chaudière gaz
0142;01420106;01014202;0101420106;010142021102010206;01;42;01;06;24840,250847658;399,4289995857;445,6587945409;62,1894025557;0,6730903273;Autre système centralisé
0142;01420106;01024202;0102420106;010242020701010206;01;42;01;06;78258,8977377164;793,4052628953;885,2337547124;98,6367262704;0,6774240351;Autre système centralisé
0142;01420502;01024205;0102420502;010242051102050102;01;42;05;02;19385908,2698102;382752,345157944;400364,081318201;50,6486988651;2,4570171105;DRV
0142;01420602;01014201;0101420602;010142011703060202;01;42;06;02;303900615,224073;1465900,92688327;1533352,01030039;207,3132021754;0,92;Electrique direct
0142;01420303;01024205;0102420303;010242051703030203;01;42;03;03;239278507,597766;1002476,95734541;951975,926829224;238,6872893631;0,5507872177;Chaudière fioul
0142;01420303;01024205;0102420303;010242051703030103;01;42;03;03;117349768,735117;547234,768793907;519667,132893767;214,4413612347;0,5507872177;Chaudière fioul
0142;01420602;01024205;0102420602;010242051703060202;01;42;06;02;661687598,241606;3032065,12281428;3171580,74339575;218,2300087366;0,92;Electrique direct
0142;01420303;01024205;0102420303;010242050701030203;01;42;03;03;45631788,5187154;536496,083401783;509469,422209059;85,0552127601;0,5507872177;Chaudière fioul
0142;01420101;01024205;0102420101;010242050701010201;01;42;01;01;7597047,07532531;89600,9918966475;99971,3843505186;84,7875332015;0,665399002;Autre système centralisé
0142;01420404;01024205;0102420404;010242051102040104;01;42;04;04;41267312,1270058;877589,948215029;900938,416338793;47,0234557847;0,7267969569;Chaudière gaz
0142;01420502;01014201;0101420502;010142010701050202;01;42;05;02;6053776,92252264;72003,7049345157;75316,8400985718;84,0759087054;2,4570171105;DRV
0142;01420101;01024205;0102420101;010242051703010101;01;42;01;01;22836141,484203;97398,4970402049;108671,370446441;234,4609226853;0,665399002;Autre système centralisé
0142;01420106;01014203;0101420106;010142030701010106;01;42;01;06;1105892,46709518;11628,6573335056;12974,5547137393;95,1006152627;0,6730903273;Autre système centralisé
0142;01420502;01024204;0102420502;010242041102050102;01;42;05;02;1004077,13239326;19568,1522900508;20468,549478039;51,3118008032;2,4570171105;DRV
0142;01420303;01014203;0101420303;010142031703030103;01;42;03;03;15856499,264415;72776,4250767234;69110,2216425908;217,8796120818;0,5515851421;Chaudière fioul
0142;01420106;01014201;0101420106;010142010701010106;01;42;01;06;223610,683831671;2375,0657782813;2649,955193043;94,1492593075;0,6730903273;Autre système centralisé
0142;01420404;01014203;0101420404;010142031102040104;01;42;04;04;3113114,06823995;66349,881189225;68115,1339580301;46,9196630415;0,7273019441;Chaudière gaz
0142;01420502;01014203;0101420502;010142031102050202;01;42;05;02;1300184,27292154;24463,2169978706;25588,8527486322;53,1485402363;2,4570171105;DRV
0142;01420502;01024201;0102420502;010242011703050102;01;42;05;02;604394,433522119;2714,5606582264;2839,4668193734;222,649080134;2,4570171105;DRV
0142;01420101;01024205;0102420101;010242051703010201;01;42;01;01;37995585,5765115;157397,416956283;175614,547710204;241,3990414281;0,665399002;Autre système centralisé
0142;01420303;01014203;0101420303;010142031102030203;01;42;03;03;1862479,24469801;38827,3563455559;36871,3797085846;47,9682218929;0,5515851421;Chaudière fioul
0142;01420502;01014202;0101420502;010142021703050102;01;42;05;02;700888,538140085;3147,2549792985;3292,0708766422;222,6983650039;2,4570171105;DRV
0142;01420502;01024201;0102420502;010242011102050102;01;42;05;02;40818,9131606334;803,5583024134;840,5327507493;50,79769948;2,4570171105;DRV
0142;01420502;01024204;0102420502;010242041703050102;01;42;05;02;11169500,1372627;48514,1654753775;50746,4671012103;230,23172774;2,4570171105;DRV
0142;01420106;01014203;0101420106;010142031703010106;01;42;01;06;7082325,65391422;27103,3540498923;30240,2882775603;261,3080890607;0,6730903273;Autre système centralisé
0142;01420101;01014201;0101420101;010142011102010101;01;42;01;01;459367,754226079;9960,7884728745;11113,6472016356;46,1176096126;0,6604349309;Autre système centralisé
0142;01420602;01024204;0102420602;010242040701060202;01;42;06;02;7033323,92944849;85267,2797343469;89190,7170503599;82,4856140757;0,92;Electrique direct
0142;01420404;01014205;0101420404;010142050701040104;01;42;04;04;814520,210836883;9667,9459493636;9925,1637175025;84,2495619135;0,7273019441;Chaudière gaz
0142;01420404;01024201;0102420404;010242011102040204;01;42;04;04;148794,126482093;2949,0009443036;3027,4597446636;50,4557744444;0,7267969569;Chaudière gaz
0142;01420502;01014202;0101420502;010142021102050202;01;42;05;02;11101,2689382614;212,0561489725;221,8135730461;52,3506108738;2,4570171105;DRV
0142;01420404;01024201;0102420404;010242010701040104;01;42;04;04;111758,660454047;1560,5076818849;1602,0253222606;71,616860174;0,7267969569;Chaudière gaz
0142;01420101;01024204;0102420101;010242040701010201;01;42;01;01;190774,010805138;2941,9159124826;3282,4123950877;64,8468605087;0,665399002;Autre système centralisé
0142;01420106;01024204;0102420106;010242041703010206;01;42;01;06;3270204,38486385;11879,8214736577;13254,7885176148;275,2738660354;0,6774240351;Autre système centralisé
0142;01420101;01014201;0101420101;010142010701010201;01;42;01;01;1941776,77795475;24268,7077980873;27077,5609021332;80,0115438412;0,6604349309;Autre système centralisé
0142;01420303;01024203;0102420303;010242031102030203;01;42;03;03;123283,557529477;2263,1049076028;2149,0981674351;54,4754054995;0,5507872177;Chaudière fioul
0142;01420602;01014204;0101420602;010142040701060202;01;42;06;02;100779,365021166;1449,1360657238;1515,8157409047;69,5444461047;0,92;Electrique direct
0142;01420404;01024203;0102420404;010242030701040204;01;42;04;04;573965,624652469;6967,9050732061;7153,2876768037;82,3727675137;0,7267969569;Chaudière gaz
0142;01420101;01014205;0101420101;010142051703010101;01;42;01;01;237628,387035139;968,4392030632;1080,5260716445;245,3725399421;0,6604349309;Autre système centralisé
0142;01420404;01014202;0101420404;010142021102040204;01;42;04;04;215700,196672976;3919,2226631546;4023,4944196927;55,0364741204;0,7273019441;Chaudière gaz
0142;01420303;01024201;0102420303;010242011102030203;01;42;03;03;10435,342130258;225,6391598002;214,2723049202;46,2479214135;0,5507872177;Chaudière fioul
0142;01420101;01014205;0101420101;010142050701010101;01;42;01;01;62228,2300094488;804,3817761914;897,4806864297;77,361561203;0,6604349309;Autre système centralisé
0142;01420106;01014201;0101420106;010142011102010106;01;42;01;06;65421,4628171301;1168,9886682574;1304,2870729663;55,9641548234;0,6730903273;Autre système centralisé
0142;01420303;01014204;0101420303;010142041703030103;01;42;03;03;94166,2859758545;578,9518363232;549,786413478;162,6496023812;0,5515851421;Chaudière fioul
0142;01420404;01014202;0101420404;010142020701040204;01;42;04;04;693455,900521809;8044,5157067799;8258,5417663684;86,2023179267;0,7273019441;Chaudière gaz
0142;01420404;01014206;0101420404;010142061703040204;01;42;04;04;100845,59432673;371,5352355772;381,4200099212;271,4294222191;0,7273019441;Chaudière gaz
0142;01420101;01024203;0102420101;010242031703010101;01;42;01;01;111222,689886216;596,49845738;665,5370134296;186,4593085031;0,665399002;Autre système centralisé
0142;01420502;01014204;0101420502;010142041102050102;01;42;05;02;28288,2654492761;652,3611134073;682,378465243;43,3628934464;2,4570171105;DRV
0142;01420303;01014202;0101420303;010142020701030103;01;42;03;03;61773,7612358123;746,7878880132;709,1675141529;82,7192864632;0,5515851421;Chaudière fioul
0142;01420502;01014204;0101420502;010142040701050202;01;42;05;02;23244,646862653;291,1894887242;304,5881066894;79,826531392;2,4570171105;DRV
0142;01420502;01024202;0102420502;010242021102050202;01;42;05;02;13423,030665622;224,4183236755;234,7445734192;59,8125431372;2,4570171105;DRV
0142;01420101;01014204;0101420101;010142041703010101;01;42;01;01;26226,1027946824;123,0067127376;137,2434734982;213,208712037;0,6604349309;Autre système centralisé
0142;01420303;01014201;0101420303;010142010701030103;01;42;03;03;5986619,17586228;77702,1899582002;73787,8449575485;77,0456943245;0,5515851421;Chaudière fioul
0142;01420602;01024205;0102420602;010242050701060202;01;42;06;02;121342825,170824;1499112,92461788;1568092,20491963;80,9430851927;0,92;Electrique direct
0142;01420303;01024205;0102420303;010242050701030103;01;42;03;03;21234077,0586794;272356,65046452;258636,343563086;77,9642319087;0,5507872177;Chaudière fioul
0142;01420404;01014201;0101420404;010142011703040104;01;42;04;04;58250191,1426916;257459,02071834;264308,772986634;226,2503406568;0,7273019441;Chaudière gaz
0142;01420303;01014203;0101420303;010142031703030203;01;42;03;03;33970183,5983214;143810,840099952;136566,18916685;236,2143463922;0,5515851421;Chaudière fioul
0142;01420404;01014201;0101420404;010142011102040204;01;42;04;04;12036462,2831816;241810,11137095;248243,521061697;49,7765052708;0,7273019441;Chaudière gaz
0142;01420404;01014203;0101420404;010142031102040204;01;42;04;04;7101416,97847136;143437,723611884;147253,914902941;49,5087122108;0,7273019441;Chaudière gaz
0142;01420502;01014201;0101420502;010142010701050102;01;42;05;02;8412987,93596199;106043,712550441;110923,14414771;79,335094308;2,4570171105;DRV
0142;01420106;01014205;0101420106;010142050701010106;01;42;01;06;166243,608358539;1809,2676884752;2018,6717987024;91,8844731587;0,6730903273;Autre système centralisé
0142;01420101;01024205;0102420101;010242051102010101;01;42;01;01;1975893,34528436;41621,7504527012;46439,0396107217;47,4726152503;0,665399002;Autre système centralisé
0142;01420502;01024204;0102420502;010242040701050202;01;42;05;02;1670928,55805294;18708,9256990592;19569,7869515689;89,3118389014;2,4570171105;DRV
0142;01420101;01014201;0101420101;010142011703010201;01;42;01;01;20475600,0086304;92643,0154239166;103365,49078629;221,0161220998;0,6604349309;Autre système centralisé
0142;01420404;01014203;0101420404;010142030701040104;01;42;04;04;7184052,87203439;91168,3269549507;93593,8797773527;78,799876141;0,7273019441;Chaudière gaz
0142;01420404;01024203;0102420404;010242031703040204;01;42;04;04;4305057,45616275;17687,1762293669;18157,747332911;243,3999300021;0,7267969569;Chaudière gaz
0142;01420502;01014205;0101420502;010142051102050102;01;42;05;02;175520,479266322;3410,4191675483;3567,3441435401;51,4659549584;2,4570171105;DRV
0142;01420101;01024205;0102420101;010242050701010101;01;42;01;01;4347613,24906;52808,4896782376;58920,5287446267;82,3279225661;0,665399002;Autre système centralisé
0142;01420404;01014205;0101420404;010142051703040104;01;42;04;04;5680642,16675316;25745,1293451024;26430,0840133719;220,6491989458;0,7273019441;Chaudière gaz
0142;01420404;01024201;0102420404;010242011703040104;01;42;04;04;572519,722268233;2896,7745237612;2973,8438290413;197,6404161153;0,7267969569;Chaudière gaz
0142;01420404;01014202;0101420404;010142021703040104;01;42;04;04;1552399,31655612;7464,8145438695;7663,4175301296;207,9622082281;0,7273019441;Chaudière gaz
0142;01420303;01024203;0102420303;010242031703030103;01;42;03;03;531574,967858623;2591,8309361839;2461,2642111914;205,0963125864;0,5507872177;Chaudière fioul
0142;01420404;01014202;0101420404;010142021703040204;01;42;04;04;3634878,38865976;15786,6037167697;16206,609682441;230,2508160637;0,7273019441;Chaudière gaz
