usage;energie;Conso;scenario;Conso_cum
Autres usages;Autres;0,5606274110028;S2;0,5606274110028
Autres usages;Electricité;74,1286721917215;S2;74,6892996027243
Autres usages;Fioul;0;S2;74,6892996027243
Autres usages;Gaz;1,1763633758295;S2;75,8656629785538
Autres usages;Urbain;0;S2;75,8656629785538
Chauffage;Autres;9,8324113368329;S2;9,8324113368329
Chauffage;Electricité;16,3788170320223;S2;26,2112283688552
Chauffage;Fioul;0,007567755087;S2;26,2187961239422
Chauffage;Gaz;2,9187732797332;S2;29,1375694036754
Chauffage;Urbain;11,2931582966599;S2;40,4307277003353
Cuisson;Autres;0,2927343739354;S2;0,2927343739354
Cuisson;Electricité;15,9133858305547;S2;16,2061202044901
Cuisson;Fioul;0;S2;16,2061202044901
Cuisson;Gaz;1,68471453924;S2;17,8908347437301
Cuisson;Urbain;0;S2;17,8908347437301
ECS;Autres;4,6904045182242;S2;4,6904045182242
ECS;Electricité;7,4725771338554;S2;12,1629816520796
ECS;Fioul;0,0070723202187;S2;12,1700539722983
ECS;Gaz;3,4646841776826;S2;15,6347381499809
ECS;Urbain;1,0952269548051;S2;16,729965104786
