annee;branche;ss_branche;bat_type;occupant;periode_detail;periode_simple;systeme_chauff;systeme_froid;surface;conso_u;etiquette
2010;01;01;42;01;07;01;01;01;20098.6681;342.38515260682146;D
2010;01;01;42;01;07;01;01;02;37792.3731;207.82897945761368;C
2010;01;01;42;01;07;01;03;01;69932.7782;299.06591660060224;D
2010;01;01;42;01;07;01;03;02;149295.707;239.85961671148868;D
2010;01;01;42;01;07;01;04;01;100933.3928;268.99783474868565;D
2010;01;01;42;01;07;01;04;02;225938.8225;205.4504182481886;C
2010;01;01;42;01;07;01;05;01;109417.3507;233.34816085191267;D
2010;01;01;42;01;07;01;05;02;73055.4341;170.89528458255882;C
2010;01;01;42;01;07;01;06;01;12277.2111;371.8769342877541;E
2010;01;01;42;01;07;01;06;02;375578.7492;296.1151542536732;D
2010;01;01;42;01;11;02;01;01;11753.9578;311.45570370946643;D
2010;01;01;42;01;11;02;01;02;22818.919700000002;151.6337846893634;C
2010;01;01;42;01;11;02;03;01;59186.9053;252.0662996221173;D
2010;01;01;42;01;11;02;03;02;124162.4706;177.3088834217035;C
2010;01;01;42;01;11;02;04;01;102875.5478;229.86453318496817;D
2010;01;01;42;01;11;02;04;02;231857.5064;153.3868301373624;C
2010;01;01;42;01;11;02;05;01;102245.5546;207.2182267955457;C
2010;01;01;42;01;11;02;05;02;66363.6368;131.55945667264197;C
2010;01;01;42;01;11;02;06;01;10367.6784;290.13591672786083;D
2010;01;01;42;01;11;02;06;02;342143.5736;204.343160374784;C
2010;01;01;42;01;17;03;01;01;52136.562399999995;498.29327968257905;E
2010;01;01;42;01;17;03;01;02;99355.1314;428.6971617466046;E
2010;01;01;42;01;17;03;03;01;311647.5586;514.8065375284631;E
2010;01;01;42;01;17;03;03;02;645468.7214;493.98399885795135;E
2010;01;01;42;01;17;03;04;01;299684.7676;461.8914443484503;E
2010;01;01;42;01;17;03;04;02;704828.0154;431.25783243595623;E
2010;01;01;42;01;17;03;05;01;489918.0303;370.79087556873543;E
2010;01;01;42;01;17;03;05;02;402173.8531;337.03118371820307;D
2010;01;01;42;01;17;03;06;01;5250.1306;300.70460632970946;D
2010;01;01;42;01;17;03;06;02;1468555.954;600.2836093115376;F
2010;01;01;42;01;19;04;04;01;1579.9411;140.84393983169772;C
2010;01;01;42;01;19;04;04;02;1849.4431;101.82288373580967;B
2010;01;01;42;01;19;04;05;01;10695.3981;127.92020354499394;C
2010;01;01;42;01;19;04;05;02;12519.7895;88.89916765304119;B
2010;01;01;42;01;19;04;06;01;1233.2715;180.5696293147659;C
2010;01;01;42;01;19;04;06;02;1443.6396;141.54857150362426;C
2010;01;01;42;01;19;04;21;01;5297.9322;177.2165492968305;C
2010;01;01;42;01;19;04;21;02;6201.6388;99.17445391009225;B
2010;01;01;42;01;19;04;23;01;814.5168;142.58354779850853;C
2010;01;01;42;01;19;04;23;02;953.4548;103.56250005281208;B
2010;01;01;42;01;19;04;24;01;16654.9482;130.84328031627328;C
2010;01;01;42;01;19;04;24;02;19495.9032;91.82222882624922;B
2010;01;01;42;01;19;04;25;01;5174.2675;120.54930761161;C
2010;01;01;42;01;19;04;25;02;6056.8798;81.52825213389502;B
2010;01;01;42;01;19;04;26;01;9451.2031;173.62301381382466;C
2010;01;01;42;01;19;04;26;02;11063.3632;134.60194961595207;C
2010;01;01;42;02;07;01;01;01;537.8574;283.072017117312;D
2010;01;01;42;02;07;01;01;02;863.2038;221.24844695781974;D
2010;01;01;42;02;07;01;03;01;681.1296;304.3918254605131;D
2010;01;01;42;02;07;01;03;02;2327.1335;257.6122713123312;D
2010;01;01;42;02;07;01;04;01;3227.6647;267.50040174141844;D
2010;01;01;42;02;07;01;04;02;7713.4148;207.74316525562148;C
2010;01;01;42;02;07;01;05;01;2114.5734;233.87415322477227;D
2010;01;01;42;02;07;01;05;02;1465.1547;174.64949345721195;C
2010;01;01;42;02;07;01;06;01;260.4324;381.54574400901686;E
2010;01;01;42;02;07;01;06;02;9627.3132;320.60168544729055;D
2010;01;01;42;02;11;02;01;01;460.1083;298.0204580080075;D
2010;01;01;42;02;11;02;01;02;1180.7499;155.66041466542572;C
2010;01;01;42;02;11;02;03;01;564.1446;247.12553687098205;D
2010;01;01;42;02;11;02;03;02;1366.7513;173.45279723053017;C
2010;01;01;42;02;11;02;04;01;1544.7981;234.31463187019853;D
2010;01;01;42;02;11;02;04;02;3757.9136;160.8959226778083;C
2010;01;01;42;02;11;02;05;01;425.2201;208.20181402451033;C
2010;01;01;42;02;11;02;05;02;215.1534;134.1952200361216;C
2010;01;01;42;02;11;02;06;01;93.258;303.040801607957;D
2010;01;01;42;02;11;02;06;02;1721.5556;226.49486226346403;D
2010;01;01;42;02;17;03;01;01;1319.633;547.5110933617453;F
2010;01;01;42;02;17;03;01;02;2135.8523;449.45124293260113;E
2010;01;01;42;02;17;03;03;01;3494.4718;480.0428310873537;E
2010;01;01;42;02;17;03;03;02;6984.1306;466.53816305389563;E
2010;01;01;42;02;17;03;04;01;7877.4525;437.39094498461213;E
2010;01;01;42;02;17;03;04;02;16937.2074;425.5271837571797;E
2010;01;01;42;02;17;03;05;01;3328.7172;374.86519136980564;E
2010;01;01;42;02;17;03;05;02;2695.3615;346.0662407102304;D
2010;01;01;42;02;17;03;06;01;36.4802;303.98239838349036;D
2010;01;01;42;02;17;03;06;02;10651.9886;607.7683486657098;F
2010;01;01;42;02;19;04;04;01;22.4548;140.84394078326733;C
2010;01;01;42;02;19;04;04;02;26.2851;101.82287929382449;B
2010;01;01;42;02;19;04;05;01;152.0079;127.92021521982343;C
2010;01;01;42;02;19;04;05;02;177.937;88.89916210375641;B
2010;01;01;42;02;19;04;06;01;17.5278;180.5696265035547;C
2010;01;01;42;02;19;04;06;02;20.5177;141.5485632497778;C
2010;01;01;42;02;19;04;21;01;75.2966;177.2165715180052;C
2010;01;01;42;02;19;04;21;02;88.1406;99.1744463518622;B
2010;01;01;42;02;19;04;23;01;11.5763;142.5835697736197;C
2010;01;01;42;02;19;04;23;02;13.5509;103.56251108218288;B
2010;01;01;42;02;19;04;24;01;236.7077;130.84329380190732;C
2010;01;01;42;02;19;04;24;02;277.0847;91.82222767634087;B
2010;01;01;42;02;19;04;25;01;73.539;120.54931544935775;C
2010;01;01;42;02;19;04;25;02;86.0831;81.528254363304;B
2010;01;01;42;02;19;04;26;01;134.3248;173.6230258800233;C
2010;01;01;42;02;19;04;26;02;157.2376;134.60195680166103;C
2010;01;01;42;03;07;01;01;01;23089.6794;351.7188543587006;E
2010;01;01;42;03;07;01;01;02;44209.124200000006;215.6984605202911;D
2010;01;01;42;03;07;01;03;01;31690.1331;293.93662753718945;D
2010;01;01;42;03;07;01;03;02;60119.3731;239.91932168378108;D
2010;01;01;42;03;07;01;04;01;90240.4774;263.93325490886855;D
2010;01;01;42;03;07;01;04;02;192211.0959;202.6986890019602;C
2010;01;01;42;03;07;01;05;01;49983.2776;237.20167906027314;D
2010;01;01;42;03;07;01;05;02;32987.8763;174.47886775599514;C
2010;01;01;42;03;07;01;06;01;7236.181;374.2321762639858;E
2010;01;01;42;03;07;01;06;02;180801.4496;305.4316254026582;D
2010;01;01;42;03;11;02;01;01;15804.0858;317.4123904803646;D
2010;01;01;42;03;11;02;01;02;26084.963799999998;158.7509044145099;C
2010;01;01;42;03;11;02;03;01;21211.1645;244.58527701953963;D
2010;01;01;42;03;11;02;03;02;38982.1967;173.270187214354;C
2010;01;01;42;03;11;02;04;01;65650.8545;228.4046601856788;D
2010;01;01;42;03;11;02;04;02;137534.0343;152.12420385502838;C
2010;01;01;42;03;11;02;05;01;36665.381;211.362046180904;D
2010;01;01;42;03;11;02;05;02;24820.5398;134.5996125848452;C
2010;01;01;42;03;11;02;06;01;4490.1066;294.72699558884153;D
2010;01;01;42;03;11;02;06;02;135231.6981;211.7530511190665;D
2010;01;01;42;03;17;03;01;01;46127.634399999995;518.3171927175879;E
2010;01;01;42;03;17;03;01;02;70023.9989;436.6904546045107;E
2010;01;01;42;03;17;03;03;01;65353.5039;524.802546495394;E
2010;01;01;42;03;17;03;03;02;125373.7883;511.9610905298081;E
2010;01;01;42;03;17;03;04;01;229869.4769;452.614192187728;E
2010;01;01;42;03;17;03;04;02;492228.152;427.9485953104574;E
2010;01;01;42;03;17;03;05;01;113591.1096;373.0446754625;E
2010;01;01;42;03;17;03;05;02;94437.108;339.3916548011365;D
2010;01;01;42;03;17;03;06;01;1259.0913;301.83582679431197;D
2010;01;01;42;03;17;03;06;02;353754.764;617.7837623594413;F
2010;01;01;42;03;19;04;04;01;660.2107;140.84394693733745;C
2010;01;01;42;03;19;04;04;02;772.8276;101.82288287349212;B
2010;01;01;42;03;19;04;05;01;4469.2904;127.92021664818843;C
2010;01;01;42;03;19;04;05;02;5231.6497;88.89915758167086;B
2010;01;01;42;03;19;04;06;01;515.3477;180.56964409375098;C
2010;01;01;42;03;19;04;06;02;603.2543;141.548584180087;C
2010;01;01;42;03;19;04;21;01;2213.8492;177.21655756715666;C
2010;01;01;42;03;19;04;21;02;2591.4813;99.17444845299707;B
2010;01;01;42;03;19;04;23;01;340.3625;142.58354301317718;C
2010;01;01;42;03;19;04;23;02;398.4206;103.56249692169484;B
2010;01;01;42;03;19;04;24;01;6959.6101;130.84328645475682;C
2010;01;01;42;03;19;04;24;02;8146.7612;91.82223299662891;B
2010;01;01;42;03;19;04;25;01;2162.1733;120.54931039070449;C
2010;01;01;42;03;19;04;25;02;2530.9909;81.52825509087367;B
2010;01;01;42;03;19;04;26;01;3949.3782;173.6230190186538;C
2010;01;01;42;03;19;04;26;02;4623.0522;134.60192961670887;C
2010;01;01;42;04;07;01;01;01;15.5644;270.954984608313;D
2010;01;01;42;04;07;01;01;02;414.793;218.65827534967602;D
2010;01;01;42;04;07;01;03;01;249.8029;271.73117128988457;D
2010;01;01;42;04;07;01;03;02;451.4176;253.36796692294135;D
2010;01;01;42;04;07;01;04;01;748.3867;263.23793520669597;D
2010;01;01;42;04;07;01;04;02;1182.8521;198.72813741046187;C
2010;01;01;42;04;07;01;05;01;488.0789;231.18424159708644;D
2010;01;01;42;04;07;01;05;02;295.4427;165.50044658395473;C
2010;01;01;42;04;07;01;06;01;67.4768;350.69677618545086;E
2010;01;01;42;04;07;01;06;02;1670.944;279.53496827067477;D
2010;01;01;42;04;11;02;01;02;273.6964;161.4473110209881;C
2010;01;01;42;04;11;02;03;01;186.9865;257.6206130985895;D
2010;01;01;42;04;11;02;03;02;446.1645;180.78933956756336;C
2010;01;01;42;04;11;02;04;01;1048.797;235.10742969590467;D
2010;01;01;42;04;11;02;04;02;2496.0614;155.51835464899267;C
2010;01;01;42;04;11;02;05;01;671.4379;199.6718499257863;C
2010;01;01;42;04;11;02;05;02;283.3708;131.63415707259313;C
2010;01;01;42;04;11;02;06;01;81.7462;289.75187602483305;D
2010;01;01;42;04;11;02;06;02;2110.835;189.89650921811236;C
2010;01;01;42;04;17;03;01;01;733.7799;557.5118079396253;F
2010;01;01;42;04;17;03;01;02;1298.4476;470.9296494889785;E
2010;01;01;42;04;17;03;03;01;516.9457;447.3608927672574;E
2010;01;01;42;04;17;03;03;02;704.8074;465.70798015404455;E
2010;01;01;42;04;17;03;04;01;3723.5526;405.12288219598224;E
2010;01;01;42;04;17;03;04;02;6449.9874;392.3138929537055;E
2010;01;01;42;04;17;03;05;01;1036.9211;368.80750517587023;E
2010;01;01;42;04;17;03;05;02;805.6973;330.4225086414016;D
2010;01;01;42;04;17;03;06;02;3528.6992;611.6254372211564;F
2010;01;01;42;04;19;04;04;01;7.5115;140.8439241995328;C
2010;01;01;42;04;19;04;04;02;8.7928;101.82288329790106;B
2010;01;01;42;04;19;04;05;01;50.8491;127.92021681629957;C
2010;01;01;42;04;19;04;05;02;59.5228;88.89915943070912;B
2010;01;01;42;04;19;04;06;01;5.8633;180.56968059051076;C
2010;01;01;42;04;19;04;06;02;6.8635;141.5485722553563;C
2010;01;01;42;04;19;04;21;01;25.188000000000002;177.21656093301726;C
2010;01;01;42;04;19;04;21;02;29.484499999999997;99.17444317783958;B
2010;01;01;42;04;19;04;23;01;3.8725;142.58361333358152;C
2010;01;01;42;04;19;04;23;02;4.533;103.56248616343471;B
2010;01;01;42;04;19;04;24;01;79.1825;130.84327558580435;C
2010;01;01;42;04;19;04;24;02;92.6893;91.82222860391201;B
2010;01;01;42;04;19;04;25;01;24.6;120.54930045288742;C
2010;01;01;42;04;19;04;25;02;28.7962;81.52824189663514;B
2010;01;01;42;04;19;04;26;01;44.9338;173.62299433959492;C
2010;01;01;42;04;19;04;26;02;52.5985;134.60196416877912;C
2010;01;01;42;05;07;01;01;01;3049.6736;342.4160375046873;D
2010;01;01;42;05;07;01;01;02;4914.6219;215.62874355327384;D
2010;01;01;42;05;07;01;03;01;3148.0522;300.92304354955587;D
2010;01;01;42;05;07;01;03;02;5700.2237;248.42037995397786;D
2010;01;01;42;05;07;01;04;01;9558.3826;269.226518220344;D
2010;01;01;42;05;07;01;04;02;19277.2612;207.89557416658576;C
2010;01;01;42;05;07;01;05;01;5158.3805;241.12611894597435;D
2010;01;01;42;05;07;01;05;02;2937.7137;181.46824163975054;C
2010;01;01;42;05;07;01;06;01;805.4942;384.6803793601533;E
2010;01;01;42;05;07;01;06;02;15641.61;323.8761638459432;D
2010;01;01;42;05;11;02;01;01;2835.1809000000003;328.41433046100576;D
2010;01;01;42;05;11;02;01;02;5396.8514;167.44764170277983;C
2010;01;01;42;05;11;02;03;01;2850.6769;259.19025286563107;D
2010;01;01;42;05;11;02;03;02;4761.5707;188.76949393764983;C
2010;01;01;42;05;11;02;04;01;7238.4667;224.3887115215929;D
2010;01;01;42;05;11;02;04;02;14161.9787;151.26282799556944;C
2010;01;01;42;05;11;02;05;01;3518.1028;211.6101509393044;D
2010;01;01;42;05;11;02;05;02;2268.7118;136.13769073968348;C
2010;01;01;42;05;11;02;06;01;557.4722;298.41121450327034;D
2010;01;01;42;05;11;02;06;02;12701.0928;217.5900566424691;D
2010;01;01;42;05;17;03;01;01;6888.1605;552.5449367624702;F
2010;01;01;42;05;17;03;01;02;9003.4696;478.55145220663456;E
2010;01;01;42;05;17;03;03;01;7129.5246;536.9301278261797;E
2010;01;01;42;05;17;03;03;02;12561.8341;534.6551313320579;E
2010;01;01;42;05;17;03;04;01;27366.2148;452.75957822322545;E
2010;01;01;42;05;17;03;04;02;51728.558;437.6213345093481;E
2010;01;01;42;05;17;03;05;01;13060.642;392.74911077817336;E
2010;01;01;42;05;17;03;05;02;10366.0023;360.2329924451629;E
2010;01;01;42;05;17;03;06;02;41263.0685;683.4657227307978;F
2010;01;01;42;05;19;04;04;01;105.9839;140.84394146735994;C
2010;01;01;42;05;19;04;04;02;124.0624;101.82288330737232;B
2010;01;01;42;05;19;04;05;01;302.0483;127.92021664087159;C
2010;01;01;42;05;19;04;05;02;353.5708;88.89915622213285;B
2010;01;01;42;05;19;04;06;01;81.9577;180.56963408373844;C
2010;01;01;42;05;19;04;06;02;95.9378;141.54857082387642;C
2010;01;01;42;05;19;04;21;01;174.2482;177.22908720781749;C
2010;01;01;42;05;19;04;21;02;203.971;99.18696971871707;B
2010;01;01;42;05;19;04;23;01;45.9186;142.58356450224684;C
2010;01;01;42;05;19;04;23;02;53.7513;103.56248760354744;B
2010;01;01;42;05;19;04;24;01;932.0134;130.84328079262545;C
2010;01;01;42;05;19;04;24;02;1090.9936;91.82222392419791;B
2010;01;01;42;05;19;04;25;01;132.8952;120.54931337548672;C
2010;01;01;42;05;19;04;25;02;155.5641;81.52825335515533;B
2010;01;01;42;05;19;04;26;01;539.1756;173.6230285595869;C
2010;01;01;42;05;19;04;26;02;631.1467;134.60194994055473;C
2010;01;01;42;06;07;01;01;02;270.1543;216.43241000860195;D
2010;01;01;42;06;07;01;04;02;308.968;186.26407733166673;C
2010;01;01;42;06;07;01;06;02;27.5179;294.8547100542825;D
2010;01;01;42;06;11;02;01;02;180.1029;159.17206171314112;C
2010;01;01;42;06;11;02;06;02;302.769;185.7925229877706;C
2010;01;01;42;06;17;03;04;01;179.7971;518.7061322134788;E
2010;01;01;42;06;17;03;04;02;450.4329;476.496815860022;E
2010;01;01;42;06;17;03;05;01;543.7763;357.3547012838658;E
2010;01;01;42;06;17;03;05;02;301.1271;319.72731185836403;D
2010;01;01;42;06;17;03;06;02;1034.8675;622.9790941572265;F
2010;01;01;42;06;19;04;04;01;0.8454;140.84401392971984;C
2010;01;01;42;06;19;04;04;02;0.9896;101.82310912835689;B
2010;01;01;42;06;19;04;05;01;5.7228;127.92019475917675;C
2010;01;01;42;06;19;04;05;02;6.699;88.89914907338664;B
2010;01;01;42;06;19;04;06;01;0.6599;180.56998207739102;C
2010;01;01;42;06;19;04;06;02;0.7725;141.54896543432733;C
2010;01;01;42;06;19;04;21;01;2.8348;177.21656115513676;C
2010;01;01;42;06;19;04;21;02;3.3183;99.17449548109067;B
2010;01;01;42;06;19;04;23;01;0.4358;142.58390404367833;C
2010;01;01;42;06;19;04;23;02;0.5102;103.5625580692354;B
2010;01;01;42;06;19;04;24;01;8.9117;130.84328873338268;C
2010;01;01;42;06;19;04;24;02;10.4318;91.82222736668986;B
2010;01;01;42;06;19;04;25;01;2.7686;120.54922506105217;C
2010;01;01;42;06;19;04;25;02;3.2409;81.52830870988277;B
2010;01;01;42;06;19;04;26;01;5.0571;173.6229729926646;C
2010;01;01;42;06;19;04;26;02;5.9197;134.60197454988375;C
2010;01;01;44;01;07;01;01;01;19292.5864;314.5653736877378;D
2010;01;01;44;01;07;01;01;02;60669.45;200.66030303519108;C
2010;01;01;44;01;07;01;03;01;47289.3241;278.8701240106585;D
2010;01;01;44;01;07;01;03;02;185049.2648;227.34466441987752;D
2010;01;01;44;01;07;01;04;01;107883.6523;252.1684252159056;D
2010;01;01;44;01;07;01;04;02;456941.7062;195.9094076630154;C
2010;01;01;44;01;07;01;06;01;9784.9432;335.5785528911634;D
2010;01;01;44;01;07;01;06;02;552027.8056;281.1209175190364;D
2010;01;01;44;01;07;01;09;01;80326.5197;215.16669717000252;D
2010;01;01;44;01;07;01;09;02;144276.7247;157.6555596006035;C
2010;01;01;44;01;11;02;01;01;12464.3923;294.67101501662245;D
2010;01;01;44;01;11;02;01;02;38663.8724;138.73900404726123;C
2010;01;01;44;01;11;02;03;01;55127.6551;222.46223578933996;D
2010;01;01;44;01;11;02;03;02;202440.8973;147.94722919408807;C
2010;01;01;44;01;11;02;04;01;89024.1756;212.22815113583775;D
2010;01;01;44;01;11;02;04;02;374409.6779;135.36799441593146;C
2010;01;01;44;01;11;02;06;01;3311.971;244.63224418160894;D
2010;01;01;44;01;11;02;06;02;414073.5042;167.97980562554886;C
2010;01;01;44;01;11;02;09;01;62927.4487;198.65911083767725;C
2010;01;01;44;01;11;02;09;02;108903.5208;121.01031071967793;C
2010;01;01;44;01;17;03;01;01;48466.839799999994;428.47680288184506;E
2010;01;01;44;01;17;03;01;02;163037.5724;357.26741524596156;E
2010;01;01;44;01;17;03;03;01;196333.675;435.5708671124327;E
2010;01;01;44;01;17;03;03;02;776791.434;409.43476364990437;E
2010;01;01;44;01;17;03;04;01;283025.5656;379.3014155481894;E
2010;01;01;44;01;17;03;04;02;1244792.6257;350.4176876081535;E
2010;01;01;44;01;17;03;06;02;1645256.5141;502.6488060697329;E
2010;01;01;44;01;17;03;09;01;278104.9318;283.6594848918231;D
2010;01;01;44;01;17;03;09;02;579012.9786;248.84048726864938;D
2010;01;01;44;01;19;04;04;01;2084.9893;128.44975845593598;C
2010;01;01;44;01;19;04;04;02;2440.641;93.52296562698768;B
2010;01;01;44;01;19;04;06;01;1276.9597;150.81646471964723;C
2010;01;01;44;01;19;04;06;02;1494.78;115.88968274754083;C
2010;01;01;44;01;19;04;09;01;13792.5883;118.03170678154905;C
2010;01;01;44;01;19;04;09;02;16145.2898;83.1049152745311;B
2010;01;01;44;01;19;04;21;01;6607.0572;162.23711025148674;C
2010;01;01;44;01;19;04;21;02;7734.0707;92.38353238522066;B
2010;01;01;44;01;19;04;23;01;1161.1912;129.46332215588643;C
2010;01;01;44;01;19;04;23;02;1359.264;94.536529981105;B
2010;01;01;44;01;19;04;24;01;22000.0212;122.91607691966709;C
2010;01;01;44;01;19;04;24;02;25752.724;87.9892875564346;B
2010;01;01;44;01;19;04;26;01;8865.677;146.92980984709533;C
2010;01;01;44;01;19;04;26;02;10377.9597;112.00301958064915;C
2010;01;01;44;01;19;04;29;01;6558.2129;116.00787140935117;C
2010;01;01;44;01;19;04;29;02;7676.8947;81.08108168514357;B
2010;01;01;44;02;07;01;01;01;1251.568;255.50036209643963;D
2010;01;01;44;02;07;01;01;02;4765.748;195.13994443936468;C
2010;01;01;44;02;07;01;03;01;2760.9553;275.10636171414336;D
2010;01;01;44;02;07;01;03;02;9993.0547;223.2690879242075;D
2010;01;01;44;02;07;01;04;01;10462.9158;249.9834882302119;D
2010;01;01;44;02;07;01;04;02;43701.0876;193.041336192343;C
2010;01;01;44;02;07;01;06;01;686.9843;333.61831769307065;D
2010;01;01;44;02;07;01;06;02;33622.538;279.9480424423029;D
2010;01;01;44;02;07;01;09;01;4329.4032;215.5581417038489;D
2010;01;01;44;02;07;01;09;02;8061.2913;157.59585062405023;C
2010;01;01;44;02;11;02;01;01;356.7017;219.70675363842307;D
2010;01;01;44;02;11;02;01;02;1423.53;139.90975731314393;C
2010;01;01;44;02;11;02;03;01;1942.1185;226.8433027988881;D
2010;01;01;44;02;11;02;03;02;7866.5658;149.8613597003351;C
2010;01;01;44;02;11;02;04;01;8018.2949;208.8255276605126;C
2010;01;01;44;02;11;02;04;02;33889.626;133.60084233045495;C
2010;01;01;44;02;11;02;06;01;218.6041;240.26031723429588;D
2010;01;01;44;02;11;02;06;02;29129.9854;162.4254414701664;C
2010;01;01;44;02;11;02;09;01;4153.4783;196.42586972490395;C
2010;01;01;44;02;11;02;09;02;6448.2897;119.36373354260382;C
2010;01;01;44;02;17;03;01;01;8145.6387;430.46346898492703;E
2010;01;01;44;02;17;03;01;02;23378.436200000004;357.498203404492;E
