annee;branche;ss_branche;bat_type;occupant;periode_detail;periode_simple;systeme_chauff;systeme_froid;surface;conso_u;etiquette
2010;01;01;44;02;17;03;03;01;8809.4777;417.261013589007;E
2010;01;01;44;02;17;03;03;02;30637.28;392.1492700960103;E
2010;01;01;44;02;17;03;04;01;27276.9338;372.53132246531163;E
2010;01;01;44;02;17;03;04;02;118227.5745;344.0517858379076;D
2010;01;01;44;02;17;03;06;02;65683.5253;501.7616956642998;E
2010;01;01;44;02;17;03;09;01;11576.6991;283.5577251715612;D
2010;01;01;44;02;17;03;09;02;22395.2398;250.21072213483524;D
2010;01;01;44;02;19;04;04;01;133.913;128.44976065293497;C
2010;01;01;44;02;19;04;04;02;156.7555;93.52296399884847;B
2010;01;01;44;02;19;04;06;01;82.0155;150.816479410751;C
2010;01;01;44;02;19;04;06;02;96.0055;115.88966254295161;C
2010;01;01;44;02;19;04;09;01;885.8593;118.03170727079558;C
2010;01;01;44;02;19;04;09;02;1036.9667;83.10491569763236;B
2010;01;01;44;02;19;04;21;01;424.3528;162.23711578051223;C
2010;01;01;44;02;19;04;21;02;496.7377;92.38353196933643;B
2010;01;01;44;02;19;04;23;01;74.5801;129.4633279536974;C
2010;01;01;44;02;19;04;23;02;87.3017;94.53653655576557;B
2010;01;01;44;02;19;04;24;01;1412.9997;122.9160768309829;C
2010;01;01;44;02;19;04;24;02;1654.0252;87.98928597088258;B
2010;01;01;44;02;19;04;26;01;569.4176;146.92980420177088;C
2010;01;01;44;02;19;04;26;02;666.5472;112.00300030726379;C
2010;01;01;44;02;19;04;29;01;421.2156;116.0078726171153;C
2010;01;01;44;02;19;04;29;02;493.0654;81.0810819278196;B
2010;01;01;44;03;07;01;01;01;16036.738399999998;317.673745230255;D
2010;01;01;44;03;07;01;01;02;54804.6503;200.64667428610068;C
2010;01;01;44;03;07;01;03;01;20755.5159;278.69956158746885;D
2010;01;01;44;03;07;01;03;02;80385.9773;227.65319023180308;D
2010;01;01;44;03;07;01;04;01;70580.3097;250.73145296057697;D
2010;01;01;44;03;07;01;04;02;302450.1758;195.4707703360226;C
2010;01;01;44;03;07;01;06;01;4926.1374;335.8836322354047;D
2010;01;01;44;03;07;01;06;02;226162.7004;280.82671551895294;D
2010;01;01;44;03;07;01;09;01;31198.7237;214.4338380726137;D
2010;01;01;44;03;07;01;09;02;53817.8089;157.82959512644467;C
2010;01;01;44;03;11;02;01;01;9948.756000000001;292.01339321568196;D
2010;01;01;44;03;11;02;01;02;35257.4854;137.82212630443453;C
2010;01;01;44;03;11;02;03;01;19320.8759;220.45860596243432;D
2010;01;01;44;03;11;02;03;02;71094.0999;147.50206212770829;C
2010;01;01;44;03;11;02;04;01;55577.8521;209.476501503597;C
2010;01;01;44;03;11;02;04;02;234311.0244;133.966370302075;C
2010;01;01;44;03;11;02;06;01;1302.2292;243.52854117286049;D
2010;01;01;44;03;11;02;06;02;159185.619;169.12769802244463;C
2010;01;01;44;03;11;02;09;01;24742.3555;196.7844257653484;C
2010;01;01;44;03;11;02;09;02;41299.2036;120.55060394567644;C
2010;01;01;44;03;17;03;01;01;37997.4161;437.65017410772066;E
2010;01;01;44;03;17;03;01;02;117960.5251;363.86472147137215;E
2010;01;01;44;03;17;03;03;01;60862.7208;422.12406451458355;E
2010;01;01;44;03;17;03;03;02;209750.6744;404.7171259848408;E
2010;01;01;44;03;17;03;04;01;188912.4467;380.02661264534015;E
2010;01;01;44;03;17;03;04;02;786882.976;350.4577850922383;E
2010;01;01;44;03;17;03;06;02;506917.7658;507.816654961728;E
2010;01;01;44;03;17;03;09;01;88809.6819;284.7952208165798;D
2010;01;01;44;03;17;03;09;02;174525.1027;251.56386004643667;D
2010;01;01;44;03;19;04;04;01;932.6549;128.44976123714588;C
2010;01;01;44;03;19;04;04;02;1091.7445;93.52296475029499;B
2010;01;01;44;03;19;04;06;01;571.2081;150.81644626313766;C
2010;01;01;44;03;19;04;06;02;668.6432;115.88968418619153;C
2010;01;01;44;03;19;04;09;01;6169.6837;118.031705424335;C
2010;01;01;44;03;19;04;09;02;7222.0913;83.10491760686729;B
2010;01;01;44;03;19;04;21;01;2955.4607;162.23710859912515;C
2010;01;01;44;03;19;04;21;02;3459.5951;92.3835350074539;B
2010;01;01;44;03;19;04;23;01;519.4226;129.46332718230332;C
2010;01;01;44;03;19;04;23;02;608.0243;94.5365345437325;B
2010;01;01;44;03;19;04;24;01;9841.0226;122.91607565638667;C
2010;01;01;44;03;19;04;24;02;11519.677;87.98929065775668;B
2010;01;01;44;03;19;04;26;01;3965.7838;146.92980487930743;C
2010;01;01;44;03;19;04;26;02;4642.2562;112.00301589759584;C
2010;01;01;44;03;19;04;29;01;2933.6118;116.00787592009931;C
2010;01;01;44;03;19;04;29;02;3434.0191;81.08108460120631;B
2010;01;01;44;04;07;01;01;01;431.5684;343.7933907353393;D
2010;01;01;44;04;07;01;01;02;1714.0645;209.61292859513753;C
2010;01;01;44;04;07;01;03;01;535.693;302.42503370621245;D
2010;01;01;44;04;07;01;03;02;2080.382;235.81498067030833;D
2010;01;01;44;04;07;01;04;01;621.9501;220.79244677544858;D
2010;01;01;44;04;07;01;04;02;1141.6828;164.68351374766794;C
2010;01;01;44;04;07;01;06;01;71.4411;333.82400426651157;D
2010;01;01;44;04;07;01;06;02;1535.4798;249.36287655729905;D
2010;01;01;44;04;07;01;09;01;166.0225;209.3541265003606;C
2010;01;01;44;04;07;01;09;02;192.3776;147.06089163390828;C
2010;01;01;44;04;11;02;01;01;184.752;233.7404804915097;D
2010;01;01;44;04;11;02;01;02;510.7432;142.5486493682363;C
2010;01;01;44;04;11;02;03;01;605.3198;215.72282563184672;D
