"scenario";"BRANCHE";"usage";"2015";"2020";"2025";"2030";"2050"
"AMS3";"Bureaux Administration";"Autre";24.5738965232421;24.4729555699138;23.5483169197482;22.6700201511007;19.5528639747797
"AMS3";"Bureaux Administration";"Auxiliaires";4.52529995707653;3.76590620752452;2.985864351355;2.07579843148953;1.1001951617473
"AMS3";"Bureaux Administration";"Bureautique";38.8485917972672;40.6974904958479;36.6265751747828;33.0026492131947;24.6612607669156
"AMS3";"Bureaux Administration";"Chauffage";109.926401588486;94.2019889370163;79.194111682998;61.1863392621215;32.9828151679555
"AMS3";"Bureaux Administration";"Climatisation";36.4143041772242;38.3795838597499;39.9587153975933;41.5483522892846;45.8240237277546
"AMS3";"Bureaux Administration";"Cuisson";3.97989732498812;3.88959657124419;3.69772003162242;3.51716538170058;2.806270163745
"AMS3";"Bureaux Administration";"ECS";5.51967492283985;5.35785860667963;5.19167621497141;5.05446156717469;4.42958181228373
"AMS3";"Bureaux Administration";"Eclairage";19.5876956514049;17.6040703052149;14.0694751236067;10.5108605361223;6.50923515722518
"AMS3";"Bureaux Administration";"Froid_alimentaire";0.611386019154633;0.580073170549879;0.551315157576133;0.524289748441742;0.437333999687315
"AMS3";"Bureaux Administration";"Process";0.520433387949427;0.518295752430227;0.498713410095673;0.480112596754652;0.414096541629264
"AMS3";"Bureaux Administration";"Ventilation";4.0025690319687;4.02627825071925;4.05285899663037;4.13223458629486;4.06795393172573
"AMS3";"Café Hôtel Restaurant";"Autre";7.46079728949737;7.42506397559662;7.15546450304065;6.89747347018557;5.95504023592715
"AMS3";"Café Hôtel Restaurant";"Auxiliaires";12.1323664915825;14.1251005351759;15.9488210851238;17.1533095167394;13.5996795081913
"AMS3";"Café Hôtel Restaurant";"Bureautique";3.17143828192116;3.32076732334414;2.99237606221933;2.69839239676045;2.00994641614981
"AMS3";"Café Hôtel Restaurant";"Chauffage";109.710774511935;100.04922434741;94.4324482952795;88.9265408552599;65.7381034494299
"AMS3";"Café Hôtel Restaurant";"Climatisation";29.7153189754963;32.298570262004;33.7814193326295;35.2018446862673;39.5830877286773
