usage;energie;Conso;scenario;Conso_cum
Autres usages;Autres;0,490288048588;AMS3;0,490288048588
Autres usages;Electricité;60,5992824570396;AMS3;61,0895705056276
Autres usages;Fioul;0,7721134404904;AMS3;61,861683946118
Autres usages;Gaz;1,0244598484417;AMS3;62,8861437945597
Autres usages;Urbain;0;AMS3;62,8861437945597
Cuisson;Autres;0,2589893130233;AMS3;0,2589893130233
Cuisson;Electricité;12,4604614143321;AMS3;12,7194507273554
Cuisson;Fioul;0;AMS3;12,7194507273554
Cuisson;Gaz;1,438855537329;AMS3;14,1583062646844
Cuisson;Urbain;0;AMS3;14,1583062646844
ECS;Autres;3,6755433652672;AMS3;3,6755433652672
ECS;Electricité;4,3380230728424;AMS3;8,0135664381096
ECS;Fioul;0,0056824133892;AMS3;8,0192488514988
ECS;Gaz;3,1594367712218;AMS3;11,1786856227206
ECS;Urbain;0,8971466503773;AMS3;12,0758322730979
Chauffage;Autres;4,4944029186533;AMS3;4,4944029186533
Chauffage;Electricité;15,1054797319565;AMS3;19,5998826506098
Chauffage;Fioul;0,0134196959869;AMS3;19,6133023465967
Chauffage;Gaz;2,3801108615537;AMS3;21,9934132081504
Chauffage;Urbain;10,4544239900037;AMS3;32,4478371981541
